 INPUT STRING:	كلامك
     IS_TRANS:	AlnAs
        INDEX:	P26W15
      OFFSETS:	66-71
       TOKENS:	P26W18-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P26W16
      OFFSETS:	72-76
       TOKENS:	P26W19-P26W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P26W17
      OFFSETS:	77-82
       TOKENS:	P26W20-P26W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyom_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	بتنفخ
     IS_TRANS:	btnfx
        INDEX:	P26W18
      OFFSETS:	83-88
       TOKENS:	P26W21-P26W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafax_1]
   UNSPLITVOC:	(bitinofux)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+nofux
        GLOSS:	[present-tense]+it/they/she+inflate/blow into

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P26W19
      OFFSETS:	89-91
       TOKENS:	P26W23-P26W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قربة
     IS_TRANS:	qrbp
        INDEX:	P26W20
      OFFSETS:	92-96
       TOKENS:	P26W24-P26W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qirobap_1]
   UNSPLITVOC:	(qirobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qirob+ap
        GLOSS:	waterskin/waterskin/bagpipe+[fem.sg.]

 INPUT STRING:	مقطوعة
     IS_TRANS:	mqTwEp
        INDEX:	P26W21
      OFFSETS:	97-103
       TOKENS:	P26W25-P26W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqoTuwE_1]
   UNSPLITVOC:	(maqoTuwEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maqoTuwE+ap
        GLOSS:	cut off/severed+[fem.sg.]

