 INPUT STRING:	هذا
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fataH-a_1]
   UNSPLITVOC:	(yafotaHa)
          POS:	IV3MS+IV+IVSUFF_MOOD:S
          VOC:	ya+fotaH+a
        GLOSS:	he/it+open/conquer+[sub.]

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P51W6
      OFFSETS:	27-29
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>ay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	زعيم
     IS_TRANS:	zEym
        INDEX:	P51W7
      OFFSETS:	30-34
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaEiym_1]
   UNSPLITVOC:	(zaEiym)
          POS:	NOUN
          VOC:	zaEiym
        GLOSS:	leader/head of state

 INPUT STRING:	عربي
     IS_TRANS:	Erby
        INDEX:	P51W8
      OFFSETS:	35-39
       TOKENS:	P51W9-P51W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earabiy~_1]
   UNSPLITVOC:	(Earabiy~)
          POS:	ADJ
          VOC:	Earabiy~
        GLOSS:	Arab/Arabic

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P51W9
      OFFSETS:	40-42
       TOKENS:	P51W10-P51W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	إسلامي
     IS_TRANS:	<slAmy
        INDEX:	P51W10
      OFFSETS:	43-49
       TOKENS:	P51W11-P51W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<isolAmiy~_1]
   UNSPLITVOC:	(<isolAmiy~)
          POS:	ADJ
          VOC:	<isolAmiy~
        GLOSS:	Islamic/Islamist/Muslim

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P51W11
      OFFSETS:	50-52
       TOKENS:	P51W12-P51W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	عالمي
     IS_TRANS:	EAlmy
        INDEX:	P51W12
      OFFSETS:	53-58
       TOKENS:	P51W13-P51W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAlamiy~_1]
   UNSPLITVOC:	(EAlamiy~)
          POS:	ADJ
          VOC:	EAlamiy~
        GLOSS:	international/world-wide/world

 INPUT STRING:	فَمَهُ
     IS_TRANS:	famahu
        INDEX:	P51W13
      OFFSETS:	59-65
       TOKENS:	P51W14-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fam_1]
   UNSPLITVOC:	(famahu)
          POS:	NOUN+CASE_DEF_ACC+POSS_PRON_3MS
          VOC:	fam+a+hu
        GLOSS:	mouth+[def.acc.]+its/his

 INPUT STRING:	بالاعتراض
     IS_TRANS:	bAlAEtrAD
        INDEX:	P51W14
      OFFSETS:	66-75
       TOKENS:	P51W16-P51W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotirAD_1]
   UNSPLITVOC:	(biAlAiEotirAD)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+{iEotirAD
        GLOSS:	with/by+the+opposition/resistance/insertion

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P51W15
      OFFSETS:	76-79
       TOKENS:	P51W18-P51W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P51W16
      OFFSETS:	80-82
       TOKENS:	P51W19-P51W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	تريده
     IS_TRANS:	trydh
        INDEX:	P51W17
      OFFSETS:	83-88
       TOKENS:	P51W20-P51W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arAd_1]
   UNSPLITVOC:	(turiyduhu)
          POS:	IV3FS+IV+IVSUFF_MOOD:I+IVSUFF_DO:3MS
          VOC:	tu+riyd+u+hu
        GLOSS:	it/they/she+want/desire/intend+[ind.]+it/him

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P51W18
      OFFSETS:	89-95
       TOKENS:	P51W22-P51W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P51W19
      OFFSETS:	95-96
       TOKENS:	P51W23-P51W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وإلاّ
     IS_TRANS:	w<lA~
        INDEX:	P51W20
      OFFSETS:	97-102
       TOKENS:	P51W24-P51W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w<lA~)
          POS:	TYPO
          VOC:	w<lA~
        GLOSS:	nogloss

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P51W21
      OFFSETS:	103-106
       TOKENS:	P51W25-P51W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tam~-i_1]
   UNSPLITVOC:	(yatim~a)
          POS:	IV3MS+IV+IVSUFF_MOOD:S
          VOC:	ya+tim~+a
        GLOSS:	he/it+conclude/take place+[sub.]

 INPUT STRING:	تنفيذ
     IS_TRANS:	tnfy*
        INDEX:	P51W22
      OFFSETS:	107-112
       TOKENS:	P51W26-P51W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanofiy*_1]
   UNSPLITVOC:	(tanofiy*)
          POS:	NOUN
          VOC:	tanofiy*
        GLOSS:	implementation/execution/carrying out

 INPUT STRING:	أحكام
     IS_TRANS:	>HkAm
        INDEX:	P51W23
      OFFSETS:	113-118
       TOKENS:	P51W27-P51W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(>aHokAm)
          POS:	NOUN
          VOC:	>aHokAm
        GLOSS:	statutes/laws

 INPUT STRING:	المحكمة
     IS_TRANS:	AlmHkmp
        INDEX:	P51W24
      OFFSETS:	119-126
       TOKENS:	P51W28-P51W28
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHokamap_1]
   UNSPLITVOC:	(AlmaHokamap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maHokam+ap
        GLOSS:	the+court/tribunal+[fem.sg.]

 INPUT STRING:	الجنائية
     IS_TRANS:	AljnA}yp
        INDEX:	P51W25
      OFFSETS:	127-135
       TOKENS:	P51W29-P51W29
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jinA}iy~_1]
   UNSPLITVOC:	(AljinA}iy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jinA}iy~+ap
        GLOSS:	the+criminal/penal+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P51W26
      OFFSETS:	135-136
       TOKENS:	P51W30-P51W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وبقوة
     IS_TRANS:	wbqwp
        INDEX:	P51W27
      OFFSETS:	137-142
       TOKENS:	P51W31-P51W33
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(wabiquw~ap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wa+bi+quw~+ap
        GLOSS:	and+with/by+power/strength+[fem.sg.]

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P51W28
      OFFSETS:	143-147
       TOKENS:	P51W34-P51W34
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board

 INPUT STRING:	الأمن
     IS_TRANS:	Al>mn
        INDEX:	P51W29
      OFFSETS:	148-153
       TOKENS:	P51W35-P51W35
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(Al>amon)
          POS:	DET+NOUN
          VOC:	Al+>amon
        GLOSS:	the+security/safety

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P51W30
      OFFSETS:	153-154
       TOKENS:	P51W36-P51W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P51W31
      OFFSETS:	154-155
       TOKENS:	P51W37-P51W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	إنها
     IS_TRANS:	<nhA
        INDEX:	P52W1
      OFFSETS:	0-4
       TOKENS:	P52W1-P52W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~a_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	PSEUDO_VERB+PRON_3FS
          VOC:	<in~a+hA
        GLOSS:	indeed+it/they/she

 INPUT STRING:	أثمان
     IS_TRANS:	>vmAn
        INDEX:	P52W2
      OFFSETS:	5-10
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vaman_1]
   UNSPLITVOC:	(>avomAn)
          POS:	NOUN
          VOC:	>avomAn
        GLOSS:	values/prices

 INPUT STRING:	باهظة
     IS_TRANS:	bAhZp
        INDEX:	P52W3
      OFFSETS:	11-16
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAhiZ_1]
   UNSPLITVOC:	(bAhiZap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	bAhiZ+ap
        GLOSS:	oppressive/exorbitant+[fem.sg.]

 INPUT STRING:	جدًّا
     IS_TRANS:	jd~FA
        INDEX:	P52W4
      OFFSETS:	17-22
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~AF]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	تريد
     IS_TRANS:	tryd
        INDEX:	P52W5
      OFFSETS:	23-27
       TOKENS:	P52W6-P52W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arAd_1]
   UNSPLITVOC:	(turiydu)
          POS:	IV3FS+IV+IVSUFF_MOOD:I
          VOC:	tu+riyd+u
        GLOSS:	it/they/she+want/desire/intend+[ind.]

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P52W6
      OFFSETS:	28-34
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P52W7
      OFFSETS:	35-37
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يدفعها
     IS_TRANS:	ydfEhA
        INDEX:	P52W8
      OFFSETS:	38-44
       TOKENS:	P52W9-P52W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dafaE-a_1]
   UNSPLITVOC:	(yadofaEahA)
          POS:	IV3MS+IV+IVSUFF_MOOD:S+IVSUFF_DO:3FS
          VOC:	ya+dofaE+a+hA
        GLOSS:	he/it+push/motivate/pay+[sub.]+it/them/her

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P52W9
      OFFSETS:	45-52
       TOKENS:	P52W11-P52W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(AlsuwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	لكي
     IS_TRANS:	lky
        INDEX:	P52W10
      OFFSETS:	53-56
       TOKENS:	P52W12-P52W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kayo_1]
   UNSPLITVOC:	(likayo)
          POS:	PREP+SUB_CONJ
          VOC:	li+kayo
        GLOSS:	in order+that

 INPUT STRING:	يُوقِفوا
     IS_TRANS:	yuwqifwA
        INDEX:	P52W11
      OFFSETS:	57-65
       TOKENS:	P52W14-P52W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waq~af_1]
   UNSPLITVOC:	(yiwaq~afuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+waq~af+uwA
        GLOSS:	they (people)+stop/detain+[masc.pl.]

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P52W12
      OFFSETS:	66-70
       TOKENS:	P52W15-P52W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	اعتقال
     IS_TRANS:	AEtqAl
        INDEX:	P52W13
      OFFSETS:	71-77
       TOKENS:	P52W16-P52W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotiqAl_1]
   UNSPLITVOC:	(AiEotiqAl)
          POS:	NOUN
          VOC:	{iEotiqAl
        GLOSS:	arrest/detention

 INPUT STRING:	البشير
     IS_TRANS:	Alb$yr
        INDEX:	P52W14
      OFFSETS:	78-84
       TOKENS:	P52W17-P52W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ba$iyr_1]
   UNSPLITVOC:	(Alba$iyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+ba$iyr
        GLOSS:	the+Bashir

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P52W15
      OFFSETS:	84-85
       TOKENS:	P52W18-P52W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P52W16
      OFFSETS:	85-86
       TOKENS:	P52W19-P52W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وهل
     IS_TRANS:	whl
        INDEX:	P53W1
      OFFSETS:	0-3
       TOKENS:	P53W1-P53W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[halo_1]
   UNSPLITVOC:	(wahalo)
          POS:	CONJ+INTERROG_PART
          VOC:	wa+halo
        GLOSS:	and+do?/is?

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P53W2
      OFFSETS:	4-6
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lawo_1]
   UNSPLITVOC:	(lawo)
          POS:	SUB_CONJ
          VOC:	lawo
        GLOSS:	if

 INPUT STRING:	سلَّم
     IS_TRANS:	sl~am
        INDEX:	P53W3
      OFFSETS:	7-12
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sal~am_1]
   UNSPLITVOC:	(sal~ama)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sal~am+a
        GLOSS:	hand over/surrender/greet+he/it [verb]

 INPUT STRING:	البشير
     IS_TRANS:	Alb$yr
        INDEX:	P53W4
      OFFSETS:	13-19
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ba$iyr_1]
   UNSPLITVOC:	(Alba$iyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+ba$iyr
        GLOSS:	the+Bashir

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P53W5
      OFFSETS:	20-24
       TOKENS:	P53W6-P53W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafas_1]
   UNSPLITVOC:	(nafasahu)
          POS:	NOUN+CASE_DEF_ACC+POSS_PRON_3MS
          VOC:	nafas+a+hu
        GLOSS:	breath/puff+[def.acc.]+its/his

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P53W6
      OFFSETS:	25-27
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	تنازل
     IS_TRANS:	tnAzl
        INDEX:	P53W7
      OFFSETS:	28-33
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tanAzal_1]
   UNSPLITVOC:	(tanAzala)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	tanAzal+a
        GLOSS:	surrender/waive/forego+he/it [verb]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P53W8
      OFFSETS:	34-36
       TOKENS:	P53W10-P53W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	السلطة
     IS_TRANS:	AlslTp
        INDEX:	P53W9
      OFFSETS:	37-43
       TOKENS:	P53W11-P53W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suloTap_1]
   UNSPLITVOC:	(AlsuloTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suloT+ap
        GLOSS:	the+power/authority/rule+[fem.sg.]

 INPUT STRING:	ستُحَلُّ
     IS_TRANS:	stuHal~u
        INDEX:	P53W10
      OFFSETS:	44-52
       TOKENS:	P53W12-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(satuHal~u)
          POS:	FUT_PART+IV3FS+IV_PASS+IVSUFF_MOOD:I
          VOC:	sa+tu+Hal~+u
        GLOSS:	will+it/they/she+be solved (problem)+[ind.]

 INPUT STRING:	مشكلة
     IS_TRANS:	m$klp
        INDEX:	P53W11
      OFFSETS:	53-58
       TOKENS:	P53W14-P53W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okilap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu$okil+ap
        GLOSS:	problem/issue+[fem.sg.]

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P53W12
      OFFSETS:	59-66
       TOKENS:	P53W15-P53W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(AlsuwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P53W13
      OFFSETS:	66-67
       TOKENS:	P53W16-P53W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P53W14
      OFFSETS:	67-68
       TOKENS:	P53W17-P53W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	أبدًا
     IS_TRANS:	>bdFA
        INDEX:	P54W1
      OFFSETS:	0-5
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abad+AF
        GLOSS:	never/definitely not/not at all+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W2
      OFFSETS:	5-6
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W3
      OFFSETS:	6-7
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أبدًا
     IS_TRANS:	>bdFA
        INDEX:	P54W4
      OFFSETS:	8-13
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abad+AF
        GLOSS:	never/definitely not/not at all+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W5
      OFFSETS:	13-14
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W6
      OFFSETS:	14-15
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P55W1
      OFFSETS:	0-2
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~a_1]
   UNSPLITVOC:	(<in~a)
          POS:	PSEUDO_VERB
          VOC:	<in~a
        GLOSS:	indeed

 INPUT STRING:	الهدف
     IS_TRANS:	Alhdf
        INDEX:	P55W2
      OFFSETS:	3-8
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaf_1]
   UNSPLITVOC:	(Alhadaf)
          POS:	DET+NOUN
