 INPUT STRING:	الرسالة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mArokap_1]
   UNSPLITVOC:	(mArokAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mArok+At
        GLOSS:	trademark+[fem.pl.]

 INPUT STRING:	عالمية
     IS_TRANS:	EAlmyp
        INDEX:	P27W5
      OFFSETS:	25-31
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlamiy_1]
   UNSPLITVOC:	(EAlamiyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAlamiy+ap
        GLOSS:	international/world-wide/world+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W6
      OFFSETS:	31-32
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W7
      OFFSETS:	32-33
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وهوه
     IS_TRANS:	whwh
        INDEX:	P27W8
      OFFSETS:	34-38
       TOKENS:	P27W11-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+he/it

 INPUT STRING:	مضحوك
     IS_TRANS:	mDHwk
        INDEX:	P27W9
      OFFSETS:	39-44
       TOKENS:	P27W13-P27W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maDHuwk_1]
   UNSPLITVOC:	(maDHuwk)
          POS:	ADJ
          VOC:	maDHuwk
        GLOSS:	fooled

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P27W10
      OFFSETS:	45-49
       TOKENS:	P27W14-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P27W11
      OFFSETS:	50-52
       TOKENS:	P27W16-P27W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تجار
     IS_TRANS:	tjAr
        INDEX:	P27W12
      OFFSETS:	53-57
       TOKENS:	P27W17-P27W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAjir_1]
   UNSPLITVOC:	(tuj~Ar)
          POS:	NOUN
          VOC:	tuj~Ar
        GLOSS:	merchants/businessmen

 INPUT STRING:	وسط
     IS_TRANS:	wsT
        INDEX:	P27W13
      OFFSETS:	58-61
       TOKENS:	P27W18-P27W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wasaT_1]
   UNSPLITVOC:	(wasaT)
          POS:	ADJ
          VOC:	wasaT
        GLOSS:	intermediate

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P27W14
      OFFSETS:	62-67
       TOKENS:	P27W19-P27W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/countries

 INPUT STRING:	وكله
     IS_TRANS:	wklh
        INDEX:	P27W15
      OFFSETS:	68-72
       TOKENS:	P27W20-P27W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~uh)
          POS:	CONJ+NOUN_QUANT+POSS_PRON_3MS
          VOC:	wi+kul~+uh
        GLOSS:	and+all/entire/every/whole+his/its

 INPUT STRING:	مضروب
     IS_TRANS:	mDrwb
        INDEX:	P27W16
      OFFSETS:	73-78
       TOKENS:	P27W23-P27W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maDoruwb_1]
   UNSPLITVOC:	(maDoruwb)
          POS:	ADJ
          VOC:	maDoruwb
        GLOSS:	multiplier/fixed/determined/factorial/false

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W17
      OFFSETS:	78-79
       TOKENS:	P27W24-P27W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W18
      OFFSETS:	79-80
       TOKENS:	P27W25-P27W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	قطع
     IS_TRANS:	qTE
        INDEX:	P28W2
      OFFSETS:	4-7
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiToEap_1]
   UNSPLITVOC:	(qiTaE)
          POS:	NOUN
          VOC:	qiTaE
        GLOSS:	piece/portion/segment/currency/pieces/portions/segments/currencies

 INPUT STRING:	الغيار
     IS_TRANS:	AlgyAr
        INDEX:	P28W3
      OFFSETS:	8-14
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[giyAr_1]
   UNSPLITVOC:	(AlgiyAr)
          POS:	DET+NOUN
          VOC:	Al+giyAr
        GLOSS:	the+exchange/interchange/replacement

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P28W4
      OFFSETS:	15-17
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P28W5
      OFFSETS:	18-20
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	عربية
     IS_TRANS:	Erbyp
        INDEX:	P28W6
      OFFSETS:	21-26
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(Earabiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Earabiy~+ap
        GLOSS:	vehicle/car+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P28W7
      OFFSETS:	27-30
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	جهاز
     IS_TRANS:	jhAz
        INDEX:	P28W8
      OFFSETS:	31-35
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jihAz_1]
   UNSPLITVOC:	(jihAz)
          POS:	NOUN
          VOC:	jihAz
        GLOSS:	machine/apparatus/device/appliance/system/equipment/machines/devices

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W9
      OFFSETS:	35-36
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W10
      OFFSETS:	36-37
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بقيت
     IS_TRANS:	bqyt
        INDEX:	P28W11
      OFFSETS:	38-42
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biqiy_1]
   UNSPLITVOC:	(biqoyit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	biqoy+it
        GLOSS:	remain/reside/stay/stay at home+it/they/she

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P28W12
      OFFSETS:	43-47
       TOKENS:	P28W12-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all, entire, every, whole+its/their/her

 INPUT STRING:	أشكال
     IS_TRANS:	>$kAl
        INDEX:	P28W13
      OFFSETS:	48-53
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(>a$okAl)
          POS:	NOUN
          VOC:	>a$okAl
        GLOSS:	manner/form/configuration/manners/types/forms/configurations

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W14
      OFFSETS:	53-54
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W15
      OFFSETS:	54-55
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P28W16
      OFFSETS:	56-58
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	برة
     IS_TRANS:	brp
        INDEX:	P28W17
      OFFSETS:	59-62
       TOKENS:	P28W18-P28W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bar~ap_1]
   UNSPLITVOC:	(bar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bar~+ap
        GLOSS:	outside/abroad/outer part+[fem.sg.]

 INPUT STRING:	وهيه
     IS_TRANS:	whyh
        INDEX:	P28W18
      OFFSETS:	71-75
       TOKENS:	P28W19-P28W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	and+she/it/they

 INPUT STRING:	فعليا
     IS_TRANS:	fElyA
        INDEX:	P28W19
      OFFSETS:	76-81
       TOKENS:	P28W21-P28W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiEoliy_1]
   UNSPLITVOC:	(fiEoliy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	fiEoliy~+AF
        GLOSS:	actual/real/de facto+[acc.indef.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P28W20
      OFFSETS:	88-90
       TOKENS:	P28W22-P28W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	مكتوب
     IS_TRANS:	mktwb
        INDEX:	P28W21
      OFFSETS:	91-96
       TOKENS:	P28W23-P28W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makotuwb_1]
   UNSPLITVOC:	(makotuwb)
          POS:	ADJ
          VOC:	makotuwb
        GLOSS:	written

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P28W22
      OFFSETS:	97-102
       TOKENS:	P28W24-P28W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/them/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P28W23
      OFFSETS:	103-105
       TOKENS:	P28W26-P28W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	وهيه
     IS_TRANS:	whyh
        INDEX:	P28W24
      OFFSETS:	115-119
       TOKENS:	P28W27-P28W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	and+she/it/they

 INPUT STRING:	فعليا
     IS_TRANS:	fElyA
        INDEX:	P28W25
      OFFSETS:	120-125
       TOKENS:	P28W29-P28W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiEoliy_1]
   UNSPLITVOC:	(fiEoliy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	fiEoliy~+AF
        GLOSS:	actual/real/de facto+[acc.indef.]

 INPUT STRING:	تقليد
     IS_TRANS:	tqlyd
        INDEX:	P28W26
      OFFSETS:	126-131
       TOKENS:	P28W30-P28W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoliyd_1]
   UNSPLITVOC:	(taqoliyd)
          POS:	ADJ
          VOC:	taqoliyd
        GLOSS:	copying/imitation/tradition/custom/traditions/customs

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W27
      OFFSETS:	131-132
       TOKENS:	P28W31-P28W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W28
      OFFSETS:	132-133
       TOKENS:	P28W32-P28W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	المجتمع
     IS_TRANS:	AlmjtmE
        INDEX:	P29W1
      OFFSETS:	0-7
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mijotimiE_1]
   UNSPLITVOC:	(AlmijotimiE)
          POS:	DET+NOUN
          VOC:	Al+mijotimiE
        GLOSS:	the+society

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P29W2
      OFFSETS:	8-11
       TOKENS:	P29W2-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P29W3
      OFFSETS:	12-16
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P29W4
      OFFSETS:	17-20
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	أساسا
     IS_TRANS:	>sAsA
        INDEX:	P29W5
      OFFSETS:	21-26
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAsAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>asAs+AF
        GLOSS:	foundation/basis/foundations/bases/primarily/basically+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P29W6
      OFFSETS:	26-27
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P29W7
      OFFSETS:	27-28
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ولسه
     IS_TRANS:	wlsh
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(wilis~ah)
          POS:	CONJ+ADV
          VOC:	wi+lis~ah
        GLOSS:	and+still/not yet

 INPUT STRING:	بيقلد
     IS_TRANS:	byqld
        INDEX:	P30W2
      OFFSETS:	5-10
       TOKENS:	P30W3-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qal~id_1]
   UNSPLITVOC:	(biyiqal~id)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+qal~id
        GLOSS:	[present-tense]+he/it+mimic/imitate

 INPUT STRING:	وبيمثل
     IS_TRANS:	wbymvl
        INDEX:	P30W3
      OFFSETS:	11-17
       TOKENS:	P30W5-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mav~al_1]
   UNSPLITVOC:	(wibiyimav~il)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+mav~il
        GLOSS:	and+[present-tense]+he/it+represent/constitute/act

 INPUT STRING:	وبيتظاهر
     IS_TRANS:	wbytZAhr
        INDEX:	P30W4
      OFFSETS:	18-26
       TOKENS:	P30W8-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoZAhir_1]
   UNSPLITVOC:	(wibiyitoZAhir)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+toZAhir
        GLOSS:	and+[present-tense]+he/it+demonstrate/go in demonstrations/pretend/manifest

 INPUT STRING:	إنه
     IS_TRANS:	<nh
        INDEX:	P30W5
      OFFSETS:	27-30
       TOKENS:	P30W11-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	عايش
     IS_TRANS:	EAy$
        INDEX:	P30W6
      OFFSETS:	31-35
       TOKENS:	P30W13-P30W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyi$)
          POS:	ADJ
          VOC:	EAyi$
        GLOSS:	living

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W7
      OFFSETS:	35-36
       TOKENS:	P30W14-P30W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W8
      OFFSETS:	36-37
       TOKENS:	P30W15-P30W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الفيديو
     IS_TRANS:	Alfydyw
        INDEX:	P31W1
      OFFSETS:	0-7
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(Alfiydyuw)
          POS:	DET+NOUN
          VOC:	Al+fiydyuw
        GLOSS:	the+video/videos

 INPUT STRING:	ظريف
     IS_TRANS:	Zryf
        INDEX:	P31W2
      OFFSETS:	8-12
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zariyf_1]
   UNSPLITVOC:	(Zariyf)
          POS:	ADJ
          VOC:	Zariyf
        GLOSS:	adroit/elegant/courteous

 INPUT STRING:	قوى
     IS_TRANS:	qwY
        INDEX:	P31W3
      OFFSETS:	13-16
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W4
      OFFSETS:	16-17
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W5
      OFFSETS:	17-18
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W6
      OFFSETS:	18-19
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بيوضح
     IS_TRANS:	bywDH
        INDEX:	P32W1
      OFFSETS:	0-5
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waDaH_1]
   UNSPLITVOC:	(biyiwoDaH)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+woDaH
        GLOSS:	[present-tense]+he/it+clarify/explain/indicate

 INPUT STRING:	إزاى
     IS_TRANS:	<zAY
        INDEX:	P32W2
      OFFSETS:	6-10
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P32W3
      OFFSETS:	11-13
       TOKENS:	P32W4-P32W4
