 INPUT STRING:	المصريين
        INDEX:	P42W9
      OFFSETS:	39-42
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqof_1]
   UNSPLITVOC:	(waqof)
          POS:	NOUN
          VOC:	waqof
        GLOSS:	stopping/ceasing

 INPUT STRING:	المساعدات
     IS_TRANS:	AlmsAEdAt
        INDEX:	P42W10
      OFFSETS:	43-52
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musAEodap_1]
   UNSPLITVOC:	(AlmusAEodAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+musAEod+At
        GLOSS:	the+assistance/aid/support/help+[fem.pl.]

 INPUT STRING:	لمصر
     IS_TRANS:	lmSr
        INDEX:	P42W11
      OFFSETS:	53-57
       TOKENS:	P42W11-P42W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(limiSor)
          POS:	PREP+NOUN_PROP
          VOC:	li+miSor
        GLOSS:	for/to+Egypt

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W12
      OFFSETS:	58-59
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W13
      OFFSETS:	59-60
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W14
      OFFSETS:	60-61
       TOKENS:	P42W15-P42W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	رابعا
     IS_TRANS:	rAbEA
        INDEX:	P43W1
      OFFSETS:	1-6
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAbiE_1]
   UNSPLITVOC:	(rAbiEAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	rAbiE+AF
        GLOSS:	fourthly/in fourth place+[acc.indef.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P43W2
      OFFSETS:	7-8
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P43W3
      OFFSETS:	9-11
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	النقطة
     IS_TRANS:	AlnqTp
        INDEX:	P43W4
      OFFSETS:	12-18
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuqoTap_1]
   UNSPLITVOC:	(Aln~uqoTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nuqoT+ap
        GLOSS:	the+point/location/position+[fem.sg.]

 INPUT STRING:	الأهم
     IS_TRANS:	Al>hm
        INDEX:	P43W5
      OFFSETS:	19-24
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aham~_1]
   UNSPLITVOC:	(Al>aham~)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aham~
        GLOSS:	the+more/most important

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W6
      OFFSETS:	25-26
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W7
      OFFSETS:	26-27
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W8
      OFFSETS:	27-28
       TOKENS:	P43W8-P43W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W9
      OFFSETS:	28-29
       TOKENS:	P43W9-P43W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الفلسطنيين
     IS_TRANS:	AlflsTnyyn
        INDEX:	P43W10
      OFFSETS:	30-40
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[falasoTiniy_1]
   UNSPLITVOC:	(AlfalasoTiniy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+falasoTiniy~+iyn
        GLOSS:	the+palestinians+[masc.pl.]

 INPUT STRING:	انفسهم
     IS_TRANS:	Anfshm
        INDEX:	P43W11
      OFFSETS:	41-47
       TOKENS:	P43W11-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum_1]
   UNSPLITVOC:	(Anfushum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Anfus+hum
        GLOSS:	themselves+their

 INPUT STRING:	انكروا
     IS_TRANS:	AnkrwA
        INDEX:	P43W12
      OFFSETS:	48-54
       TOKENS:	P43W13-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anokar_1]
   UNSPLITVOC:	(>anokaruwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	>anokar+uwA
        GLOSS:	deny/disavow/refuse+they [verb]

 INPUT STRING:	دور
     IS_TRANS:	dwr
        INDEX:	P43W13
      OFFSETS:	55-58
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawr_1]
   UNSPLITVOC:	(dawr)
          POS:	NOUN
          VOC:	dawr
        GLOSS:	role/part/roles/parts

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P43W14
      OFFSETS:	59-62
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P43W15
      OFFSETS:	63-65
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السبعينات
     IS_TRANS:	AlsbEynAt
        INDEX:	P43W16
      OFFSETS:	66-75
       TOKENS:	P43W17-P43W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saboEiyn_1]
   UNSPLITVOC:	(Als~aboEiynAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+saboEiyn+At
        GLOSS:	the+seventies+[fem.pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P43W17
      OFFSETS:	76-77
       TOKENS:	P43W18-P43W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	اتهجموا
     IS_TRANS:	AthjmwA
        INDEX:	P43W18
      OFFSETS:	78-85
       TOKENS:	P43W19-P43W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitohaj~im_1]
   UNSPLITVOC:	(Aitohaj~imuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	Aitohaj~im+uwA
        GLOSS:	attack+they

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P43W19
      OFFSETS:	86-91
       TOKENS:	P43W20-P43W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+we

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P43W20
      OFFSETS:	92-93
       TOKENS:	P43W22-P43W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	دلواتى
     IS_TRANS:	dlwAtY
        INDEX:	P43W21
      OFFSETS:	94-100
       TOKENS:	P43W23-P43W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P43W22
      OFFSETS:	101-104
       TOKENS:	P43W24-P43W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P43W23
      OFFSETS:	105-113
       TOKENS:	P43W25-P43W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptians+[masc.pl.]

 INPUT STRING:	يسكتوا
     IS_TRANS:	ysktwA
        INDEX:	P43W24
      OFFSETS:	114-120
       TOKENS:	P43W26-P43W26
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ysktwA)
          POS:	NO_FUNC
          VOC:	ysktwA
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P43W25
      OFFSETS:	121-123
       TOKENS:	P43W27-P43W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	Gloss:TBA

 INPUT STRING:	عاجبهم
     IS_TRANS:	EAjbhm
        INDEX:	P43W26
      OFFSETS:	124-130
       TOKENS:	P43W28-P43W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAjib_1]
   UNSPLITVOC:	(EAjibhum)
          POS:	ADJ+PRON_3P
          VOC:	EAjib+hum
        GLOSS:	please+they

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W27
      OFFSETS:	131-132
       TOKENS:	P43W30-P43W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W28
      OFFSETS:	132-133
       TOKENS:	P43W31-P43W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P43W29
      OFFSETS:	135-137
       TOKENS:	P43W32-P43W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	بحبك
     IS_TRANS:	bHbk
        INDEX:	P43W30
      OFFSETS:	138-142
       TOKENS:	P43W33-P43W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~ak)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:2MS
          VOC:	bi+Aa+Hib~+ak
        GLOSS:	[present-tense]+I+love+you

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P43W31
      OFFSETS:	143-144
       TOKENS:	P43W36-P43W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P43W32
      OFFSETS:	145-147
       TOKENS:	P43W37-P43W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	قادر
     IS_TRANS:	qAdr
        INDEX:	P43W33
      OFFSETS:	148-152
       TOKENS:	P43W38-P43W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdir)
          POS:	ADJ.VN
          VOC:	qAdir
        GLOSS:	capable/able

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P43W34
      OFFSETS:	153-156
       TOKENS:	P43W39-P43W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بعدك
     IS_TRANS:	bEdk
        INDEX:	P43W35
      OFFSETS:	157-161
       TOKENS:	P43W40-P43W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[buEod_1]
   UNSPLITVOC:	(buEodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	buEod+ak
        GLOSS:	after/distance+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P43W36
      OFFSETS:	162-163
       TOKENS:	P43W42-P43W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P43W37
      OFFSETS:	163-164
       TOKENS:	P43W43-P43W43
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	خامسا
     IS_TRANS:	xAmsA
        INDEX:	P44W1
      OFFSETS:	1-6
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xAmisAF]
   UNSPLITVOC:	(xAmisAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	xAmis+AF
        GLOSS:	fifth+[acc.indef.]

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P44W2
      OFFSETS:	7-15
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptians+[masc.pl.]

 INPUT STRING:	كلهم
     IS_TRANS:	klhm
        INDEX:	P44W3
      OFFSETS:	16-20
       TOKENS:	P44W3-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kull_0]
   UNSPLITVOC:	(kul~uhum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	kul~+hum
        GLOSS:	all+their

 INPUT STRING:	بيدعموا
     IS_TRANS:	bydEmwA
        INDEX:	P44W4
      OFFSETS:	21-28
       TOKENS:	P44W5-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEam_1]
   UNSPLITVOC:	(biyidoEamuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+doEam+uwA
        GLOSS:	[present-tense]+they+support+they

 INPUT STRING:	فلسطيين
     IS_TRANS:	flsTyyn
        INDEX:	P44W5
      OFFSETS:	29-36
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[falasTiyn_1]
   UNSPLITVOC:	(falasTiyn)
          POS:	NOUN_PROP
          VOC:	falasTiyn
        GLOSS:	Palestine

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P44W6
      OFFSETS:	37-40
       TOKENS:	P44W8-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P44W7
      OFFSETS:	41-43
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	بالدعاء
     IS_TRANS:	bAldEA'
        INDEX:	P44W8
      OFFSETS:	44-51
       TOKENS:	P44W10-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duEA'_1]
   UNSPLITVOC:	(biAld~uEA')
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+duEA'
        GLOSS:	with/by+the+call/request/invocation

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P45W1
      OFFSETS:	1-4
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P45W2
      OFFSETS:	5-9
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	بيقول
     IS_TRANS:	byqwl
        INDEX:	P45W3
      OFFSETS:	10-15
       TOKENS:	P45W3-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwl)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+quwl
        GLOSS:	[present-tense]+he/it+said/say/be said/say/(for example)

 INPUT STRING:	ماليش
     IS_TRANS:	mAly$
        INDEX:	P45W4
      OFFSETS:	16-21
       TOKENS:	P45W5-P45W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mAliy$)
          POS:	NEG_PART+PREP+PRON_1S+NEG_PART
          VOC:	mA+l+iy+$
        GLOSS:	not+to+I+not

 INPUT STRING:	دعوة
     IS_TRANS:	dEwp
        INDEX:	P45W5
      OFFSETS:	22-26
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(daEowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	daEow+ap
        GLOSS:	call/invitation/supplication/calls/invitations/supplications+[fem.sg.]

 INPUT STRING:	برضة
     IS_TRANS:	brDp
        INDEX:	P45W6
      OFFSETS:	27-31
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	بيدعم
     IS_TRANS:	bydEm
        INDEX:	P45W7
      OFFSETS:	32-37
       TOKENS:	P45W11-P45W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daE~am_1]
   UNSPLITVOC:	(biyidaE~am)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+daE~am
        GLOSS:	[present-tense]+he/it+support/prop up/consolidate

 INPUT STRING:	الفلسطنيين
     IS_TRANS:	AlflsTnyyn
        INDEX:	P45W8
      OFFSETS:	38-48
       TOKENS:	P45W13-P45W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[falasoTiniy_1]
   UNSPLITVOC:	(AlfalasoTiniy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+falasoTiniy~+iyn
        GLOSS:	the+palestinians+[masc.pl.]

 INPUT STRING:	بدليل
     IS_TRANS:	bdlyl
        INDEX:	P46W1
      OFFSETS:	1-6
       TOKENS:	P46W1-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daliyl_1]
   UNSPLITVOC:	(bidaliyl)
          POS:	PREP+NOUN
          VOC:	bi+daliyl
        GLOSS:	with/by+evidence/proof/indication

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P46W2
      OFFSETS:	7-11
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	بسيطة
     IS_TRANS:	bsyTp
        INDEX:	P46W3
      OFFSETS:	12-17
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basiyT_1]
   UNSPLITVOC:	(basiyTap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	basiyT+ap
        GLOSS:	simple/plain/okay/no problem+[fem.sg.]

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P46W4
      OFFSETS:	18-21
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P46W5
      OFFSETS:	22-23
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P46W6
      OFFSETS:	23-24
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P46W7
      OFFSETS:	25-28
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
