 INPUT STRING:	موضوع
          VOC:	ti+Horim+hum
        GLOSS:	it/they/she+outlaw/forbid/be outlawed/be forbidden+them

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P37W2
      OFFSETS:	7-9
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المزايا
     IS_TRANS:	AlmzAyA
        INDEX:	P37W3
      OFFSETS:	10-17
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyzap_1]
   UNSPLITVOC:	(AlmazAyA)
          POS:	DET+NOUN
          VOC:	Al+mazAyA
        GLOSS:	the+distinguishing feature/characteristic/advantage

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P37W4
      OFFSETS:	18-21
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	بيحصلوا
     IS_TRANS:	byHSlwA
        INDEX:	P37W5
      OFFSETS:	22-29
       TOKENS:	P37W6-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSaluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+HoSal+uwA
        GLOSS:	[present-tense]+they+get/take+they

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P37W6
      OFFSETS:	30-35
       TOKENS:	P37W8-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/she

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P38W1
      OFFSETS:	0-4
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P38W2
      OFFSETS:	5-11
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	wanting+they

 INPUT STRING:	ثورة
     IS_TRANS:	vwrp
        INDEX:	P38W3
      OFFSETS:	12-16
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(vawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	vawr+ap
        GLOSS:	revolution/uprising+[fem.sg.]

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P38W4
      OFFSETS:	17-20
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	that

 INPUT STRING:	وكدة
     IS_TRANS:	wkdp
        INDEX:	P38W5
      OFFSETS:	21-25
       TOKENS:	P38W5-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(wikidah)
          POS:	CONJ+NOUN
          VOC:	wi+kidah
        GLOSS:	and+that

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P39W1
      OFFSETS:	0-5
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+ADJ
          VOC:	Al+muhim~
        GLOSS:	the+important/serious

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P39W2
      OFFSETS:	6-10
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be

 INPUT STRING:	بعيدة
     IS_TRANS:	bEydp
        INDEX:	P39W3
      OFFSETS:	11-16
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEiyd_1]
   UNSPLITVOC:	(biEiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	biEiyd+ap
        GLOSS:	far+[fem.sg.]

 INPUT STRING:	عنهم
     IS_TRANS:	Enhm
        INDEX:	P39W4
      OFFSETS:	17-21
       TOKENS:	P39W4-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Eanhum)
          POS:	PREP+PRON_3P
          VOC:	Ean+hum
        GLOSS:	(away) from, off, about, on, over+them [masc.pl.]

 INPUT STRING:	وعن
     IS_TRANS:	wEn
        INDEX:	P39W5
      OFFSETS:	22-25
       TOKENS:	P39W6-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(waEan)
          POS:	CONJ+PREP
          VOC:	wa+Ean
        GLOSS:	and+(away) from, off, about, on, over

 INPUT STRING:	الغنائم
     IS_TRANS:	AlgnA}m
        INDEX:	P39W6
      OFFSETS:	26-33
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ganiymap_1]
   UNSPLITVOC:	(AlganA}im)
          POS:	DET+NOUN
          VOC:	Al+ganA}im
        GLOSS:	the+spoils/booty

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P39W7
      OFFSETS:	34-37
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	مكتوبالهم
     IS_TRANS:	mktwbAlhm
        INDEX:	P39W8
      OFFSETS:	38-47
       TOKENS:	P39W10-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maktuwb_1]
   UNSPLITVOC:	(maktuwbaplihum)
          POS:	ADJ+NSUFF_FEM_SG+PREP+PRON_3P
          VOC:	maktuwb+ap+li+hum
        GLOSS:	written+[fem.sg.]+to/for+they

