 INPUT STRING:	دة
          VOC:	.
        GLOSS:	.

 INPUT STRING:	فالجزئية
     IS_TRANS:	fAljz}yp
        INDEX:	P43W1
      OFFSETS:	0-8
       TOKENS:	P43W1-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[juzo}iy~ap_1]
   UNSPLITVOC:	(faAljuzo}iy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	fa+Al+juzo}iy~+ap
        GLOSS:	so/and+the+detail/particle+[fem.sg.]

 INPUT STRING:	القانونية
     IS_TRANS:	AlqAnwnyp
        INDEX:	P43W2
      OFFSETS:	9-18
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanuwniy_1]
   UNSPLITVOC:	(AlqAnuwniy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+qAnuwniy~+ap
        GLOSS:	the+statutory/law-related/legal+[fem.sg.]

 INPUT STRING:	والسياسية
     IS_TRANS:	wAlsyAsyp
        INDEX:	P43W3
      OFFSETS:	19-28
       TOKENS:	P43W4-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsiy_1]
   UNSPLITVOC:	(wiAlsiyAsiy~ap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wi+Al+siyAsiy~+ap
        GLOSS:	and+the+political+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P43W4
      OFFSETS:	29-31
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	محتاجة
     IS_TRANS:	mHtAjp
        INDEX:	P43W5
      OFFSETS:	32-38
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAjap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miHotAj+ap
        GLOSS:	needing+[fem.sg.]

 INPUT STRING:	مجرد
     IS_TRANS:	mjrd
        INDEX:	P43W6
      OFFSETS:	39-43
       TOKENS:	P43W8-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(mujar~ad)
          POS:	NOUN
          VOC:	mujar~ad
        GLOSS:	nothing but/mere/for no other reason but/for the sole reason that

 INPUT STRING:	حلول
     IS_TRANS:	Hlwl
        INDEX:	P43W7
      OFFSETS:	44-48
       TOKENS:	P43W9-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Huluwl_1]
   UNSPLITVOC:	(Huluwl)
          POS:	NOUN
          VOC:	Huluwl
        GLOSS:	solutions/dissolutions/cancellations

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W8
      OFFSETS:	48-49
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W9
      OFFSETS:	49-50
       TOKENS:	P43W11-P43W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P43W10
      OFFSETS:	51-53
       TOKENS:	P43W12-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	محتاجة
     IS_TRANS:	mHtAjp
        INDEX:	P43W11
      OFFSETS:	54-60
       TOKENS:	P43W13-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAjap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miHotAj+ap
        GLOSS:	needing+[fem.sg.]

 INPUT STRING:	إعادة
     IS_TRANS:	<EAdp
        INDEX:	P43W12
      OFFSETS:	61-66
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEAdap_1]
   UNSPLITVOC:	(<iEAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	<iEAd+ap
        GLOSS:	return/repetition/re-(doing)+[fem.sg.]

 INPUT STRING:	بناء
     IS_TRANS:	bnA'
        INDEX:	P43W13
      OFFSETS:	67-71
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binA'_1]
   UNSPLITVOC:	(binA')
          POS:	NOUN
          VOC:	binA'
        GLOSS:	constructing/building/based on/according to/structure/edifice/structures/edifices

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P43W14
      OFFSETS:	72-74
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	جذورها
     IS_TRANS:	j*wrhA
        INDEX:	P43W15
      OFFSETS:	75-81
       TOKENS:	P43W17-P43W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ji*or_1]
   UNSPLITVOC:	(ju*uwrhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	ju*uwr+hA
        GLOSS:	root/stub/roots/stubs+its/their/her

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P43W16
      OFFSETS:	82-87
       TOKENS:	P43W19-P43W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	تتأسس
     IS_TRANS:	tt>ss
        INDEX:	P43W17
      OFFSETS:	88-93
       TOKENS:	P43W21-P43W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>as~is_1]
   UNSPLITVOC:	(tit>as~is)
          POS:	IV3FS+IV_PASS
          VOC:	ti+t>as~is
        GLOSS:	it/they/she+be established/be founded

 INPUT STRING:	بطريقة
     IS_TRANS:	bTryqp
        INDEX:	P43W18
      OFFSETS:	94-100
       TOKENS:	P43W22-P43W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyqap_1]
   UNSPLITVOC:	(biTariyqap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+Tariyq+ap
        GLOSS:	with/by+method/procedure/methods/manners+[fem.sg.]

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P43W19
      OFFSETS:	101-103
       TOKENS:	P43W24-P43W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	right/good/true/correct

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W20
      OFFSETS:	103-104
       TOKENS:	P43W25-P43W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W21
      OFFSETS:	104-105
       TOKENS:	P43W26-P43W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وطبعاً
     IS_TRANS:	wTbEAF
        INDEX:	P44W1
      OFFSETS:	0-6
       TOKENS:	P44W1-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TabE_1]
   UNSPLITVOC:	(wiTabEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+TabE+AF
        GLOSS:	and+of course+[acc.indef.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P44W2
      OFFSETS:	7-12
       TOKENS:	P44W3-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	تبني
     IS_TRANS:	tbny
        INDEX:	P44W3
      OFFSETS:	13-17
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banaY_1]
   UNSPLITVOC:	(tiboniy)
          POS:	IV2MS+IV
          VOC:	ti+boniy
        GLOSS:	you+build/erect/be built/be erected

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P44W4
      OFFSETS:	18-20
       TOKENS:	P44W6-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SaH_1]
   UNSPLITVOC:	(SaH)
          POS:	NOUN
          VOC:	SaH
        GLOSS:	right

 INPUT STRING:	فلازم
     IS_TRANS:	flAzm
        INDEX:	P44W5
      OFFSETS:	21-26
       TOKENS:	P44W7-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(falAzim)
          POS:	CONJ+NOUN
          VOC:	fa+lAzim
        GLOSS:	so/and+necessary/required/needed

 INPUT STRING:	تقوم
     IS_TRANS:	tqwm
        INDEX:	P44W6
      OFFSETS:	27-31
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(tiquwm)
          POS:	IV2MS+IV
          VOC:	ti+quwm
        GLOSS:	you+undertake/carry out/rise/stand/get up/do/be based (on)

 INPUT STRING:	بهدم
     IS_TRANS:	bhdm
        INDEX:	P44W7
      OFFSETS:	32-36
       TOKENS:	P44W10-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadom_1]
   UNSPLITVOC:	(bihadom)
          POS:	PREP+NOUN
          VOC:	bi+hadom
        GLOSS:	with/by+demolition/razing

 INPUT STRING:	الأساسات
     IS_TRANS:	Al>sAsAt
        INDEX:	P44W8
      OFFSETS:	37-45
       TOKENS:	P44W12-P44W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(AlAsAsAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+AsAs+At
        GLOSS:	the+foundation/basis/foundations/bases/primarily/basically+[fem.pl.]

 INPUT STRING:	الحالية
     IS_TRANS:	AlHAlyp
        INDEX:	P44W9
      OFFSETS:	46-53
       TOKENS:	P44W13-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAliy_1]
   UNSPLITVOC:	(AlHAliy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+HAliy~+ap
        GLOSS:	the+current/present+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P44W10
      OFFSETS:	53-54
       TOKENS:	P44W14-P44W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P44W11
      OFFSETS:	54-55
       TOKENS:	P44W15-P44W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ومحدش
     IS_TRANS:	wmHd$
        INDEX:	P44W12
      OFFSETS:	56-61
       TOKENS:	P44W16-P44W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmHd$)
          POS:	NO_FUNC
          VOC:	wmHd$
        GLOSS:	nogloss

 INPUT STRING:	هايسيبك
     IS_TRANS:	hAysybk
        INDEX:	P44W13
      OFFSETS:	62-69
       TOKENS:	P44W17-P44W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(Hayisiybak)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:2MS
          VOC:	Ha+yi+siyb+ak
        GLOSS:	will+he/it+flow/neglect+you

 INPUT STRING:	تعمل
     IS_TRANS:	tEml
        INDEX:	P44W14
      OFFSETS:	70-74
       TOKENS:	P44W20-P44W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(tiEomil)
          POS:	IV2MS+IV
          VOC:	ti+Eomil
        GLOSS:	you+function/make/act/do

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P44W15
      OFFSETS:	75-78
       TOKENS:	P44W21-P44W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	لأنك
     IS_TRANS:	l>nk
        INDEX:	P44W16
      OFFSETS:	79-83
       TOKENS:	P44W22-P44W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>in~_1]
   UNSPLITVOC:	(la>in~ak)
          POS:	PREP+SUB_CONJ+PRON_2MS
          VOC:	la+>in~+ak
        GLOSS:	to/for+that+you

 INPUT STRING:	بتهدم
     IS_TRANS:	bthdm
        INDEX:	P44W17
      OFFSETS:	84-89
       TOKENS:	P44W25-P44W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadam_1]
   UNSPLITVOC:	(bitihodim)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+hodim
        GLOSS:	[present-tense]+you+tear down/demolish

 INPUT STRING:	وجوده
     IS_TRANS:	wjwdh
        INDEX:	P44W18
      OFFSETS:	90-95
       TOKENS:	P44W27-P44W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wujuwd_1]
   UNSPLITVOC:	(wujuwduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	wujuwd+uh
        GLOSS:	presence/existence+his/its

 INPUT STRING:	وسلطته
     IS_TRANS:	wslTth
        INDEX:	P44W19
      OFFSETS:	96-102
       TOKENS:	P44W29-P44W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sulTap_1]
   UNSPLITVOC:	(wisulTituh)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	wi+sulT+ap+uh
        GLOSS:	and+power+[fem.sg.]+his/its

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P44W20
      OFFSETS:	102-103
       TOKENS:	P44W32-P44W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P44W21
      OFFSETS:	103-104
       TOKENS:	P44W33-P44W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الجزء
     IS_TRANS:	Aljz'
        INDEX:	P45W1
      OFFSETS:	0-5
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(Aljuz')
          POS:	DET+NOUN
          VOC:	Al+juz'
        GLOSS:	the+section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	الديني
     IS_TRANS:	Aldyny
        INDEX:	P45W2
      OFFSETS:	6-12
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyniy_1]
   UNSPLITVOC:	(Ald~iyniy)
          POS:	DET+ADJ
          VOC:	Al+diyniy
        GLOSS:	the+religious

 INPUT STRING:	محتاج
     IS_TRANS:	mHtAj
        INDEX:	P45W3
      OFFSETS:	13-18
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAj)
          POS:	ADJ
          VOC:	miHotAj
        GLOSS:	needing

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P45W4
      OFFSETS:	19-23
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P45W5
      OFFSETS:	24-28
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	much/numerous/a lot/many

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P45W6
      OFFSETS:	28-29
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P45W7
      OFFSETS:	29-30
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	محتاج
     IS_TRANS:	mHtAj
        INDEX:	P46W1
      OFFSETS:	0-5
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAj)
          POS:	ADJ.VN
          VOC:	miHotAj
        GLOSS:	needing

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P46W2
      OFFSETS:	6-11
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	تحدد
     IS_TRANS:	tHdd
        INDEX:	P46W3
      OFFSETS:	12-16
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~id_1]
   UNSPLITVOC:	(tiHad~id)
          POS:	IV3FS+IV
          VOC:	ti+Had~id
        GLOSS:	it/they/she+specify/determine/point/define

 INPUT STRING:	هيه
     IS_TRANS:	hyh
        INDEX:	P46W4
      OFFSETS:	17-20
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hay~ah_1]
   UNSPLITVOC:	(hay~ah)
          POS:	PRON_3FS
          VOC:	hay~ah
        GLOSS:	it/she

 INPUT STRING:	بتاخد
     IS_TRANS:	btAxd
        INDEX:	P46W5
      OFFSETS:	21-26
       TOKENS:	P46W5-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(bitAxud)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+t+Axud
        GLOSS:	[present-tense]+it/they/she+begin/I/receive/take

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P46W6
      OFFSETS:	27-32
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion/religions

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P46W7
      OFFSETS:	33-35
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أنهي
     IS_TRANS:	>nhy
        INDEX:	P46W8
      OFFSETS:	36-40
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anohiy_1]
   UNSPLITVOC:	(>anohiy)
          POS:	INTERROG_PRON
          VOC:	>anohiy
        GLOSS:	which

 INPUT STRING:	مصدر
     IS_TRANS:	mSdr
        INDEX:	P46W9
      OFFSETS:	41-45
       TOKENS:	P46W10-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSodar_1]
   UNSPLITVOC:	(maSodar)
          POS:	NOUN
          VOC:	maSodar
        GLOSS:	source/sources

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P46W10
      OFFSETS:	45-46
       TOKENS:	P46W11-P46W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وتاخده
     IS_TRANS:	wtAxdh
        INDEX:	P46W11
      OFFSETS:	47-53
       TOKENS:	P46W12-P46W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aaxa*_1]
   UNSPLITVOC:	(witAxuduh)
          POS:	CONJ+IV2MS+IV+IVSUFF_DO:3MS
          VOC:	wi+t+Axu*+uh
        GLOSS:	and+you+begin/take+it/him

 INPUT STRING:	إزاي
     IS_TRANS:	<zAy
        INDEX:	P46W12
      OFFSETS:	54-58
       TOKENS:	P46W15-P46W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	why/how

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P46W13
      OFFSETS:	58-59
       TOKENS:	P46W16-P46W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وتفرزه
     IS_TRANS:	wtfrzh
        INDEX:	P46W14
      OFFSETS:	60-66
       TOKENS:	P46W17-P46W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faraz_1]
   UNSPLITVOC:	(witifrizuh)
          POS:	CONJ+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	wi+ti+friz+uh
        GLOSS:	and+it/they/she+sort out/select/classify+it/him

 INPUT STRING:	إزاي
