 INPUT STRING:	يرحم
          POS:	IV1S+IV
          VOC:	Aa+loHaq
        GLOSS:	I+follow/be attached

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P24W20
      OFFSETS:	92-96
       TOKENS:	P24W28-P24W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	self+my

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P24W21
      OFFSETS:	97-99
       TOKENS:	P24W30-P24W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P24W22
      OFFSETS:	100-103
       TOKENS:	P24W31-P24W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<im~A_1]
   UNSPLITVOC:	(<im~A)
          POS:	CONJ
          VOC:	<im~A
        GLOSS:	Either, whether, if

 INPUT STRING:	اترحم
     IS_TRANS:	AtrHm
        INDEX:	P24W23
      OFFSETS:	104-109
       TOKENS:	P24W32-P24W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitraH~am_1]
   UNSPLITVOC:	(>atraH~am)
          POS:	IV1S+IV
          VOC:	>a+traH~am
        GLOSS:	I+plead for mercy

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P24W24
      OFFSETS:	110-113
       TOKENS:	P24W33-P24W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	زمن
     IS_TRANS:	zmn
        INDEX:	P24W25
      OFFSETS:	114-117
       TOKENS:	P24W34-P24W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaman_1]
   UNSPLITVOC:	(zaman)
          POS:	NOUN
          VOC:	zaman
        GLOSS:	time/period/duration

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P24W26
      OFFSETS:	118-121
       TOKENS:	P24W35-P24W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P24W27
      OFFSETS:	122-125
       TOKENS:	P24W36-P24W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3P
          VOC:	fiy+h
        GLOSS:	in+he/it

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P24W28
      OFFSETS:	126-134
       TOKENS:	P24W38-P24W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptian+[masc.pl.]

 INPUT STRING:	مصريين
     IS_TRANS:	mSryyn
        INDEX:	P24W29
      OFFSETS:	135-141
       TOKENS:	P24W39-P24W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriy~iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	maSoriy~+iyn
        GLOSS:	Egyptian+[masc.pl.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P25W1
      OFFSETS:	0-2
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P25W2
      OFFSETS:	3-7
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W3
      OFFSETS:	8-11
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	كلامى
     IS_TRANS:	klAmY
        INDEX:	P25W4
      OFFSETS:	12-17
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	kalAm+iy
        GLOSS:	speech/statement/remark/talk/saying+my

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P25W5
      OFFSETS:	18-22
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P25W6
      OFFSETS:	23-27
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P25W7
      OFFSETS:	28-30
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	غيرى
     IS_TRANS:	gyrY
        INDEX:	P25W8
      OFFSETS:	31-35
       TOKENS:	P25W9-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	gayor+iy
        GLOSS:	not/other+my

 INPUT STRING:	حاسه
     IS_TRANS:	HAsh
        INDEX:	P25W9
      OFFSETS:	36-40
       TOKENS:	P25W11-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsis_1]
   UNSPLITVOC:	(HAs~uh)
          POS:	ADJ+PRON_3MS
          VOC:	HAs~+uh
        GLOSS:	feel+him/it

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P25W10
      OFFSETS:	41-43
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P25W11
      OFFSETS:	44-46
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P26W2
      OFFSETS:	3-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	متاكد
     IS_TRANS:	mtAkd
        INDEX:	P26W3
      OFFSETS:	8-13
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muta>ak~id_1]
   UNSPLITVOC:	(muta>ak~id)
          POS:	ADJ
          VOC:	muta>ak~id
        GLOSS:	certain/sure

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P26W4
      OFFSETS:	14-17
       TOKENS:	P26W4-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P26W5
      OFFSETS:	18-20
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P26W6
      OFFSETS:	21-23
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	واقع
     IS_TRANS:	wAqE
        INDEX:	P26W7
      OFFSETS:	24-28
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqiE_1]
   UNSPLITVOC:	(wAqiE)
          POS:	NOUN
          VOC:	wAqiE
        GLOSS:	fact/reality/actual

 INPUT STRING:	حقيقى
     IS_TRANS:	HqyqY
        INDEX:	P26W8
      OFFSETS:	29-34
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy)
          POS:	ADJ
          VOC:	Haqiyqiy
        GLOSS:	true/real

 INPUT STRING:	ولازم
     IS_TRANS:	wlAzm
        INDEX:	P26W9
      OFFSETS:	35-40
       TOKENS:	P26W10-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(wilAzim)
          POS:	CONJ+ADJ
          VOC:	wi+lAzim
        GLOSS:	and+necessary/required/needed

 INPUT STRING:	نفوق
     IS_TRANS:	nfwq
        INDEX:	P26W10
      OFFSETS:	41-45
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAq_1]
   UNSPLITVOC:	(nifuwq)
          POS:	IV1P+IV
          VOC:	ni+fuwq
        GLOSS:	we+surpass/excel

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P26W11
      OFFSETS:	46-49
       TOKENS:	P26W13-P26W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	ونلحق
     IS_TRANS:	wnlHq
        INDEX:	P26W12
      OFFSETS:	50-55
       TOKENS:	P26W15-P26W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(winiloHaq)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+loHaq
        GLOSS:	and+we+follow/be attached

 INPUT STRING:	نفسينا
     IS_TRANS:	nfsynA
        INDEX:	P26W13
      OFFSETS:	56-62
       TOKENS:	P26W17-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiynA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	nafosiy+nA
        GLOSS:	same/self/selves+our

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P26W14
      OFFSETS:	63-66
       TOKENS:	P26W19-P26W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	الجذور
     IS_TRANS:	Alj*wr
        INDEX:	P26W15
      OFFSETS:	67-73
       TOKENS:	P26W20-P26W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ji*or_1]
   UNSPLITVOC:	(Aj~u*uwr)
          POS:	DET+NOUN
          VOC:	Al+ju*uwr
        GLOSS:	the+roots/stubs

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P26W16
      OFFSETS:	74-76
       TOKENS:	P26W21-P26W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	تتخلع
     IS_TRANS:	ttxlE
        INDEX:	P26W17
      OFFSETS:	77-82
       TOKENS:	P26W22-P26W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitoxalaE_1]
   UNSPLITVOC:	(titoxiliE)
          POS:	IV3MS+IV_PASS
          VOC:	ti+toxiliE
        GLOSS:	she/it+take off

 INPUT STRING:	وتسقط
     IS_TRANS:	wtsqT
        INDEX:	P26W18
      OFFSETS:	83-88
       TOKENS:	P26W23-P26W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saqaT_1]
   UNSPLITVOC:	(witisoqaT)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+ti+soqaT
        GLOSS:	and+she/it+fall

 INPUT STRING:	الشجره
     IS_TRANS:	Al$jrh
        INDEX:	P26W19
      OFFSETS:	89-95
       TOKENS:	P26W25-P26W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ajarap_1]
   UNSPLITVOC:	(Al$~ajarap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$ajar+ap
        GLOSS:	the+tree/trees+[fem.sg.]

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P27W1
      OFFSETS:	0-7
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P27W2
      OFFSETS:	8-10
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P27W3
      OFFSETS:	11-13
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حسني
     IS_TRANS:	Hsny
        INDEX:	P27W4
      OFFSETS:	14-18
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Husoniy_1]
   UNSPLITVOC:	(Husoniy)
          POS:	NOUN_PROP
          VOC:	Husoniy
        GLOSS:	Hosny/Hosni

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P27W5
      OFFSETS:	19-23
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	actually+[acc.indef.]

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P27W6
      OFFSETS:	24-31
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P27W7
      OFFSETS:	32-34
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حكومة
     IS_TRANS:	Hkwmp
        INDEX:	P27W8
      OFFSETS:	35-40
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(Hukuwmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hukuwm+ap
        GLOSS:	government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	حسني
     IS_TRANS:	Hsny
        INDEX:	P27W9
      OFFSETS:	41-45
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Husoniy_1]
   UNSPLITVOC:	(Husoniy)
          POS:	NOUN_PROP
          VOC:	Husoniy
        GLOSS:	Hosny/Hosni

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P28W1
      OFFSETS:	0-2
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P28W2
      OFFSETS:	3-7
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P28W3
      OFFSETS:	8-12
       TOKENS:	P28W3-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+them

 INPUT STRING:	اهله
     IS_TRANS:	Ahlh
        INDEX:	P28W4
      OFFSETS:	13-17
       TOKENS:	P28W5-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>ahl_1]
   UNSPLITVOC:	(>aholuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>ahol+uh
        GLOSS:	family/people/people/families/folk/families/indigenous people+his/its

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P28W5
      OFFSETS:	18-20
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	يموت
     IS_TRANS:	ymwt
        INDEX:	P28W6
      OFFSETS:	21-25
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(yimuwt)
          POS:	IV3MS+IV
          VOC:	yi+muwt
        GLOSS:	he/it+die/pass away

 INPUT STRING:	ياقي
     IS_TRANS:	yAqy
        INDEX:	P28W7
      OFFSETS:	26-30
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAqiy_1]
   UNSPLITVOC:	(bAqiy)
          POS:	NOUN
          VOC:	bAqiy
        GLOSS:	rest of

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P28W8
      OFFSETS:	31-36
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P29W1
      OFFSETS:	0-4
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	عايزي
     IS_TRANS:	EAyzy
        INDEX:	P29W2
      OFFSETS:	5-10
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAyz_1]
   UNSPLITVOC:	(EAyziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAyz+iyn
        GLOSS:	wanting/needing+we

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P29W3
      OFFSETS:	11-15
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	ADJ_NUM
          VOC:	wAHid
        GLOSS:	one/someone

 INPUT STRING:	يعرف
     IS_TRANS:	yErf
        INDEX:	P29W4
      OFFSETS:	16-20
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(yiEoraf)
          POS:	IV3MS+IV
          VOC:	yi+Eoraf
        GLOSS:	he/it+know/aware

 INPUT STRING:	مشاكل
     IS_TRANS:	m$Akl
        INDEX:	P29W5
      OFFSETS:	21-26
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(ma$Akil)
          POS:	NOUN
          VOC:	ma$Akil
        GLOSS:	problems/issues

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P29W6
      OFFSETS:	27-32
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ويخاف
     IS_TRANS:	wyxAf
        INDEX:	P29W7
      OFFSETS:	33-38
       TOKENS:	P29W7-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAf_1]
   UNSPLITVOC:	(wiyixAf)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+xAf
        GLOSS:	and+he/it+fear for/be worried (of)

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P29W8
      OFFSETS:	39-43
       TOKENS:	P29W9-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P29W9
      OFFSETS:	44-47
       TOKENS:	P29W10-P29W10
