 INPUT STRING:	ياجماعة
          VOC:	muHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	عامر
     IS_TRANS:	EAmr
        INDEX:	P20W16
      OFFSETS:	75-79
       TOKENS:	P20W21-P20W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmir_2]
   UNSPLITVOC:	(EAmir)
          POS:	NOUN_PROP
          VOC:	EAmir
        GLOSS:	Amer/Amir

 INPUT STRING:	والشيخ
     IS_TRANS:	wAl$yx
        INDEX:	P20W17
      OFFSETS:	80-86
       TOKENS:	P20W22-P20W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(wiAl$ayx)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$ayx
        GLOSS:	and+the+Sheikh/chieftain

 INPUT STRING:	عصام
     IS_TRANS:	ESAm
        INDEX:	P20W18
      OFFSETS:	87-91
       TOKENS:	P20W24-P20W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EiSAm_1]
   UNSPLITVOC:	(EiSAm)
          POS:	NOUN_PROP
          VOC:	EiSAm
        GLOSS:	Issam

 INPUT STRING:	يوسف
     IS_TRANS:	ywsf
        INDEX:	P20W19
      OFFSETS:	92-96
       TOKENS:	P20W25-P20W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwsif_1]
   UNSPLITVOC:	(yuwsif)
          POS:	NOUN_PROP
          VOC:	yuwsif
        GLOSS:	Yousif/Yusif/Joseph

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W20
      OFFSETS:	97-101
       TOKENS:	P20W26-P20W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	راحوا
     IS_TRANS:	rAHwA
        INDEX:	P20W21
      OFFSETS:	102-107
       TOKENS:	P20W27-P20W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(rAHuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	rAH+uwA
        GLOSS:	went+they

 INPUT STRING:	وصوروا
     IS_TRANS:	wSwrwA
        INDEX:	P20W22
      OFFSETS:	108-114
       TOKENS:	P20W28-P20W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Saw~ar_1]
   UNSPLITVOC:	(wiSaw~aruwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+Saw~ar+uwA
        GLOSS:	and+film/photograph+they [verb]

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P20W23
      OFFSETS:	115-120
       TOKENS:	P20W30-P20W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P20W24
      OFFSETS:	121-123
       TOKENS:	P20W31-P20W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	وعملوا
     IS_TRANS:	wEmlwA
        INDEX:	P20W25
      OFFSETS:	124-130
       TOKENS:	P20W32-P20W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(wiEamaluwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+Eamal+uwA
        GLOSS:	and+do/act+they

 INPUT STRING:	حملة
     IS_TRANS:	Hmlp
        INDEX:	P20W26
      OFFSETS:	131-135
       TOKENS:	P20W34-P20W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamolap_1]
   UNSPLITVOC:	(Hamolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hamol+ap
        GLOSS:	campaign/expedition/attack+[fem.sg.]

 INPUT STRING:	انقاذ
     IS_TRANS:	AnqA*
        INDEX:	P20W27
      OFFSETS:	136-141
       TOKENS:	P20W35-P20W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inoqA*_1]
   UNSPLITVOC:	(<inoqA*)
          POS:	NOUN
          VOC:	<inoqA*
        GLOSS:	save

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P20W28
      OFFSETS:	142-145
       TOKENS:	P20W36-P20W37
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P20W29
      OFFSETS:	146-148
       TOKENS:	P20W38-P20W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iyo'_1]
   UNSPLITVOC:	($iyo')
          POS:	NOUN
          VOC:	$iyo'
        GLOSS:	some thing

 INPUT STRING:	مشرف
     IS_TRANS:	m$rf
        INDEX:	P20W30
      OFFSETS:	149-153
       TOKENS:	P20W39-P20W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$ar~if_1]
   UNSPLITVOC:	(mu$ar~if)
          POS:	ADJ
          VOC:	mu$ar~if
        GLOSS:	honourable

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P20W31
      OFFSETS:	154-157
       TOKENS:	P20W40-P20W40
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(>anA)
          POS:	PRON_1S
          VOC:	>anA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P20W32
      OFFSETS:	158-160
       TOKENS:	P20W41-P20W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	سلفية
     IS_TRANS:	slfyp
        INDEX:	P20W33
      OFFSETS:	161-166
       TOKENS:	P20W42-P20W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[salafiy~_1]
   UNSPLITVOC:	(salafiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	salafiy~+ap
        GLOSS:	Salafi/Salafist+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P20W34
      OFFSETS:	167-169
       TOKENS:	P20W43-P20W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P20W35
      OFFSETS:	170-172
       TOKENS:	P20W44-P20W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P20W36
      OFFSETS:	173-175
       TOKENS:	P20W45-P20W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iyo'_1]
   UNSPLITVOC:	($iyo')
          POS:	NOUN
          VOC:	$iyo'
        GLOSS:	some thing

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P20W37
      OFFSETS:	176-180
       TOKENS:	P20W46-P20W46
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	actually/in effect+[acc.indef.]

 INPUT STRING:	ايجابى
     IS_TRANS:	AyjAbY
        INDEX:	P20W38
      OFFSETS:	181-187
       TOKENS:	P20W47-P20W47
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyjAbiy~_1]
   UNSPLITVOC:	(<iyjAbiy~)
          POS:	ADJ
          VOC:	<iyjAbiy~
        GLOSS:	positive/affirmative

 INPUT STRING:	ويحترم
     IS_TRANS:	wyHtrm
        INDEX:	P20W39
      OFFSETS:	188-194
       TOKENS:	P20W48-P20W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uHtaram_1]
   UNSPLITVOC:	(wayuHtaram)
          POS:	CONJ+IV3MS+IV_PASS
          VOC:	wa+yu+Htaram
        GLOSS:	and+he+be respected

 INPUT STRING:	وفعلا
     IS_TRANS:	wfElA
        INDEX:	P20W40
      OFFSETS:	195-200
       TOKENS:	P20W50-P20W51
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(wafiEolAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wa+fiEol+AF
        GLOSS:	and+actually/in effect+[acc.indef.]

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P20W41
      OFFSETS:	201-204
       TOKENS:	P20W52-P20W52
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P20W42
      OFFSETS:	205-209
       TOKENS:	P20W53-P20W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	alot

 INPUT STRING:	شركت
     IS_TRANS:	$rkt
        INDEX:	P20W43
      OFFSETS:	210-214
       TOKENS:	P20W54-P20W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Arik_1]
   UNSPLITVOC:	($arkit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	$ark+it
        GLOSS:	associate/participate+it/they/she [verb]

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P20W44
      OFFSETS:	215-218
       TOKENS:	P20W55-P20W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ino_1]
   UNSPLITVOC:	(wi<ino)
          POS:	PART+SUB_CONJ
          VOC:	wi+<ino
        GLOSS:	[part.]+that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P20W45
      OFFSETS:	219-222
       TOKENS:	P20W57-P20W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P20W46
      OFFSETS:	223-227
       TOKENS:	P20W58-P20W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	القرية
     IS_TRANS:	Alqryp
        INDEX:	P20W47
      OFFSETS:	228-234
       TOKENS:	P20W59-P20W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaroyap_1]
   UNSPLITVOC:	(Alqaroyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaroy+ap
        GLOSS:	the+village+[fem.sg.]

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P20W48
      OFFSETS:	235-239
       TOKENS:	P20W60-P20W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all/entire+its/their/her

 INPUT STRING:	هتتغير
     IS_TRANS:	httgyr
        INDEX:	P20W49
      OFFSETS:	240-246
       TOKENS:	P20W62-P20W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogay~ar_1]
   UNSPLITVOC:	(Hatitogay~ar)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+togay~ar
        GLOSS:	will+it/she+change

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W50
      OFFSETS:	247-249
       TOKENS:	P20W64-P20W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P20W51
      OFFSETS:	250-253
       TOKENS:	P20W65-P20W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	بنك
     IS_TRANS:	bnk
        INDEX:	P21W1
      OFFSETS:	0-3
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banok_1]
   UNSPLITVOC:	(banok)
          POS:	NOUN
          VOC:	banok
        GLOSS:	bank

 INPUT STRING:	الطعام
     IS_TRANS:	AlTEAm
        INDEX:	P21W2
      OFFSETS:	4-10
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaEAm_1]
   UNSPLITVOC:	(AlT~aEAm)
          POS:	DET+NOUN
          VOC:	Al+TaEAm
        GLOSS:	the+food

 INPUT STRING:	هيدخل
     IS_TRANS:	hydxl
        INDEX:	P21W3
      OFFSETS:	11-16
       TOKENS:	P21W3-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(Hayidoxul)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+doxul
        GLOSS:	will+he/it+enter/be entered

 INPUT STRING:	وهيكفيهم
     IS_TRANS:	whykfyhm
        INDEX:	P21W4
      OFFSETS:	17-25
       TOKENS:	P21W5-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaf~aY_1]
   UNSPLITVOC:	(wiHayikaf~iyhum)
          POS:	CONJ+FUT_PART+IV3MS+IV+IVSUFF_DO:3P
          VOC:	wi+Ha+yi+kaf~iy+hum
        GLOSS:	and+will+he/it+be sufficient+them

 INPUT STRING:	اكل
     IS_TRANS:	Akl
        INDEX:	P21W5
      OFFSETS:	26-29
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akol_1]
   UNSPLITVOC:	(>akol)
          POS:	NOUN
          VOC:	>akol
        GLOSS:	eating/consumption

 INPUT STRING:	وشرب
     IS_TRANS:	w$rb
        INDEX:	P21W6
      OFFSETS:	30-34
       TOKENS:	P21W10-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$irob_1]
   UNSPLITVOC:	(wi$irob)
          POS:	CONJ+NOUN
          VOC:	wi+$irob
        GLOSS:	and+drinking

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P21W7
      OFFSETS:	35-37
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ino_1]
   UNSPLITVOC:	(<ino)
          POS:	SUB_CONJ
          VOC:	<ino
        GLOSS:	if

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P21W8
      OFFSETS:	38-41
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P21W9
      OFFSETS:	42-46
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	وناس
     IS_TRANS:	wnAs
        INDEX:	P21W10
      OFFSETS:	47-51
       TOKENS:	P21W15-P21W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(wanAs)
          POS:	CONJ+NOUN
          VOC:	wa+nAs
        GLOSS:	and+people

 INPUT STRING:	اتبرعت
     IS_TRANS:	AtbrEt
        INDEX:	P21W11
      OFFSETS:	52-58
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<itobar~aE_1]
   UNSPLITVOC:	(<itobar~aEit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	<itobar~aE+it
        GLOSS:	donate+she

 INPUT STRING:	بالملاين
     IS_TRANS:	bAlmlAyn
        INDEX:	P21W12
      OFFSETS:	59-67
       TOKENS:	P21W18-P21W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miloyuwn_1]
   UNSPLITVOC:	(biAlmalAyiyn)
          POS:	PREP+DET+NOUN_NUM+NSUFF_MASC_PL
          VOC:	bi+Al+malAy+iyn
        GLOSS:	with/by+the+millions+[masc.pl.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P21W13
      OFFSETS:	68-73
       TOKENS:	P21W20-P21W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair

 INPUT STRING:	تعملهم
     IS_TRANS:	tEmlhm
        INDEX:	P21W14
      OFFSETS:	74-80
       TOKENS:	P21W22-P21W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(tiEomilhum)
          POS:	IV3FS+IV+IVSUFF_DO:3P
          VOC:	ti+Eomil+hum
        GLOSS:	it/they/she+make/act/do+them

 INPUT STRING:	اسقف
     IS_TRANS:	Asqf
        INDEX:	P21W15
      OFFSETS:	81-85
       TOKENS:	P21W24-P21W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saqof_1]
   UNSPLITVOC:	(>asoquf)
          POS:	NOUN
          VOC:	>asoquf
        GLOSS:	roofs

 INPUT STRING:	للبيوت
     IS_TRANS:	llbywt
        INDEX:	P21W16
      OFFSETS:	86-92
       TOKENS:	P21W25-P21W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(lilbiyuwt)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+biyuwt
        GLOSS:	for/to+the+house/houses

 INPUT STRING:	ومواسير
     IS_TRANS:	wmwAsyr
        INDEX:	P21W17
      OFFSETS:	93-100
       TOKENS:	P21W27-P21W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAsuwrap_1]
   UNSPLITVOC:	(wamawAsiyr)
          POS:	PREP+NOUN
          VOC:	wa+mawAsiyr
        GLOSS:	with+pipes/hoses

 INPUT STRING:	مياة
     IS_TRANS:	myAp
        INDEX:	P21W18
      OFFSETS:	101-105
       TOKENS:	P21W29-P21W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA'_1]
   UNSPLITVOC:	(miyAh)
          POS:	NOUN
          VOC:	miyAh
        GLOSS:	water

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P21W19
      OFFSETS:	106-109
       TOKENS:	P21W30-P21W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ino_1]
   UNSPLITVOC:	(wi<ino)
          POS:	PART+SUB_CONJ
          VOC:	wi+<ino
        GLOSS:	[part.]+if

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P21W20
      OFFSETS:	110-113
       TOKENS:	P21W32-P21W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	تخلص
     IS_TRANS:	txlS
        INDEX:	P21W21
      OFFSETS:	114-118
       TOKENS:	P21W33-P21W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiliS_1]
   UNSPLITVOC:	(tixolaS)
          POS:	IV3FS+IV
          VOC:	ti+xolaS
        GLOSS:	she/it+be finished

 INPUT STRING:	القرية
     IS_TRANS:	Alqryp
        INDEX:	P21W22
      OFFSETS:	119-125
       TOKENS:	P21W34-P21W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaroyap_1]
   UNSPLITVOC:	(Alqaroyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaroy+ap
        GLOSS:	the+village+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P21W23
      OFFSETS:	126-128
       TOKENS:	P21W35-P21W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ندخل
     IS_TRANS:	ndxl
        INDEX:	P21W24
      OFFSETS:	129-133
       TOKENS:	P21W36-P21W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(nidoxul)
          POS:	IV1P+IV
          VOC:	ni+doxul
        GLOSS:	we+enter/be entered

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P21W25
      OFFSETS:	134-137
       TOKENS:	P21W37-P21W37
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P21W26
      OFFSETS:	138-142
       TOKENS:	P21W38-P21W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P21W27
      OFFSETS:	143-148
       TOKENS:	P21W39-P21W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after+its/their/her

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P21W28
      OFFSETS:	149-153
       TOKENS:	P21W41-P21W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	wish+I

 INPUT STRING:	منستناش
     IS_TRANS:	mnstnA$
        INDEX:	P21W29
      OFFSETS:	154-161
       TOKENS:	P21W43-P21W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
