 INPUT STRING:	ازيكو
        INDEX:	P40W3
      OFFSETS:	7-11
       TOKENS:	P40W3-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(>uxotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>uxot+iy
        GLOSS:	sister/counterpart/sisters+my

 INPUT STRING:	الكريمة
     IS_TRANS:	Alkrymp
        INDEX:	P40W4
      OFFSETS:	12-19
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kariym_2]
   UNSPLITVOC:	(Alkariymap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+kariym+ap
        GLOSS:	the+distinguished/generous/noble/precious+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P40W5
      OFFSETS:	20-23
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مختلفة
     IS_TRANS:	mxtlfp
        INDEX:	P40W6
      OFFSETS:	24-30
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxotalif_1]
   UNSPLITVOC:	(muxotalifap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muxotalif+ap
        GLOSS:	different/various+[fem.sg.]

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P40W7
      OFFSETS:	31-36
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P40W8
      OFFSETS:	37-39
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	معتصمى
     IS_TRANS:	mEtSmY
        INDEX:	P40W9
      OFFSETS:	40-46
       TOKENS:	P40W10-P40W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEotaSim_1]
   UNSPLITVOC:	(muEotaSimiy)
          POS:	NOUN
          VOC:	muEotaSimiy
        GLOSS:	strikers/sit-inners

 INPUT STRING:	التحرير
     IS_TRANS:	AltHryr
        INDEX:	P40W10
      OFFSETS:	47-54
       TOKENS:	P40W11-P40W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyr_1]
   UNSPLITVOC:	(Alt~aHoriyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+taHoriyr
        GLOSS:	the+Tahrir

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P40W11
      OFFSETS:	55-58
       TOKENS:	P40W12-P40W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	اوافق
     IS_TRANS:	AwAfq
        INDEX:	P40W12
      OFFSETS:	59-64
       TOKENS:	P40W13-P40W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAfiq_1]
   UNSPLITVOC:	(AawAfiq)
          POS:	IV1S+IV
          VOC:	Aa+wAfiq
        GLOSS:	I+agree

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P40W13
      OFFSETS:	65-68
       TOKENS:	P40W14-P40W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المطالب
     IS_TRANS:	AlmTAlb
        INDEX:	P40W14
      OFFSETS:	69-76
       TOKENS:	P40W15-P40W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(AlmaTAlib)
          POS:	DET+NOUN
          VOC:	Al+maTAlib
        GLOSS:	the+demands/desiderata

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P40W15
      OFFSETS:	77-78
       TOKENS:	P40W16-P40W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	ارفض
     IS_TRANS:	ArfD
        INDEX:	P40W16
      OFFSETS:	79-83
       TOKENS:	P40W17-P40W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaD_1]
   UNSPLITVOC:	(AarofuD)
          POS:	IV1S+IV
          VOC:	Aa+rofuD
        GLOSS:	I+refuse

 INPUT STRING:	الاسلوب
     IS_TRANS:	AlAslwb
        INDEX:	P40W17
      OFFSETS:	84-91
       TOKENS:	P40W18-P40W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usoluwb_1]
   UNSPLITVOC:	(Al>usoluwb)
          POS:	DET+NOUN
          VOC:	Al+>usoluwb
        GLOSS:	the+style/method/manner

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P40W18
      OFFSETS:	92-97
       TOKENS:	P40W19-P40W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete+[acc.indef.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P40W19
      OFFSETS:	98-99
       TOKENS:	P40W20-P40W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P40W20
      OFFSETS:	100-102
       TOKENS:	P40W21-P40W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يسعنى
     IS_TRANS:	ysEnY
        INDEX:	P40W21
      OFFSETS:	103-108
       TOKENS:	P40W22-P40W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wasiEa_1]
   UNSPLITVOC:	(yasaEuniy)
          POS:	IV3MS+IV+IVSUFF_DO:1S
          VOC:	ya+saEu+niy
        GLOSS:	he/it+contain/be enough+me

 INPUT STRING:	النقاش
     IS_TRANS:	AlnqA$
        INDEX:	P40W22
      OFFSETS:	109-115
       TOKENS:	P40W24-P40W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niqA$_1]
   UNSPLITVOC:	(Aln~iqA$)
          POS:	DET+NOUN
          VOC:	Al+niqA$
        GLOSS:	the+debate/argument/controversy

 INPUT STRING:	الان
     IS_TRANS:	AlAn
        INDEX:	P40W23
      OFFSETS:	116-120
       TOKENS:	P40W25-P40W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|an_1]
   UNSPLITVOC:	(Al|an)
          POS:	DET+NOUN
          VOC:	Al+|an
        GLOSS:	the+now

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P40W24
      OFFSETS:	121-124
       TOKENS:	P40W26-P40W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for+that

 INPUT STRING:	حسى
     IS_TRANS:	HsY
        INDEX:	P40W25
      OFFSETS:	125-128
       TOKENS:	P40W28-P40W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[His~_1]
   UNSPLITVOC:	(His~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	His~+iy
        GLOSS:	sensation/perception+my

 INPUT STRING:	اتنبح
     IS_TRANS:	AtnbH
        INDEX:	P40W26
      OFFSETS:	129-134
       TOKENS:	P40W30-P40W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nabaH_1]
   UNSPLITVOC:	(AitonabaH)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitonabaH+(null)
        GLOSS:	bark+he/it

 INPUT STRING:	بقالى
     IS_TRANS:	bqAlY
        INDEX:	P40W27
      OFFSETS:	135-140
       TOKENS:	P40W31-P40W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqA_1]
   UNSPLITVOC:	(baqA_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	baqA+(null)+li+iy
        GLOSS:	remain+he/it+to/for+I

 INPUT STRING:	اسبوع
     IS_TRANS:	AsbwE
        INDEX:	P40W28
      OFFSETS:	141-146
       TOKENS:	P40W34-P40W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AusobuwE_1]
   UNSPLITVOC:	(AusobuwE)
          POS:	NOUN
          VOC:	AusobuwE
        GLOSS:	week

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P40W29
      OFFSETS:	147-148
       TOKENS:	P40W35-P40W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	خاصة
     IS_TRANS:	xASp
        INDEX:	P40W30
      OFFSETS:	149-153
       TOKENS:	P40W36-P40W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(xAS~apF)
          POS:	NOUN+NSUFF_FEM_SG+CASE_INDEF_ACC
          VOC:	xAS~+ap+F
        GLOSS:	characteristic/feature/property/characteristics/features/properties+[fem.sg.]+[indef.acc.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P40W31
      OFFSETS:	154-156
       TOKENS:	P40W37-P40W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P40W32
      OFFSETS:	157-161
       TOKENS:	P40W38-P40W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self/selves+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P40W33
      OFFSETS:	162-165
       TOKENS:	P40W40-P40W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P40W34
      OFFSETS:	166-167
       TOKENS:	P40W41-P40W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P40W35
      OFFSETS:	168-172
       TOKENS:	P40W42-P40W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P40W36
      OFFSETS:	173-175
       TOKENS:	P40W43-P40W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بدعى
     IS_TRANS:	bdEY
        INDEX:	P40W37
      OFFSETS:	176-180
       TOKENS:	P40W44-P40W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(biAadoEiy)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+doEiy
        GLOSS:	[present-tense]+I+call/invite/be called/be invited

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P40W38
      OFFSETS:	181-184
       TOKENS:	P40W46-P40W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P40W39
      OFFSETS:	185-187
       TOKENS:	P40W47-P40W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P40W40
      OFFSETS:	188-189
       TOKENS:	P40W48-P40W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P40W41
      OFFSETS:	190-194
       TOKENS:	P40W49-P40W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakiyd_1]
   UNSPLITVOC:	(Akiyd)
          POS:	ADJ
          VOC:	Akiyd
        GLOSS:	certain

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P40W42
      OFFSETS:	195-199
       TOKENS:	P40W50-P40W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P40W43
      OFFSETS:	200-202
       TOKENS:	P40W51-P40W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فرحانة
     IS_TRANS:	frHAnp
        INDEX:	P40W44
      OFFSETS:	203-209
       TOKENS:	P40W52-P40W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroHAn_1]
   UNSPLITVOC:	(faroHAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	faroHAn+ap
        GLOSS:	cheerful/delighted+[fem.sg.]

 INPUT STRING:	بموت
     IS_TRANS:	bmwt
        INDEX:	P40W45
      OFFSETS:	210-214
       TOKENS:	P40W53-P40W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawt_1]
   UNSPLITVOC:	(bimawt)
          POS:	PREP+NOUN
          VOC:	bi+mawt
        GLOSS:	with/by+death

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P40W46
      OFFSETS:	215-217
       TOKENS:	P40W55-P40W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P40W47
      OFFSETS:	218-220
       TOKENS:	P40W56-P40W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	فقع
     IS_TRANS:	fqE
        INDEX:	P40W48
      OFFSETS:	221-224
       TOKENS:	P40W57-P40W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqoE_1]
   UNSPLITVOC:	(faqoE)
          POS:	NOUN
          VOC:	faqoE
        GLOSS:	exploding

 INPUT STRING:	عينه
     IS_TRANS:	Eynh
        INDEX:	P40W49
      OFFSETS:	225-229
       TOKENS:	P40W58-P40W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayn_1]
   UNSPLITVOC:	(Eiynuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eiyn+uh
        GLOSS:	eye/eyes/water spring/water source/water springs/water sources/notables/VIP's/Aain+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P40W50
      OFFSETS:	230-231
       TOKENS:	P40W60-P40W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	العياذ
     IS_TRANS:	AlEyA*
        INDEX:	P40W51
      OFFSETS:	232-238
       TOKENS:	P40W61-P40W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EiyA*_1]
   UNSPLITVOC:	(AlEiyA*)
          POS:	DET+NOUN
          VOC:	Al+EiyA*
        GLOSS:	the+protection/taking refuge

 INPUT STRING:	بالله
     IS_TRANS:	bAllh
        INDEX:	P40W52
      OFFSETS:	239-244
       TOKENS:	P40W62-P40W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(biAll~ah)
          POS:	PREP+NOUN
          VOC:	bi+All~ah
        GLOSS:	with/by+God

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P41W1
      OFFSETS:	0-2
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	خلاصة
     IS_TRANS:	xlASp
        INDEX:	P41W2
      OFFSETS:	3-8
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xulASap_1]
   UNSPLITVOC:	(xulASap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xulAS+ap
        GLOSS:	gist/synopsis/summary+[fem.sg.]

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P41W3
      OFFSETS:	9-16
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P41W4
      OFFSETS:	17-20
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	ليهم
     IS_TRANS:	lyhm
        INDEX:	P41W5
      OFFSETS:	21-25
       TOKENS:	P41W5-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for+they

 INPUT STRING:	وجه
     IS_TRANS:	wjh
        INDEX:	P41W6
      OFFSETS:	26-29
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wijhap_1]
   UNSPLITVOC:	(wijhap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wijh+ap
        GLOSS:	point+[fem.sg.]

 INPUT STRING:	نظرهم
     IS_TRANS:	nZrhm
        INDEX:	P41W7
      OFFSETS:	30-35
       TOKENS:	P41W8-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(naZarhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	naZar+hum
        GLOSS:	in view (of)+their

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P41W8
      OFFSETS:	36-37
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	مطالبهم
     IS_TRANS:	mTAlbhm
        INDEX:	P41W9
      OFFSETS:	38-45
       TOKENS:	P41W11-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maTlab_1]
   UNSPLITVOC:	(maTAlibhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maTAlib+hum
        GLOSS:	request+their

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P41W10
      OFFSETS:	46-47
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	عايزنا
     IS_TRANS:	EAyznA
        INDEX:	P41W11
      OFFSETS:	48-54
       TOKENS:	P41W14-P41W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiznA)
          POS:	ADJ.VN+PRON_1P
          VOC:	EAyiz+nA
        GLOSS:	wanting+us

 INPUT STRING:	نحترمها
     IS_TRANS:	nHtrmhA
        INDEX:	P41W12
      OFFSETS:	55-62
       TOKENS:	P41W16-P41W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHtaram_1]
   UNSPLITVOC:	(niHtirimhA)
          POS:	IV1P+IV+IVSUFF_DO:3FS
          VOC:	ni+Htirim+hA
        GLOSS:	we+respect+it/them/her

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P41W13
      OFFSETS:	63-64
       TOKENS:	P41W18-P41W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	محدش
     IS_TRANS:	mHd$
        INDEX:	P41W14
      OFFSETS:	65-69
       TOKENS:	P41W19-P41W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(mA_Had~i$)
          POS:	NEG_PART+NOUN+NEG_PART
          VOC:	mA+Had~+$
        GLOSS:	not+extent/limit/level/border/frontier/limits+not

 INPUT STRING:	يدعى
     IS_TRANS:	ydEY
        INDEX:	P41W15
      OFFSETS:	70-74
       TOKENS:	P41W22-P41W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(yidoEiy)
          POS:	IV3MS+IV
          VOC:	yi+doEiy
        GLOSS:	he/it+call/invite/be called/be invited

 INPUT STRING:	عليهم
     IS_TRANS:	Elyhm
        INDEX:	P41W16
      OFFSETS:	75-80
       TOKENS:	P41W23-P41W23
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
