 INPUT STRING:	صوره
          POS:	NEG_PART+PV+PVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+daxal+tiy+$
        GLOSS:	not+enter/be entered+it/they/she+not

 INPUT STRING:	شارع
     IS_TRANS:	$ArE
        INDEX:	P34W10
      OFFSETS:	43-47
       TOKENS:	P34W15-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	($AriE)
          POS:	NOUN
          VOC:	$AriE
        GLOSS:	street/streets

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P34W11
      OFFSETS:	48-52
       TOKENS:	P34W16-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN_PROP
          VOC:	majolis
        GLOSS:	council/board

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P34W12
      OFFSETS:	53-58
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$aEob)
          POS:	DET+NOUN_PROP
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	وهتلاقى
     IS_TRANS:	whtlAqY
        INDEX:	P34W13
      OFFSETS:	59-66
       TOKENS:	P34W18-P34W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(wiHatilAqiy)
          POS:	CONJ+FUT_PART+IV3FS+IV
          VOC:	wi+Ha+ti+lAqiy
        GLOSS:	and+will+it/they/she+meet/encounter/be met/be encountered

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P34W14
      OFFSETS:	67-71
       TOKENS:	P34W21-P34W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	الاف
     IS_TRANS:	AlAf
        INDEX:	P34W15
      OFFSETS:	72-76
       TOKENS:	P34W22-P34W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(AlAf)
          POS:	NOUN_NUM
          VOC:	AlAf
        GLOSS:	thousands

 INPUT STRING:	المتظاهرين
     IS_TRANS:	AlmtZAhryn
        INDEX:	P34W16
      OFFSETS:	77-87
       TOKENS:	P34W23-P34W23
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AlmtZAhryn)
          POS:	NO_FUNC
          VOC:	AlmtZAhryn
        GLOSS:	nogloss

 INPUT STRING:	وهتتظبط
     IS_TRANS:	whttZbT
        INDEX:	P34W17
      OFFSETS:	88-95
       TOKENS:	P34W24-P34W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZabaT_1]
   UNSPLITVOC:	(wiHatitoZabaT)
          POS:	CONJ+FUT_PART+IV3FS+IV_PASS
          VOC:	wi+Ha+ti+toZabaT
        GLOSS:	and+will+it/they/she+be adjusted

 INPUT STRING:	النسبه
     IS_TRANS:	Alnsbh
        INDEX:	P34W18
      OFFSETS:	96-102
       TOKENS:	P34W27-P34W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(Aln~isobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nisob+ap
        GLOSS:	the+ratio/rate/percentage figure+[fem.sg.]

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P34W19
      OFFSETS:	103-106
       TOKENS:	P34W28-P34W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy~ap_1]
   UNSPLITVOC:	(diy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	diy~+ap
        GLOSS:	this+[fem.sg.]

 INPUT STRING:	ووصلت
     IS_TRANS:	wwSlt
        INDEX:	P35W1
      OFFSETS:	1-6
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(wiwaSalt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+waSal+t
        GLOSS:	and+arrive at/reach/connect+I [verb]

 INPUT STRING:	لاول
     IS_TRANS:	lAwl
        INDEX:	P35W2
      OFFSETS:	7-11
       TOKENS:	P35W3-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(liAw~il)
          POS:	PREP+ADJ
          VOC:	li+Aw~il
        GLOSS:	for/to+first

 INPUT STRING:	شارع
     IS_TRANS:	$ArE
        INDEX:	P35W3
      OFFSETS:	12-16
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	($AriE)
          POS:	NOUN
          VOC:	$AriE
        GLOSS:	street

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P35W4
      OFFSETS:	17-21
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN_PROP
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P35W5
      OFFSETS:	22-27
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$aEob)
          POS:	DET+NOUN_PROP
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	وكانت
     IS_TRANS:	wkAnt
        INDEX:	P35W6
      OFFSETS:	28-33
       TOKENS:	P35W8-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAnit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+kAn+it
        GLOSS:	and+be+it/they/she

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P35W7
      OFFSETS:	34-38
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	scond

 INPUT STRING:	مفاجاه
     IS_TRANS:	mfAjAh
        INDEX:	P35W8
      OFFSETS:	39-45
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mufAjo>ap_1]
   UNSPLITVOC:	(mufAjo>ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mufAjo>+ap
        GLOSS:	surprise+[fem.sg.]

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P35W9
      OFFSETS:	46-50
       TOKENS:	P35W12-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiyh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+h+$
        GLOSS:	not+in+it/him+not

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P35W10
      OFFSETS:	51-53
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	متظاهرين
     IS_TRANS:	mtZAhryn
        INDEX:	P35W11
      OFFSETS:	54-62
       TOKENS:	P35W17-P35W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaZAhir_1]
   UNSPLITVOC:	(mutaZAhiriyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	mutaZAhir+iyn
        GLOSS:	demonstrator+[pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P35W12
      OFFSETS:	63-65
       TOKENS:	P35W18-P35W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشارع
     IS_TRANS:	Al$ArE
        INDEX:	P35W13
      OFFSETS:	66-72
       TOKENS:	P35W19-P35W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$~AriE)
          POS:	DET+NOUN
          VOC:	Al+$AriE
        GLOSS:	the+street/streets

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P35W14
      OFFSETS:	73-77
       TOKENS:	P35W20-P35W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	property/commodities/goods

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P35W15
      OFFSETS:	78-82
       TOKENS:	P35W21-P35W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN_PROP
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P35W16
      OFFSETS:	83-88
       TOKENS:	P35W22-P35W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$aEob)
          POS:	DET+NOUN_PROP
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P35W17
      OFFSETS:	89-92
       TOKENS:	P35W23-P35W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all, entire, every, whole+its/his

 INPUT STRING:	والامن
     IS_TRANS:	wAlAmn
        INDEX:	P35W18
      OFFSETS:	93-99
       TOKENS:	P35W25-P35W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(wiAl>amon)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>amon
        GLOSS:	and+the+security/safety

 INPUT STRING:	قافل
     IS_TRANS:	qAfl
        INDEX:	P35W19
      OFFSETS:	100-104
       TOKENS:	P35W27-P35W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAfil_1]
   UNSPLITVOC:	(qAfil)
          POS:	ADJ
          VOC:	qAfil
        GLOSS:	locking

 INPUT STRING:	الشارع
     IS_TRANS:	Al$ArE
        INDEX:	P35W20
      OFFSETS:	105-111
       TOKENS:	P35W28-P35W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$~AriE)
          POS:	DET+NOUN
          VOC:	Al+$AriE
        GLOSS:	the+street/streets

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P35W21
      OFFSETS:	112-114
       TOKENS:	P35W29-P35W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اوله
     IS_TRANS:	Awlh
        INDEX:	P35W22
      OFFSETS:	115-119
       TOKENS:	P35W30-P35W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(Aaw~iluh)
          POS:	ADJ+POSS_PRON_3MS
          VOC:	Aaw~il+uh
        GLOSS:	first/top+his/its

 INPUT STRING:	لاخره
     IS_TRANS:	lAxrh
        INDEX:	P35W23
      OFFSETS:	120-125
       TOKENS:	P35W32-P35W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Axir_1]
   UNSPLITVOC:	(liAxruh)
          POS:	PREP+ADJ+POSS_PRON_3MS
          VOC:	li+Axr+uh
        GLOSS:	to/towards+last/end+its/his

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P36W1
      OFFSETS:	1-3
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	نهار
     IS_TRANS:	nhAr
        INDEX:	P36W2
      OFFSETS:	4-8
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahAr_1]
   UNSPLITVOC:	(nahAr)
          POS:	NOUN
          VOC:	nahAr
        GLOSS:	daytime/day

 INPUT STRING:	ابيض
     IS_TRANS:	AbyD
        INDEX:	P36W3
      OFFSETS:	9-13
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aboyaD_1]
   UNSPLITVOC:	(>aboyaD)
          POS:	ADJ
          VOC:	>aboyaD
        GLOSS:	white

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P36W4
      OFFSETS:	14-16
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	so

 INPUT STRING:	هروح
     IS_TRANS:	hrwH
        INDEX:	P36W5
      OFFSETS:	17-21
       TOKENS:	P36W5-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaAaruwH)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+ruwH
        GLOSS:	will+I+go

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P36W6
      OFFSETS:	22-25
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	INTERROG_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P37W1
      OFFSETS:	1-5
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	wanting/desiring

 INPUT STRING:	اصوتلى
     IS_TRANS:	ASwtlY
        INDEX:	P37W2
      OFFSETS:	6-12
       TOKENS:	P37W2-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sawat_1]
   UNSPLITVOC:	(AaSawtliiy)
          POS:	IV1S+IV+PREP+PRON_1S
          VOC:	Aa+Sawt+li+iy
        GLOSS:	I+shout+to/for+I

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P37W3
      OFFSETS:	13-17
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	واهتف
     IS_TRANS:	wAhtf
        INDEX:	P37W4
      OFFSETS:	18-23
       TOKENS:	P37W6-P37W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wAhtf)
          POS:	NO_FUNC
          VOC:	wAhtf
        GLOSS:	nogloss

 INPUT STRING:	واخد
     IS_TRANS:	wAxd
        INDEX:	P37W5
      OFFSETS:	24-28
       TOKENS:	P37W7-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(wiAaxud)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+xud
        GLOSS:	and+I+take

 INPUT STRING:	صوره
     IS_TRANS:	Swrh
        INDEX:	P37W6
      OFFSETS:	29-33
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	pictures+[fem.sg.]

 INPUT STRING:	تذكاريه
     IS_TRANS:	t*kAryh
        INDEX:	P37W7
      OFFSETS:	34-41
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ti*okAriy_1]
   UNSPLITVOC:	(ti*okAriy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ti*okAriy~+ap
        GLOSS:	memorable+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P37W8
      OFFSETS:	42-44
       TOKENS:	P37W11-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	قادة
     IS_TRANS:	qAdp
        INDEX:	P37W9
      OFFSETS:	45-49
       TOKENS:	P37W12-P37W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qA}id_1]
   UNSPLITVOC:	(qAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qAd+ap
        GLOSS:	leaders/commanders+[fem.sg.]

 INPUT STRING:	المظاهرات
     IS_TRANS:	AlmZAhrAt
        INDEX:	P37W10
      OFFSETS:	50-59
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muzAhrap_1]
   UNSPLITVOC:	(AlmuZAhrAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muZAhr+At
        GLOSS:	the+demonstrations+[fem.pl.]

 INPUT STRING:	لفيت
     IS_TRANS:	lfyt
        INDEX:	P38W1
      OFFSETS:	1-5
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laf~_1]
   UNSPLITVOC:	(laf~ayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	laf~+ayt
        GLOSS:	turn+I

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P38W2
      OFFSETS:	6-8
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	as

 INPUT STRING:	المجنون
     IS_TRANS:	Almjnwn
        INDEX:	P38W3
      OFFSETS:	9-16
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majonuwn_1]
   UNSPLITVOC:	(Almajonuwn)
          POS:	DET+ADJ
          VOC:	Al+majonuwn
        GLOSS:	the+crazy/insane/mad/crazy men/madmen

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P38W4
      OFFSETS:	17-19
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire

 INPUT STRING:	الشوارع
     IS_TRANS:	Al$wArE
        INDEX:	P38W5
      OFFSETS:	20-27
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$~awAriE)
          POS:	DET+NOUN
          VOC:	Al+$awAriE
        GLOSS:	the+street/streets

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P38W6
      OFFSETS:	28-32
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P38W7
      OFFSETS:	33-35
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ساعه
     IS_TRANS:	sAEh
        INDEX:	P38W8
      OFFSETS:	36-40
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time+[fem.sg.]

 INPUT STRING:	عمال
     IS_TRANS:	EmAl
        INDEX:	P38W9
      OFFSETS:	41-45
       TOKENS:	P38W9-P38W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~Al_1]
   UNSPLITVOC:	(Eam~Al)
          POS:	NOUN.VN
          VOC:	Eam~Al
        GLOSS:	still

 INPUT STRING:	ااقلب
     IS_TRANS:	AAqlb
        INDEX:	P38W10
      OFFSETS:	46-51
       TOKENS:	P38W10-P38W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AAqlb)
          POS:	TYPO
          VOC:	AAqlb
        GLOSS:	nogloss

 INPUT STRING:	المنطقه
     IS_TRANS:	AlmnTqh
        INDEX:	P38W11
      OFFSETS:	52-59
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoTiqap_1]
   UNSPLITVOC:	(AlmanoTiqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+manoTiq+ap
        GLOSS:	the+region+[fem.sg.]

 INPUT STRING:	شمال
     IS_TRANS:	$mAl
        INDEX:	P38W12
      OFFSETS:	60-64
       TOKENS:	P38W12-P38W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$imAl_1]
   UNSPLITVOC:	($imAl)
          POS:	NOUN
          VOC:	$imAl
        GLOSS:	left

 INPUT STRING:	ويمين
     IS_TRANS:	wymyn
        INDEX:	P38W13
      OFFSETS:	65-70
       TOKENS:	P38W13-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yimiyn_1]
   UNSPLITVOC:	(wiyimiyn)
          POS:	CONJ+NOUN
          VOC:	wi+yimiyn
        GLOSS:	and+right side/right hand

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P38W14
      OFFSETS:	71-75
       TOKENS:	P38W15-P38W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiyh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+h+$
        GLOSS:	not+in+it/him+not

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P38W15
      OFFSETS:	76-79
       TOKENS:	P38W19-P38W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

