 INPUT STRING:	اللي
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this [fem.sg.]

 INPUT STRING:	جديدة
     IS_TRANS:	jdydp
        INDEX:	P47W19
      OFFSETS:	78-83
       TOKENS:	P47W19-P47W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jidiyd+ap
        GLOSS:	new+[fem.sg.]

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P47W20
      OFFSETS:	84-88
       TOKENS:	P47W20-P47W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(ElayyA)
          POS:	PREP+PRON_1S
          VOC:	Elay+yA
        GLOSS:	on/above+me

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P47W21
      OFFSETS:	89-92
       TOKENS:	P47W22-P47W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W22
      OFFSETS:	92-93
       TOKENS:	P47W24-P47W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W23
      OFFSETS:	93-94
       TOKENS:	P47W25-P47W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W24
      OFFSETS:	94-95
       TOKENS:	P47W26-P47W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W25
      OFFSETS:	95-96
       TOKENS:	P47W27-P47W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P47W26
      OFFSETS:	96-99
       TOKENS:	P47W28-P47W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بتعامل
     IS_TRANS:	btEAml
        INDEX:	P47W27
      OFFSETS:	100-106
       TOKENS:	P47W29-P47W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEAmil_1]
   UNSPLITVOC:	(biAatoEAmil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+toEAmil
        GLOSS:	[present-tense]+I+deal

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P47W28
      OFFSETS:	107-109
       TOKENS:	P47W31-P47W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P47W29
      OFFSETS:	110-115
       TOKENS:	P47W32-P47W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P47W30
      OFFSETS:	116-119
       TOKENS:	P47W33-P47W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اساس
     IS_TRANS:	AsAs
        INDEX:	P47W31
      OFFSETS:	120-124
       TOKENS:	P47W34-P47W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAs)
          POS:	NOUN
          VOC:	>asAs
        GLOSS:	foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	اخلاقهم
     IS_TRANS:	AxlAqhm
        INDEX:	P47W32
      OFFSETS:	125-132
       TOKENS:	P47W35-P47W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuluq_1]
   UNSPLITVOC:	(>axolAqhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	>axolAq+hum
        GLOSS:	morals/character/ethics+their

 INPUT STRING:	والمجزرة
     IS_TRANS:	wAlmjzrp
        INDEX:	P48W1
      OFFSETS:	0-8
       TOKENS:	P48W1-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majozarap_1]
   UNSPLITVOC:	(wiAlmajozarap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+majozar+ap
        GLOSS:	and+the+massacre/slaughter+[fem.sg.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P48W2
      OFFSETS:	9-12
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	حصلت
     IS_TRANS:	HSlt
        INDEX:	P48W3
      OFFSETS:	13-17
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	HaSal+it
        GLOSS:	occur/happen/take place+it/they/she

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P48W4
      OFFSETS:	18-20
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P48W5
      OFFSETS:	21-23
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P48W6
      OFFSETS:	24-28
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young man/young men

 INPUT STRING:	يتجاوز
     IS_TRANS:	ytjAwz
        INDEX:	P48W7
      OFFSETS:	29-35
       TOKENS:	P48W8-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitjAwiz_1]
   UNSPLITVOC:	(yitjAwiz)
          POS:	IV3MS+IV
          VOC:	yi+tjAwiz
        GLOSS:	he/it+exceed

 INPUT STRING:	عمره
     IS_TRANS:	Emrh
        INDEX:	P48W8
      OFFSETS:	36-40
       TOKENS:	P48W9-P48W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumoruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eumor+uh
        GLOSS:	age/life/ages/age groups+his/its

 INPUT STRING:	16
     IS_TRANS:	16
        INDEX:	P48W9
      OFFSETS:	41-43
       TOKENS:	P48W11-P48W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(16)
          POS:	NOUN_NUM
          VOC:	16
        GLOSS:	16

 INPUT STRING:	ل
     IS_TRANS:	l
        INDEX:	P48W10
      OFFSETS:	44-45
       TOKENS:	P48W12-P48W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(li)
          POS:	PREP
          VOC:	li
        GLOSS:	for/to

 INPUT STRING:	28
     IS_TRANS:	28
        INDEX:	P48W11
      OFFSETS:	45-47
       TOKENS:	P48W13-P48W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(28)
          POS:	NOUN_NUM
          VOC:	28
        GLOSS:	28

 INPUT STRING:	فاجعة
     IS_TRANS:	fAjEp
        INDEX:	P48W12
      OFFSETS:	48-53
       TOKENS:	P48W14-P48W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAjiEap_1]
   UNSPLITVOC:	(fAjiEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fAjiE+ap
        GLOSS:	misfortune/calamity+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W13
      OFFSETS:	53-54
       TOKENS:	P48W15-P48W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W14
      OFFSETS:	54-55
       TOKENS:	P48W16-P48W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W15
      OFFSETS:	55-56
       TOKENS:	P48W17-P48W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P48W16
      OFFSETS:	56-60
       TOKENS:	P48W18-P48W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يصبر
     IS_TRANS:	ySbr
        INDEX:	P48W17
      OFFSETS:	61-65
       TOKENS:	P48W20-P48W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sab~ar_1]
   UNSPLITVOC:	(yiSab~ar)
          POS:	IV3MS+IV
          VOC:	yi+Sab~ar
        GLOSS:	he/it+preserve/comfort/stabilize/ballast

 INPUT STRING:	اهليهم
     IS_TRANS:	Ahlyhm
        INDEX:	P48W18
      OFFSETS:	66-72
       TOKENS:	P48W21-P48W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>aholiyhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	>aholiy+hum
        GLOSS:	family+their

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P48W19
      OFFSETS:	73-76
       TOKENS:	P48W23-P48W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فراقهم
     IS_TRANS:	frAqhm
        INDEX:	P48W20
      OFFSETS:	77-83
       TOKENS:	P48W24-P48W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[furAq_1]
   UNSPLITVOC:	(frAqhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	frAq+hum
        GLOSS:	separation/departure+their

 INPUT STRING:	ويغفر
     IS_TRANS:	wygfr
        INDEX:	P48W21
      OFFSETS:	84-89
       TOKENS:	P48W26-P48W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gafar_1]
   UNSPLITVOC:	(wiyigofir)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+gofir
        GLOSS:	and+he/it+pardon

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P48W22
      OFFSETS:	90-93
       TOKENS:	P48W28-P48W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to/for+them

 INPUT STRING:	ذلاتهم
     IS_TRANS:	*lAthm
        INDEX:	P48W23
      OFFSETS:	94-100
       TOKENS:	P48W30-P48W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(*lAthm)
          POS:	TYPO
          VOC:	*lAthm
        GLOSS:	nogloss

 INPUT STRING:	ويدخلهم
     IS_TRANS:	wydxlhm
        INDEX:	P48W24
      OFFSETS:	101-108
       TOKENS:	P48W31-P48W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(wiyudoxulhum)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3P
          VOC:	wi+yu+doxul+hum
        GLOSS:	and+he/it+enter/be entered+them

 INPUT STRING:	جناته
     IS_TRANS:	jnAth
        INDEX:	P48W25
      OFFSETS:	109-114
       TOKENS:	P48W34-P48W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jan~ap_1]
   UNSPLITVOC:	(jan~Atuh)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	jan~+At+uh
        GLOSS:	paradise/garden+[fem.pl.]+its/his

 INPUT STRING:	اجمعين
     IS_TRANS:	AjmEyn
        INDEX:	P48W26
      OFFSETS:	115-121
       TOKENS:	P48W36-P48W36
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AjmEyn)
          POS:	NO_FUNC
          VOC:	AjmEyn
        GLOSS:	nogloss

 INPUT STRING:	بالنسبة
     IS_TRANS:	bAlnsbp
        INDEX:	P49W1
      OFFSETS:	0-7
       TOKENS:	P49W1-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAln~isobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+ratio/rate/percentage figure+[fem.sg.]

 INPUT STRING:	للكارثة
     IS_TRANS:	llkArvp
        INDEX:	P49W2
      OFFSETS:	8-15
       TOKENS:	P49W3-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kArovap_1]
   UNSPLITVOC:	(lilkArovap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+kArov+ap
        GLOSS:	to/for+the+catastrophe/tragedy+[fem.sg.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P49W3
      OFFSETS:	16-19
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	حصلت
     IS_TRANS:	HSlt
        INDEX:	P49W4
      OFFSETS:	20-24
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	HaSal+it
        GLOSS:	occur/happen/take place+it/they/she

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P49W5
      OFFSETS:	25-27
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بورسعيد
     IS_TRANS:	bwrsEyd
        INDEX:	P49W6
      OFFSETS:	28-35
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buwrsaEiyd_1]
   UNSPLITVOC:	(buwrsaEiyd)
          POS:	NOUN_PROP
          VOC:	buwrsaEiyd
        GLOSS:	Port Said

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P50W1
      OFFSETS:	0-2
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البداية
     IS_TRANS:	AlbdAyp
        INDEX:	P50W2
      OFFSETS:	3-10
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bidAyap_1]
   UNSPLITVOC:	(AlbidAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+bidAy+ap
        GLOSS:	the+beginning/start+[fem.sg.]

 INPUT STRING:	احب
     IS_TRANS:	AHb
        INDEX:	P50W3
      OFFSETS:	11-14
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(AaHib~)
          POS:	IV1S+IV
          VOC:	Aa+Hib~
        GLOSS:	I+like/love

 INPUT STRING:	اقول
     IS_TRANS:	Aqwl
        INDEX:	P50W4
      OFFSETS:	15-19
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/say/(for example)

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P50W5
      OFFSETS:	20-22
       TOKENS:	P50W5-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	المؤامرة
     IS_TRANS:	Alm&Amrp
        INDEX:	P50W6
      OFFSETS:	23-31
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&Amorap_1]
   UNSPLITVOC:	(Almu&Amorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu&Amor+ap
        GLOSS:	the+plot/conspiracy+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P50W7
      OFFSETS:	32-34
       TOKENS:	P50W7-P50W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P50W8
      OFFSETS:	35-39
       TOKENS:	P50W8-P50W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P50W9
      OFFSETS:	40-44
       TOKENS:	P50W9-P50W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P50W10
      OFFSETS:	45-49
       TOKENS:	P50W10-P50W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P50W11
      OFFSETS:	50-52
       TOKENS:	P50W11-P50W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P50W12
      OFFSETS:	53-55
       TOKENS:	P50W12-P50W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	مدينة
     IS_TRANS:	mdynp
        INDEX:	P50W13
      OFFSETS:	56-61
       TOKENS:	P50W13-P50W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madiynap_1]
   UNSPLITVOC:	(madiynap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	madiyn+ap
        GLOSS:	city+[fem.sg.]

 INPUT STRING:	تانية
     IS_TRANS:	tAnyp
        INDEX:	P50W14
      OFFSETS:	62-67
       TOKENS:	P50W14-P50W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAnoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	tAnoy+ap
        GLOSS:	second+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P50W15
      OFFSETS:	68-70
       TOKENS:	P50W15-P50W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P50W16
      OFFSETS:	71-74
       TOKENS:	P50W16-P50W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	مدبرها
     IS_TRANS:	mdbrhA
        INDEX:	P50W17
      OFFSETS:	75-81
       TOKENS:	P50W17-P50W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[midab~ar_1]
   UNSPLITVOC:	(midab~arhA)
          POS:	ADJ+PRON_3FS
          VOC:	midab~ar+hA
        GLOSS:	planning+it/them/her

 INPUT STRING:	فاهم
     IS_TRANS:	fAhm
        INDEX:	P50W18
      OFFSETS:	82-86
       TOKENS:	P50W19-P50W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhim)
          POS:	ADJ
          VOC:	fAhim
        GLOSS:	understanding

 INPUT STRING:	كوووويس
     IS_TRANS:	kwwwwys
        INDEX:	P50W19
      OFFSETS:	87-94
       TOKENS:	P50W20-P50W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kway~is_1]
   UNSPLITVOC:	(kway~is)
          POS:	ADJ
          VOC:	kway~is
        GLOSS:	good

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P50W20
      OFFSETS:	95-97
       TOKENS:	P50W21-P50W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
