 INPUT STRING:	بصراحة
     IS_TRANS:	btAE
        INDEX:	P104W8
      OFFSETS:	43-47
       TOKENS:	P104W10-P104W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	belonging/thing/possession

 INPUT STRING:	صاحب
     IS_TRANS:	SAHb
        INDEX:	P104W9
      OFFSETS:	48-52
       TOKENS:	P104W11-P104W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHib)
          POS:	NOUN
          VOC:	SAHib
        GLOSS:	owner/originator/owners/originators

 INPUT STRING:	الضربة
     IS_TRANS:	AlDrbp
        INDEX:	P104W10
      OFFSETS:	53-59
       TOKENS:	P104W12-P104W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darobap_1]
   UNSPLITVOC:	(AlD~arobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Darob+ap
        GLOSS:	the+blow/strike/shot/blows/strikes/shots+[fem.sg.]

 INPUT STRING:	الجوية
     IS_TRANS:	Aljwyp
        INDEX:	P104W11
      OFFSETS:	60-66
       TOKENS:	P104W13-P104W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaw~iy_1]
   UNSPLITVOC:	(Aljaw~iy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jaw~iy~+ap
        GLOSS:	the+air/aerial+[fem.sg.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P105W1
      OFFSETS:	0-4
       TOKENS:	P105W1-P105W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/God+our

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P105W2
      OFFSETS:	5-7
       TOKENS:	P105W3-P105W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	يحرمهم
     IS_TRANS:	yHrmhm
        INDEX:	P105W3
      OFFSETS:	8-14
       TOKENS:	P105W4-P105W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haram_1]
   UNSPLITVOC:	(yiHorimhum)
          POS:	IV3MS+IV+IVSUFF_DO:3P
          VOC:	yi+Horim+hum
        GLOSS:	he/it+forbid/deprive+them

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P105W4
      OFFSETS:	15-17
       TOKENS:	P105W6-P105W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البجاحه
     IS_TRANS:	AlbjAHh
        INDEX:	P105W5
      OFFSETS:	18-25
       TOKENS:	P105W7-P105W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bajAHap_1]
   UNSPLITVOC:	(AlbajAHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+bajAH+ap
        GLOSS:	the+braggart/boldness+[fem.sg.]

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P106W1
      OFFSETS:	0-5
       TOKENS:	P106W1-P106W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	رغم
     IS_TRANS:	rgm
        INDEX:	P106W2
      OFFSETS:	6-9
       TOKENS:	P106W3-P106W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(ragom)
          POS:	NOUN
          VOC:	ragom
        GLOSS:	in spite of/despite

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P106W3
      OFFSETS:	10-14
       TOKENS:	P106W4-P106W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	سيبينهم
     IS_TRANS:	sybynhm
        INDEX:	P106W4
      OFFSETS:	15-22
       TOKENS:	P106W6-P106W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(sybynhm)
          POS:	NO_FUNC
          VOC:	sybynhm
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P106W5
      OFFSETS:	23-26
       TOKENS:	P106W7-P106W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قلة
     IS_TRANS:	qlp
        INDEX:	P106W6
      OFFSETS:	27-30
       TOKENS:	P106W8-P106W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(qil~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qil~+ap
        GLOSS:	scarcity/lack of/small number or amount of+[fem.sg.]

 INPUT STRING:	الادب
     IS_TRANS:	AlAdb
        INDEX:	P106W7
      OFFSETS:	31-36
       TOKENS:	P106W9-P106W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adab_1]
   UNSPLITVOC:	(Al>adab)
          POS:	DET+NOUN
          VOC:	Al+>adab
        GLOSS:	the+good manners/etiquette

 INPUT STRING:	وطول
     IS_TRANS:	wTwl
        INDEX:	P106W8
      OFFSETS:	37-41
       TOKENS:	P106W10-P106W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(wiTuwl)
          POS:	CONJ+NOUN
          VOC:	wi+Tuwl
        GLOSS:	and+length/height/lengths/heights

 INPUT STRING:	اللسان
     IS_TRANS:	AllsAn
        INDEX:	P106W9
      OFFSETS:	42-48
       TOKENS:	P106W12-P106W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lisAn_1]
   UNSPLITVOC:	(AllisAn)
          POS:	DET+NOUN
          VOC:	Al+lisAn
        GLOSS:	the+tongue

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P106W10
      OFFSETS:	49-52
       TOKENS:	P106W13-P106W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	PREP
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P106W11
      OFFSETS:	53-57
       TOKENS:	P106W14-P106W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	صدقوا
     IS_TRANS:	SdqwA
        INDEX:	P106W12
      OFFSETS:	58-63
       TOKENS:	P106W16-P106W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(Sad~aquwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	Sad~aq+uwA
        GLOSS:	believe/give credence to/confirm/be believed+they

 INPUT STRING:	نفسهم
     IS_TRANS:	nfshm
        INDEX:	P106W13
      OFFSETS:	64-69
       TOKENS:	P106W17-P106W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafoshum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	nafos+hum
        GLOSS:	same/self/selves+their

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P106W14
      OFFSETS:	70-72
       TOKENS:	P106W19-P106W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كذبه
     IS_TRANS:	k*bh
        INDEX:	P106W15
      OFFSETS:	73-77
       TOKENS:	P106W20-P106W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ki*obap_1]
   UNSPLITVOC:	(ki*obap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ki*ob+ap
        GLOSS:	lie/untruth+[fem.sg.]

 INPUT STRING:	كذبوها
     IS_TRANS:	k*bwhA
        INDEX:	P106W16
      OFFSETS:	78-84
       TOKENS:	P106W21-P106W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ka*ab_1]
   UNSPLITVOC:	(ka*abuwhA)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3FS
          VOC:	ka*ab+uw+hA
        GLOSS:	lie/deceive+they [verb]+it/them/her

 INPUT STRING:	جزاهم
     IS_TRANS:	jzAhm
        INDEX:	P107W1
      OFFSETS:	0-5
       TOKENS:	P107W1-P107W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jazaY_1]
   UNSPLITVOC:	(jazAhum)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MP
          VOC:	jazA+(null)+hum
        GLOSS:	reward/repay/requite+he/it [verb]+them

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P107W2
      OFFSETS:	6-10
       TOKENS:	P107W3-P107W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وامثالهم
     IS_TRANS:	wAmvAlhm
        INDEX:	P107W3
      OFFSETS:	11-19
       TOKENS:	P107W4-P107W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(wi>amovAlhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+>amovAl+hum
        GLOSS:	and+like/such as/the likes of+their

 INPUT STRING:	بما
     IS_TRANS:	bmA
        INDEX:	P107W4
      OFFSETS:	20-23
       TOKENS:	P107W7-P107W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(bimA)
          POS:	PREP+REL_PRON
          VOC:	bi+mA
        GLOSS:	with/by+what

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P107W5
      OFFSETS:	24-26
       TOKENS:	P107W9-P107W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	اهل
     IS_TRANS:	Ahl
        INDEX:	P107W6
      OFFSETS:	27-30
       TOKENS:	P107W10-P107W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>ahol)
          POS:	NOUN
          VOC:	>ahol
        GLOSS:	qualified

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P107W7
      OFFSETS:	31-33
       TOKENS:	P107W11-P107W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+he

 INPUT STRING:	واظهر
     IS_TRANS:	wAZhr
        INDEX:	P107W8
      OFFSETS:	34-39
       TOKENS:	P107W13-P107W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aZohar_1]
   UNSPLITVOC:	(wi>aZohar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>aZohar+(null)
        GLOSS:	and+show/manifest/demonstrate/be shown/be manifest/be demonstrated+he/it

 INPUT STRING:	حقيقتهم
     IS_TRANS:	Hqyqthm
        INDEX:	P107W9
      OFFSETS:	40-47
       TOKENS:	P107W15-P107W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(Haqiyqathum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	Haqiyq+ap+hum
        GLOSS:	truth/reality+[fem.sg.]+their

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P107W10
      OFFSETS:	48-51
       TOKENS:	P107W17-P107W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	رؤوس
     IS_TRANS:	r&ws
        INDEX:	P107W11
      OFFSETS:	52-56
       TOKENS:	P107W18-P107W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>os_1]
   UNSPLITVOC:	(ru&uws)
          POS:	NOUN
          VOC:	ru&uws
        GLOSS:	heads/tops

 INPUT STRING:	الاشهاد
     IS_TRANS:	AlA$hAd
        INDEX:	P107W12
      OFFSETS:	57-64
       TOKENS:	P107W19-P107W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ahid_1]
   UNSPLITVOC:	(Al>a$ohAd)
          POS:	DET+NOUN
          VOC:	Al+>a$ohAd
        GLOSS:	the+witnesses/spectators

 INPUT STRING:	6
     IS_TRANS:	6
        INDEX:	P108W1
      OFFSETS:	0-1
       TOKENS:	P108W1-P108W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[6]
   UNSPLITVOC:	(6)
          POS:	NOUN_PROP
          VOC:	6
        GLOSS:	6

 INPUT STRING:	ابريل
     IS_TRANS:	Abryl
        INDEX:	P108W2
      OFFSETS:	2-7
       TOKENS:	P108W2-P108W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aboriyl_1]
   UNSPLITVOC:	(<iboriyl)
          POS:	NOUN_PROP
          VOC:	<iboriyl
        GLOSS:	April

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P108W3
      OFFSETS:	8-10
       TOKENS:	P108W3-P108W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P108W4
      OFFSETS:	11-13
       TOKENS:	P108W4-P108W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aw_1]
   UNSPLITVOC:	(Aw)
          POS:	CONJ
          VOC:	Aw
        GLOSS:	or

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P108W5
      OFFSETS:	14-16
       TOKENS:	P108W5-P108W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	شوهوا
     IS_TRANS:	$whwA
        INDEX:	P108W6
      OFFSETS:	17-22
       TOKENS:	P108W6-P108W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aw~ih_1]
   UNSPLITVOC:	($aw~ahuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	$aw~ih+uwA
        GLOSS:	distort/tarnish/disfigure+they [verb]

 INPUT STRING:	نفسهم
     IS_TRANS:	nfshm
        INDEX:	P108W7
      OFFSETS:	23-28
       TOKENS:	P108W7-P108W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	nafos+hum
        GLOSS:	same/self/selves+their

 INPUT STRING:	باسلبهم
     IS_TRANS:	bAslbhm
        INDEX:	P108W8
      OFFSETS:	29-36
       TOKENS:	P108W9-P108W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bAslbhm)
          POS:	TYPO
          VOC:	bAslbhm
        GLOSS:	nogloss

 INPUT STRING:	المستفز
     IS_TRANS:	Almstfz
        INDEX:	P108W9
      OFFSETS:	37-44
       TOKENS:	P108W10-P108W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musotafiz~_1]
   UNSPLITVOC:	(Almusotafiz~)
          POS:	DET+ADJ
          VOC:	Al+musotafiz~
        GLOSS:	the+bothering/teasing

 INPUT STRING:	الحادة
     IS_TRANS:	AlHAdp
        INDEX:	P108W10
      OFFSETS:	45-51
       TOKENS:	P108W11-P108W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAd~_2]
   UNSPLITVOC:	(AlHAd~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+HAd~+ap
        GLOSS:	the+sharp/intense+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P108W11
      OFFSETS:	52-54
       TOKENS:	P108W12-P108W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something wiith

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P108W12
      OFFSETS:	55-57
       TOKENS:	P108W13-P108W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	every/all/entire

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P108W13
      OFFSETS:	58-63
       TOKENS:	P108W14-P108W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P108W14
      OFFSETS:	64-66
       TOKENS:	P108W15-P108W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المنتدى
     IS_TRANS:	AlmntdY
        INDEX:	P108W15
      OFFSETS:	67-74
       TOKENS:	P108W16-P108W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[munotadaY_2]
   UNSPLITVOC:	(AlmunotadaY)
          POS:	DET+NOUN
          VOC:	Al+munotadaY
        GLOSS:	the+assembly room/gathering place/blog

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P108W16
      OFFSETS:	75-79
       TOKENS:	P108W17-P108W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalaY)
          POS:	CONJ+PREP
          VOC:	wi+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	شاشات
     IS_TRANS:	$A$At
        INDEX:	P108W17
      OFFSETS:	80-85
       TOKENS:	P108W19-P108W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A$ap_1]
   UNSPLITVOC:	($A$At)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	$A$+At
        GLOSS:	screens+[fem.pl.]

 INPUT STRING:	التليفزيون
     IS_TRANS:	Altlyfzywn
        INDEX:	P108W18
      OFFSETS:	86-96
       TOKENS:	P108W20-P108W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tilofizyuwn_1]
   UNSPLITVOC:	(Altiliyfizyuwn)
          POS:	DET+NOUN
          VOC:	Al+tiliyfizyuwn
        GLOSS:	the+television

 INPUT STRING:	وخصوصا
     IS_TRANS:	wxSwSA
        INDEX:	P108W19
      OFFSETS:	97-103
       TOKENS:	P108W21-P108W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(wixuSuwSAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+xuSuwS+AF
        GLOSS:	and+especially/in particular+[acc.indef.]

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P108W20
      OFFSETS:	104-108
       TOKENS:	P108W23-P108W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	ماعندهمش
     IS_TRANS:	mAEndhm$
        INDEX:	P108W21
      OFFSETS:	109-117
       TOKENS:	P108W25-P108W25
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAEndhm$)
          POS:	NO_FUNC
          VOC:	mAEndhm$
        GLOSS:	nogloss

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P108W22
      OFFSETS:	118-122
       TOKENS:	P108W26-P108W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P108W23
      OFFSETS:	123-128
       TOKENS:	P108W27-P108W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name+its/their/her

 INPUT STRING:	رأي
     IS_TRANS:	r>y
        INDEX:	P108W24
      OFFSETS:	129-132
       TOKENS:	P108W29-P108W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P108W25
      OFFSETS:	133-136
       TOKENS:	P108W30-P108W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(|xar)
          POS:	ADJ
          VOC:	|xar
        GLOSS:	other/another

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P108W26
      OFFSETS:	137-139
       TOKENS:	P108W31-P108W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	CONJ
          VOC:	yA
        GLOSS:	either/or

 INPUT STRING:	همة
     IS_TRANS:	hmp
        INDEX:	P108W27
      OFFSETS:	140-143
       TOKENS:	P108W32-P108W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P108W28
      OFFSETS:	144-146
       TOKENS:	P108W33-P108W33
