 INPUT STRING:	العلمـــــــانيه
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	fa+qAl+it
        GLOSS:	so/and+said/say/be said/say/(for example)+it/they/she

 INPUT STRING:	نعم
     IS_TRANS:	nEm
        INDEX:	P24W15
      OFFSETS:	69-72
       TOKENS:	P24W20-P24W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naEam_1]
   UNSPLITVOC:	(naEam)
          POS:	INTERJ
          VOC:	naEam
        GLOSS:	yes

 INPUT STRING:	فتسابقا
     IS_TRANS:	ftsAbqA
        INDEX:	P24W16
      OFFSETS:	73-80
       TOKENS:	P24W21-P24W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tasAbaq_1]
   UNSPLITVOC:	(fatasAbaqA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MD
          VOC:	fa+tasAbaq+A
        GLOSS:	so/and+compete/race+they (both) [verb]

 INPUT STRING:	فسبقها
     IS_TRANS:	fsbqhA
        INDEX:	P24W17
      OFFSETS:	81-87
       TOKENS:	P24W23-P24W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabaq_1]
   UNSPLITVOC:	(fasabaqhA)
          POS:	SUB_CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	fa+sabaq+(null)+hA
        GLOSS:	because/therefore/as a result+do prematurely/do before+he/it+it/them/her

 INPUT STRING:	النبي
     IS_TRANS:	Alnby
        INDEX:	P24W18
      OFFSETS:	88-93
       TOKENS:	P24W26-P24W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nabiy_1]
   UNSPLITVOC:	(Aln~abiy)
          POS:	DET+NOUN
          VOC:	Al+nabiy
        GLOSS:	the+prophet

 INPUT STRING:	فقال
     IS_TRANS:	fqAl
        INDEX:	P24W19
      OFFSETS:	94-98
       TOKENS:	P24W27-P24W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(faqAl)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+qAl+(null)
        GLOSS:	so/and+said/say/be said/say/(for example)+he/it

 INPUT STRING:	المعلم
     IS_TRANS:	AlmElm
        INDEX:	P24W20
      OFFSETS:	99-105
       TOKENS:	P24W29-P24W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEal~im_1]
   UNSPLITVOC:	(AlmuEal~im)
          POS:	DET+NOUN
          VOC:	Al+muEal~im
        GLOSS:	the+teacher

 INPUT STRING:	النبي
     IS_TRANS:	Alnby
        INDEX:	P24W21
      OFFSETS:	106-111
       TOKENS:	P24W30-P24W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nabiy_1]
   UNSPLITVOC:	(Aln~abiy)
          POS:	DET+NOUN
          VOC:	Al+nabiy
        GLOSS:	the+prophet

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P24W22
      OFFSETS:	112-115
       TOKENS:	P24W31-P24W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*ihi)
          POS:	DEM_PRON_F
          VOC:	h`*ihi
        GLOSS:	this/these

 INPUT STRING:	بتلك
     IS_TRANS:	btlk
        INDEX:	P24W23
      OFFSETS:	116-120
       TOKENS:	P24W32-P24W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(bitiloka)
          POS:	PREP+DEM_PRON_F
          VOC:	bi+tiloka
        GLOSS:	with/by+that/those

 INPUT STRING:	النظره
     IS_TRANS:	AlnZrh
        INDEX:	P25W1
      OFFSETS:	0-6
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZorap_1]
   UNSPLITVOC:	(Aln~aZorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+naZor+ap
        GLOSS:	the+look/glance/view/looks/glances/views+[fem.sg.]

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P25W2
      OFFSETS:	7-11
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تتغير
     IS_TRANS:	ttgyr
        INDEX:	P25W3
      OFFSETS:	12-17
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogay~ar_1]
   UNSPLITVOC:	(titogay~ar)
          POS:	IV3FS+IV
          VOC:	ti+togay~ar
        GLOSS:	it/they/she+change/alter

 INPUT STRING:	للمتدينين
     IS_TRANS:	llmtdynyn
        INDEX:	P25W4
      OFFSETS:	18-27
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaday~in_1]
   UNSPLITVOC:	(lilmutaday~iniyn)
          POS:	PREP+DET+ADJ+NSUFF_MASC_PL
          VOC:	li+Al+mutaday~in+iyn
        GLOSS:	to/for+the+pious/religious+[masc.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P25W5
      OFFSETS:	27-28
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P25W6
      OFFSETS:	28-29
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P25W7
      OFFSETS:	29-30
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P25W8
      OFFSETS:	30-32
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W9
      OFFSETS:	33-36
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	معاكو
     IS_TRANS:	mEAkw
        INDEX:	P25W10
      OFFSETS:	37-42
       TOKENS:	P25W11-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAkuw)
          POS:	NOUN+POSS_PRON_2P
          VOC:	maEa+kuw
        GLOSS:	something with+your

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P25W11
      OFFSETS:	43-45
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P25W12
      OFFSETS:	46-48
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بعضهم
     IS_TRANS:	bEDhm
        INDEX:	P25W13
      OFFSETS:	49-54
       TOKENS:	P25W15-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoDuhum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	baEoD+hum
        GLOSS:	few, a little ,some+their

 INPUT STRING:	يعطي
     IS_TRANS:	yETy
        INDEX:	P25W14
      OFFSETS:	55-59
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aEoTaY_1]
   UNSPLITVOC:	(yuEoTiy)
          POS:	IV3MS+IV
          VOC:	yu+EoTiy
        GLOSS:	he/it+give/provide

 INPUT STRING:	صوره
     IS_TRANS:	Swrh
        INDEX:	P25W15
      OFFSETS:	60-64
       TOKENS:	P25W18-P25W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	سيئه
     IS_TRANS:	sy}h
        INDEX:	P25W16
      OFFSETS:	65-69
       TOKENS:	P25W19-P25W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~i}_1]
   UNSPLITVOC:	(say~i}ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	say~i}+ap
        GLOSS:	bad+[fem.sg.]

 INPUT STRING:	للدين
     IS_TRANS:	lldyn
        INDEX:	P25W17
      OFFSETS:	70-75
       TOKENS:	P25W20-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(lild~iyn)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+diyn
        GLOSS:	for/to+the+religion

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P25W18
      OFFSETS:	76-78
       TOKENS:	P25W22-P25W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P25W19
      OFFSETS:	79-81
       TOKENS:	P25W23-P25W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P25W20
      OFFSETS:	82-84
       TOKENS:	P25W24-P25W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	معناه
     IS_TRANS:	mEnAh
        INDEX:	P25W21
      OFFSETS:	85-90
       TOKENS:	P25W25-P25W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(maEonAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEonA+uh
        GLOSS:	meaning/sense+his/its

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P25W22
      OFFSETS:	91-93
       TOKENS:	P25W27-P25W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P25W23
      OFFSETS:	94-96
       TOKENS:	P25W28-P25W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	every/all/entire

 INPUT STRING:	الملتزمين
     IS_TRANS:	Almltzmyn
        INDEX:	P25W24
      OFFSETS:	97-106
       TOKENS:	P25W29-P25W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mulotazim_1]
   UNSPLITVOC:	(Almulotazimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+mulotazim+iyn
        GLOSS:	the+committed (to)/adherent (to)+[masc.pl.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P25W25
      OFFSETS:	107-110
       TOKENS:	P25W30-P25W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that/such

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P25W26
      OFFSETS:	111-115
       TOKENS:	P25W31-P25W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	not

 INPUT STRING:	نعمم
     IS_TRANS:	nEmm
        INDEX:	P25W27
      OFFSETS:	116-120
       TOKENS:	P25W32-P25W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~im_1]
   UNSPLITVOC:	(niEam~im)
          POS:	IV1P+IV
          VOC:	ni+Eam~im
        GLOSS:	we+generalize

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	جربنا
     IS_TRANS:	jrbnA
        INDEX:	P26W2
      OFFSETS:	5-10
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jar~ab_1]
   UNSPLITVOC:	(jar~abnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	jar~ab+nA
        GLOSS:	test/try/attempt+we

 INPUT STRING:	العلمـــــــانيه
     IS_TRANS:	AlElm_______Anyh
        INDEX:	P26W3
      OFFSETS:	11-27
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalomAniy~ap_1]
   UNSPLITVOC:	(AlEalomAniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EalomAniy~+ap
        GLOSS:	the+secular+[fem.sg.]

 INPUT STRING:	والديموقراطيـــــــــه
     IS_TRANS:	wAldymwqrATy_________h
        INDEX:	P26W4
      OFFSETS:	28-50
       TOKENS:	P26W4-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dymwqrATy~ap_1]
   UNSPLITVOC:	(wAldymwqrATy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	w+Al+dymwqrATy~+ap
        GLOSS:	and+the+democracy+[fem.sg.]

 INPUT STRING:	والبرلمانيه
     IS_TRANS:	wAlbrlmAnyh
        INDEX:	P26W5
      OFFSETS:	51-62
       TOKENS:	P26W6-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barolamAniy~ap_1]
   UNSPLITVOC:	(wiAlbarolamAniy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+barolamAniy~+ap
        GLOSS:	and+the+parliamentarian+[fem.sg.]

 INPUT STRING:	والمولوخيــــــــه
     IS_TRANS:	wAlmwlwxy________h
        INDEX:	P26W6
      OFFSETS:	63-81
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mwlwxiy~ap_1]
   UNSPLITVOC:	(wAlmwlwxiy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	w+Al+mwlwxiy~+ap
        GLOSS:	and+the+molokhiyya+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P26W7
      OFFSETS:	81-82
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P26W8
      OFFSETS:	82-83
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P26W9
      OFFSETS:	83-84
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P26W10
      OFFSETS:	85-86
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P27W1
      OFFSETS:	0-3
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as he (she, it, ..etc) is concerned, but, however, yet, on the other hand

 INPUT STRING:	آن
     IS_TRANS:	|n
        INDEX:	P27W2
      OFFSETS:	4-6
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|an_1]
   UNSPLITVOC:	(|an)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	|an+(null)
        GLOSS:	arrive/approach+he/it

 INPUT STRING:	لنــــــا
     IS_TRANS:	ln______A
        INDEX:	P27W3
      OFFSETS:	7-16
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lanA)
          POS:	PREP+PRON_1P
          VOC:	la+nA
        GLOSS:	for/to+we

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P27W4
      OFFSETS:	17-19
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	نعطي
     IS_TRANS:	nETy
        INDEX:	P27W5
      OFFSETS:	20-24
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aEoTaY_1]
   UNSPLITVOC:	(nuEoTiy)
          POS:	IV1P+IV
          VOC:	nu+EoTiy
        GLOSS:	we+give/provide

 INPUT STRING:	الفرصــــــــــه
     IS_TRANS:	AlfrS__________h
        INDEX:	P27W6
      OFFSETS:	25-41
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furoSap_1]
   UNSPLITVOC:	(AlfuroSap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+furoS+ap
        GLOSS:	the+chance+[fem.sg.]

 INPUT STRING:	لحاملــــي
     IS_TRANS:	lHAml____y
        INDEX:	P27W7
      OFFSETS:	42-52
       TOKENS:	P27W8-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAmil_1]
   UNSPLITVOC:	(liHAmily)
          POS:	PREP+NOUN
          VOC:	li+HAmily
        GLOSS:	for/to+carriers

 INPUT STRING:	دين
     IS_TRANS:	dyn
        INDEX:	P27W8
      OFFSETS:	53-56
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(diyn)
          POS:	NOUN
          VOC:	diyn
        GLOSS:	religion

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P27W9
      OFFSETS:	57-59
       TOKENS:	P27W11-P27W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master/god

 INPUT STRING:	البريــــــــــــــــه
     IS_TRANS:	Albry________________h
        INDEX:	P27W10
      OFFSETS:	60-82
       TOKENS:	P27W12-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bariy~ap_1]
   UNSPLITVOC:	(Albariy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+bariy~+ap
        GLOSS:	the+creation/creature+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W11
      OFFSETS:	82-83
       TOKENS:	P27W13-P27W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W12
      OFFSETS:	83-84
       TOKENS:	P27W14-P27W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W13
      OFFSETS:	84-85
       TOKENS:	P27W15-P27W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P27W14
      OFFSETS:	86-87
       TOKENS:	P27W16-P27W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P28W1
      OFFSETS:	0-5
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P28W2
      OFFSETS:	6-10
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P28W3
      OFFSETS:	11-14
       TOKENS:	P28W3-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	ويا
     IS_TRANS:	wyA
        INDEX:	P28W4
      OFFSETS:	15-18
       TOKENS:	P28W5-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(wiyA)
          POS:	CONJ+VOC_PART
          VOC:	wi+yA
        GLOSS:	and+O, oh

 INPUT STRING:	ريت
     IS_TRANS:	ryt
        INDEX:	P28W5
      OFFSETS:	19-22
