 INPUT STRING:	قالوا
      OFFSETS:	75-77
       TOKENS:	P38W15-P38W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(qado)
          POS:	VERB_PART
          VOC:	qado
        GLOSS:	may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	يصل
     IS_TRANS:	ySl
        INDEX:	P38W15
      OFFSETS:	78-81
       TOKENS:	P38W16-P38W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(yaSil)
          POS:	IV3MS+IV
          VOC:	ya+Sil
        GLOSS:	he/it+arrive at/reach

 INPUT STRING:	لساعات
     IS_TRANS:	lsAEAt
        INDEX:	P38W16
      OFFSETS:	82-88
       TOKENS:	P38W17-P38W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(lisAEAt)
          POS:	PREP+NOUN+NSUFF_FEM_PL
          VOC:	li+sAE+At
        GLOSS:	for/to+hours+[fem.pl.]

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P38W17
      OFFSETS:	89-92
       TOKENS:	P38W19-P38W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before

 INPUT STRING:	التمكن
     IS_TRANS:	Altmkn
        INDEX:	P38W18
      OFFSETS:	93-99
       TOKENS:	P38W20-P38W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamak~un_1]
   UNSPLITVOC:	(Alt~amak~un)
          POS:	DET+NOUN
          VOC:	Al+tamak~un
        GLOSS:	the+capability/control

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P38W19
      OFFSETS:	100-102
       TOKENS:	P38W21-P38W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	دخول
     IS_TRANS:	dxwl
        INDEX:	P38W20
      OFFSETS:	103-107
       TOKENS:	P38W22-P38W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(duxuwl)
          POS:	NOUN
          VOC:	duxuwl
        GLOSS:	entrance/penetration

 INPUT STRING:	اللجنة
     IS_TRANS:	Alljnp
        INDEX:	P38W21
      OFFSETS:	108-114
       TOKENS:	P38W23-P38W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(All~ajonap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+lajon+ap
        GLOSS:	the+council/committee/commission/councils/committees/commissions+[fem.sg.]

 INPUT STRING:	للتصويت
     IS_TRANS:	lltSwyt
        INDEX:	P38W22
      OFFSETS:	115-122
       TOKENS:	P38W24-P38W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taSowiyt_1]
   UNSPLITVOC:	(lilt~aSowiyt)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+taSowiyt
        GLOSS:	for/to+the+voting

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P38W23
      OFFSETS:	123-126
       TOKENS:	P38W26-P38W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	only for

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P38W24
      OFFSETS:	127-129
       TOKENS:	P38W27-P38W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	النساء
     IS_TRANS:	AlnsA'
        INDEX:	P38W25
      OFFSETS:	130-136
       TOKENS:	P38W28-P38W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisA'_1]
   UNSPLITVOC:	(Aln~isA')
          POS:	DET+NOUN
          VOC:	Al+nisA'
        GLOSS:	the+women

 INPUT STRING:	كن
     IS_TRANS:	kn
        INDEX:	P38W26
      OFFSETS:	137-139
       TOKENS:	P38W29-P38W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kan~_1]
   UNSPLITVOC:	(kan~)
          POS:	PV+PVSUFF_SUBJ:3FP
          VOC:	kan~+(null)
        GLOSS:	be+they

 INPUT STRING:	ينتظرن
     IS_TRANS:	yntZrn
        INDEX:	P38W27
      OFFSETS:	140-146
       TOKENS:	P38W30-P38W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{inotaZar_1]
   UNSPLITVOC:	(yanotaZirona)
          POS:	IV3FP+IV+IVSUFF_SUBJ:FP
          VOC:	ya+notaZir+na
        GLOSS:	they (women)+expect/wait for+[fem.pl.]

 INPUT STRING:	والبسمة
     IS_TRANS:	wAlbsmp
        INDEX:	P38W28
      OFFSETS:	147-154
       TOKENS:	P38W31-P38W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basomap_1]
   UNSPLITVOC:	(wiAlbasomap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+basom+ap
        GLOSS:	and+the+smile+[fem.sg.]

 INPUT STRING:	تعتلي
     IS_TRANS:	tEtly
        INDEX:	P38W29
      OFFSETS:	155-160
       TOKENS:	P38W33-P38W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEotalaY_1]
   UNSPLITVOC:	(taEotalaiy)
          POS:	IV3FS+IV_PASS+IVSUFF_MOOD:I
          VOC:	ta+Eotalaiy+(null)
        GLOSS:	it/they/she+rise/mount+[ind.]

 INPUT STRING:	وجوههن
     IS_TRANS:	wjwhhn
        INDEX:	P38W30
      OFFSETS:	161-167
       TOKENS:	P38W34-P38W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wajoh_1]
   UNSPLITVOC:	(wujuwhhun~a)
          POS:	NOUN+POSS_PRON_3FP
          VOC:	wujuwh+hun~a
        GLOSS:	faces+their

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P38W31
      OFFSETS:	167-168
       TOKENS:	P38W36-P38W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	إحدى
     IS_TRANS:	<HdY
        INDEX:	P39W1
      OFFSETS:	0-4
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(<iHodaY)
          POS:	NOUN_NUM
          VOC:	<iHodaY
        GLOSS:	one

 INPUT STRING:	الناخبات
     IS_TRANS:	AlnAxbAt
        INDEX:	P39W2
      OFFSETS:	5-13
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAxib_1]
   UNSPLITVOC:	(Aln~AxibAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+nAxib+At
        GLOSS:	the+voter/elector+[fem.pl.]

 INPUT STRING:	المنتظرات
     IS_TRANS:	AlmntZrAt
        INDEX:	P39W3
      OFFSETS:	14-23
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotaZir_1]
   UNSPLITVOC:	(AlmunotaZirAt)
          POS:	DET+ADJ+NSUFF_FEM_PL
          VOC:	Al+munotaZir+At
        GLOSS:	the+waiting+[fem.pl.]

 INPUT STRING:	خارج
     IS_TRANS:	xArj
        INDEX:	P39W4
      OFFSETS:	24-28
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(xArij)
          POS:	NOUN
          VOC:	xArij
        GLOSS:	outside/outer part

 INPUT STRING:	لجنة
     IS_TRANS:	ljnp
        INDEX:	P39W5
      OFFSETS:	29-33
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(lajonap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lajon+ap
        GLOSS:	council/committee/commission+[fem.sg.]

 INPUT STRING:	انتخابية
     IS_TRANS:	AntxAbyp
        INDEX:	P39W6
      OFFSETS:	34-42
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotixAbiy_1]
   UNSPLITVOC:	(AinotixAbiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	AinotixAbiy~+ap
        GLOSS:	electoral/election/selection+[fem.sg.]

 INPUT STRING:	تقع
     IS_TRANS:	tqE
        INDEX:	P39W7
      OFFSETS:	43-46
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqaE_1]
   UNSPLITVOC:	(tuqaE)
          POS:	IV3FS+IV
          VOC:	tu+qaE
        GLOSS:	they/she+locate

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P39W8
      OFFSETS:	47-49
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حي
     IS_TRANS:	Hy
        INDEX:	P39W9
      OFFSETS:	50-52
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hay~_1]
   UNSPLITVOC:	(Hay~)
          POS:	NOUN
          VOC:	Hay~
        GLOSS:	quarter/district

 INPUT STRING:	مدينة
     IS_TRANS:	mdynp
        INDEX:	P39W10
      OFFSETS:	53-58
       TOKENS:	P39W10-P39W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madiynap_1]
   UNSPLITVOC:	(madiynap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	madiyn+ap
        GLOSS:	Medina+[fem.sg.]

 INPUT STRING:	نصر
     IS_TRANS:	nSr
        INDEX:	P39W11
      OFFSETS:	59-62
       TOKENS:	P39W11-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSor_1]
   UNSPLITVOC:	(naSor)
          POS:	NOUN_PROP
          VOC:	naSor
        GLOSS:	Nasr

 INPUT STRING:	شرقي
     IS_TRANS:	$rqy
        INDEX:	P39W12
      OFFSETS:	63-67
       TOKENS:	P39W12-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroqiy_1]
   UNSPLITVOC:	($aroqiy)
          POS:	ADJ
          VOC:	$aroqiy
        GLOSS:	Eastern/Oriental

 INPUT STRING:	القاهرة
     IS_TRANS:	AlqAhrp
        INDEX:	P39W13
      OFFSETS:	68-75
       TOKENS:	P39W13-P39W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAhirap_1]
   UNSPLITVOC:	(AlqAhirap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+qAhir+ap
        GLOSS:	the+Cairo+[fem.sg.]

 INPUT STRING:	قالت
     IS_TRANS:	qAlt
        INDEX:	P39W14
      OFFSETS:	76-80
       TOKENS:	P39W14-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qAl+it
        GLOSS:	said/say/be said/say/(for example)+it/they/she

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P39W15
      OFFSETS:	80-81
       TOKENS:	P39W15-P39W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	إنها
     IS_TRANS:	<nhA
        INDEX:	P39W16
      OFFSETS:	82-86
       TOKENS:	P39W16-P39W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she

 INPUT STRING:	المرة
     IS_TRANS:	Almrp
        INDEX:	P39W17
      OFFSETS:	87-92
       TOKENS:	P39W18-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(Almar~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mar~+ap
        GLOSS:	the+once/one time+[fem.sg.]

 INPUT STRING:	الأولى
     IS_TRANS:	Al>wlY
        INDEX:	P39W18
      OFFSETS:	93-99
       TOKENS:	P39W19-P39W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>uwlaY_1]
   UNSPLITVOC:	(Al>uwlaY)
          POS:	DET+ADJ_NUM
          VOC:	Al+>uwlaY
        GLOSS:	the+first

 INPUT STRING:	التي
     IS_TRANS:	Alty
        INDEX:	P39W19
      OFFSETS:	100-104
       TOKENS:	P39W20-P39W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which

 INPUT STRING:	أشارك
     IS_TRANS:	>$Ark
        INDEX:	P39W20
      OFFSETS:	105-110
       TOKENS:	P39W21-P39W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Arik_1]
   UNSPLITVOC:	(Aa$Arik)
          POS:	IV1S+IV
          VOC:	Aa+$Arik
        GLOSS:	I+participate

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P39W21
      OFFSETS:	111-115
       TOKENS:	P39W22-P39W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P39W22
      OFFSETS:	116-118
       TOKENS:	P39W24-P39W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الانتخابات
     IS_TRANS:	AlAntxAbAt
        INDEX:	P39W23
      OFFSETS:	119-129
       TOKENS:	P39W25-P39W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[l<inotixAb_1]
   UNSPLITVOC:	(Al<inotixAbAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+<inotixAb+At
        GLOSS:	the+elections/selections+[fem.pl.]

 INPUT STRING:	دون
     IS_TRANS:	dwn
        INDEX:	P39W24
      OFFSETS:	130-133
       TOKENS:	P39W26-P39W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(duwn)
          POS:	NOUN
          VOC:	duwn
        GLOSS:	without/beneath/underneath/inferior/poor

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P39W25
      OFFSETS:	134-136
       TOKENS:	P39W27-P39W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	أعلم
     IS_TRANS:	>Elm
        INDEX:	P39W26
      OFFSETS:	137-141
       TOKENS:	P39W28-P39W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eal~am_1]
   UNSPLITVOC:	(AaEal~am)
          POS:	IV1S+IV
          VOC:	Aa+Eal~am
        GLOSS:	I+know

 INPUT STRING:	النتيجة
     IS_TRANS:	Alntyjp
        INDEX:	P39W27
      OFFSETS:	142-149
       TOKENS:	P39W29-P39W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(Aln~atiyjap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+natiyj+ap
        GLOSS:	the+result/consequence+[fem.sg.]

 INPUT STRING:	مسبقا
     IS_TRANS:	msbqA
        INDEX:	P39W28
      OFFSETS:	150-155
       TOKENS:	P39W30-P39W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musab~aq_1]
   UNSPLITVOC:	(musab~aqAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	musab~aq+AF
        GLOSS:	before time+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W29
      OFFSETS:	155-156
       TOKENS:	P39W31-P39W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	إحدى
     IS_TRANS:	<HdY
        INDEX:	P40W1
      OFFSETS:	0-4
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aHod_1]
   UNSPLITVOC:	(<iHodaY)
          POS:	NOUN_NUM
          VOC:	<iHodaY
        GLOSS:	one

 INPUT STRING:	الناخبات
     IS_TRANS:	AlnAxbAt
        INDEX:	P40W2
      OFFSETS:	5-13
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAxib_1]
   UNSPLITVOC:	(Aln~AxibAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+nAxib+At
        GLOSS:	the+voter/elector+[fem.pl.]

 INPUT STRING:	المنتظرات
     IS_TRANS:	AlmntZrAt
        INDEX:	P40W3
      OFFSETS:	14-23
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotazir_1]
   UNSPLITVOC:	(AlmunotaZirAt)
          POS:	DET+ADJ+NSUFF_FEM_PL
          VOC:	Al+munotazir+At
        GLOSS:	the+waiting+[fem.pl.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P40W4
      OFFSETS:	24-26
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الصف
     IS_TRANS:	AlSf
        INDEX:	P40W5
      OFFSETS:	27-31
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saf~_1]
   UNSPLITVOC:	(AlS~af~)
          POS:	DET+NOUN
          VOC:	Al+Saf~
        GLOSS:	the+line/row/class

 INPUT STRING:	الطويل
     IS_TRANS:	AlTwyl
        INDEX:	P40W6
      OFFSETS:	32-38
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tawiyl_1]
   UNSPLITVOC:	(AlT~awiyl)
          POS:	DET+ADJ
          VOC:	Al+Tawiyl
        GLOSS:	the+tall/long/for a long time/at length/extensively

 INPUT STRING:	أمام
     IS_TRANS:	>mAm
        INDEX:	P40W7
      OFFSETS:	39-43
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAm_1]
   UNSPLITVOC:	(>amAm)
          POS:	NOUN
          VOC:	>amAm
        GLOSS:	front/forward

 INPUT STRING:	اللجنة
     IS_TRANS:	Alljnp
        INDEX:	P40W8
      OFFSETS:	44-50
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(All~ajonap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+lajon+ap
        GLOSS:	the+council/committee/commission/councils/committees/commissions+[fem.sg.]

 INPUT STRING:	الانتخابية
     IS_TRANS:	AlAntxAbyp
        INDEX:	P40W9
      OFFSETS:	51-61
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotixAbiy_1]
   UNSPLITVOC:	(Al<inotixAbiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+<inotixAbiy~+ap
        GLOSS:	the+electoral/election/selection+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P40W10
      OFFSETS:	61-62
       TOKENS:	P40W10-P40W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	فتاة
     IS_TRANS:	ftAp
        INDEX:	P40W11
      OFFSETS:	63-67
       TOKENS:	P40W11-P40W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fatAp_1]
   UNSPLITVOC:	(fatAp)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fatA+ap
        GLOSS:	young girl+[fem.sg.]

 INPUT STRING:	تبلغ
     IS_TRANS:	tblg
        INDEX:	P40W12
      OFFSETS:	68-72
       TOKENS:	P40W12-P40W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balag_1]
   UNSPLITVOC:	(tibolug)
          POS:	IV3FS+IV
          VOC:	ti+bolug
        GLOSS:	it/she/they+reach/attain

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P40W13
      OFFSETS:	73-75
       TOKENS:	P40W13-P40W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	العمر
     IS_TRANS:	AlEmr
        INDEX:	P40W14
      OFFSETS:	76-81
       TOKENS:	P40W14-P40W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(AlEumor)
          POS:	DET+NOUN
          VOC:	Al+Eumor
        GLOSS:	the+age/life/ages/age groups

 INPUT STRING:	19
     IS_TRANS:	19
        INDEX:	P40W15
      OFFSETS:	82-84
       TOKENS:	P40W15-P40W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[19]
   UNSPLITVOC:	(19)
          POS:	NOUN_NUM
          VOC:	19
        GLOSS:	19

 INPUT STRING:	عاما
     IS_TRANS:	EAmA
        INDEX:	P40W16
      OFFSETS:	85-89
       TOKENS:	P40W16-P40W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(EAm)
          POS:	NOUN
          VOC:	EAm
        GLOSS:	year

 INPUT STRING:	تدعى
     IS_TRANS:	tdEY
        INDEX:	P40W17
      OFFSETS:	90-94
       TOKENS:	P40W17-P40W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daEaY_1]
   UNSPLITVOC:	(tudoEaY)
          POS:	IV3FS+IV_PASS+IVSUFF_MOOD:I
          VOC:	tu+doEaY+(null)
        GLOSS:	it/they/she+be called/be invited+[ind.]

 INPUT STRING:	سارة
