 INPUT STRING:	الاقتصاد
   UNSPLITVOC:	(wiAlfa$al)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+fa$al
        GLOSS:	and+the+failure

 INPUT STRING:	الكلوي
     IS_TRANS:	Alklwy
        INDEX:	P12W24
      OFFSETS:	121-127
       TOKENS:	P12W29-P12W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Alkilowiy~_1]
   UNSPLITVOC:	(Alkalawiy)
          POS:	DET+ADJ
          VOC:	Al+kalawiy
        GLOSS:	the+renal/kidney

 INPUT STRING:	والسرطان
     IS_TRANS:	wAlsrTAn
        INDEX:	P12W25
      OFFSETS:	128-136
       TOKENS:	P12W30-P12W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraTAn_1]
   UNSPLITVOC:	(wiAlsaraTAn)
          POS:	CONJ+DET+NOUN_PROP
          VOC:	wi+Al+saraTAn
        GLOSS:	and+the+Cancer

 INPUT STRING:	وسوء
     IS_TRANS:	wsw'
        INDEX:	P12W26
      OFFSETS:	137-141
       TOKENS:	P12W32-P12W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suw'_1]
   UNSPLITVOC:	(wisuw')
          POS:	CONJ+NOUN
          VOC:	wi+suw'
        GLOSS:	and+offense/bad/ill/miss-

 INPUT STRING:	التغذية
     IS_TRANS:	Altg*yp
        INDEX:	P12W27
      OFFSETS:	142-149
       TOKENS:	P12W34-P12W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tago*iyap_1]
   UNSPLITVOC:	(Alt~ago*iyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+tago*iy+ap
        GLOSS:	the+feeding/nutrition+[fem.sg.]

 INPUT STRING:	بسبب
     IS_TRANS:	bsbb
        INDEX:	P12W28
      OFFSETS:	150-154
       TOKENS:	P12W35-P12W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(bisabab)
          POS:	PREP+NOUN
          VOC:	bi+sabab
        GLOSS:	with/by+reason/cause

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P12W29
      OFFSETS:	155-158
       TOKENS:	P12W37-P12W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	الرعاية
     IS_TRANS:	AlrEAyp
        INDEX:	P12W30
      OFFSETS:	159-166
       TOKENS:	P12W38-P12W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riEAyap_1]
   UNSPLITVOC:	(Alr~iEAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+riEAy+ap
        GLOSS:	the+custody/protection/patronage/sponsorship+[fem.sg.]

 INPUT STRING:	الصحية
     IS_TRANS:	AlSHyp
        INDEX:	P12W31
      OFFSETS:	167-173
       TOKENS:	P12W39-P12W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~iy_1]
   UNSPLITVOC:	(AlS~iH~iy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+SiH~iy~+ap
        GLOSS:	the+health/healthy/sanitary+[fem.sg.]

 INPUT STRING:	اياك
     IS_TRANS:	AyAk
        INDEX:	P12W32
      OFFSETS:	174-178
       TOKENS:	P12W40-P12W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iy~Ak_1]
   UNSPLITVOC:	(<iy~Ak)
          POS:	VERB
          VOC:	<iy~Ak
        GLOSS:	watch out

 INPUT STRING:	تشتكي
     IS_TRANS:	t$tky
        INDEX:	P12W33
      OFFSETS:	179-184
       TOKENS:	P12W41-P12W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otakaY_1]
   UNSPLITVOC:	(ti$otikiy)
          POS:	IV2MS+IV
          VOC:	ti+$otikiy
        GLOSS:	you [masc.sg.]+complain

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P12W34
      OFFSETS:	185-186
       TOKENS:	P12W42-P12W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P12W35
      OFFSETS:	187-190
       TOKENS:	P12W43-P12W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	تحب
     IS_TRANS:	tHb
        INDEX:	P12W36
      OFFSETS:	191-194
       TOKENS:	P12W44-P12W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(tiHib~)
          POS:	IV2MS+IV
          VOC:	ti+Hib~
        GLOSS:	you [masc.sg.]+love/like/want

 INPUT STRING:	تسافر
     IS_TRANS:	tsAfr
        INDEX:	P12W37
      OFFSETS:	195-200
       TOKENS:	P12W45-P12W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAfir_1]
   UNSPLITVOC:	(tisAfir)
          POS:	IV2MS+IV
          VOC:	ti+sAfir
        GLOSS:	you [masc.sg.]+travel

 INPUT STRING:	بره
     IS_TRANS:	brh
        INDEX:	P12W38
      OFFSETS:	201-204
       TOKENS:	P12W46-P12W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bar~ah_1]
   UNSPLITVOC:	(bar~ah)
          POS:	NOUN
          VOC:	bar~ah
        GLOSS:	outside

 INPUT STRING:	وتلاقي
     IS_TRANS:	wtlAqy
        INDEX:	P12W39
      OFFSETS:	205-211
       TOKENS:	P12W47-P12W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(witilAqiy)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+lAqiy
        GLOSS:	and+you [masc.sg.]+meet/encounter

 INPUT STRING:	كرامتك
     IS_TRANS:	krAmtk
        INDEX:	P12W40
      OFFSETS:	212-218
       TOKENS:	P12W49-P12W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[karAmap_1]
   UNSPLITVOC:	(karAmtak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	karAm+ap+ak
        GLOSS:	dignity/generosity+[fem.sg.]+your [masc.sg.]

 INPUT STRING:	متهانه
     IS_TRANS:	mthAnh
        INDEX:	P12W41
      OFFSETS:	219-225
       TOKENS:	P12W51-P12W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitohAn_1]
   UNSPLITVOC:	(mitohAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mitohAn+ap
        GLOSS:	humiliated+[fem.sg.]

 INPUT STRING:	ومحدش
     IS_TRANS:	wmHd$
        INDEX:	P12W42
      OFFSETS:	226-231
       TOKENS:	P12W52-P12W52
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmHd$)
          POS:	NO_FUNC
          VOC:	wmHd$
        GLOSS:	nogloss

 INPUT STRING:	بيقف
     IS_TRANS:	byqf
        INDEX:	P12W43
      OFFSETS:	232-236
       TOKENS:	P12W53-P12W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqaf_1]
   UNSPLITVOC:	(biyuqaf)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yu+qaf
        GLOSS:	[present-tense]+he/it+stop/cease/stand

 INPUT STRING:	جنبك
     IS_TRANS:	jnbk
        INDEX:	P12W44
      OFFSETS:	237-241
       TOKENS:	P12W55-P12W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[janob_1]
   UNSPLITVOC:	(janobak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	janob+ak
        GLOSS:	next to+your [masc.sg.]

 INPUT STRING:	اياك
     IS_TRANS:	AyAk
        INDEX:	P12W45
      OFFSETS:	242-246
       TOKENS:	P12W57-P12W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iy~Ak_1]
   UNSPLITVOC:	(<iy~Ak)
          POS:	VERB
          VOC:	<iy~Ak
        GLOSS:	watch out

 INPUT STRING:	تشتكى
     IS_TRANS:	t$tkY
        INDEX:	P12W46
      OFFSETS:	247-252
       TOKENS:	P12W58-P12W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otakaY_1]
   UNSPLITVOC:	(ti$otikiy)
          POS:	IV2MS+IV
          VOC:	ti+$otikiy
        GLOSS:	you [masc.sg.]+complain

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P12W47
      OFFSETS:	253-256
       TOKENS:	P12W59-P12W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فكره
     IS_TRANS:	fkrh
        INDEX:	P12W48
      OFFSETS:	257-261
       TOKENS:	P12W60-P12W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W49
      OFFSETS:	262-265
       TOKENS:	P12W61-P12W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P12W50
      OFFSETS:	266-268
       TOKENS:	P12W62-P12W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	الاضراب
     IS_TRANS:	AlADrAb
        INDEX:	P12W51
      OFFSETS:	269-276
       TOKENS:	P12W63-P12W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iDorAb_1]
   UNSPLITVOC:	(Al<iDorAb)
          POS:	DET+NOUN
          VOC:	Al+<iDorAb
        GLOSS:	the+strike/stoppage

 INPUT STRING:	لانه
     IS_TRANS:	lAnh
        INDEX:	P12W52
      OFFSETS:	277-281
       TOKENS:	P12W64-P12W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for/to+that+he/it

 INPUT STRING:	قانوني
     IS_TRANS:	qAnwny
        INDEX:	P12W53
      OFFSETS:	282-288
       TOKENS:	P12W67-P12W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwniy_1]
   UNSPLITVOC:	(qAnuwniy)
          POS:	ADJ
          VOC:	qAnuwniy
        GLOSS:	legal/law-related/statutory

 INPUT STRING:	ودستوري
     IS_TRANS:	wdstwry
        INDEX:	P12W54
      OFFSETS:	289-296
       TOKENS:	P12W68-P12W69
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwriy_1]
   UNSPLITVOC:	(widusotuwriy)
          POS:	CONJ+ADJ
          VOC:	wi+dusotuwriy
        GLOSS:	and+constitutional

 INPUT STRING:	ووسيلة
     IS_TRANS:	wwsylp
        INDEX:	P12W55
      OFFSETS:	297-303
       TOKENS:	P12W70-P12W71
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wasiylap_1]
   UNSPLITVOC:	(wiwasiylap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+wasiyl+ap
        GLOSS:	and+means/device/instrument+[fem.sg.]

 INPUT STRING:	ضغط
     IS_TRANS:	DgT
        INDEX:	P12W56
      OFFSETS:	304-307
       TOKENS:	P12W72-P12W72
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DagoT_1]
   UNSPLITVOC:	(DagoT)
          POS:	NOUN
          VOC:	DagoT
        GLOSS:	pressing/pushing

 INPUT STRING:	مشروعة
     IS_TRANS:	m$rwEp
        INDEX:	P12W57
      OFFSETS:	308-314
       TOKENS:	P12W73-P12W73
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$oruwE_2]
   UNSPLITVOC:	(ma$oruwEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ma$oruwE+ap
        GLOSS:	lawful/legal+[fem.sg.]

 INPUT STRING:	لاسقاط
     IS_TRANS:	lAsqAT
        INDEX:	P12W58
      OFFSETS:	315-321
       TOKENS:	P12W74-P12W75
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isoqAT_1]
   UNSPLITVOC:	(li<isoqAT)
          POS:	PREP+NOUN
          VOC:	li+<isoqAT
        GLOSS:	for/to+overthrow/shooting down

 INPUT STRING:	حكم
     IS_TRANS:	Hkm
        INDEX:	P12W59
      OFFSETS:	322-325
       TOKENS:	P12W76-P12W76
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(Hukom)
          POS:	NOUN
          VOC:	Hukom
        GLOSS:	rule/government

 INPUT STRING:	عسكرى
     IS_TRANS:	EskrY
        INDEX:	P12W60
      OFFSETS:	326-331
       TOKENS:	P12W77-P12W77
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(Easokariy)
          POS:	ADJ
          VOC:	Easokariy
        GLOSS:	military/army

 INPUT STRING:	فاسد
     IS_TRANS:	fAsd
        INDEX:	P12W61
      OFFSETS:	332-336
       TOKENS:	P12W78-P12W78
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAsid_1]
   UNSPLITVOC:	(fAsid)
          POS:	ADJ
          VOC:	fAsid
        GLOSS:	corrupt/immoral

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P13W1
      OFFSETS:	0-3
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P13W2
      OFFSETS:	4-6
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P13W3
      OFFSETS:	7-12
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P13W4
      OFFSETS:	13-17
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you [pl.]

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P13W5
      OFFSETS:	18-24
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+[masc.pl.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P13W6
      OFFSETS:	25-28
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_3]
   UNSPLITVOC:	(<iyh)
          POS:	REL_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P14W2
      OFFSETS:	4-11
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P14W3
      OFFSETS:	12-15
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P14W4
      OFFSETS:	16-21
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	يبقا
     IS_TRANS:	ybqA
        INDEX:	P14W5
      OFFSETS:	22-26
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/remain

 INPUT STRING:	عندو
     IS_TRANS:	Endw
        INDEX:	P14W6
      OFFSETS:	27-31
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	with / at+his/its

 INPUT STRING:	اقتصاد
     IS_TRANS:	AqtSAd
        INDEX:	P14W7
      OFFSETS:	32-38
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotiSAd_1]
   UNSPLITVOC:	(AiqotiSAd)
          POS:	NOUN
          VOC:	AiqotiSAd
        GLOSS:	economy/saving

 INPUT STRING:	خاص
     IS_TRANS:	xAS
        INDEX:	P14W8
      OFFSETS:	39-42
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~_1]
   UNSPLITVOC:	(xAS~)
          POS:	ADJ
          VOC:	xAS~
        GLOSS:	private/exclusive

 INPUT STRING:	بيهو
     IS_TRANS:	byhw
        INDEX:	P14W9
      OFFSETS:	43-47
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(byhw)
          POS:	NO_FUNC
          VOC:	byhw
        GLOSS:	nogloss

 INPUT STRING:	ميزانية
     IS_TRANS:	myzAnyp
        INDEX:	P14W10
      OFFSETS:	48-55
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyzAniy~ap_1]
   UNSPLITVOC:	(miyzAniy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	miyzAniy~+ap
        GLOSS:	budget+[fem.sg.]

 INPUT STRING:	لوحدو
     IS_TRANS:	lwHdw
        INDEX:	P14W11
      OFFSETS:	56-61
       TOKENS:	P14W12-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHoduh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	li+waHod+uh
        GLOSS:	for/to+alone/only+his/its

 INPUT STRING:	هوا
     IS_TRANS:	hwA
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P15W2
      OFFSETS:	4-6
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P15W3
      OFFSETS:	7-9
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P15W4
      OFFSETS:	10-15
       TOKENS:	P15W4-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P15W5
      OFFSETS:	16-19
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P15W6
      OFFSETS:	19-20
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ة
     IS_TRANS:	p
        INDEX:	P15W7
      OFFSETS:	20-21
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(p)
          POS:	TYPO
          VOC:	p
        GLOSS:	nogloss

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P16W1
      OFFSETS:	0-3
       TOKENS:	P16W1-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	مسلحش
     IS_TRANS:	mslH$
        INDEX:	P16W2
      OFFSETS:	4-9
       TOKENS:	P16W3-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~aH_1]
   UNSPLITVOC:	(mA_sal~aH$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
