 INPUT STRING:	اريد
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	استبدلها
     IS_TRANS:	AstbdlhA
        INDEX:	P17W13
      OFFSETS:	63-71
       TOKENS:	P17W13-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotabodil_1]
   UNSPLITVOC:	(AisotabodilhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	Aisotabodil+(null)+hA
        GLOSS:	substitute/replace+he/it+it/them/her

 INPUT STRING:	باللاتينيه
     IS_TRANS:	bAllAtynyh
        INDEX:	P17W14
      OFFSETS:	72-82
       TOKENS:	P17W15-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAtiyniy~ap_1]
   UNSPLITVOC:	(biAllAtiyniy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+lAtiyniy~+ap
        GLOSS:	with/by+the+Latin+[fem.sg.]

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P17W15
      OFFSETS:	83-88
       TOKENS:	P17W17-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+NOUN
          VOC:	Al+muhim~
        GLOSS:	the+main thing/most important thing

 INPUT STRING:	نبقى
     IS_TRANS:	nbqY
        INDEX:	P17W16
      OFFSETS:	89-93
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(niboqaY)
          POS:	IV1P+IV
          VOC:	ni+boqaY
        GLOSS:	we+be/became/become/last/remain

 INPUT STRING:	مستقلين
     IS_TRANS:	mstqlyn
        INDEX:	P17W17
      OFFSETS:	94-101
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaqil~_1]
   UNSPLITVOC:	(musotaqil~iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	musotaqil~+iyn
        GLOSS:	independent/autonomous+[pl.]

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P17W18
      OFFSETS:	102-107
       TOKENS:	P17W20-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P17W19
      OFFSETS:	108-109
       TOKENS:	P17W21-P17W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P17W20
      OFFSETS:	110-115
       TOKENS:	P17W22-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue/subjects/themes/issues

 INPUT STRING:	العاميه
     IS_TRANS:	AlEAmyh
        INDEX:	P17W21
      OFFSETS:	116-123
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmiy~ap_1]
   UNSPLITVOC:	(AlEAmiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EAmiy~+ap
        GLOSS:	the+colloquial+[fem.sg.]

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P17W22
      OFFSETS:	124-127
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(|axir)
          POS:	ADJ
          VOC:	|axir
        GLOSS:	end/the end/last

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P17W23
      OFFSETS:	128-130
       TOKENS:	P17W25-P17W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($a})
          POS:	NOUN
          VOC:	$iy'
        GLOSS:	thing/things/something

 INPUT STRING:	احمد
     IS_TRANS:	AHmd
        INDEX:	P17W24
      OFFSETS:	131-135
       TOKENS:	P17W26-P17W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHomad_1]
   UNSPLITVOC:	(>aHomad)
          POS:	NOUN_PROP
          VOC:	>aHomad
        GLOSS:	Ahmad/Ahmed

 INPUT STRING:	عبد
     IS_TRANS:	Ebd
        INDEX:	P17W25
      OFFSETS:	136-139
       TOKENS:	P17W27-P17W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eabod_1]
   UNSPLITVOC:	(Eabod)
          POS:	NOUN_PROP
          VOC:	Eabod
        GLOSS:	Abd

 INPUT STRING:	المعطى
     IS_TRANS:	AlmETY
        INDEX:	P17W26
      OFFSETS:	140-146
       TOKENS:	P17W28-P17W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muETiy_1]
   UNSPLITVOC:	(AlmuETiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+muETiy
        GLOSS:	the+Muty

 INPUT STRING:	حجازى
     IS_TRANS:	HjAzY
        INDEX:	P17W27
      OFFSETS:	147-152
       TOKENS:	P17W29-P17W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HijAziy_2]
   UNSPLITVOC:	(HijAziy)
          POS:	NOUN_PROP
          VOC:	HijAziy
        GLOSS:	Hejazi

 INPUT STRING:	رفض
     IS_TRANS:	rfD
        INDEX:	P17W28
      OFFSETS:	153-156
       TOKENS:	P17W30-P17W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaD_1]
   UNSPLITVOC:	(rafaD)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	rafaD+(null)
        GLOSS:	reject/refuse/be rejected/be refused+he/it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P17W29
      OFFSETS:	157-159
       TOKENS:	P17W31-P17W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	That

 INPUT STRING:	يخلى
     IS_TRANS:	yxlY
        INDEX:	P17W30
      OFFSETS:	160-164
       TOKENS:	P17W32-P17W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iy)
          POS:	IV3MS+IV
          VOC:	yi+xal~iy
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed

 INPUT STRING:	شعراء
     IS_TRANS:	$ErA'
        INDEX:	P17W31
      OFFSETS:	165-170
       TOKENS:	P17W33-P17W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AEir_1]
   UNSPLITVOC:	($uEarA')
          POS:	NOUN
          VOC:	$uEarA'
        GLOSS:	poet/poets

 INPUT STRING:	العاميه
     IS_TRANS:	AlEAmyh
        INDEX:	P17W32
      OFFSETS:	171-178
       TOKENS:	P17W34-P17W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmiy~ap_1]
   UNSPLITVOC:	(AlEAmiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EAmiy~+ap
        GLOSS:	the+colloquial+[fem.sg.]

 INPUT STRING:	يشتركوا
     IS_TRANS:	y$trkwA
        INDEX:	P17W33
      OFFSETS:	179-186
       TOKENS:	P17W35-P17W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otarak_1]
   UNSPLITVOC:	(yi$otirokuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+$otirok+uwA
        GLOSS:	they+participate+[pl.]

 INPUT STRING:	بمسابقه
     IS_TRANS:	bmsAbqh
        INDEX:	P17W34
      OFFSETS:	187-194
       TOKENS:	P17W36-P17W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musAboqap_1]
   UNSPLITVOC:	(bimusAboqap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+musAboq+ap
        GLOSS:	with/by+competition/contest+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P17W35
      OFFSETS:	195-196
       TOKENS:	P17W38-P17W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	غيرة
     IS_TRANS:	gyrp
        INDEX:	P17W36
      OFFSETS:	197-201
       TOKENS:	P17W39-P17W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	giyr+uh
        GLOSS:	apart from/without/other/execpt/except/not+his/its

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P17W37
      OFFSETS:	202-206
       TOKENS:	P17W41-P17W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous/a lot/very

 INPUT STRING:	بيتكلموا
     IS_TRANS:	bytklmwA
        INDEX:	P17W38
      OFFSETS:	207-215
       TOKENS:	P17W42-P17W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(biyitokal~imuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+tokal~im+uwA
        GLOSS:	[present-tense]+they+talk/speak+[pl.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P17W39
      OFFSETS:	216-218
       TOKENS:	P17W44-P17W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	That

 INPUT STRING:	العاميه
     IS_TRANS:	AlEAmyh
        INDEX:	P17W40
      OFFSETS:	219-226
       TOKENS:	P17W45-P17W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmiy~ap_1]
   UNSPLITVOC:	(AlEAmiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EAmiy~+ap
        GLOSS:	the+colloquial+[fem.sg.]

 INPUT STRING:	اسفاف
     IS_TRANS:	AsfAf
        INDEX:	P17W41
      OFFSETS:	227-232
       TOKENS:	P17W46-P17W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isofAf_1]
   UNSPLITVOC:	(<isofAf)
          POS:	NOUN
          VOC:	<isofAf
        GLOSS:	triviality/decline

 INPUT STRING:	اللغة
     IS_TRANS:	Allgp
        INDEX:	P18W1
      OFFSETS:	0-5
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lugap_1]
   UNSPLITVOC:	(All~ugap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+lug+ap
        GLOSS:	the+language/languages+[fem.sg.]

 INPUT STRING:	العاميةالمصرية
     IS_TRANS:	AlEAmypAlmSryp
        INDEX:	P18W2
      OFFSETS:	6-20
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AlEAmypAlmSryp)
          POS:	NO_FUNC
          VOC:	AlEAmypAlmSryp
        GLOSS:	nogloss

 INPUT STRING:	لغة
     IS_TRANS:	lgp
        INDEX:	P18W3
      OFFSETS:	21-24
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lugap_1]
   UNSPLITVOC:	(lugap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lug+ap
        GLOSS:	language/languages+[fem.sg.]

 INPUT STRING:	خاصة
     IS_TRANS:	xASp
        INDEX:	P18W4
      OFFSETS:	25-29
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(xAS~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xAS~+ap
        GLOSS:	special/specific/private/exclusive+[fem.sg.]

 INPUT STRING:	بمصر
     IS_TRANS:	bmSr
        INDEX:	P18W5
      OFFSETS:	30-34
       TOKENS:	P18W5-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(bimaSor)
          POS:	PREP+NOUN_PROP
          VOC:	bi+maSor
        GLOSS:	with/by+Egypt

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P18W6
      OFFSETS:	35-38
       TOKENS:	P18W7-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	يوجد
     IS_TRANS:	ywjd
        INDEX:	P18W7
      OFFSETS:	39-43
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wajad_1]
   UNSPLITVOC:	(yuwjad)
          POS:	IV3MS+IV
          VOC:	yu+wjad
        GLOSS:	he/it+find/be found/exist

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P18W8
      OFFSETS:	44-46
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	العرب
     IS_TRANS:	AlErb
        INDEX:	P18W9
      OFFSETS:	47-52
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy_1]
   UNSPLITVOC:	(AlEarab)
          POS:	DET+NOUN
          VOC:	Al+Earab
        GLOSS:	the+Arabs/Arab

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W10
      OFFSETS:	53-55
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	لايفهمها
     IS_TRANS:	lAyfhmhA
        INDEX:	P18W11
      OFFSETS:	56-64
       TOKENS:	P18W13-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(lAyafhamhA)
          POS:	NEG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	lA+ya+fham+hA
        GLOSS:	not+he/it+understand+it/them/her

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P18W12
      OFFSETS:	65-67
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather/even/but/yet/however

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P18W13
      OFFSETS:	68-70
       TOKENS:	P18W17-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	That

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P18W14
      OFFSETS:	71-79
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptian/Egyptians+[pl.]

 INPUT STRING:	الموجوين
     IS_TRANS:	Almwjwyn
        INDEX:	P18W15
      OFFSETS:	80-88
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Almwjwyn)
          POS:	TYPO
          VOC:	Almwjwyn
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P18W16
      OFFSETS:	89-91
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الدول
     IS_TRANS:	Aldwl
        INDEX:	P18W17
      OFFSETS:	92-97
       TOKENS:	P18W21-P18W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~iwal)
          POS:	DET+NOUN
          VOC:	Al+diwal
        GLOSS:	the+state/country/states/countries

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P18W18
      OFFSETS:	98-100
       TOKENS:	P18W22-P18W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	بيعانوفى
     IS_TRANS:	byEAnwfY
        INDEX:	P18W19
      OFFSETS:	101-109
       TOKENS:	P18W23-P18W23
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(byEAnwfY)
          POS:	NO_FUNC
          VOC:	byEAnwfY
        GLOSS:	nogloss

 INPUT STRING:	البداية
     IS_TRANS:	AlbdAyp
        INDEX:	P18W20
      OFFSETS:	110-117
       TOKENS:	P18W24-P18W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bidAyap_1]
   UNSPLITVOC:	(AlbidAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+bidAy+ap
        GLOSS:	the+beginning/start+[fem.sg.]

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P18W21
      OFFSETS:	118-121
       TOKENS:	P18W25-P18W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+extent/limit/level

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P18W22
      OFFSETS:	122-124
       TOKENS:	P18W27-P18W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	يعرفو
     IS_TRANS:	yErfw
        INDEX:	P18W23
      OFFSETS:	125-130
       TOKENS:	P18W28-P18W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(yiEorafuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Eoraf+uwA
        GLOSS:	they+be known/know+[pl.]

 INPUT STRING:	اللهجات
     IS_TRANS:	AllhjAt
        INDEX:	P18W24
      OFFSETS:	131-138
       TOKENS:	P18W29-P18W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lahojap_1]
   UNSPLITVOC:	(All~ahojAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+lahoj+At
        GLOSS:	the+tone/dialect/dialects/tones+[fem.pl.]

 INPUT STRING:	الخاصة
     IS_TRANS:	AlxASp
        INDEX:	P18W25
      OFFSETS:	139-145
       TOKENS:	P18W30-P18W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(AlxAS~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+xAS~+ap
        GLOSS:	the+special/specific/private/exclusive+[fem.sg.]

 INPUT STRING:	بالبلاد
     IS_TRANS:	bAlblAd
        INDEX:	P18W26
      OFFSETS:	146-153
       TOKENS:	P18W31-P18W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(biAlbilAd)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+bilAd
        GLOSS:	with/by+the+country/countries

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P18W27
      OFFSETS:	154-156
       TOKENS:	P18W33-P18W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P19W1
      OFFSETS:	0-3
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to/as for/as far as he (she/it/..etc) is concerned/but/however/yet

 INPUT STRING:	حكاية
     IS_TRANS:	HkAyp
        INDEX:	P19W2
      OFFSETS:	4-9
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HikAyap_1]
   UNSPLITVOC:	(HikAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HikAy+ap
        GLOSS:	story/account+[fem.sg.]

 INPUT STRING:	لغة
     IS_TRANS:	lgp
        INDEX:	P19W3
      OFFSETS:	10-13
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lugap_1]
   UNSPLITVOC:	(lugap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lug+ap
        GLOSS:	language/languages+[fem.sg.]

 INPUT STRING:	ثانية
     IS_TRANS:	vAnyp
        INDEX:	P19W4
      OFFSETS:	14-19
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(tAnoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	vAnoy+ap
        GLOSS:	second/next/II/secondly+[fem.sg.]

 INPUT STRING:	متهيألى
     IS_TRANS:	mthy>lY
        INDEX:	P19W5
      OFFSETS:	20-27
       TOKENS:	P19W5-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitohay~a>_1]
   UNSPLITVOC:	(mitohay~a>_liy)
          POS:	ADJ.VN+PREP+PRON_1S
          VOC:	mitohay~a>+li+iy
        GLOSS:	thinking+to/for+I

 INPUT STRING:	وراها
     IS_TRANS:	wrAhA
        INDEX:	P19W6
      OFFSETS:	28-33
       TOKENS:	P19W8-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(warAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	warA+hA
        GLOSS:	behind+its/their/her

 INPUT STRING:	عداوة
     IS_TRANS:	EdAwp
        INDEX:	P19W7
      OFFSETS:	34-39
       TOKENS:	P19W10-P19W10
