 INPUT STRING:	عجبت
     IS_TRANS:	<slAmyp
        INDEX:	P22W4
      OFFSETS:	18-25
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAmiy_1]
   UNSPLITVOC:	(<isolAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<isolAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	إسلامية
     IS_TRANS:	<slAmyp
        INDEX:	P22W5
      OFFSETS:	26-33
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAmiy_1]
   UNSPLITVOC:	(<isolAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<isolAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	رغم
     IS_TRANS:	rgm
        INDEX:	P22W6
      OFFSETS:	34-37
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(ragom)
          POS:	NOUN
          VOC:	ragom
        GLOSS:	in spite of/despite

 INPUT STRING:	أنف
     IS_TRANS:	>nf
        INDEX:	P22W7
      OFFSETS:	38-41
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anof_1]
   UNSPLITVOC:	(>anof)
          POS:	NOUN
          VOC:	>anof
        GLOSS:	nose/pride

 INPUT STRING:	العلمانية
     IS_TRANS:	AlElmAnyp
        INDEX:	P22W8
      OFFSETS:	42-51
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalomAniy~ap_1]
   UNSPLITVOC:	(AlEalomAniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EalomAniy~+ap
        GLOSS:	the+secular nature+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W9
      OFFSETS:	51-52
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W10
      OFFSETS:	52-53
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	رغم
     IS_TRANS:	rgm
        INDEX:	P22W11
      OFFSETS:	54-57
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(ragom)
          POS:	NOUN
          VOC:	ragom
        GLOSS:	in spite of/despite

 INPUT STRING:	أنف
     IS_TRANS:	>nf
        INDEX:	P22W12
      OFFSETS:	58-61
       TOKENS:	P22W12-P22W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anof_1]
   UNSPLITVOC:	(>anof)
          POS:	NOUN
          VOC:	>anof
        GLOSS:	nose/pride

 INPUT STRING:	الليبرالية
     IS_TRANS:	AllybrAlyp
        INDEX:	P22W13
      OFFSETS:	62-72
       TOKENS:	P22W13-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyborAliy~ap_1]
   UNSPLITVOC:	(AlliyborAliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+liyborAliy~+ap
        GLOSS:	the+liberalism+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P22W14
      OFFSETS:	73-74
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lima_1]
   UNSPLITVOC:	(walima)
          POS:	CONJ+INTERROG_ADV
          VOC:	wa+lima
        GLOSS:	and+why

 INPUT STRING:	كنتُ
     IS_TRANS:	kntu
        INDEX:	P23W2
      OFFSETS:	4-8
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I [verb]

 INPUT STRING:	كلما
     IS_TRANS:	klmA
        INDEX:	P23W3
      OFFSETS:	9-13
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~amA_1]
   UNSPLITVOC:	(kul~amA)
          POS:	REL_ADV
          VOC:	kul~amA
        GLOSS:	whenever

 INPUT STRING:	ألتفت
     IS_TRANS:	>ltft
        INDEX:	P23W4
      OFFSETS:	14-19
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ailotafat_1]
   UNSPLITVOC:	(>alotafit)
          POS:	IV1S+IV
          VOC:	>a+lotafit
        GLOSS:	I+turn around

 INPUT STRING:	أجد
     IS_TRANS:	>jd
        INDEX:	P23W5
      OFFSETS:	20-23
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajad_1]
   UNSPLITVOC:	(Aajod)
          POS:	IV1S+IV
          VOC:	Aa+jod
        GLOSS:	I+find

 INPUT STRING:	شعار
     IS_TRANS:	$EAr
        INDEX:	P23W6
      OFFSETS:	24-28
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iEAr_1]
   UNSPLITVOC:	($iEAr)
          POS:	NOUN
          VOC:	$iEAr
        GLOSS:	slogan/motto

 INPUT STRING:	الإسلام
     IS_TRANS:	Al<slAm
        INDEX:	P23W7
      OFFSETS:	30-37
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAm_1]
   UNSPLITVOC:	(Al<isolAm)
          POS:	DET+NOUN_PROP
          VOC:	Al+<isolAm
        GLOSS:	the+Islam

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P23W8
      OFFSETS:	38-40
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	الحل
     IS_TRANS:	AlHl
        INDEX:	P23W9
      OFFSETS:	41-45
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(AlHal~)
          POS:	DET+NOUN
          VOC:	Al+Hal~
        GLOSS:	the+solution/dissolution/cancellation

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P23W10
      OFFSETS:	46-47
       TOKENS:	P23W11-P23W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P23W11
      OFFSETS:	48-51
       TOKENS:	P23W12-P23W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lima_1]
   UNSPLITVOC:	(walima)
          POS:	CONJ+INTERROG_ADV
          VOC:	wa+lima
        GLOSS:	and+why

 INPUT STRING:	يعد
     IS_TRANS:	yEd
        INDEX:	P23W12
      OFFSETS:	52-55
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAd-u_1]
   UNSPLITVOC:	(yaEudo)
          POS:	IV3MS+IV+IVSUFF_MOOD:J
          VOC:	ya+Eud+o
        GLOSS:	he/it+no longer+[jus.]

 INPUT STRING:	موجودا
     IS_TRANS:	mwjwdA
        INDEX:	P23W13
      OFFSETS:	56-62
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawjuwd_1]
   UNSPLITVOC:	(mawjuwdaA)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mawjuwd+ap
        GLOSS:	present/existing/found+[acc.indef.]

 INPUT STRING:	الآن
     IS_TRANS:	Al|n
        INDEX:	P23W14
      OFFSETS:	63-67
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|n_1]
   UNSPLITVOC:	(Al|n)
          POS:	DET+NOUN
          VOC:	Al+|n
        GLOSS:	the+time/moment

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W15
      OFFSETS:	67-68
       TOKENS:	P23W17-P23W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	دستورنا
     IS_TRANS:	dstwrnA
        INDEX:	P24W1
      OFFSETS:	1-8
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(dusotuwrnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	dusotuwr+nA
        GLOSS:	constitution/statute+our

 INPUT STRING:	دستورنا
     IS_TRANS:	dstwrnA
        INDEX:	P24W2
      OFFSETS:	9-16
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(dusotuwrnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	dusotuwr+nA
        GLOSS:	constitution/statute+our

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W3
      OFFSETS:	16-17
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W4
      OFFSETS:	17-18
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	دستورنا
     IS_TRANS:	dstwrnA
        INDEX:	P24W5
      OFFSETS:	19-26
       TOKENS:	P24W7-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(dusotuwrnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	dusotuwr+nA
        GLOSS:	constitution/statute+our

 INPUT STRING:	القرآن
     IS_TRANS:	Alqr|n
        INDEX:	P24W6
      OFFSETS:	27-33
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quro|n_1]
   UNSPLITVOC:	(Alquro|n)
          POS:	DET+NOUN_PROP
          VOC:	Al+quro|n
        GLOSS:	the+Quran

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W7
      OFFSETS:	33-34
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W8
      OFFSETS:	34-35
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P25W1
      OFFSETS:	0-2
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	INTERROG_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يرتضي
     IS_TRANS:	yrtDy
        INDEX:	P25W2
      OFFSETS:	3-8
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AirotiDay_1]
   UNSPLITVOC:	(yirotiDiy)
          POS:	IV3MS+IV
          VOC:	yi+rotiDiy
        GLOSS:	he/it+be pleased/agree/approve

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P25W3
      OFFSETS:	9-11
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	ينتمي
     IS_TRANS:	yntmy
        INDEX:	P25W4
      OFFSETS:	12-17
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AinotamaY_1]
   UNSPLITVOC:	(yinotimiy)
          POS:	IV3MS+IV
          VOC:	yi+notimiy
        GLOSS:	he/it+belong to

 INPUT STRING:	لعدوه
     IS_TRANS:	lEdwh
        INDEX:	P25W5
      OFFSETS:	18-23
       TOKENS:	P25W5-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadiw~_1]
   UNSPLITVOC:	(liEadiw~uh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	li+Eadiw~+uh
        GLOSS:	for/to+enemy+his/its

 INPUT STRING:	الشيطان
     IS_TRANS:	Al$yTAn
        INDEX:	P25W6
      OFFSETS:	24-31
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ayoTAn_1]
   UNSPLITVOC:	(Al$ayoTAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+$ayoTAn
        GLOSS:	the+Satan

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W7
      OFFSETS:	31-32
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P25W8
      OFFSETS:	34-36
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P25W9
      OFFSETS:	36-37
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P25W10
      OFFSETS:	38-41
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*ihi)
          POS:	DEM_PRON_F
          VOC:	ha*ihi
        GLOSS:	this/these

 INPUT STRING:	ليست
     IS_TRANS:	lyst
        INDEX:	P25W11
      OFFSETS:	42-46
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	layos+at
        GLOSS:	not be+it/they/she [verb]

 INPUT STRING:	كلماتي
     IS_TRANS:	klmAty
        INDEX:	P25W12
      OFFSETS:	47-53
       TOKENS:	P25W14-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kalimAtiy)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1S
          VOC:	kalim+At+iy
        GLOSS:	words/remarks+[fem.pl.]+my

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P25W13
      OFFSETS:	53-54
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P25W14
      OFFSETS:	55-57
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather, even, but, yet, however

 INPUT STRING:	كلمات
     IS_TRANS:	klmAt
        INDEX:	P25W15
      OFFSETS:	58-63
       TOKENS:	P25W18-P25W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kalimAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	kalim+At
        GLOSS:	words/remarks+[fem.pl.]

 INPUT STRING:	أنشودة
     IS_TRANS:	>n$wdp
        INDEX:	P25W16
      OFFSETS:	64-70
       TOKENS:	P25W19-P25W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uno$uwdap_1]
   UNSPLITVOC:	(>uno$uwdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>uno$uwd+ap
        GLOSS:	anthem/hymn/song+[fem.sg.]

 INPUT STRING:	طالما
     IS_TRANS:	TAlmA
        INDEX:	P25W17
      OFFSETS:	71-76
       TOKENS:	P25W20-P25W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAlamA_2]
   UNSPLITVOC:	(TAlamA)
          POS:	ADV
          VOC:	TAlamA
        GLOSS:	so often

 INPUT STRING:	تربيت
     IS_TRANS:	trbyt
        INDEX:	P25W18
      OFFSETS:	77-82
       TOKENS:	P25W21-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tarab~aY_1]
   UNSPLITVOC:	(tarab~ayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	tarab~ay+t
        GLOSS:	be educated/be brought up/be bred+I [verb]

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P25W19
      OFFSETS:	83-88
       TOKENS:	P25W22-P25W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/her/them

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P25W20
      OFFSETS:	89-93
       TOKENS:	P25W24-P25W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	while+I

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P25W21
      OFFSETS:	94-96
       TOKENS:	P25W26-P25W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الصغر
     IS_TRANS:	AlSgr
        INDEX:	P25W22
      OFFSETS:	97-102
       TOKENS:	P25W27-P25W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Sigar_2]
   UNSPLITVOC:	(AlSigar)
          POS:	DET+NOUN
          VOC:	Al+Sigar
        GLOSS:	the+youth/infancy

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P25W23
      OFFSETS:	102-103
       TOKENS:	P25W28-P25W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	while+I

 INPUT STRING:	برفقة
     IS_TRANS:	brfqp
        INDEX:	P26W2
      OFFSETS:	5-10
       TOKENS:	P26W3-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rifoqap_1]
   UNSPLITVOC:	(birifoqap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+rifoq+ap
        GLOSS:	with/by+company/group+[fem.sg.]

 INPUT STRING:	إخواني
     IS_TRANS:	<xwAny
        INDEX:	P26W3
      OFFSETS:	11-17
       TOKENS:	P26W5-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax_1]
   UNSPLITVOC:	(<ixowAniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	<ixowAn+iy
        GLOSS:	brothers+my

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W4
      OFFSETS:	18-20
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أفراد
     IS_TRANS:	>frAd
        INDEX:	P26W5
      OFFSETS:	21-26
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(>aforAd)
          POS:	NOUN
          VOC:	>aforAd
        GLOSS:	individuals

 INPUT STRING:	جماعة
     IS_TRANS:	jmAEp
        INDEX:	P26W6
      OFFSETS:	27-32
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad+[fem.sg.]

 INPUT STRING:	الإخوان
     IS_TRANS:	Al<xwAn
        INDEX:	P26W7
      OFFSETS:	33-40
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAn_1]
   UNSPLITVOC:	(AlAixowAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+<ixowAn
        GLOSS:	the+Ikhwan

 INPUT STRING:	المسلمين
     IS_TRANS:	Almslmyn
        INDEX:	P26W8
      OFFSETS:	41-49
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(Almusolimiyn)
          POS:	DET+NOUN_PROP+NSUFF_MASC_PL
          VOC:	Al+musolim+iyn
        GLOSS:	the+Muslim+plural

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P26W9
      OFFSETS:	49-50
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
