 INPUT STRING:	يعني
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P28W14
      OFFSETS:	55-56
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	اللحيه
     IS_TRANS:	AllHyh
        INDEX:	P28W15
      OFFSETS:	56-62
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHoyap_1]
   UNSPLITVOC:	(All~iHoyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+liHoy+ap
        GLOSS:	the+beard+[fem.sg.]

 INPUT STRING:	حريه
     IS_TRANS:	Hryh
        INDEX:	P28W16
      OFFSETS:	63-67
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(Hur~iy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hur~iy~+ap
        GLOSS:	freedom+[fem.sg.]

 INPUT STRING:	شخصيه
     IS_TRANS:	$xSyh
        INDEX:	P28W17
      OFFSETS:	68-73
       TOKENS:	P28W18-P28W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$axoSiy_1]
   UNSPLITVOC:	($axoSiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$axoSiy~+ap
        GLOSS:	private/personal+[fem.sg.]

 INPUT STRING:	ولكنها
     IS_TRANS:	wlknhA
        INDEX:	P28W18
      OFFSETS:	74-80
       TOKENS:	P28W19-P28W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lakin~_1]
   UNSPLITVOC:	(walakin~ahA)
          POS:	PART+PSEUDO_VERB+PRON_3FS
          VOC:	wa+lakin~+hA
        GLOSS:	[part.]+But, however, yet, still, nevertheless, on the other hand+it/they/she

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P28W19
      OFFSETS:	81-83
       TOKENS:	P28W22-P28W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	تلزم
     IS_TRANS:	tlzm
        INDEX:	P28W20
      OFFSETS:	84-88
       TOKENS:	P28W23-P28W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lazam_1]
   UNSPLITVOC:	(tilozam)
          POS:	IV3FS+IV
          VOC:	ti+lozam
        GLOSS:	it/they/she+obligate/force

 INPUT STRING:	الشخص
     IS_TRANS:	Al$xS
        INDEX:	P28W21
      OFFSETS:	89-94
       TOKENS:	P28W24-P28W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	(Al$~axoS)
          POS:	DET+NOUN
          VOC:	Al+$axoS
        GLOSS:	the+individual/person/individuals/persons

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P28W22
      OFFSETS:	95-97
       TOKENS:	P28W25-P28W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P28W23
      OFFSETS:	98-102
       TOKENS:	P28W26-P28W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	محترم
     IS_TRANS:	mHtrm
        INDEX:	P28W24
      OFFSETS:	103-108
       TOKENS:	P28W27-P28W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(muHotaram)
          POS:	ADJ
          VOC:	muHotaram
        GLOSS:	respected

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P28W25
      OFFSETS:	109-111
       TOKENS:	P28W28-P28W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	غيره
     IS_TRANS:	gyrh
        INDEX:	P28W26
      OFFSETS:	112-116
       TOKENS:	P28W29-P28W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	giyr+uh
        GLOSS:	not/other+his/its

 INPUT STRING:	ويقلك
     IS_TRANS:	wyqlk
        INDEX:	P29W1
      OFFSETS:	0-5
       TOKENS:	P29W1-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiyiqul~ik)
          POS:	CONJ+IV3MS+IV+PREP+PRON_2FS
          VOC:	wi+yi+qul+li+ik
        GLOSS:	and+he/it+say+to/for+you

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P29W2
      OFFSETS:	6-9
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	دولة
     IS_TRANS:	dwlp
        INDEX:	P29W3
      OFFSETS:	10-14
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	اسلامية
     IS_TRANS:	AslAmyp
        INDEX:	P29W4
      OFFSETS:	15-22
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AislAmiy_1]
   UNSPLITVOC:	(AislAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	AislAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P29W5
      OFFSETS:	23-25
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	نهى
     IS_TRANS:	nhY
        INDEX:	P29W6
      OFFSETS:	26-29
       TOKENS:	P29W9-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuhaY_1]
   UNSPLITVOC:	(nuhaY)
          POS:	NOUN_PROP
          VOC:	nuhaY
        GLOSS:	Noha

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P29W7
      OFFSETS:	29-30
       TOKENS:	P29W10-P29W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P29W8
      OFFSETS:	30-31
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P29W9
      OFFSETS:	31-32
       TOKENS:	P29W12-P29W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P29W10
      OFFSETS:	32-33
       TOKENS:	P29W13-P29W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	دولة
     IS_TRANS:	dwlp
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	اسلامية
     IS_TRANS:	AslAmyp
        INDEX:	P30W2
      OFFSETS:	5-12
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AislAmiy_1]
   UNSPLITVOC:	(AislAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	AislAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W3
      OFFSETS:	12-13
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W4
      OFFSETS:	13-14
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W5
      OFFSETS:	14-15
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	متحرم
     IS_TRANS:	mtHrm
        INDEX:	P30W6
      OFFSETS:	15-20
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoHar~am_1]
   UNSPLITVOC:	(mitoHar~am)
          POS:	ADJ
          VOC:	mitoHar~am
        GLOSS:	forbidden

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P30W7
      OFFSETS:	21-24
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المنتقبات
     IS_TRANS:	AlmntqbAt
        INDEX:	P30W8
      OFFSETS:	25-34
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotaqibap_1]
   UNSPLITVOC:	(AlmunotaqibAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+munotaqib+At
        GLOSS:	the+veiled+[fem.pl.]

 INPUT STRING:	والملتحين
     IS_TRANS:	wAlmltHyn
        INDEX:	P30W9
      OFFSETS:	35-44
       TOKENS:	P30W9-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mulotaHiy_1]
   UNSPLITVOC:	(wiAlmulotaHiyn)
          POS:	CONJ+DET+ADJ+NSUFF_MASC_PL
          VOC:	wi+Al+mulotaH+iyn
        GLOSS:	and+the+bearded+[pl.]

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P30W10
      OFFSETS:	45-49
       TOKENS:	P30W11-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	يدخلوا
     IS_TRANS:	ydxlwA
        INDEX:	P30W11
      OFFSETS:	50-56
       TOKENS:	P30W13-P30W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(yudoxuluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+doxul+uwA
        GLOSS:	they+enter/be entered+we

 INPUT STRING:	المستشفيات
     IS_TRANS:	Almst$fyAt
        INDEX:	P30W12
      OFFSETS:	57-67
       TOKENS:	P30W14-P30W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(Almusota$ofayAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+musota$ofay+At
        GLOSS:	the+hospital+[fem.pl.]

 INPUT STRING:	العسكرية
     IS_TRANS:	AlEskryp
        INDEX:	P30W13
      OFFSETS:	68-76
       TOKENS:	P30W15-P30W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Easokariy~+ap
        GLOSS:	the+military/army+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W14
      OFFSETS:	76-77
       TOKENS:	P30W16-P30W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W15
      OFFSETS:	77-78
       TOKENS:	P30W17-P30W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W16
      OFFSETS:	78-79
       TOKENS:	P30W18-P30W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W17
      OFFSETS:	79-80
       TOKENS:	P30W19-P30W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	والنوادي
     IS_TRANS:	wAlnwAdy
        INDEX:	P30W18
      OFFSETS:	80-88
       TOKENS:	P30W20-P30W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAdiy_1]
   UNSPLITVOC:	(wiAlnawAdiy)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nawAdiy
        GLOSS:	and+the+club/association/clubs/associations

 INPUT STRING:	العسكرية
     IS_TRANS:	AlEskryp
        INDEX:	P30W19
      OFFSETS:	89-97
       TOKENS:	P30W22-P30W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Easokariy~+ap
        GLOSS:	the+military/army+[fem.sg.]

 INPUT STRING:	دولة
     IS_TRANS:	dwlp
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	اسلامية
     IS_TRANS:	AslAmyp
        INDEX:	P31W2
      OFFSETS:	5-12
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AislAmiy_1]
   UNSPLITVOC:	(AislAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	AislAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W3
      OFFSETS:	12-13
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W4
      OFFSETS:	13-14
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W5
      OFFSETS:	14-15
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P31W6
      OFFSETS:	15-16
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	متحرم
     IS_TRANS:	mtHrm
        INDEX:	P31W7
      OFFSETS:	16-21
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoHar~am_1]
   UNSPLITVOC:	(mitoHar~am)
          POS:	ADJ
          VOC:	mitoHar~am
        GLOSS:	forbidden

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P31W8
      OFFSETS:	22-25
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المنتقبات
     IS_TRANS:	AlmntqbAt
        INDEX:	P31W9
      OFFSETS:	26-35
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotaqibap_1]
   UNSPLITVOC:	(AlmunotaqibAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+munotaqib+At
        GLOSS:	the+veiled+[fem.pl.]

 INPUT STRING:	والمتلحين
     IS_TRANS:	wAlmtlHyn
        INDEX:	P31W10
      OFFSETS:	36-45
       TOKENS:	P31W10-P31W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlmultaHiy_1]
   UNSPLITVOC:	(wiAlmultaHiyn)
          POS:	CONJ+DET+ADJ+NSUFF_MASC_PL
          VOC:	wi+Al+multaH+iyn
        GLOSS:	and+the+bearded+[pl.]

 INPUT STRING:	العمل
     IS_TRANS:	AlEml
        INDEX:	P31W11
      OFFSETS:	46-51
       TOKENS:	P31W12-P31W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AlEamal)
          POS:	DET+NOUN
          VOC:	Al+Eamal
        GLOSS:	the+work/action

 INPUT STRING:	باماكن
     IS_TRANS:	bAmAkn
        INDEX:	P31W12
      OFFSETS:	52-58
       TOKENS:	P31W13-P31W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(biAmAkin)
          POS:	PREP+NOUN
          VOC:	bi+AmAkin
        GLOSS:	with/by+place/location/position

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P31W13
      OFFSETS:	59-63
       TOKENS:	P31W15-P31W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	جدًا
     IS_TRANS:	jdFA
        INDEX:	P31W14
      OFFSETS:	64-68
       TOKENS:	P31W16-P31W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~_2]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	دولة
     IS_TRANS:	dwlp
        INDEX:	P32W1
      OFFSETS:	0-4
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	اسلامية
     IS_TRANS:	AslAmyp
        INDEX:	P32W2
      OFFSETS:	5-12
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AislAmiy_1]
   UNSPLITVOC:	(AislAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	AislAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P32W3
      OFFSETS:	12-13
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P32W4
      OFFSETS:	13-14
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P32W5
      OFFSETS:	14-15
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P32W6
      OFFSETS:	15-16
       TOKENS:	P32W6-P32W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	متحرم
     IS_TRANS:	mtHrm
        INDEX:	P32W7
      OFFSETS:	16-21
       TOKENS:	P32W7-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoHar~am_1]
   UNSPLITVOC:	(mitoHar~am)
          POS:	ADJ
          VOC:	mitoHar~am
        GLOSS:	forbidden

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P32W8
      OFFSETS:	22-25
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ضباط
     IS_TRANS:	DbAT
        INDEX:	P32W9
      OFFSETS:	26-30
       TOKENS:	P32W9-P32W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DabiT_2]
   UNSPLITVOC:	(Dub~AT)
          POS:	NOUN
          VOC:	Dub~AT
        GLOSS:	officers

 INPUT STRING:	الشرطة
     IS_TRANS:	Al$rTp
        INDEX:	P32W10
