 INPUT STRING:	اية
     IS_TRANS:	sbyl
        INDEX:	P42W10
      OFFSETS:	47-51
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabiyl_1]
   UNSPLITVOC:	(sabiyl)
          POS:	NOUN
          VOC:	sabiyl
        GLOSS:	way/road

 INPUT STRING:	راحه
     IS_TRANS:	rAHh
        INDEX:	P42W11
      OFFSETS:	52-56
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(rAHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rAH+ap
        GLOSS:	rest/repose/leisure+[fem.sg.]

 INPUT STRING:	الخنازير
     IS_TRANS:	AlxnAzyr
        INDEX:	P42W12
      OFFSETS:	57-65
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xinoziyr_1]
   UNSPLITVOC:	(AlxanAziyr)
          POS:	DET+NOUN
          VOC:	Al+xanAziyr
        GLOSS:	the+pigs/hogs

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W13
      OFFSETS:	65-66
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W14
      OFFSETS:	66-67
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W15
      OFFSETS:	67-68
       TOKENS:	P42W15-P42W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P43W1
      OFFSETS:	1-3
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P43W2
      OFFSETS:	4-8
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	نوعا
     IS_TRANS:	nwEA
        INDEX:	P43W3
      OFFSETS:	9-13
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(nawEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	nawE+AF
        GLOSS:	type/form+[acc.indef.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P43W4
      OFFSETS:	14-16
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P43W5
      OFFSETS:	17-21
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuw~ayis)
          POS:	ADJ
          VOC:	kuw~ayis
        GLOSS:	good/fine

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P44W1
      OFFSETS:	1-3
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P44W2
      OFFSETS:	4-11
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P44W3
      OFFSETS:	12-14
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المدرس
     IS_TRANS:	Almdrs
        INDEX:	P44W4
      OFFSETS:	15-21
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudar~is_1]
   UNSPLITVOC:	(Almudar~is)
          POS:	DET+NOUN
          VOC:	Al+mudar~is
        GLOSS:	the+instructor/teacher

 INPUT STRING:	والطالب
     IS_TRANS:	wAlTAlb
        INDEX:	P44W5
      OFFSETS:	22-29
       TOKENS:	P44W5-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(wiAlTAlib)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+TAlib
        GLOSS:	and+the+student

 INPUT STRING:	والمنهج
     IS_TRANS:	wAlmnhj
        INDEX:	P44W6
      OFFSETS:	30-37
       TOKENS:	P44W7-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohaj_1]
   UNSPLITVOC:	(wiAlmanohaj)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+manohaj
        GLOSS:	and+the+method/approach/program/curriculum/methods/approaches/programs/curricula

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P45W1
      OFFSETS:	1-5
       TOKENS:	P45W1-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	معانا
     IS_TRANS:	mEAnA
        INDEX:	P45W2
      OFFSETS:	6-11
       TOKENS:	P45W3-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	maEa+nA
        GLOSS:	something with+our

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P46W1
      OFFSETS:	1-4
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	شايف
     IS_TRANS:	$Ayf
        INDEX:	P46W2
      OFFSETS:	5-9
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayif)
          POS:	ADJ.VN
          VOC:	$Ayif
        GLOSS:	seeing

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P46W3
      OFFSETS:	10-13
       TOKENS:	P46W3-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P46W4
      OFFSETS:	14-18
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P46W5
      OFFSETS:	19-21
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	correct/true

 INPUT STRING:	وفعال
     IS_TRANS:	wfEAl
        INDEX:	P46W6
      OFFSETS:	22-27
       TOKENS:	P46W7-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faE~Al_1]
   UNSPLITVOC:	(wifaE~Al)
          POS:	CONJ+ADJ
          VOC:	wi+faE~Al
        GLOSS:	and+effective/efficient

 INPUT STRING:	واعتقد
     IS_TRANS:	wAEtqd
        INDEX:	P47W1
      OFFSETS:	1-7
       TOKENS:	P47W1-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaqad_1]
   UNSPLITVOC:	(wiAaEotaqid)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+Eotaqid
        GLOSS:	and+I+believe

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P47W2
      OFFSETS:	8-10
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<an~_1]
   UNSPLITVOC:	(<an~a)
          POS:	SUB_CONJ
          VOC:	<an~a
        GLOSS:	that

 INPUT STRING:	الحكومه
     IS_TRANS:	AlHkwmh
        INDEX:	P47W3
      OFFSETS:	11-18
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P47W4
      OFFSETS:	19-24
       TOKENS:	P47W5-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+it/they/she+do/act

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P47W5
      OFFSETS:	25-29
       TOKENS:	P47W7-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	تقدر
     IS_TRANS:	tqdr
        INDEX:	P47W6
      OFFSETS:	30-34
       TOKENS:	P47W8-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[qadar_0]
   UNSPLITVOC:	(tiqodar)
          POS:	IV3FS+IV
          VOC:	ti+qodar
        GLOSS:	it/they/she+be able/be capable

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P47W7
      OFFSETS:	35-39
       TOKENS:	P47W9-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P48W1
      OFFSETS:	1-6
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue

 INPUT STRING:	متميز
     IS_TRANS:	mtmyz
        INDEX:	P48W2
      OFFSETS:	7-12
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitomay~iz_1]
   UNSPLITVOC:	(mitomay~iz)
          POS:	ADJ
          VOC:	mitomay~iz
        GLOSS:	distinguished/outstanding/prominent

 INPUT STRING:	ونقاش
     IS_TRANS:	wnqA$
        INDEX:	P48W3
      OFFSETS:	13-18
       TOKENS:	P48W3-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niqA$_1]
   UNSPLITVOC:	(winiqA$)
          POS:	CONJ+NOUN
          VOC:	wi+niqA$
        GLOSS:	and+debate/argument/controversy

 INPUT STRING:	رائع
     IS_TRANS:	rA}E
        INDEX:	P48W4
      OFFSETS:	19-23
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA}iE_1]
   UNSPLITVOC:	(rA}iE)
          POS:	ADJ
          VOC:	rA}iE
        GLOSS:	splendid/marvelous/magnificent

 INPUT STRING:	تسلم
     IS_TRANS:	tslm
        INDEX:	P49W1
      OFFSETS:	1-5
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(tisal~im)
          POS:	IV3FS+IV
          VOC:	ti+sal~im
        GLOSS:	it/they/she+be safe

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P49W2
      OFFSETS:	6-8
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ايمن
     IS_TRANS:	Aymn
        INDEX:	P49W3
      OFFSETS:	9-13
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayman_1]
   UNSPLITVOC:	(>ayman)
          POS:	NOUN_PROP
          VOC:	>ayman
        GLOSS:	Ayman

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P49W4
      OFFSETS:	14-16
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	حبيبي
     IS_TRANS:	Hbyby
        INDEX:	P49W5
      OFFSETS:	17-22
       TOKENS:	P49W5-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Habiyb+iy
        GLOSS:	dear/beloved/sweetheart+my

 INPUT STRING:	جزاك
     IS_TRANS:	jzAk
        INDEX:	P50W1
      OFFSETS:	1-5
       TOKENS:	P50W1-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jazaY_1]
   UNSPLITVOC:	(jazAka)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2MS
          VOC:	jazA+(null)+ka
        GLOSS:	reward/repay/requite+he/it [verb]+you [masc.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P50W2
      OFFSETS:	6-10
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	خيرا
     IS_TRANS:	xyrA
        INDEX:	P50W3
      OFFSETS:	11-15
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xayor_1]
   UNSPLITVOC:	(xayorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xayor+AF
        GLOSS:	good deed/good deeds/resources/treasures+[acc.indef.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P51W1
      OFFSETS:	1-4
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	شايفه
     IS_TRANS:	$Ayfh
        INDEX:	P51W2
      OFFSETS:	5-10
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Ayofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	$Ayof+ap
        GLOSS:	seeing+[fem.sg.]

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P51W3
      OFFSETS:	11-14
       TOKENS:	P51W3-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P51W4
      OFFSETS:	15-17
       TOKENS:	P51W5-P51W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P51W5
      OFFSETS:	18-22
       TOKENS:	P51W6-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	سليم
     IS_TRANS:	slym
        INDEX:	P51W6
      OFFSETS:	23-27
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saliym_1]
   UNSPLITVOC:	(saliym)
          POS:	ADJ
          VOC:	saliym
        GLOSS:	flawless/correct/sound

 INPUT STRING:	بالمره
     IS_TRANS:	bAlmrh
        INDEX:	P51W7
      OFFSETS:	28-34
       TOKENS:	P51W8-P51W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(biAlmar~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+mar~+ap
        GLOSS:	with/by+the+occasion/time/moment/occasions/times/moments+[fem.sg.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P51W8
      OFFSETS:	35-39
       TOKENS:	P51W10-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P51W9
      OFFSETS:	40-43
       TOKENS:	P51W11-P51W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidap_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kid+ap
        GLOSS:	like/such+[fem.sg.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P51W10
      OFFSETS:	44-46
       TOKENS:	P51W12-P51W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	ظهرت
     IS_TRANS:	Zhrt
        INDEX:	P51W11
      OFFSETS:	47-51
       TOKENS:	P51W13-P51W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(Zaharit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Zahar+it
        GLOSS:	appear/emerge+it/they/she

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P51W12
      OFFSETS:	52-54
       TOKENS:	P51W14-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	اعراض
     IS_TRANS:	AErAD
        INDEX:	P51W13
      OFFSETS:	55-60
       TOKENS:	P51W15-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaraD_1]
   UNSPLITVOC:	(>aEorAD)
          POS:	NOUN
          VOC:	>aEorAD
        GLOSS:	symptoms/(side) effects

 INPUT STRING:	انفلوانزا
     IS_TRANS:	AnflwAnzA
        INDEX:	P51W14
      OFFSETS:	61-70
       TOKENS:	P51W16-P51W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inofoluwanozA_1]
   UNSPLITVOC:	(<inofoluwAnozA)
          POS:	NOUN
          VOC:	<inofoluwAnozA
        GLOSS:	influenza

 INPUT STRING:	عاديه
     IS_TRANS:	EAdyh
        INDEX:	P51W15
      OFFSETS:	71-76
       TOKENS:	P51W17-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAdiy~+ap
        GLOSS:	ordinary/regular/normal+[fem.sg.]

 INPUT STRING:	نقفل
     IS_TRANS:	nqfl
        INDEX:	P51W16
      OFFSETS:	77-81
       TOKENS:	P51W18-P51W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(niqofil)
          POS:	IV1P+IV
          VOC:	ni+qofil
        GLOSS:	we+lock

 INPUT STRING:	بسببها
     IS_TRANS:	bsbbhA
        INDEX:	P51W17
      OFFSETS:	82-88
       TOKENS:	P51W19-P51W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(bisababhA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	bi+sabab+hA
        GLOSS:	with/by+reason/cause/because of/due to+its/their/her

 INPUT STRING:	مدرسه
     IS_TRANS:	mdrsh
        INDEX:	P51W18
      OFFSETS:	89-94
       TOKENS:	P51W22-P51W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(madorasap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	madoras+ap
        GLOSS:	school+[fem.sg.]

 INPUT STRING:	هيبقى
     IS_TRANS:	hybqY
        INDEX:	P51W19
      OFFSETS:	95-100
       TOKENS:	P51W23-P51W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biqiy_1]
   UNSPLITVOC:	(HayiboqaY)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+boqaY
        GLOSS:	will+he/it+remain/last

 INPUT STRING:	لاتعليم
     IS_TRANS:	lAtElym
        INDEX:	P51W20
      OFFSETS:	101-108
       TOKENS:	P51W25-P51W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(lAtaEoliym)
          POS:	NEG_PART+NOUN
          VOC:	lA+taEoliym
        GLOSS:	neither+education/teaching

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P51W21
      OFFSETS:	109-112
       TOKENS:	P51W27-P51W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
