 INPUT STRING:	إقتباس
        GLOSS:	eyes+your [masc.pl.]

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P43W6
      OFFSETS:	25-32
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	المهمة
     IS_TRANS:	Almhmp
        INDEX:	P43W7
      OFFSETS:	33-39
       TOKENS:	P43W8-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~ap_1]
   UNSPLITVOC:	(Almuhim~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muhim~+ap
        GLOSS:	the+important/serious+[fem.sg.]

 INPUT STRING:	والرئيسية
     IS_TRANS:	wAlr}ysyp
        INDEX:	P43W8
      OFFSETS:	40-49
       TOKENS:	P43W9-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iysiy_1]
   UNSPLITVOC:	(wiAlra}iysiy~ap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wi+Al+ra}iysiy~+ap
        GLOSS:	and+the+main/principal+[fem.sg.]

 INPUT STRING:	وهى
     IS_TRANS:	whY
        INDEX:	P43W9
      OFFSETS:	50-53
       TOKENS:	P43W11-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wahiy~a)
          POS:	CONJ+PRON_3FS
          VOC:	wa+hiy~a
        GLOSS:	and+it/they/she

 INPUT STRING:	جهل
     IS_TRANS:	jhl
        INDEX:	P43W10
      OFFSETS:	54-57
       TOKENS:	P43W13-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jahol_1]
   UNSPLITVOC:	(jahol)
          POS:	NOUN
          VOC:	jahol
        GLOSS:	ignorance

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P43W11
      OFFSETS:	58-63
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ويا
     IS_TRANS:	wyA
        INDEX:	P44W1
      OFFSETS:	0-3
       TOKENS:	P44W1-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(wayA)
          POS:	CONJ+VOC_PART
          VOC:	wa+yA
        GLOSS:	and+O, oh

 INPUT STRING:	ريت
     IS_TRANS:	ryt
        INDEX:	P44W2
      OFFSETS:	4-7
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rayot_1]
   UNSPLITVOC:	(rayot)
          POS:	PSEUDO_VERB
          VOC:	rayot
        GLOSS:	Would that!, would God!, I wish!, if only!

 INPUT STRING:	محدش
     IS_TRANS:	mHd$
        INDEX:	P44W3
      OFFSETS:	8-12
       TOKENS:	P44W4-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(mA_Had~i$)
          POS:	NEG_PART+NOUN+NEG_PART
          VOC:	mA+Had~+$
        GLOSS:	not+one/individual/person+not

 INPUT STRING:	يزعل
     IS_TRANS:	yzEl
        INDEX:	P44W4
      OFFSETS:	13-17
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(yizoEal)
          POS:	IV3MS+IV
          VOC:	yi+zoEal
        GLOSS:	he/it+get angry

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P44W5
      OFFSETS:	18-21
       TOKENS:	P44W8-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+me

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P45W1
      OFFSETS:	0-3
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P45W2
      OFFSETS:	4-8
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P45W3
      OFFSETS:	9-11
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P45W4
      OFFSETS:	12-17
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P46W1
      OFFSETS:	0-3
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	مابنتكلمش
     IS_TRANS:	mAbntklm$
        INDEX:	P46W2
      OFFSETS:	4-13
       TOKENS:	P46W2-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(mA_binitokal~imi$)
          POS:	NEG_PART+PROG_PART+IV1P+IV+NEG_PART
          VOC:	mA+bi+ni+tokal~im+$
        GLOSS:	not+[present-tense]+we+speak/talk/discuss+not

 INPUT STRING:	ونتبع
     IS_TRANS:	wntbE
        INDEX:	P46W3
      OFFSETS:	14-19
       TOKENS:	P46W6-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tibaE_1]
   UNSPLITVOC:	(winitibiE)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+tobiE
        GLOSS:	and+we+follow/observe

 INPUT STRING:	القنوات
     IS_TRANS:	AlqnwAt
        INDEX:	P46W4
      OFFSETS:	20-27
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(AlqanawAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+qanaw+At
        GLOSS:	the+channel/channels+[fem.pl.]

 INPUT STRING:	الشرعية
     IS_TRANS:	Al$rEyp
        INDEX:	P46W5
      OFFSETS:	28-35
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroEiy_1]
   UNSPLITVOC:	(Al$~aroEiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+$aroEiy~+ap
        GLOSS:	the+legitimate/lawful/legal/legislative+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P47W1
      OFFSETS:	0-4
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P47W2
      OFFSETS:	5-7
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P47W3
      OFFSETS:	8-10
       TOKENS:	P47W3-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	تقصير
     IS_TRANS:	tqSyr
        INDEX:	P47W4
      OFFSETS:	11-16
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoSiyr_1]
   UNSPLITVOC:	(taqoSiyr)
          POS:	NOUN
          VOC:	taqoSiyr
        GLOSS:	deficiency/inadequacy/diminution/curtailment

 INPUT STRING:	نفضحه
     IS_TRANS:	nfDHh
        INDEX:	P47W5
      OFFSETS:	17-22
       TOKENS:	P47W6-P47W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(nfDHh)
          POS:	NO_FUNC
          VOC:	nfDHh
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P47W6
      OFFSETS:	23-25
       TOKENS:	P47W7-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الجرايد
     IS_TRANS:	AljrAyd
        INDEX:	P47W7
      OFFSETS:	26-33
       TOKENS:	P47W8-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jariydap_1]
   UNSPLITVOC:	(AljarAyid)
          POS:	DET+NOUN
          VOC:	Al+jarAyid
        GLOSS:	the+newspaper/journal/newspapers/journals

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P47W8
      OFFSETS:	34-37
       TOKENS:	P47W9-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wafiy)
          POS:	CONJ+PREP
          VOC:	wa+fiy
        GLOSS:	and+in

 INPUT STRING:	برامج
     IS_TRANS:	brAmj
        INDEX:	P47W9
      OFFSETS:	38-43
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bironAmij_1]
   UNSPLITVOC:	(barAmij)
          POS:	NOUN
          VOC:	barAmij
        GLOSS:	programs

 INPUT STRING:	التليفزيون
     IS_TRANS:	Altlyfzywn
        INDEX:	P47W10
      OFFSETS:	44-54
       TOKENS:	P47W12-P47W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tilofizyuwn_1]
   UNSPLITVOC:	(Altiliyfizyuwn)
          POS:	DET+NOUN
          VOC:	Al+tiliyfizyuwn
        GLOSS:	the+television

 INPUT STRING:	المشهورة
     IS_TRANS:	Alm$hwrp
        INDEX:	P47W11
      OFFSETS:	55-63
       TOKENS:	P47W13-P47W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$ohuwr_1]
   UNSPLITVOC:	(Alma$ohuwrap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+ma$ohuwr+ap
        GLOSS:	the+famous/well-known+[fem.sg.]

 INPUT STRING:	والمعروفة
     IS_TRANS:	wAlmErwfp
        INDEX:	P47W12
      OFFSETS:	64-73
       TOKENS:	P47W14-P47W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoruwf_1]
   UNSPLITVOC:	(wiAlmaEoruwfap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wi+Al+maEoruwf+ap
        GLOSS:	and+the+known/well-known+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P47W13
      OFFSETS:	74-76
       TOKENS:	P47W16-P47W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	نروح
     IS_TRANS:	nrwH
        INDEX:	P47W14
      OFFSETS:	77-81
       TOKENS:	P47W17-P47W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(niruwH)
          POS:	IV1P+IV
          VOC:	ni+ruwH
        GLOSS:	we+go

 INPUT STRING:	مباشرة
     IS_TRANS:	mbA$rp
        INDEX:	P47W15
      OFFSETS:	82-88
       TOKENS:	P47W18-P47W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubA$arap_1]
   UNSPLITVOC:	(mubA$arapF)
          POS:	ADJ+NSUFF_FEM_SG+CASE_INDEF_ACC
          VOC:	mubA$ar+ap+F
        GLOSS:	Gloss:TBA+[fem.sg.]+[indef.acc.]

 INPUT STRING:	للمحافظ
     IS_TRANS:	llmHAfZ
        INDEX:	P47W16
      OFFSETS:	89-96
       TOKENS:	P47W19-P47W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAfiZ_1]
   UNSPLITVOC:	(lilmuHAfiZ)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+muHAfiZ
        GLOSS:	for/to+the+governor

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P47W17
      OFFSETS:	97-102
       TOKENS:	P47W21-P47W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(waAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Aill~iy
        GLOSS:	and+who/whom/whose/which/that

 INPUT STRING:	اعلى
     IS_TRANS:	AElY
        INDEX:	P47W18
      OFFSETS:	103-107
       TOKENS:	P47W23-P47W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolaY_1]
   UNSPLITVOC:	(>aEolaY)
          POS:	ADJ_COMP
          VOC:	>aEolaY
        GLOSS:	higher/highest/supreme

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P47W19
      OFFSETS:	108-110
       TOKENS:	P47W24-P47W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المحافظ
     IS_TRANS:	AlmHAfZ
        INDEX:	P47W20
      OFFSETS:	111-118
       TOKENS:	P47W25-P47W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAfiZ_1]
   UNSPLITVOC:	(AlmuHAfiZ)
          POS:	DET+NOUN
          VOC:	Al+muHAfiZ
        GLOSS:	the+governor

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P47W21
      OFFSETS:	119-123
       TOKENS:	P47W26-P47W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P48W1
      OFFSETS:	0-2
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	جماعة
     IS_TRANS:	jmAEp
        INDEX:	P48W2
      OFFSETS:	3-8
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad/groups/parties/squads/Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P48W3
      OFFSETS:	9-16
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	الأكبر
     IS_TRANS:	Al>kbr
        INDEX:	P48W4
      OFFSETS:	17-23
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(Al>akobar)
          POS:	DET+ADJ_COMP
          VOC:	Al+>akobar
        GLOSS:	the+larger/largest/greater/greatest

 INPUT STRING:	فينا
     IS_TRANS:	fynA
        INDEX:	P48W5
      OFFSETS:	24-28
       TOKENS:	P48W5-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiynA)
          POS:	PREP+PRON_1P
          VOC:	fiy+nA
        GLOSS:	in+us

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P48W6
      OFFSETS:	29-32
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	المئولين
     IS_TRANS:	Alm}wlyn
        INDEX:	P48W7
      OFFSETS:	33-41
       TOKENS:	P48W8-P48W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alm}wlyn)
          POS:	TYPO
          VOC:	Alm}wlyn
        GLOSS:	nogloss

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P48W8
      OFFSETS:	42-46
       TOKENS:	P48W9-P48W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	نتحرك
     IS_TRANS:	ntHrk
        INDEX:	P48W9
      OFFSETS:	47-52
       TOKENS:	P48W10-P48W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoHar~ak_1]
   UNSPLITVOC:	(nitoHar~ak)
          POS:	IV1P+IV
          VOC:	ni+toHar~ak
        GLOSS:	we+move/activate/stimulate

 INPUT STRING:	وادعوكم
     IS_TRANS:	wAdEwkm
        INDEX:	P49W1
      OFFSETS:	0-7
       TOKENS:	P49W1-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(wiAadoEuwkum)
          POS:	CONJ+IV1S+IV+IVSUFF_DO:2P
          VOC:	wi+Aa+doEw+kum
        GLOSS:	and+I+call/invite+you

 INPUT STRING:	لزيارة
     IS_TRANS:	lzyArp
        INDEX:	P49W2
      OFFSETS:	8-14
       TOKENS:	P49W4-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziyArap_1]
   UNSPLITVOC:	(liziyArap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+ziyAr+ap
        GLOSS:	for/to+visit/visits+[fem.sg.]

 INPUT STRING:	جروب
     IS_TRANS:	jrwb
        INDEX:	P49W3
      OFFSETS:	15-19
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juruwb_1]
   UNSPLITVOC:	(juruwb)
          POS:	NOUN
          VOC:	juruwb
        GLOSS:	groups

 INPUT STRING:	الحسينية
     IS_TRANS:	AlHsynyp
        INDEX:	P49W4
      OFFSETS:	20-28
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hisiyniy~ap_1]
   UNSPLITVOC:	(AlHisiyniy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Hisiyniy~+ap
        GLOSS:	the+Husseiniya+[fem.sg.]

 INPUT STRING:	سيتى
     IS_TRANS:	sytY
        INDEX:	P49W5
      OFFSETS:	29-33
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siytiy_1]
   UNSPLITVOC:	(siytiy)
          POS:	NOUN_PROP
          VOC:	siytiy
        GLOSS:	City

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P49W6
      OFFSETS:	34-37
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الفيس
     IS_TRANS:	Alfys
        INDEX:	P49W7
      OFFSETS:	38-43
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alfys)
          POS:	TYPO
          VOC:	Alfys
        GLOSS:	nogloss

 INPUT STRING:	بوك
     IS_TRANS:	bwk
        INDEX:	P49W8
      OFFSETS:	44-47
       TOKENS:	P49W11-P49W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bwk)
          POS:	TYPO
          VOC:	bwk
        GLOSS:	nogloss

 INPUT STRING:	اخوكم
     IS_TRANS:	Axwkm
        INDEX:	P50W1
      OFFSETS:	2-7
       TOKENS:	P50W1-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(>axuwkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	>axuw+kum
        GLOSS:	brother+your

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P50W2
      OFFSETS:	8-12
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	غريب
     IS_TRANS:	gryb
        INDEX:	P50W3
      OFFSETS:	13-17
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariyb)
          POS:	NOUN_PROP
          VOC:	gariyb
        GLOSS:	Gharib

 INPUT STRING:	الحسينيه
     IS_TRANS:	AlHsynyh
        INDEX:	P50W4
      OFFSETS:	18-26
       TOKENS:	P50W5-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hisiyniy~ap_1]
   UNSPLITVOC:	(AlHisiyniy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Hisiyniy~+ap
        GLOSS:	the+Husseiniya+[fem.sg.]

 INPUT STRING:	سيتى
     IS_TRANS:	sytY
        INDEX:	P50W5
      OFFSETS:	27-31
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siytiy_1]
   UNSPLITVOC:	(siytiy)
          POS:	NOUN_PROP
          VOC:	siytiy
        GLOSS:	City

 INPUT STRING:	لوس
     IS_TRANS:	lws
        INDEX:	P50W6
      OFFSETS:	35-38
