 INPUT STRING:	ياجماعه
      OFFSETS:	3-7
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P35W3
      OFFSETS:	8-10
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	نسيناهم
     IS_TRANS:	nsynAhm
        INDEX:	P35W4
      OFFSETS:	11-18
       TOKENS:	P35W4-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisiy_1]
   UNSPLITVOC:	(nisiynAhum)
          POS:	PV+PVSUFF_SUBJ:1P+PVSUFF_DO:3P
          VOC:	nisiy+nA+hum
        GLOSS:	to forget+we+them

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P35W5
      OFFSETS:	19-22
       TOKENS:	P35W6-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	هيتنسوا
     IS_TRANS:	hytnswA
        INDEX:	P35W6
      OFFSETS:	23-30
       TOKENS:	P35W8-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitonasaY_1]
   UNSPLITVOC:	(HayitonisuwA)
          POS:	FUT_PART+IV3P+IV_PASS+IVSUFF_SUBJ:P
          VOC:	Ha+yi+tonis+uwA
        GLOSS:	will+they+to forget+they

 INPUT STRING:	وحقهم
     IS_TRANS:	wHqhm
        INDEX:	P35W7
      OFFSETS:	31-36
       TOKENS:	P35W10-P35W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(wiHaq~hum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+Haq~+hum
        GLOSS:	and+truth/right/against/towards/rights/law+their

 INPUT STRING:	هيرجع
     IS_TRANS:	hyrjE
        INDEX:	P35W8
      OFFSETS:	37-42
       TOKENS:	P35W13-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(HayirojaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+rojaE
        GLOSS:	will+he/it+go back/return/came back

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P35W9
      OFFSETS:	43-45
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P35W10
      OFFSETS:	46-49
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P35W11
      OFFSETS:	50-54
       TOKENS:	P35W17-P35W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P35W12
      OFFSETS:	55-57
       TOKENS:	P35W18-P35W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	للاسف
     IS_TRANS:	llAsf
        INDEX:	P35W13
      OFFSETS:	58-63
       TOKENS:	P35W19-P35W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P35W14
      OFFSETS:	64-68
       TOKENS:	P35W21-P35W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	شايفين
     IS_TRANS:	$Ayfyn
        INDEX:	P35W15
      OFFSETS:	69-75
       TOKENS:	P35W22-P35W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayofiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	$Ayof+iyn
        GLOSS:	i see/viewer/observer/onlooker/seeing/see/looking+[masc.pl.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P35W16
      OFFSETS:	76-78
       TOKENS:	P35W23-P35W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	المسئولينن
     IS_TRANS:	Alms}wlynn
        INDEX:	P35W17
      OFFSETS:	79-89
       TOKENS:	P35W24-P35W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alms}wlynn)
          POS:	TYPO
          VOC:	Alms}wlynn
        GLOSS:	nogloss

 INPUT STRING:	منيمين
     IS_TRANS:	mnymyn
        INDEX:	P35W18
      OFFSETS:	90-96
       TOKENS:	P35W25-P35W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[minayim_1]
   UNSPLITVOC:	(minayimiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	minayim+iyn
        GLOSS:	put to sleep+[masc.pl.]

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P35W19
      OFFSETS:	97-104
       TOKENS:	P35W26-P35W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P35W20
      OFFSETS:	105-106
       TOKENS:	P35W27-P35W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الاخر
     IS_TRANS:	AlAxr
        INDEX:	P35W21
      OFFSETS:	107-112
       TOKENS:	P35W28-P35W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axar_1]
   UNSPLITVOC:	(Al|axar)
          POS:	DET+ADJ
          VOC:	Al+|axar
        GLOSS:	the+end/the end/last

 INPUT STRING:	وللاسف
     IS_TRANS:	wllAsf
        INDEX:	P35W22
      OFFSETS:	113-119
       TOKENS:	P35W29-P35W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(wilil>asaf)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+li+Al+>asaf
        GLOSS:	and+for/to+the+regret/sorry

 INPUT STRING:	بردوة
     IS_TRANS:	brdwp
        INDEX:	P35W23
      OFFSETS:	120-125
       TOKENS:	P35W32-P35W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barduw_]
   UNSPLITVOC:	(barduw)
          POS:	ADV
          VOC:	barduw
        GLOSS:	also

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P35W24
      OFFSETS:	126-128
       TOKENS:	P35W33-P35W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	مسكوة
     IS_TRANS:	mskwp
        INDEX:	P35W25
      OFFSETS:	129-134
       TOKENS:	P35W34-P35W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misik_1]
   UNSPLITVOC:	(misokuwh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	misok+uwA+uh
        GLOSS:	refrain from/ceize/catch/hold/take/seize+they+it/him

 INPUT STRING:	المتهمين
     IS_TRANS:	Almthmyn
        INDEX:	P35W26
      OFFSETS:	135-143
       TOKENS:	P35W36-P35W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mut~aham_1]
   UNSPLITVOC:	(Almut~ahamiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+mut~aham+iyn
        GLOSS:	the+accused/indicted/suspect+[masc.pl.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P35W27
      OFFSETS:	144-146
       TOKENS:	P35W37-P35W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيبقوا
     IS_TRANS:	hybqwA
        INDEX:	P35W28
      OFFSETS:	147-153
       TOKENS:	P35W38-P35W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(HayiboquwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+boq+uwA
        GLOSS:	will+they+to become+[pl.]

 INPUT STRING:	الجناة
     IS_TRANS:	AljnAp
        INDEX:	P35W29
      OFFSETS:	154-160
       TOKENS:	P35W40-P35W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAniy_1]
   UNSPLITVOC:	(AljunAp)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+junA+ap
        GLOSS:	the+delinquents/criminals+[fem.sg.]

 INPUT STRING:	الحقيقين
     IS_TRANS:	AlHqyqyn
        INDEX:	P35W30
      OFFSETS:	161-169
       TOKENS:	P35W41-P35W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiy_1]
   UNSPLITVOC:	(AlHaqiyqiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+Haqiyq+iyn
        GLOSS:	the+true/real+[masc.pl.]

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P35W31
      OFFSETS:	170-173
       TOKENS:	P35W42-P35W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	الداخلية
     IS_TRANS:	AldAxlyp
        INDEX:	P35W32
      OFFSETS:	174-182
       TOKENS:	P35W44-P35W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAxoliy~ap_1]
   UNSPLITVOC:	(Ald~Axoliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dAxoliy~+ap
        GLOSS:	the+interior+[fem.sg.]

 INPUT STRING:	عمرها
     IS_TRANS:	EmrhA
        INDEX:	P35W33
      OFFSETS:	183-188
       TOKENS:	P35W45-P35W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(EumorahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Eumor+hA
        GLOSS:	age/life/ages/age groups+its/their/her

 INPUT STRING:	م
     IS_TRANS:	m
        INDEX:	P35W34
      OFFSETS:	189-190
       TOKENS:	P35W47-P35W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	هتدين
     IS_TRANS:	htdyn
        INDEX:	P35W35
      OFFSETS:	191-196
       TOKENS:	P35W48-P35W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adAn_1]
   UNSPLITVOC:	(Hatidiyn)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+diyn
        GLOSS:	will+she+be condemned

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P35W36
      OFFSETS:	197-202
       TOKENS:	P35W50-P35W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nafos+hA
        GLOSS:	soul+its/their/her

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P35W37
      OFFSETS:	203-208
       TOKENS:	P35W52-P35W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(warab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wa+rab~+nA
        GLOSS:	and+lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يصلح
     IS_TRANS:	ySlH
        INDEX:	P35W38
      OFFSETS:	209-213
       TOKENS:	P35W55-P35W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSolaH_1]
   UNSPLITVOC:	(yiSoliH)
          POS:	IV3MS+IV
          VOC:	yi+SoliH
        GLOSS:	he/it+put in order/repair/be put in order/be repaired

 INPUT STRING:	الحال
     IS_TRANS:	AlHAl
        INDEX:	P35W39
      OFFSETS:	214-219
       TOKENS:	P35W56-P35W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AlHAl)
          POS:	DET+NOUN
          VOC:	Al+HAl
        GLOSS:	the+situation/condition/case/situations/conditions/cases

