 INPUT STRING:	دلوقت
        GLOSS:	and+become/begin/start+he/it [verb]

 INPUT STRING:	الإرهابيون
     IS_TRANS:	Al<rhAbywn
        INDEX:	P20W42
      OFFSETS:	234-244
       TOKENS:	P20W56-P20W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<irohAbiy_1]
   UNSPLITVOC:	(Al<irohAbiy~uwn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+<irohAbiy~+uwn
        GLOSS:	the+terrorist+[masc.pl.]

 INPUT STRING:	السابقون
     IS_TRANS:	AlsAbqwn
        INDEX:	P20W43
      OFFSETS:	245-253
       TOKENS:	P20W57-P20W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(AlsAbiquwn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+sAbiq+uwn
        GLOSS:	the+former/previous/preceding+[masc.pl.]

 INPUT STRING:	يدافعون
     IS_TRANS:	ydAfEwn
        INDEX:	P20W44
      OFFSETS:	254-261
       TOKENS:	P20W58-P20W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(yudAfiEuwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+dAfiE+uwn
        GLOSS:	they (people)+defend+[pl.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P20W45
      OFFSETS:	262-264
       TOKENS:	P20W59-P20W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	هيبة
     IS_TRANS:	hybp
        INDEX:	P20W46
      OFFSETS:	265-269
       TOKENS:	P20W60-P20W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haybap_1]
   UNSPLITVOC:	(haybap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hayb+ap
        GLOSS:	fear/respect+[fem.sg.]

 INPUT STRING:	وزارة
     IS_TRANS:	wzArp
        INDEX:	P20W47
      OFFSETS:	270-275
       TOKENS:	P20W61-P20W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wizArap_1]
   UNSPLITVOC:	(wizArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wizAr+ap
        GLOSS:	ministry+[fem.sg.]

 INPUT STRING:	الداخلية
     IS_TRANS:	AldAxlyp
        INDEX:	P20W48
      OFFSETS:	276-284
       TOKENS:	P20W62-P20W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAxoliy~ap_1]
   UNSPLITVOC:	(Ald~Axoliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dAxoliy~+ap
        GLOSS:	the+interior/of state+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P20W49
      OFFSETS:	284-285
       TOKENS:	P20W63-P20W63
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وأصبح
     IS_TRANS:	w>SbH
        INDEX:	P20W50
      OFFSETS:	286-291
       TOKENS:	P20W64-P20W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSobaH_1]
   UNSPLITVOC:	(wi>aSobaH)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>aSobaH+(null)
        GLOSS:	and+become/begin/start+he/it [verb]

 INPUT STRING:	الذى
     IS_TRANS:	Al*Y
        INDEX:	P20W51
      OFFSETS:	292-296
       TOKENS:	P20W66-P20W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~a*iy_1]
   UNSPLITVOC:	(Al~a*iy)
          POS:	REL_PRON
          VOC:	Al~a*iy
        GLOSS:	which/who/whom [masc.sg.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P20W52
      OFFSETS:	297-300
       TOKENS:	P20W67-P20W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	يكوم
     IS_TRANS:	ykwm
        INDEX:	P20W53
      OFFSETS:	301-305
       TOKENS:	P20W68-P20W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaw~im_1]
   UNSPLITVOC:	(yikaw~im)
          POS:	IV3MS+IV
          VOC:	yi+kaw~im
        GLOSS:	he/it+stack up/pile up

 INPUT STRING:	الأموال
     IS_TRANS:	Al>mwAl
        INDEX:	P20W54
      OFFSETS:	306-313
       TOKENS:	P20W69-P20W69
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAl_1]
   UNSPLITVOC:	(Al>amowAl)
          POS:	DET+NOUN
          VOC:	Al+>amowAl
        GLOSS:	the+assets/capital/funds

 INPUT STRING:	باسم
     IS_TRANS:	bAsm
        INDEX:	P20W55
      OFFSETS:	314-318
       TOKENS:	P20W70-P20W71
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(biAisom)
          POS:	PREP+NOUN
          VOC:	bi+Aisom
        GLOSS:	with/by+name

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P20W56
      OFFSETS:	319-324
       TOKENS:	P20W72-P20W72
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P20W57
      OFFSETS:	324-325
       TOKENS:	P20W73-P20W73
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	بينما
     IS_TRANS:	bynmA
        INDEX:	P20W58
      OFFSETS:	326-331
       TOKENS:	P20W74-P20W74
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bayonamA_1]
   UNSPLITVOC:	(bayonamA)
          POS:	SUB_CONJ
          VOC:	bayonamA
        GLOSS:	whereas/while

 INPUT STRING:	تسلخون
     IS_TRANS:	tslxwn
        INDEX:	P20W59
      OFFSETS:	332-338
       TOKENS:	P20W75-P20W75
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[salax_1]
   UNSPLITVOC:	(tusolaxuwn)
          POS:	IV2P+IV_PASS+IVSUFF_SUBJ:P
          VOC:	tu+solax+uwn
        GLOSS:	you [pl.]+be striped off/be terminated/be spended+[pl.]

 INPUT STRING:	أنتم
     IS_TRANS:	>ntm
        INDEX:	P20W60
      OFFSETS:	339-343
       TOKENS:	P20W76-P20W76
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotum_1]
   UNSPLITVOC:	(Ainotum)
          POS:	PRON_2P
          VOC:	Ainotum
        GLOSS:	you [pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W61
      OFFSETS:	344-346
       TOKENS:	P20W77-P20W77
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السجون
     IS_TRANS:	Alsjwn
        INDEX:	P20W62
      OFFSETS:	347-353
       TOKENS:	P20W78-P20W78
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sijon_1]
   UNSPLITVOC:	(Als~ujuwn)
          POS:	DET+NOUN
          VOC:	Al+sujuwn
        GLOSS:	the+prisons

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P20W63
      OFFSETS:	353-354
       TOKENS:	P20W79-P20W79
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	شيخكم
     IS_TRANS:	$yxkm
        INDEX:	P20W64
      OFFSETS:	355-360
       TOKENS:	P20W80-P20W81
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	($iyxkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	$iyx+kum
        GLOSS:	Sheikh/chieftain+your [pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W65
      OFFSETS:	360-361
       TOKENS:	P20W82-P20W82
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P21W1
      OFFSETS:	0-3
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	شغل
     IS_TRANS:	$gl
        INDEX:	P21W2
      OFFSETS:	4-7
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugol)
          POS:	NOUN
          VOC:	$ugol
        GLOSS:	work/activity/occupation

 INPUT STRING:	اليهود
     IS_TRANS:	Alyhwd
        INDEX:	P21W3
      OFFSETS:	8-14
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(Alyahuwd)
          POS:	DET+NOUN
          VOC:	Al+yahuwd
        GLOSS:	the+Jews

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P21W4
      OFFSETS:	15-17
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P21W5
      OFFSETS:	17-18
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	الفاتحة
     IS_TRANS:	AlfAtHp
        INDEX:	P21W6
      OFFSETS:	19-26
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAtiH_1]
   UNSPLITVOC:	(AlfAtoHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+fAtoH+ap
        GLOSS:	the+first Quranic surah+[fem.sg.]

 INPUT STRING:	لقلة
     IS_TRANS:	lqlp
        INDEX:	P21W7
      OFFSETS:	27-31
       TOKENS:	P21W7-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(liqil~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+qil~+ap
        GLOSS:	for/to+scarcity/lack of/small number or amount of+[fem.sg.]

 INPUT STRING:	الأصل
     IS_TRANS:	Al>Sl
        INDEX:	P21W8
      OFFSETS:	32-37
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(Al>aSol)
          POS:	DET+NOUN
          VOC:	Al+>aSol
        GLOSS:	the+origin/source/root

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W9
      OFFSETS:	37-38
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P22W1
      OFFSETS:	0-2
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	رأيها
     IS_TRANS:	r>yhA
        INDEX:	P22W2
      OFFSETS:	3-8
       TOKENS:	P22W2-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	ra>oy+hA
        GLOSS:	opinion/view/idea+its/their/her

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P22W3
      OFFSETS:	9-11
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مبادره
     IS_TRANS:	mbAdrh
        INDEX:	P22W4
      OFFSETS:	12-18
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubAdorap_1]
   UNSPLITVOC:	(mubAdorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mubAdor+ap
        GLOSS:	initiative/proposal+[fem.sg.]

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P22W5
      OFFSETS:	19-24
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/chieftain

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P22W6
      OFFSETS:	25-29
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	حسان
     IS_TRANS:	HsAn
        INDEX:	P22W7
      OFFSETS:	30-34
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~An_1]
   UNSPLITVOC:	(Has~An)
          POS:	NOUN_PROP
          VOC:	Has~An
        GLOSS:	Hassan

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P23W1
      OFFSETS:	0-6
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+[masc.pl.]

 INPUT STRING:	مناقشه
     IS_TRANS:	mnAq$h
        INDEX:	P23W2
      OFFSETS:	7-13
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAqo$ap_1]
   UNSPLITVOC:	(munAqo$ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	munAqo$+ap
        GLOSS:	argument/debate+[fem.sg.]

 INPUT STRING:	هاديه
     IS_TRANS:	hAdyh
        INDEX:	P23W3
      OFFSETS:	14-19
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hAdi}_2]
   UNSPLITVOC:	(hAdoyap)
          POS:	ADJ+NSUFF_FEM_PL
          VOC:	hAdiy+ap
        GLOSS:	calm/quiet/peaceful+[masc.pl.]

 INPUT STRING:	وتعليقات
     IS_TRANS:	wtElyqAt
        INDEX:	P24W1
      OFFSETS:	0-8
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliyq_1]
   UNSPLITVOC:	(witaEoliyqAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+taEoliyq+At
        GLOSS:	and+comments/remarks+[fem.pl.]

 INPUT STRING:	بنائه
     IS_TRANS:	bnA}h
        INDEX:	P24W2
      OFFSETS:	9-14
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ban~A'_2]
   UNSPLITVOC:	(ban~A'ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ban~A'+ap
        GLOSS:	constructive+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P24W3
      OFFSETS:	15-17
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	فضلكم
     IS_TRANS:	fDlkm
        INDEX:	P24W4
      OFFSETS:	18-23
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[faDol_2]
   UNSPLITVOC:	(faDolukum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	faDol+kum
        GLOSS:	superiority/surplus+your [pl.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P24W5
      OFFSETS:	24-26
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	احلى
     IS_TRANS:	AHlY
        INDEX:	P24W6
      OFFSETS:	27-31
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(>aHolaY)
          POS:	ADJ_COMP
          VOC:	>aHolaY
        GLOSS:	sweeter/sweetest

 INPUT STRING:	فتوكات
     IS_TRANS:	ftwkAt
        INDEX:	P24W7
      OFFSETS:	32-38
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fat~uwkAt_1]
   UNSPLITVOC:	(fat~uwkAt)
          POS:	NOUN_PROP
          VOC:	fat~uwkAt
        GLOSS:	Fatokat

 INPUT STRING:	معاها
     IS_TRANS:	mEAhA
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	something with+its/their/her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P25W2
      OFFSETS:	6-8
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	المنتدى
     IS_TRANS:	AlmntdY
        INDEX:	P25W3
      OFFSETS:	9-16
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[munotadaY_2]
   UNSPLITVOC:	(AlmunotadaY)
          POS:	DET+NOUN
          VOC:	Al+munotadaY
        GLOSS:	the+assembly room/gathering place

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P25W4
      OFFSETS:	17-20
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	become/remain+he/it [verb]

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P25W5
      OFFSETS:	21-24
       TOKENS:	P25W6-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/every/entire/whole+his/its

 INPUT STRING:	خطوط
     IS_TRANS:	xTwT
        INDEX:	P25W6
      OFFSETS:	25-29
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaT~_2]
   UNSPLITVOC:	(xuTuwT)
          POS:	NOUN
          VOC:	xuTuwT
        GLOSS:	lines

 INPUT STRING:	حمار
     IS_TRANS:	HmAr
        INDEX:	P25W7
      OFFSETS:	30-34
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HumAr_1]
   UNSPLITVOC:	(HumAr)
          POS:	NOUN
          VOC:	HumAr
        GLOSS:	donkey

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P26W1
      OFFSETS:	0-6
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board

 INPUT STRING:	العكسرى
     IS_TRANS:	AlEksrY
        INDEX:	P26W2
      OFFSETS:	7-14
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlEksrY)
          POS:	TYPO
          VOC:	AlEksrY
        GLOSS:	nogloss

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/chieftain

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P27W2
      OFFSETS:	6-10
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	حسان
     IS_TRANS:	HsAn
        INDEX:	P27W3
      OFFSETS:	11-15
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~An_1]
   UNSPLITVOC:	(Has~An)
          POS:	NOUN_PROP
          VOC:	Has~An
        GLOSS:	Hassan

 INPUT STRING:	السلفيين
     IS_TRANS:	Alslfyyn
        INDEX:	P28W1
      OFFSETS:	0-8
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salafiy_1]
   UNSPLITVOC:	(Als~alafiy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+salafiy~+iyn
        GLOSS:	the+Salafi/Salafist+[masc.pl.]

 INPUT STRING:	الاخوان
     IS_TRANS:	AlAxwAn
        INDEX:	P29W1
      OFFSETS:	0-7
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ixwAn_1]
