 INPUT STRING:	ظهرت
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yEny)
          POS:	NO_FUNC
          VOC:	yEny
        GLOSS:	nogloss

 INPUT STRING:	واعتقد
     IS_TRANS:	wAEtqd
        INDEX:	P23W8
      OFFSETS:	38-44
       TOKENS:	P23W10-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaqad_1]
   UNSPLITVOC:	(wiAaEotaqid)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+Eotaqid
        GLOSS:	and+I+think

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P23W9
      OFFSETS:	45-49
       TOKENS:	P23W12-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	ليهم
     IS_TRANS:	lyhm
        INDEX:	P23W10
      OFFSETS:	50-54
       TOKENS:	P23W14-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+them

 INPUT STRING:	اليد
     IS_TRANS:	Alyd
        INDEX:	P23W11
      OFFSETS:	55-59
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yad_1]
   UNSPLITVOC:	(Alyad)
          POS:	DET+NOUN
          VOC:	Al+yad
        GLOSS:	the+hand

 INPUT STRING:	العليا
     IS_TRANS:	AlElyA
        INDEX:	P23W12
      OFFSETS:	60-66
       TOKENS:	P23W17-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAliy_1]
   UNSPLITVOC:	(AlEuloyA)
          POS:	DET+ADJ
          VOC:	Al+EuloyA
        GLOSS:	the+high/elevated

 INPUT STRING:	والفجر
     IS_TRANS:	wAlfjr
        INDEX:	P23W13
      OFFSETS:	67-73
       TOKENS:	P23W18-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fajor_2]
   UNSPLITVOC:	(waAlfajor)
          POS:	CONJ+DET+NOUN_PROP
          VOC:	wa+Al+fajor
        GLOSS:	and+the+Fajr

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P23W14
      OFFSETS:	74-77
       TOKENS:	P23W20-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P23W15
      OFFSETS:	78-82
       TOKENS:	P23W21-P23W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital+[acc.indef.]

 INPUT STRING:	كذابةوبعديين
     IS_TRANS:	k*AbpwbEdyyn
        INDEX:	P23W16
      OFFSETS:	83-95
       TOKENS:	P23W22-P23W22
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(k*AbpwbEdyyn)
          POS:	NO_FUNC
          VOC:	k*AbpwbEdyyn
        GLOSS:	nogloss

 INPUT STRING:	الاخت
     IS_TRANS:	AlAxt
        INDEX:	P23W17
      OFFSETS:	96-101
       TOKENS:	P23W23-P23W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(Al>uxot)
          POS:	DET+NOUN
          VOC:	Al+>uxot
        GLOSS:	the+sister/counterpart/sisters

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P23W18
      OFFSETS:	102-106
       TOKENS:	P23W24-P23W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P23W19
      OFFSETS:	107-112
       TOKENS:	P23W25-P23W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bituquwl)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+tu+quwl
        GLOSS:	[present-tense]+it/they/she+said/say/be said/say/(for example)

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P23W20
      OFFSETS:	113-115
       TOKENS:	P23W27-P23W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قرأن
     IS_TRANS:	qr>n
        INDEX:	P23W21
      OFFSETS:	116-120
       TOKENS:	P23W28-P23W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quro|n_1]
   UNSPLITVOC:	(quro|n)
          POS:	NOUN_PROP
          VOC:	quro|n
        GLOSS:	Quran

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P23W22
      OFFSETS:	121-125
       TOKENS:	P23W29-P23W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P23W23
      OFFSETS:	126-128
       TOKENS:	P23W30-P23W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قرأن
     IS_TRANS:	qr>n
        INDEX:	P23W24
      OFFSETS:	129-133
       TOKENS:	P23W31-P23W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quro|n_1]
   UNSPLITVOC:	(quro|n)
          POS:	NOUN
          VOC:	quro|n
        GLOSS:	Quran

 INPUT STRING:	منزل
     IS_TRANS:	mnzl
        INDEX:	P23W25
      OFFSETS:	134-138
       TOKENS:	P23W32-P23W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munozal_1]
   UNSPLITVOC:	(munozal)
          POS:	ADJ
          VOC:	munozal
        GLOSS:	revealed

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P23W26
      OFFSETS:	139-141
       TOKENS:	P23W33-P23W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P23W27
      OFFSETS:	142-145
       TOKENS:	P23W34-P23W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P23W28
      OFFSETS:	146-150
       TOKENS:	P23W35-P23W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	بتنمي
     IS_TRANS:	btnmy
        INDEX:	P23W29
      OFFSETS:	151-156
       TOKENS:	P23W36-P23W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nam~ay_1]
   UNSPLITVOC:	(bitinam~iy)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+nam~iy
        GLOSS:	[present-tense]+it/they/she+be grown/be developed/be advanced

 INPUT STRING:	فينا
     IS_TRANS:	fynA
        INDEX:	P23W30
      OFFSETS:	157-161
       TOKENS:	P23W38-P23W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiynA)
          POS:	PREP+PRON_1P
          VOC:	fiy+nA
        GLOSS:	in+us

 INPUT STRING:	الحس
     IS_TRANS:	AlHs
        INDEX:	P23W31
      OFFSETS:	162-166
       TOKENS:	P23W40-P23W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[His~_1]
   UNSPLITVOC:	(AlHis~)
          POS:	DET+NOUN
          VOC:	Al+His~
        GLOSS:	the+sensation/perception

 INPUT STRING:	الوطني
     IS_TRANS:	AlwTny
        INDEX:	P23W32
      OFFSETS:	167-173
       TOKENS:	P23W41-P23W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTaniy_1]
   UNSPLITVOC:	(AlwaTaniy)
          POS:	DET+ADJ
          VOC:	Al+waTaniy
        GLOSS:	the+national

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P23W33
      OFFSETS:	174-179
       TOKENS:	P23W42-P23W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also

 INPUT STRING:	بتألف
     IS_TRANS:	bt>lf
        INDEX:	P23W34
      OFFSETS:	180-185
       TOKENS:	P23W44-P23W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>al~if_1]
   UNSPLITVOC:	(biti>al~if)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+>al~if
        GLOSS:	[present-tense]+it/they/she+be familiar with/be/become tame

 INPUT STRING:	قلوب
     IS_TRANS:	qlwb
        INDEX:	P23W35
      OFFSETS:	186-190
       TOKENS:	P23W46-P23W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(quluwb)
          POS:	NOUN
          VOC:	quluwb
        GLOSS:	heart/center/essence

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P23W36
      OFFSETS:	191-199
       TOKENS:	P23W47-P23W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptians+two

 INPUT STRING:	حول
     IS_TRANS:	Hwl
        INDEX:	P23W37
      OFFSETS:	200-203
       TOKENS:	P23W48-P23W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hawl_1]
   UNSPLITVOC:	(Hawl)
          POS:	NOUN
          VOC:	Hawl
        GLOSS:	about/around/concerning

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P23W38
      OFFSETS:	204-208
       TOKENS:	P23W49-P23W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P23W39
      OFFSETS:	209-214
       TOKENS:	P23W50-P23W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	مسلميين
     IS_TRANS:	mslmyyn
        INDEX:	P23W40
      OFFSETS:	215-222
       TOKENS:	P23W51-P23W51
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mslmyyn)
          POS:	NO_FUNC
          VOC:	mslmyyn
        GLOSS:	nogloss

 INPUT STRING:	ومسحيين
     IS_TRANS:	wmsHyyn
        INDEX:	P23W41
      OFFSETS:	223-230
       TOKENS:	P23W52-P23W52
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmsHyyn)
          POS:	NO_FUNC
          VOC:	wmsHyyn
        GLOSS:	nogloss

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P24W1
      OFFSETS:	0-5
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P24W2
      OFFSETS:	6-8
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P24W3
      OFFSETS:	9-15
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P24W4
      OFFSETS:	16-18
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	صحيح
     IS_TRANS:	SHyH
        INDEX:	P24W5
      OFFSETS:	19-23
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHiyH_1]
   UNSPLITVOC:	(SaHiyH)
          POS:	ADJ
          VOC:	SaHiyH
        GLOSS:	true/correct/really/truly/yes/right/really/truly

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P24W6
      OFFSETS:	24-28
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[boqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P24W7
      OFFSETS:	29-33
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P24W8
      OFFSETS:	34-37
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eamal+(null)
        GLOSS:	do+he/it

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P24W9
      OFFSETS:	38-41
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	يتعاقب
     IS_TRANS:	ytEAqb
        INDEX:	P24W10
      OFFSETS:	42-48
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<itoEAqib_1]
   UNSPLITVOC:	(yitoEAqib)
          POS:	IV3MS+IV_PASS
          VOC:	yi+toEAqib
        GLOSS:	he/it+take punishment

 INPUT STRING:	وبشدة
     IS_TRANS:	wb$dp
        INDEX:	P24W11
      OFFSETS:	49-54
       TOKENS:	P24W12-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$id~ap_1]
   UNSPLITVOC:	(wibi$id~ap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+$id~+ap
        GLOSS:	and+with/by+intensity/forcefulness+[fem.sg.]

 INPUT STRING:	الحزب
     IS_TRANS:	AlHzb
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hizob_2]
   UNSPLITVOC:	(AlHizob)
          POS:	DET+NOUN_PROP
          VOC:	Al+Hizob
        GLOSS:	the+Hizb/Hezb

 INPUT STRING:	الوطنى
     IS_TRANS:	AlwTnY
        INDEX:	P25W2
      OFFSETS:	6-12
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTaniy_1]
   UNSPLITVOC:	(AlwaTaniy)
          POS:	DET+NOUN_PROP
          VOC:	Al+waTaniy
        GLOSS:	the+Wataniy

 INPUT STRING:	انتهى
     IS_TRANS:	AnthY
        INDEX:	P25W3
      OFFSETS:	13-18
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotahaY_1]
   UNSPLITVOC:	(AinotahaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AinotahaY+(null)
        GLOSS:	be concluded/be completed+he/it [verb]

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P25W4
      OFFSETS:	19-23
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	والسياسة
     IS_TRANS:	wAlsyAsp
        INDEX:	P25W5
      OFFSETS:	24-32
       TOKENS:	P25W5-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(wiAlsiyAsap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+siyAs+ap
        GLOSS:	and+the+politics+[fem.sg.]

 INPUT STRING:	ملهاش
     IS_TRANS:	mlhA$
        INDEX:	P25W6
      OFFSETS:	33-38
       TOKENS:	P25W7-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(malhA$)
          POS:	NEG_PART+PREP+PRON_3FS+NEG_PART
          VOC:	ma+li+hA+$
        GLOSS:	not+for/to+she/it+not

 INPUT STRING:	دعوة
     IS_TRANS:	dEwp
        INDEX:	P25W7
      OFFSETS:	39-43
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(daEowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	daEow+ap
        GLOSS:	none of her business+[fem.sg.]

 INPUT STRING:	بالدين
     IS_TRANS:	bAldyn
        INDEX:	P25W8
      OFFSETS:	44-50
       TOKENS:	P25W12-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(biAld~iyn)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+diyn
        GLOSS:	with/by+the+religion

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الاساس
     IS_TRANS:	AlAsAs
        INDEX:	P26W2
      OFFSETS:	3-9
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(Al>asAs)
          POS:	DET+NOUN
          VOC:	Al+>asAs
        GLOSS:	the+foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P26W3
      OFFSETS:	10-13
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P26W4
      OFFSETS:	14-16
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P26W5
      OFFSETS:	17-20
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P26W6
      OFFSETS:	21-26
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	الواجهة
     IS_TRANS:	AlwAjhp
        INDEX:	P26W7
      OFFSETS:	27-34
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAjohap_1]
   UNSPLITVOC:	(AlwAjohap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+wAjoh+ap
        GLOSS:	the+facade/outside+[fem.sg.]

 INPUT STRING:	بتاعتهم
     IS_TRANS:	btAEthm
        INDEX:	P26W8
      OFFSETS:	35-42
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAEap_1]
   UNSPLITVOC:	(bitAEithum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	bitAE+ap+hum
        GLOSS:	own+[fem.sg.]+their

 INPUT STRING:	ولازم
     IS_TRANS:	wlAzm
        INDEX:	P26W9
      OFFSETS:	43-48
       TOKENS:	P26W10-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(wilAzim)
          POS:	CONJ+NOUN
          VOC:	wi+lAzim
        GLOSS:	and+necessary/required/needed

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P26W10
      OFFSETS:	49-54
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	تبعد
     IS_TRANS:	tbEd
        INDEX:	P27W1
      OFFSETS:	0-4
       TOKENS:	P27W1-P27W1
