 INPUT STRING:	وصيـــــــــــــــه
        INDEX:	P43W10
      OFFSETS:	44-46
       TOKENS:	P43W11-P43W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ولاد
     IS_TRANS:	wlAd
        INDEX:	P43W11
      OFFSETS:	47-51
       TOKENS:	P43W12-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wilAd)
          POS:	NOUN
          VOC:	wilAd
        GLOSS:	child/son

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W12
      OFFSETS:	52-53
       TOKENS:	P43W13-P43W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W13
      OFFSETS:	53-54
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	حبيب
     IS_TRANS:	Hbyb
        INDEX:	P44W1
      OFFSETS:	2-6
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Hbyb)
          POS:	NOUN_PROP
          VOC:	Hbyb
        GLOSS:	Habib

 INPUT STRING:	قلبه
     IS_TRANS:	qlbh
        INDEX:	P44W2
      OFFSETS:	7-11
       TOKENS:	P44W2-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(qalobuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	qalob+uh
        GLOSS:	heart/center/essence+his/its

 INPUT STRING:	ميت
     IS_TRANS:	myt
        INDEX:	P44W3
      OFFSETS:	12-15
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[may~it_1]
   UNSPLITVOC:	(myt)
          POS:	ADJ
          VOC:	myt
        GLOSS:	dead

 INPUT STRING:	وإيده
     IS_TRANS:	w<ydh
        INDEX:	P44W4
      OFFSETS:	16-21
       TOKENS:	P44W5-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(wa<iyduh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	wa+<iyd+uh
        GLOSS:	with+hand+his/its

 INPUT STRING:	طرشه
     IS_TRANS:	Tr$h
        INDEX:	P44W5
      OFFSETS:	22-26
       TOKENS:	P44W8-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ta$ap_1]
   UNSPLITVOC:	(Tr$ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tr$+ap
        GLOSS:	deaf+[fem.sg.]

 INPUT STRING:	وهوه
     IS_TRANS:	whwh
        INDEX:	P45W1
      OFFSETS:	1-5
       TOKENS:	P45W1-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~ah_1]
   UNSPLITVOC:	(wihuw~ah)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~ah
        GLOSS:	and+he/it

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P45W2
      OFFSETS:	6-8
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P45W3
      OFFSETS:	9-13
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	ينفع
     IS_TRANS:	ynfE
        INDEX:	P45W4
      OFFSETS:	14-18
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafaE_1]
   UNSPLITVOC:	(yinofaE)
          POS:	IV3MS+IV
          VOC:	yi+nofaE
        GLOSS:	he/it+utilize

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P45W5
      OFFSETS:	19-21
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with/at

 INPUT STRING:	الغجر
     IS_TRANS:	Algjr
        INDEX:	P45W6
      OFFSETS:	22-27
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gajariy_1]
   UNSPLITVOC:	(Algajar)
          POS:	DET+NOUN
          VOC:	Al+gajar
        GLOSS:	the+gipsies

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P45W7
      OFFSETS:	28-32
       TOKENS:	P45W8-P45W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P45W8
      OFFSETS:	33-36
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here

 INPUT STRING:	جمال
     IS_TRANS:	jmAl
        INDEX:	P46W1
      OFFSETS:	1-5
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAl_1]
   UNSPLITVOC:	(jamAl)
          POS:	NOUN_PROP
          VOC:	jamAl
        GLOSS:	Gamal

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P46W2
      OFFSETS:	5-6
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P46W3
      OFFSETS:	7-9
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P46W4
      OFFSETS:	10-12
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	بيعجبنيش
     IS_TRANS:	byEjbny$
        INDEX:	P46W5
      OFFSETS:	13-21
       TOKENS:	P46W5-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(biyiEojibniy$)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:1S+NEG_PART
          VOC:	bi+yi+Eojib+niy+$
        GLOSS:	[present-tense]+he/it+please+me+not

 INPUT STRING:	شنبه
     IS_TRANS:	$nbh
        INDEX:	P46W6
      OFFSETS:	22-26
       TOKENS:	P46W9-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$anab_1]
   UNSPLITVOC:	($anabuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	$anab+uh
        GLOSS:	mustache+his/its

 INPUT STRING:	يابابا
     IS_TRANS:	yAbAbA
        INDEX:	P46W7
      OFFSETS:	27-33
       TOKENS:	P46W11-P46W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(yAbAbA)
          POS:	VOC_PART+NOUN
          VOC:	yaA+bAbA
        GLOSS:	oh+Pope/father

 INPUT STRING:	حسنى
     IS_TRANS:	HsnY
        INDEX:	P47W1
      OFFSETS:	1-5
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Husoniy_1]
   UNSPLITVOC:	(Husoniy)
          POS:	NOUN_PROP
          VOC:	Husoniy
        GLOSS:	Hosni

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P47W2
      OFFSETS:	5-6
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	إنته
     IS_TRANS:	<nth
        INDEX:	P47W3
      OFFSETS:	7-11
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<intah_1]
   UNSPLITVOC:	(<intah)
          POS:	PRON_2MS
          VOC:	<intah
        GLOSS:	you

 INPUT STRING:	مالك
     IS_TRANS:	mAlk
        INDEX:	P47W4
      OFFSETS:	12-16
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAlk)
          POS:	NO_FUNC
          VOC:	mAlk
        GLOSS:	nogloss

 INPUT STRING:	ومال
     IS_TRANS:	wmAl
        INDEX:	P47W5
      OFFSETS:	17-21
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmAl)
          POS:	NO_FUNC
          VOC:	wmAl
        GLOSS:	nogloss

 INPUT STRING:	أم
     IS_TRANS:	>m
        INDEX:	P47W6
      OFFSETS:	22-24
       TOKENS:	P47W6-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~)
          POS:	NOUN
          VOC:	>um~
        GLOSS:	mother/maternal/mothers

 INPUT STRING:	شنبه
     IS_TRANS:	$nbh
        INDEX:	P47W7
      OFFSETS:	25-29
       TOKENS:	P47W7-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$anab_1]
   UNSPLITVOC:	($anabuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	$anab+uh
        GLOSS:	mustache+his/its

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W8
      OFFSETS:	30-31
       TOKENS:	P47W9-P47W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W9
      OFFSETS:	31-32
       TOKENS:	P47W10-P47W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W10
      OFFSETS:	32-33
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W11
      OFFSETS:	33-34
       TOKENS:	P47W12-P47W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W12
      OFFSETS:	34-35
       TOKENS:	P47W13-P47W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	إحنا
     IS_TRANS:	<HnA
        INDEX:	P47W13
      OFFSETS:	36-40
       TOKENS:	P47W14-P47W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	بنشترى
     IS_TRANS:	bn$trY
        INDEX:	P47W14
      OFFSETS:	41-47
       TOKENS:	P47W15-P47W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otaraY_1]
   UNSPLITVOC:	(bini$otiriy)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+$otiriy
        GLOSS:	[present-tense]+we+buy

 INPUT STRING:	مجرم
     IS_TRANS:	mjrm
        INDEX:	P47W15
      OFFSETS:	48-52
       TOKENS:	P47W17-P47W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujorim_1]
   UNSPLITVOC:	(mujorim)
          POS:	NOUN
          VOC:	mujorim
        GLOSS:	criminal

 INPUT STRING:	جمال
     IS_TRANS:	jmAl
        INDEX:	P48W1
      OFFSETS:	1-5
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAl_1]
   UNSPLITVOC:	(jamAl)
          POS:	NOUN_PROP
          VOC:	jamAl
        GLOSS:	Gamal

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P48W2
      OFFSETS:	5-6
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	أعاهدك
     IS_TRANS:	>EAhdk
        INDEX:	P48W3
      OFFSETS:	7-13
       TOKENS:	P48W3-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAhid_1]
   UNSPLITVOC:	(AaEAhodak)
          POS:	IV1S+IV+IVSUFF_DO:2MS
          VOC:	Aa+EAhod+ak
        GLOSS:	I+swear+you

 INPUT STRING:	يابابا
     IS_TRANS:	yAbAbA
        INDEX:	P48W4
      OFFSETS:	14-20
       TOKENS:	P48W5-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(yAbAbA)
          POS:	VOC_PART+NOUN
          VOC:	yaA+bAbA
        GLOSS:	oh+Pope/father

 INPUT STRING:	إنى
     IS_TRANS:	<nY
        INDEX:	P48W5
      OFFSETS:	21-24
       TOKENS:	P48W7-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>in~_1]
   UNSPLITVOC:	(>in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	>in~+iy
        GLOSS:	that+I

 INPUT STRING:	حخليه
     IS_TRANS:	Hxlyh
        INDEX:	P48W6
      OFFSETS:	25-30
       TOKENS:	P48W9-P48W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(HaAaxal~iyh)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	Ha+Aa+xal~iy+uh
        GLOSS:	will+I+release/evacuate/allow/be released/be evacuated/be allowed+them

 INPUT STRING:	معايا
     IS_TRANS:	mEAyA
        INDEX:	P48W7
      OFFSETS:	31-36
       TOKENS:	P48W12-P48W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	maEa+iy
        GLOSS:	with/at+my

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P48W8
      OFFSETS:	37-40
       TOKENS:	P48W14-P48W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wami$)
          POS:	CONJ+NEG_PART
          VOC:	wa+mi$
        GLOSS:	and+not

 INPUT STRING:	حفرط
     IS_TRANS:	HfrT
        INDEX:	P48W9
      OFFSETS:	41-45
       TOKENS:	P48W16-P48W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[far~aT_1]
   UNSPLITVOC:	(HaAafar~iT)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+far~iT
        GLOSS:	will+I+get rid/let go

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P48W10
      OFFSETS:	46-49
       TOKENS:	P48W18-P48W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+he/it

 INPUT STRING:	أبداً
     IS_TRANS:	>bdAF
        INDEX:	P48W11
      OFFSETS:	50-55
       TOKENS:	P48W20-P48W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abad+AF
        GLOSS:	never/definitely not/not at all+[acc.indef.]

 INPUT STRING:	حسنى
     IS_TRANS:	HsnY
        INDEX:	P49W1
      OFFSETS:	1-5
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Husoniy_1]
   UNSPLITVOC:	(Husoniy)
          POS:	NOUN_PROP
          VOC:	Husoniy
        GLOSS:	Hosni

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P49W2
      OFFSETS:	5-6
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P49W3
      OFFSETS:	7-12
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh

 INPUT STRING:	طنطاوى
     IS_TRANS:	TnTAwY
        INDEX:	P49W4
      OFFSETS:	13-19
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TanoTAwiy_1]
   UNSPLITVOC:	(TanoTAwiy)
          POS:	NOUN_PROP
          VOC:	TanoTAwiy
        GLOSS:	Tantawi

 INPUT STRING:	ياولاد
     IS_TRANS:	yAwlAd
        INDEX:	P49W5
      OFFSETS:	20-26
       TOKENS:	P49W5-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(yAwilAd)
          POS:	VOC_PART+NOUN
          VOC:	yaA+wilAd
        GLOSS:	oh+child/son

 INPUT STRING:	راجل
     IS_TRANS:	rAjl
        INDEX:	P49W6
      OFFSETS:	27-31
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(rAjil)
          POS:	NOUN
          VOC:	rAjil
        GLOSS:	man

 INPUT STRING:	بركة
     IS_TRANS:	brkp
        INDEX:	P49W7
      OFFSETS:	32-36
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barakap_1]
   UNSPLITVOC:	(barakap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	barak+ap
        GLOSS:	blessing/blessings+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W8
      OFFSETS:	37-38
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W9
      OFFSETS:	38-39
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W10
      OFFSETS:	39-40
       TOKENS:	P49W11-P49W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W11
      OFFSETS:	40-41
       TOKENS:	P49W12-P49W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W12
      OFFSETS:	41-42
       TOKENS:	P49W13-P49W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W13
      OFFSETS:	42-43
       TOKENS:	P49W14-P49W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	يمين
     IS_TRANS:	ymyn
        INDEX:	P49W14
      OFFSETS:	44-48
       TOKENS:	P49W15-P49W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yimiyn_1]
   UNSPLITVOC:	(yimiyn)
          POS:	NOUN
          VOC:	yimiyn
        GLOSS:	right

 INPUT STRING:	يمين
     IS_TRANS:	ymyn
        INDEX:	P49W15
      OFFSETS:	49-53
       TOKENS:	P49W16-P49W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yimiyn_1]
   UNSPLITVOC:	(yimiyn)
          POS:	NOUN
          VOC:	yimiyn
        GLOSS:	right

 INPUT STRING:	شمال
     IS_TRANS:	$mAl
        INDEX:	P49W16
      OFFSETS:	54-58
       TOKENS:	P49W17-P49W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$imAl_1]
   UNSPLITVOC:	($imAl)
          POS:	NOUN
          VOC:	$imAl
        GLOSS:	north/North

 INPUT STRING:	شمال
     IS_TRANS:	$mAl
        INDEX:	P49W17
      OFFSETS:	59-63
       TOKENS:	P49W18-P49W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$imAl_1]
   UNSPLITVOC:	($imAl)
          POS:	NOUN
          VOC:	$imAl
        GLOSS:	north/North

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P49W18
      OFFSETS:	64-65
       TOKENS:	P49W19-P49W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
