 INPUT STRING:	الســـــــــــلام
      OFFSETS:	30-35
       TOKENS:	P32W9-P32W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>amar_1]
   UNSPLITVOC:	(yito>amir)
          POS:	IV3MS+IV
          VOC:	yi+to>amir
        GLOSS:	he/it+make a conspiracy

 INPUT STRING:	ويقتل
     IS_TRANS:	wyqtl
        INDEX:	P32W9
      OFFSETS:	36-41
       TOKENS:	P32W10-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatal_1]
   UNSPLITVOC:	(wiyiqotil)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+qotil
        GLOSS:	and+he/it+kill

 INPUT STRING:	ابرياء
     IS_TRANS:	AbryA'
        INDEX:	P32W10
      OFFSETS:	42-48
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bariy'_1]
   UNSPLITVOC:	(>aboriyA')
          POS:	ADJ
          VOC:	>aboriyA'
        GLOSS:	innocent

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P32W11
      OFFSETS:	49-54
       TOKENS:	P32W13-P32W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair

 INPUT STRING:	تضرر
     IS_TRANS:	tDrr
        INDEX:	P32W12
      OFFSETS:	55-59
       TOKENS:	P32W15-P32W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taDar~ar_1]
   UNSPLITVOC:	(taDar~ar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	taDar~ar+(null)
        GLOSS:	complain/be injured+he/it [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P32W13
      OFFSETS:	60-62
       TOKENS:	P32W16-P32W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الثوره
     IS_TRANS:	Alvwrh
        INDEX:	P32W14
      OFFSETS:	63-69
       TOKENS:	P32W17-P32W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P33W1
      OFFSETS:	0-3
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	هقول
     IS_TRANS:	hqwl
        INDEX:	P33W2
      OFFSETS:	4-8
       TOKENS:	P33W3-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwl)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+quwl
        GLOSS:	will+I+said/say/be said/say/(for example)

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P33W3
      OFFSETS:	9-12
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P33W4
      OFFSETS:	13-17
       TOKENS:	P33W6-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/God+our

 INPUT STRING:	مطلع
     IS_TRANS:	mTlE
        INDEX:	P33W5
      OFFSETS:	18-22
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muT~alaE_1]
   UNSPLITVOC:	(muT~alaE)
          POS:	ADJ
          VOC:	muT~alaE
        GLOSS:	understood/see

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P33W6
      OFFSETS:	23-26
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	القلوب
     IS_TRANS:	Alqlwb
        INDEX:	P33W7
      OFFSETS:	27-33
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(Alquluwb)
          POS:	DET+NOUN
          VOC:	Al+quluwb
        GLOSS:	the+heart/center/essence

 INPUT STRING:	ويعلم
     IS_TRANS:	wyElm
        INDEX:	P33W8
      OFFSETS:	34-39
       TOKENS:	P33W11-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilim_1]
   UNSPLITVOC:	(wiyiEolam)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+Eolam
        GLOSS:	and+he/it+know

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P33W9
      OFFSETS:	40-42
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P33W10
      OFFSETS:	43-45
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	نعلم
     IS_TRANS:	nElm
        INDEX:	P33W11
      OFFSETS:	46-50
       TOKENS:	P33W15-P33W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilim_1]
   UNSPLITVOC:	(niEolam)
          POS:	IV1P+IV
          VOC:	ni+Eolam
        GLOSS:	we+know

 INPUT STRING:	وقادر
     IS_TRANS:	wqAdr
        INDEX:	P33W12
      OFFSETS:	51-56
       TOKENS:	P33W16-P33W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(wiqAdir)
          POS:	CONJ+ADJ.VN
          VOC:	wi+qAdir
        GLOSS:	and+capable/able

 INPUT STRING:	يجيب
     IS_TRANS:	yjyb
        INDEX:	P33W13
      OFFSETS:	57-61
       TOKENS:	P33W18-P33W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(yijiyb)
          POS:	IV3MS+IV
          VOC:	yi+jiyb
        GLOSS:	he/it+bring

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P33W14
      OFFSETS:	62-64
       TOKENS:	P33W19-P33W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	right, prerogative, truth

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P33W15
      OFFSETS:	65-67
       TOKENS:	P33W20-P33W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P33W16
      OFFSETS:	68-72
       TOKENS:	P33W21-P33W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	alone/ individual/ single

 INPUT STRING:	اتظلم
     IS_TRANS:	AtZlm
        INDEX:	P33W17
      OFFSETS:	73-78
       TOKENS:	P33W22-P33W22
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AtZlm)
          POS:	NO_FUNC
          VOC:	AtZlm
        GLOSS:	nogloss

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P33W18
      OFFSETS:	79-81
       TOKENS:	P33W23-P33W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	اتقتل
     IS_TRANS:	Atqtl
        INDEX:	P33W19
      OFFSETS:	82-87
       TOKENS:	P33W24-P33W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>itoqatal_1]
   UNSPLITVOC:	(>itoqatal)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	>itoqatal+(null)
        GLOSS:	be killed+he/it

 INPUT STRING:	غدر
     IS_TRANS:	gdr
        INDEX:	P33W20
      OFFSETS:	88-91
       TOKENS:	P33W25-P33W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gador_1]
   UNSPLITVOC:	(gador)
          POS:	NOUN
          VOC:	gador
        GLOSS:	treason/deception/perfidiously/treacherously

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P34W1
      OFFSETS:	0-7
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	واضح
     IS_TRANS:	wADH
        INDEX:	P34W2
      OFFSETS:	8-12
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wADiH_1]
   UNSPLITVOC:	(wADiH)
          POS:	ADJ
          VOC:	wADiH
        GLOSS:	clear/obvious/visible

 INPUT STRING:	وضوح
     IS_TRANS:	wDwH
        INDEX:	P34W3
      OFFSETS:	13-17
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wuDuwH_1]
   UNSPLITVOC:	(wuDuwH)
          POS:	NOUN
          VOC:	wuDuwH
        GLOSS:	clarity/plainness

 INPUT STRING:	الشمس
     IS_TRANS:	Al$ms
        INDEX:	P34W4
      OFFSETS:	18-23
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$amos_1]
   UNSPLITVOC:	(Al$~amos)
          POS:	DET+NOUN
          VOC:	Al+$amos
        GLOSS:	the+Sun

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P35W1
      OFFSETS:	0-5
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	وعصابته
     IS_TRANS:	wESAbth
        INDEX:	P35W2
      OFFSETS:	6-13
       TOKENS:	P35W2-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EiSabap_1]
   UNSPLITVOC:	(wiEiSabtuh)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	wi+EiSab+ap+uh
        GLOSS:	and+gang/group/band+[fem.sg.]+his

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P35W3
      OFFSETS:	14-16
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نظام
     IS_TRANS:	nZAm
        INDEX:	P35W4
      OFFSETS:	17-21
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(niZAm)
          POS:	NOUN
          VOC:	niZAm
        GLOSS:	regime/government

 INPUT STRING:	فاسد
     IS_TRANS:	fAsd
        INDEX:	P35W5
      OFFSETS:	22-26
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAsid_1]
   UNSPLITVOC:	(fAsid)
          POS:	ADJ
          VOC:	fAsid
        GLOSS:	corrupt/immoral

 INPUT STRING:	بدعم
     IS_TRANS:	bdEm
        INDEX:	P35W6
      OFFSETS:	27-31
       TOKENS:	P35W8-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEom_1]
   UNSPLITVOC:	(bidaEom)
          POS:	PREP+NOUN
          VOC:	bi+daEom
        GLOSS:	with/by+support/assistance/endorsement

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P35W7
      OFFSETS:	32-34
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	احلفائة
     IS_TRANS:	AHlfA}p
        INDEX:	P35W8
      OFFSETS:	35-42
       TOKENS:	P35W11-P35W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Halif]
   UNSPLITVOC:	(AHulafA'ih)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	AHulafA'+ih
        GLOSS:	allies+his

 INPUT STRING:	ممن
     IS_TRANS:	mmn
        INDEX:	P35W9
      OFFSETS:	43-46
       TOKENS:	P35W13-P35W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mim~an_1]
   UNSPLITVOC:	(mim~an)
          POS:	PREP+REL_PRON
          VOC:	min+man
        GLOSS:	from+whom

 INPUT STRING:	يحكمون
     IS_TRANS:	yHkmwn
        INDEX:	P35W10
      OFFSETS:	47-53
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yaHokumuwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	ya+Hokum+uwn
        GLOSS:	they+judge/govern+they

 INPUT STRING:	البلاد
     IS_TRANS:	AlblAd
        INDEX:	P35W11
      OFFSETS:	54-60
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(AlbilAd)
          POS:	DET+NOUN
          VOC:	Al+bilAd
        GLOSS:	the+country/country/countries

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P35W12
      OFFSETS:	61-65
       TOKENS:	P35W17-P35W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalaY)
          POS:	CONJ+PREP
          VOC:	wi+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	رأسهم
     IS_TRANS:	r>shm
        INDEX:	P35W13
      OFFSETS:	66-71
       TOKENS:	P35W19-P35W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>os_1]
   UNSPLITVOC:	(ra>oshum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	ra>os+hum
        GLOSS:	head/top+their

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P35W14
      OFFSETS:	72-76
       TOKENS:	P35W21-P35W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	قياده
     IS_TRANS:	qyAdh
        INDEX:	P35W15
      OFFSETS:	77-82
       TOKENS:	P35W22-P35W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiyAdap_1]
   UNSPLITVOC:	(qiyAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qiyAd+ap
        GLOSS:	leadership/command+[fem.sg.]

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P35W16
      OFFSETS:	83-89
       TOKENS:	P35W23-P35W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	المضادة
     IS_TRANS:	AlmDAdp
        INDEX:	P35W17
      OFFSETS:	90-97
       TOKENS:	P35W24-P35W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muDAd_1]
   UNSPLITVOC:	(AlmuDAdap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muDAd+ap
        GLOSS:	the+contrary/opposite+[fem.sg.]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P36W1
      OFFSETS:	0-3
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P36W2
      OFFSETS:	4-9
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	متنقلش
     IS_TRANS:	mtnql$
        INDEX:	P36W3
      OFFSETS:	10-16
       TOKENS:	P36W3-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<itonaqal_1]
   UNSPLITVOC:	(mAtinoqil$)
          POS:	NEG_PART+IV2MS+IV+NEG_PART
          VOC:	mA+ti+noqil+$
        GLOSS:	not+he+move/displace+not

 INPUT STRING:	طرة
     IS_TRANS:	Trp
        INDEX:	P36W4
      OFFSETS:	17-20
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Turap_1]
   UNSPLITVOC:	(Turap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	Tur+ap
        GLOSS:	Tora/Tura+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P36W5
      OFFSETS:	21-23
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P36W6
      OFFSETS:	24-27
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_2]
   UNSPLITVOC:	(>aw~al)
          POS:	ADJ_NUM
          VOC:	>aw~al
        GLOSS:	first

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P36W7
      OFFSETS:	28-31
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	day

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P36W8
      OFFSETS:	32-33
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P37W2
      OFFSETS:	4-6
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P37W3
      OFFSETS:	7-11
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P37W4
      OFFSETS:	12-16
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تيجى
     IS_TRANS:	tyjY
        INDEX:	P37W5
      OFFSETS:	17-21
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(tiyojiy)
          POS:	IV3FS+IV
          VOC:	ti+yojiy
        GLOSS:	it/they/she+come

 INPUT STRING:	بمظاهرة
     IS_TRANS:	bmZAhrp
        INDEX:	P37W6
      OFFSETS:	22-29
       TOKENS:	P37W6-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muZAhorap_1]
   UNSPLITVOC:	(bimuZAhorap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+muZAhor+ap
        GLOSS:	with/by+revolution/uprising+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W7
      OFFSETS:	29-30
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P37W8
      OFFSETS:	30-31
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P38W1
      OFFSETS:	0-3
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P38W2
      OFFSETS:	4-8
       TOKENS:	P38W2-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiy$)
          POS:	NEG_PART+PREP+NEG_PART
