 INPUT STRING:	اولا
     IS_TRANS:	w$bbhAAAAAAA
        INDEX:	P44W5
      OFFSETS:	26-38
       TOKENS:	P44W5-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$abAb_1]
   UNSPLITVOC:	(wi$ababhA)
          POS:	CONJ+NOUN+POSS_PRON_3FS
          VOC:	wi+$abab+hA
        GLOSS:	and+young men+its/their/her

 INPUT STRING:	معتصميييييييين
     IS_TRANS:	mEtSmyyyyyyyyn
        INDEX:	P44W6
      OFFSETS:	39-53
       TOKENS:	P44W8-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muEtaSim_1]
   UNSPLITVOC:	(muEtaSimiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	muEtaSim+iyn
        GLOSS:	seeking refuge/resorting to+[pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P44W7
      OFFSETS:	54-56
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ميدان
     IS_TRANS:	mydAn
        INDEX:	P44W8
      OFFSETS:	57-62
       TOKENS:	P44W10-P44W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(miydAn)
          POS:	NOUN
          VOC:	miydAn
        GLOSS:	square

 INPUT STRING:	المنشيا
     IS_TRANS:	Almn$yA
        INDEX:	P44W9
      OFFSETS:	63-70
       TOKENS:	P44W11-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mano$iy~ap_1]
   UNSPLITVOC:	(Almano$iy~aA)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+mano$iy~+ap
        GLOSS:	the+manshia+[fem.sg.]

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P44W10
      OFFSETS:	71-74
       TOKENS:	P44W12-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	المستشفيات
     IS_TRANS:	Almst$fyAt
        INDEX:	P44W11
      OFFSETS:	75-85
       TOKENS:	P44W14-P44W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(Almusota$ofayAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+musota$ofay+At
        GLOSS:	the+hospital+[fem.pl.]

 INPUT STRING:	كانو
     IS_TRANS:	kAnw
        INDEX:	P44W12
      OFFSETS:	86-90
       TOKENS:	P44W15-P44W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	بيتبرعو
     IS_TRANS:	bytbrEw
        INDEX:	P44W13
      OFFSETS:	91-98
       TOKENS:	P44W16-P44W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<itbar~aE_1]
   UNSPLITVOC:	(biyitbar~aEuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+tbar~aE+uwA
        GLOSS:	[present-tense]+they+contribute/donate/give+[pl.]

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P44W14
      OFFSETS:	99-101
       TOKENS:	P44W18-P44W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bl)
          POS:	TYPO
          VOC:	bl
        GLOSS:	nogloss

 INPUT STRING:	دم
     IS_TRANS:	dm
        INDEX:	P44W15
      OFFSETS:	102-104
       TOKENS:	P44W19-P44W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~)
          POS:	NOUN
          VOC:	dam~
        GLOSS:	blood

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P45W1
      OFFSETS:	0-5
       TOKENS:	P45W1-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P45W2
      OFFSETS:	6-8
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every

 INPUT STRING:	كلمه
     IS_TRANS:	klmh
        INDEX:	P45W3
      OFFSETS:	9-13
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kilomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kilom+ap
        GLOSS:	word+[fem.sg.]

 INPUT STRING:	قولتيها
     IS_TRANS:	qwltyhA
        INDEX:	P45W4
      OFFSETS:	14-21
       TOKENS:	P45W5-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwltiyhA)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:3FS
          VOC:	quwl+tiy+hA
        GLOSS:	say/tell+you+it/them/her

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P45W5
      OFFSETS:	22-24
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	correct/true

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P46W1
      OFFSETS:	0-2
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this/that

 INPUT STRING:	الامن
     IS_TRANS:	AlAmn
        INDEX:	P46W2
      OFFSETS:	3-8
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(Al>amon)
          POS:	DET+NOUN
          VOC:	Al+>amon
        GLOSS:	the+security/safety

 INPUT STRING:	واقف
     IS_TRANS:	wAqf
        INDEX:	P46W3
      OFFSETS:	9-13
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqif_1]
   UNSPLITVOC:	(wAqif)
          POS:	ADJ
          VOC:	wAqif
        GLOSS:	standing

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P46W4
      OFFSETS:	14-16
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	قلته
     IS_TRANS:	qlth
        INDEX:	P46W5
      OFFSETS:	17-21
       TOKENS:	P46W5-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(qil~ituh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	qil~+ap+uh
        GLOSS:	scarcity/lack of/small number or amount of+[fem.sg.]+his/its

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P46W6
      OFFSETS:	22-26
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	واخد
     IS_TRANS:	wAxd
        INDEX:	P46W7
      OFFSETS:	27-31
       TOKENS:	P46W8-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(wi>axad)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>axad+(null)
        GLOSS:	and+take+he/it

 INPUT STRING:	اوامر
     IS_TRANS:	AwAmr
        INDEX:	P46W8
      OFFSETS:	32-37
       TOKENS:	P46W10-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aamor_1]
   UNSPLITVOC:	(AawAmir)
          POS:	NOUN
          VOC:	AawAmir
        GLOSS:	orders/commends

 INPUT STRING:	بعدم
     IS_TRANS:	bEdm
        INDEX:	P46W9
      OFFSETS:	38-42
       TOKENS:	P46W11-P46W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(biEadam)
          POS:	PREP+NOUN
          VOC:	bi+Eadam
        GLOSS:	with/by+absence of/lack of/not/non-

 INPUT STRING:	التحرك
     IS_TRANS:	AltHrk
        INDEX:	P46W10
      OFFSETS:	43-49
       TOKENS:	P46W13-P46W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHar~uk_1]
   UNSPLITVOC:	(Alt~aHar~uk)
          POS:	DET+NOUN
          VOC:	Al+taHar~uk
        GLOSS:	the+movement/motion/activity

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P46W11
      OFFSETS:	50-54
       TOKENS:	P46W14-P46W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	بيمسكوا
     IS_TRANS:	bymskwA
        INDEX:	P46W12
      OFFSETS:	55-62
       TOKENS:	P46W16-P46W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misik_1]
   UNSPLITVOC:	(biyimosikuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+mosik+uwA
        GLOSS:	[present-tense]+they+hold/seize+we

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P46W13
      OFFSETS:	63-65
       TOKENS:	P46W18-P46W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	extent/limit/level/border/one/person

 INPUT STRING:	بيسيبوه
     IS_TRANS:	bysybwh
        INDEX:	P46W14
      OFFSETS:	66-73
       TOKENS:	P46W19-P46W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(biyisiybuwh)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	bi+yi+siyb+uwA+uh
        GLOSS:	[present-tense]+they+leave/let+we+them

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P46W15
      OFFSETS:	74-76
       TOKENS:	P46W22-P46W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ساعتها
     IS_TRANS:	sAEthA
        INDEX:	P46W16
      OFFSETS:	77-83
       TOKENS:	P46W23-P46W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	sAE+ap+hA
        GLOSS:	hour/time/hours+[fem.sg.]+its/their/her

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P46W17
      OFFSETS:	84-86
       TOKENS:	P46W25-P46W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this/that

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P46W18
      OFFSETS:	87-89
       TOKENS:	P46W26-P46W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شرع
     IS_TRANS:	$rE
        INDEX:	P46W19
      OFFSETS:	90-93
       TOKENS:	P46W27-P46W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroE_1]
   UNSPLITVOC:	($aroE)
          POS:	NOUN
          VOC:	$aroE
        GLOSS:	law

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P46W20
      OFFSETS:	94-97
       TOKENS:	P46W28-P46W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who/whom

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P46W21
      OFFSETS:	98-100
       TOKENS:	P46W29-P46W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this/that

 INPUT STRING:	كفايه
     IS_TRANS:	kfAyh
        INDEX:	P47W1
      OFFSETS:	0-5
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAyap_1]
   UNSPLITVOC:	(kifAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kifAy+ap
        GLOSS:	sufficiency/competence/enough+[fem.sg.]

 INPUT STRING:	بأه
     IS_TRANS:	b>h
        INDEX:	P47W2
      OFFSETS:	6-9
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ba>ah_1]
   UNSPLITVOC:	(ba>ah)
          POS:	ADV
          VOC:	ba>ah
        GLOSS:	so/thus

 INPUT STRING:	تغييب
     IS_TRANS:	tgyyb
        INDEX:	P47W3
      OFFSETS:	10-15
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyb_1]
   UNSPLITVOC:	(tagoyiyb)
          POS:	NOUN
          VOC:	tagoyiyb
        GLOSS:	removal/absence

 INPUT STRING:	للناس
     IS_TRANS:	llnAs
        INDEX:	P47W4
      OFFSETS:	16-21
       TOKENS:	P47W4-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(liln~As)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+nAs
        GLOSS:	for/to+the+people

 INPUT STRING:	وايهامهم
     IS_TRANS:	wAyhAmhm
        INDEX:	P47W5
      OFFSETS:	22-30
       TOKENS:	P47W6-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiyhAm_1]
   UNSPLITVOC:	(wiAiyhAmhum)
          POS:	CONJ+NOUN.VN+POSS_PRON_3P
          VOC:	wi+AiyhAm+hum
        GLOSS:	and+deception/delusion+their

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P47W6
      OFFSETS:	31-33
       TOKENS:	P47W9-P47W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P47W7
      OFFSETS:	34-36
       TOKENS:	P47W10-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P47W8
      OFFSETS:	37-40
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P47W9
      OFFSETS:	41-47
       TOKENS:	P47W12-P47W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P47W10
      OFFSETS:	48-55
       TOKENS:	P47W13-P47W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P47W11
      OFFSETS:	56-61
       TOKENS:	P47W14-P47W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	هاتضيع
     IS_TRANS:	hAtDyE
        INDEX:	P47W12
      OFFSETS:	62-68
       TOKENS:	P47W15-P47W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAE_1]
   UNSPLITVOC:	(HatiDiyE)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+DiyE
        GLOSS:	will+it/they/she+be lost

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P48W1
      OFFSETS:	0-2
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this/that

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P48W2
      OFFSETS:	3-6
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اساس
     IS_TRANS:	AsAs
        INDEX:	P48W3
      OFFSETS:	7-11
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAs)
          POS:	NOUN
          VOC:	>asAs
        GLOSS:	foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P48W4
      OFFSETS:	12-16
       TOKENS:	P48W4-P48W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	عايشيه
     IS_TRANS:	EAy$yh
        INDEX:	P48W5
      OFFSETS:	17-23
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(EAy$yh)
          POS:	TYPO
          VOC:	EAy$yh
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P48W6
      OFFSETS:	24-26
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P48W7
      OFFSETS:	27-30
       TOKENS:	P48W8-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hanA_1]
   UNSPLITVOC:	(hanA)
          POS:	NOUN
          VOC:	hanA
        GLOSS:	good health/happiness

 INPUT STRING:	ورخاء
     IS_TRANS:	wrxA'
        INDEX:	P48W8
      OFFSETS:	31-36
       TOKENS:	P48W9-P48W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raxA'_1]
   UNSPLITVOC:	(wiraxA')
          POS:	CONJ+NOUN
          VOC:	wi+raxA'
        GLOSS:	and+comfort/luxury

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P49W1
      OFFSETS:	0-2
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفين
     IS_TRANS:	EArfyn
        INDEX:	P49W2
      OFFSETS:	3-9
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EArof+iyn
        GLOSS:	knowing/having knowledge of+[pl.]

 INPUT STRING:	يحكموها
     IS_TRANS:	yHkmwhA
        INDEX:	P49W3
      OFFSETS:	10-17
       TOKENS:	P49W3-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yiHokumuwhA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3FS
          VOC:	yi+Hokum+uwA+hA
        GLOSS:	they+govern/rule+[pl.]+it/them/her

 INPUT STRING:	يسيبوها
     IS_TRANS:	ysybwhA
        INDEX:	P49W4
      OFFSETS:	18-25
       TOKENS:	P49W5-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(yisiybuwhA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3FS
          VOC:	yi+siyb+uwA+hA
        GLOSS:	they+leave/let+we+it/them/her

 INPUT STRING:	حبيبتي
     IS_TRANS:	Hbybty
        INDEX:	P50W1
      OFFSETS:	0-6
       TOKENS:	P50W1-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/sweetheart+[fem.sg.]+my

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P50W2
      OFFSETS:	7-9
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	ماتش
     IS_TRANS:	mAt$
        INDEX:	P50W3
      OFFSETS:	10-14
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAto$_1]
   UNSPLITVOC:	(mAto$)
          POS:	NOUN
          VOC:	mAto$
        GLOSS:	match

 INPUT STRING:	بين
