 INPUT STRING:	اقصد
          VOC:	kasuwl+iyn
        GLOSS:	idler/lazy+[pl.]

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P22W19
      OFFSETS:	110-113
       TOKENS:	P22W24-P22W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	كول
     IS_TRANS:	kwl
        INDEX:	P22W20
      OFFSETS:	114-117
       TOKENS:	P22W26-P22W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kwl)
          POS:	FOREIGN
          VOC:	kwl
        GLOSS:	nogloss

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P22W21
      OFFSETS:	118-122
       TOKENS:	P22W27-P22W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P22W22
      OFFSETS:	123-126
       TOKENS:	P22W28-P22W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P22W23
      OFFSETS:	127-130
       TOKENS:	P22W29-P22W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	with/at

 INPUT STRING:	الجد
     IS_TRANS:	Aljd
        INDEX:	P22W24
      OFFSETS:	131-135
       TOKENS:	P22W30-P22W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(Aljad~)
          POS:	DET+NOUN
          VOC:	Al+jad~
        GLOSS:	the+seriousness/earnestness

 INPUT STRING:	حتي
     IS_TRANS:	Hty
        INDEX:	P22W25
      OFFSETS:	136-139
       TOKENS:	P22W31-P22W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	بناتنا
     IS_TRANS:	bnAtnA
        INDEX:	P22W26
      OFFSETS:	140-146
       TOKENS:	P22W32-P22W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(banAtnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	banAt+nA
        GLOSS:	daughter/girl/daughters/girls+our

 INPUT STRING:	رجاله
     IS_TRANS:	rjAlh
        INDEX:	P22W27
      OFFSETS:	147-152
       TOKENS:	P22W34-P22W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(rij~Alap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rij~Al+ap
        GLOSS:	man+[fem.sg.]

 INPUT STRING:	فما
     IS_TRANS:	fmA
        INDEX:	P22W28
      OFFSETS:	153-156
       TOKENS:	P22W35-P22W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(famA)
          POS:	CONJ+REL_PRON
          VOC:	fa+mA
        GLOSS:	so/and+what/which

 INPUT STRING:	بالكم
     IS_TRANS:	bAlkm
        INDEX:	P22W29
      OFFSETS:	157-162
       TOKENS:	P22W37-P22W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(bAlkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	bAl+kum
        GLOSS:	thought+your

 INPUT STRING:	برجالنا
     IS_TRANS:	brjAlnA
        INDEX:	P22W30
      OFFSETS:	163-170
       TOKENS:	P22W39-P22W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rajil_1]
   UNSPLITVOC:	(birjAlnA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	bi+rjAl+nA
        GLOSS:	with/by+men+our

 INPUT STRING:	نكلكم
     IS_TRANS:	nklkm
        INDEX:	P22W31
      OFFSETS:	171-176
       TOKENS:	P22W42-P22W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kal_1]
   UNSPLITVOC:	(nakulkum)
          POS:	IV1P+IV+IVSUFF_DO:2P
          VOC:	na+kul+kum
        GLOSS:	we+eat+you

 INPUT STRING:	احياء
     IS_TRANS:	AHyA'
        INDEX:	P22W32
      OFFSETS:	177-182
       TOKENS:	P22W44-P22W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hay~_2]
   UNSPLITVOC:	(>aHoyA')
          POS:	ADJ
          VOC:	>aHoyA'
        GLOSS:	alive/living/live/lively

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P22W33
      OFFSETS:	183-185
       TOKENS:	P22W45-P22W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(ham~)
          POS:	INTERJ
          VOC:	ham~
        GLOSS:	[Used with kids to incite them to eat]

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P22W34
      OFFSETS:	186-188
       TOKENS:	P22W46-P22W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(ham~)
          POS:	INTERJ
          VOC:	ham~
        GLOSS:	[Used with kids to incite them to eat]

 INPUT STRING:	وتاكدوا
     IS_TRANS:	wtAkdwA
        INDEX:	P22W35
      OFFSETS:	190-197
       TOKENS:	P22W47-P22W47
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wtAkdwA)
          POS:	TYPO
          VOC:	wtAkdwA
        GLOSS:	nogloss

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P22W36
      OFFSETS:	198-200
       TOKENS:	P22W48-P22W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P22W37
      OFFSETS:	201-204
       TOKENS:	P22W49-P22W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P22W38
      OFFSETS:	205-207
       TOKENS:	P22W50-P22W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P22W39
      OFFSETS:	208-211
       TOKENS:	P22W51-P22W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	بها
     IS_TRANS:	bhA
        INDEX:	P22W40
      OFFSETS:	212-215
       TOKENS:	P22W52-P22W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bihA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	with/by+it/them/her

 INPUT STRING:	شرفاء
     IS_TRANS:	$rfA'
        INDEX:	P22W41
      OFFSETS:	216-221
       TOKENS:	P22W54-P22W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ariyf_2]
   UNSPLITVOC:	($urafA')
          POS:	ADJ
          VOC:	$urafA'
        GLOSS:	noble/honorable/respectable

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P22W42
      OFFSETS:	223-225
       TOKENS:	P22W55-P22W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lan_1]
   UNSPLITVOC:	(lan)
          POS:	NEG_PART
          VOC:	lan
        GLOSS:	not, never, nevermore

 INPUT STRING:	ولن
     IS_TRANS:	wln
        INDEX:	P22W43
      OFFSETS:	226-229
       TOKENS:	P22W56-P22W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lan_1]
   UNSPLITVOC:	(walan)
          POS:	CONJ+NEG_PART
          VOC:	wa+lan
        GLOSS:	and+not, never, nevermore

 INPUT STRING:	تنالوا
     IS_TRANS:	tnAlwA
        INDEX:	P22W44
      OFFSETS:	230-236
       TOKENS:	P22W58-P22W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAl_1]
   UNSPLITVOC:	(tnAluwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	t+nAl+uwA
        GLOSS:	you+attain/achieve/acquire+we

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P22W45
      OFFSETS:	237-241
       TOKENS:	P22W59-P22W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhA)
          POS:	PREP+PRON_3FS
          VOC:	min+hA
        GLOSS:	from+it/her/them

 INPUT STRING:	مهما
     IS_TRANS:	mhmA
        INDEX:	P22W46
      OFFSETS:	242-246
       TOKENS:	P22W61-P22W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(mahomA)
          POS:	REL_PRON
          VOC:	mahomA
        GLOSS:	whatever

 INPUT STRING:	اعدتم
     IS_TRANS:	AEdtm
        INDEX:	P22W47
      OFFSETS:	247-252
       TOKENS:	P22W62-P22W62
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AEdtm)
          POS:	TYPO
          VOC:	AEdtm
        GLOSS:	nogloss

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P22W48
      OFFSETS:	253-256
       TOKENS:	P22W63-P22W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/them/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P22W49
      OFFSETS:	257-259
       TOKENS:	P22W65-P22W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مؤامرات
     IS_TRANS:	m&AmrAt
        INDEX:	P22W50
      OFFSETS:	260-267
       TOKENS:	P22W66-P22W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&Amarap_1]
   UNSPLITVOC:	(mu&AmarAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mu&Amar+At
        GLOSS:	plot/conspiracy+[fem.pl.]

 INPUT STRING:	ومهما
     IS_TRANS:	wmhmA
        INDEX:	P22W51
      OFFSETS:	268-273
       TOKENS:	P22W67-P22W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(wimahomA)
          POS:	CONJ+REL_PRON
          VOC:	wi+mahomA
        GLOSS:	and+whatever

 INPUT STRING:	دفعتم
     IS_TRANS:	dfEtm
        INDEX:	P22W52
      OFFSETS:	274-279
       TOKENS:	P22W69-P22W69
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(dafaEtum)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	dafaE+tum
        GLOSS:	push/motivate/pay+you[pl.]

 INPUT STRING:	اموال
     IS_TRANS:	AmwAl
        INDEX:	P22W53
      OFFSETS:	280-285
       TOKENS:	P22W70-P22W70
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAl_1]
   UNSPLITVOC:	(AmowAl)
          POS:	NOUN
          VOC:	AmowAl
        GLOSS:	money/capital/funds/assets/capital/funds

 INPUT STRING:	لمن
     IS_TRANS:	lmn
        INDEX:	P22W54
      OFFSETS:	286-289
       TOKENS:	P22W71-P22W72
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[man_1]
   UNSPLITVOC:	(limano)
          POS:	PREP+REL_PRON
          VOC:	li+mano
        GLOSS:	for/to+who/whom

 INPUT STRING:	سولت
     IS_TRANS:	swlt
        INDEX:	P22W55
      OFFSETS:	290-294
       TOKENS:	P22W73-P22W73
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saw~al_1]
   UNSPLITVOC:	(saw~alit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	saw~al+it
        GLOSS:	entice/seduce+it/they/she

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P22W56
      OFFSETS:	295-298
       TOKENS:	P22W74-P22W75
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to/for+them

 INPUT STRING:	انفسهم
     IS_TRANS:	Anfshm
        INDEX:	P22W57
      OFFSETS:	299-305
       TOKENS:	P22W76-P22W77
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(Anfushum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Anfus+hum
        GLOSS:	selves+their

 INPUT STRING:	وارتموا
     IS_TRANS:	wArtmwA
        INDEX:	P22W58
      OFFSETS:	306-313
       TOKENS:	P22W78-P22W79
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Airotamay_1]
   UNSPLITVOC:	(wiAirotamuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+Airotam+uwA
        GLOSS:	and+fall prostrate/be thrown+they

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P22W59
      OFFSETS:	314-316
       TOKENS:	P22W80-P22W80
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	احضانكم
     IS_TRANS:	AHDAnkm
        INDEX:	P22W60
      OFFSETS:	317-324
       TOKENS:	P22W81-P22W82
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HiDon_1]
   UNSPLITVOC:	(>aHoDAnkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	>aHoDAn+kum
        GLOSS:	bosom/arms+your

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	اسفه
     IS_TRANS:	Asfh
        INDEX:	P23W2
      OFFSETS:	4-8
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|sif_1]
   UNSPLITVOC:	(|sfap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	|sf+ap
        GLOSS:	sorry/regretful+[fem.sg.]

 INPUT STRING:	طولت
     IS_TRANS:	Twlt
        INDEX:	P23W3
      OFFSETS:	9-13
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Taw~il_1]
   UNSPLITVOC:	(Taw~ilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Taw~il+t
        GLOSS:	lengthen+I [verb]

 INPUT STRING:	عليكم
     IS_TRANS:	Elykm
        INDEX:	P23W4
      OFFSETS:	14-19
       TOKENS:	P23W4-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealaykum)
          POS:	PREP+PRON_2P
          VOC:	EalaY+kum
        GLOSS:	on/above+you

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P23W5
      OFFSETS:	20-22
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P23W6
      OFFSETS:	23-25
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	احساسي
     IS_TRANS:	AHsAsy
        INDEX:	P23W7
      OFFSETS:	26-32
       TOKENS:	P23W8-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHsAs_1]
   UNSPLITVOC:	(AiHsAsiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	AiHsAs+iy
        GLOSS:	feeling/sensitivity+my

 INPUT STRING:	وحبيت
     IS_TRANS:	wHbyt
        INDEX:	P23W8
      OFFSETS:	33-38
       TOKENS:	P23W10-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(wiHab~ayt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+Hab~+ayt
        GLOSS:	and+love/like+I

 INPUT STRING:	انقله
     IS_TRANS:	Anqlh
        INDEX:	P23W9
      OFFSETS:	39-44
       TOKENS:	P23W12-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqal_1]
   UNSPLITVOC:	(Aanoqiluh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+noqil+uh
        GLOSS:	I+move/displace+it/him

 INPUT STRING:	لكم
     IS_TRANS:	lkm
        INDEX:	P23W10
      OFFSETS:	45-48
       TOKENS:	P23W14-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liykum)
          POS:	PREP+PRON_2P
          VOC:	li+kum
        GLOSS:	to/for+you [pl.]

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P23W11
      OFFSETS:	49-52
       TOKENS:	P23W16-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	تسجيل
     IS_TRANS:	tsjyl
        INDEX:	P23W12
      OFFSETS:	53-58
       TOKENS:	P23W18-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasojiyl_1]
   UNSPLITVOC:	(tasojiyl)
          POS:	NOUN
          VOC:	tasojiyl
        GLOSS:	registration/recording/documentation

 INPUT STRING:	مني
     IS_TRANS:	mny
        INDEX:	P23W13
      OFFSETS:	59-62
       TOKENS:	P23W19-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+me

 INPUT STRING:	بذالك
     IS_TRANS:	b*Alk
        INDEX:	P23W14
      OFFSETS:	63-68
       TOKENS:	P23W21-P23W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(bi*Alik)
          POS:	PREP+DEM_PRON_MS
          VOC:	bi+*Alik
        GLOSS:	with/by+this

 INPUT STRING:	يمكن
     IS_TRANS:	ymkn
        INDEX:	P23W15
      OFFSETS:	69-73
       TOKENS:	P23W23-P23W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P23W16
      OFFSETS:	74-78
       TOKENS:	P23W24-P23W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يعطيني
     IS_TRANS:	yETyny
        INDEX:	P23W17
      OFFSETS:	79-85
       TOKENS:	P23W26-P23W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aEoTaY_1]
   UNSPLITVOC:	(yiETiyniy)
          POS:	IV3MS+IV+IVSUFF_DO:1S
          VOC:	yi+ETiy+niy
        GLOSS:	he/it+give/provide+me

 INPUT STRING:	العمر
     IS_TRANS:	AlEmr
        INDEX:	P23W18
      OFFSETS:	86-91
       TOKENS:	P23W28-P23W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(AlEumor)
          POS:	DET+NOUN
          VOC:	Al+Eumor
        GLOSS:	the+age/life/ages/age groups

 INPUT STRING:	ونتقابل
     IS_TRANS:	wntqAbl
        INDEX:	P23W19
      OFFSETS:	92-99
       TOKENS:	P23W29-P23W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoqAbil_1]
   UNSPLITVOC:	(winitoqAbil)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+toqAbil
        GLOSS:	and+we+meet face to face

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P23W20
      OFFSETS:	100-104
       TOKENS:	P23W31-P23W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ_NUM
          VOC:	vAniy
        GLOSS:	second/next/again

 INPUT STRING:	وافكركم
     IS_TRANS:	wAfkrkm
        INDEX:	P23W21
      OFFSETS:	105-112
       TOKENS:	P23W32-P23W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(wiAafak~arkum)
          POS:	CONJ+IV1S+IV+IVSUFF_DO:2P
          VOC:	wi+Aa+fak~ar+kum
        GLOSS:	and+I+remind+you

 INPUT STRING:	بما
     IS_TRANS:	bmA
        INDEX:	P23W22
      OFFSETS:	113-116
       TOKENS:	P23W35-P23W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(bimA)
          POS:	PREP+REL_PRON
          VOC:	bi+mA
        GLOSS:	with/by+what/which

 INPUT STRING:	كتبته
     IS_TRANS:	ktbth
        INDEX:	P23W23
      OFFSETS:	117-122
       TOKENS:	P23W37-P23W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(katabtuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	katab+t+uh
