 INPUT STRING:	ثقافه
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN.VN
          VOC:	wi+baEod
        GLOSS:	and+after

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P33W2
      OFFSETS:	5-11
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young man/young men

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P33W3
      OFFSETS:	12-14
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	مفاهيم
     IS_TRANS:	mfAhym
        INDEX:	P33W4
      OFFSETS:	15-21
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mafohuwm_2]
   UNSPLITVOC:	(mafAhiym)
          POS:	NOUN
          VOC:	mafAhiym
        GLOSS:	concepts/notions/senses/meanings/definitions

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P33W5
      OFFSETS:	22-26
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	مهيمنة
     IS_TRANS:	mhymnp
        INDEX:	P33W6
      OFFSETS:	27-33
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhaymin_1]
   UNSPLITVOC:	(muhayminap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muhaymin+ap
        GLOSS:	controlling/supervising/guarding/watching+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P33W7
      OFFSETS:	34-37
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P33W8
      OFFSETS:	38-40
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	سبقوهم
     IS_TRANS:	sbqwhm
        INDEX:	P33W9
      OFFSETS:	41-47
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(sbqwhm)
          POS:	NO_FUNC
          VOC:	sbqwhm
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P33W10
      OFFSETS:	48-50
       TOKENS:	P33W11-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P33W11
      OFFSETS:	51-55
       TOKENS:	P33W12-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P33W12
      OFFSETS:	56-61
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(Albayt)
          POS:	DET+NOUN
          VOC:	Al+bayt
        GLOSS:	the+house/houses

 INPUT STRING:	والاسرة
     IS_TRANS:	wAlAsrp
        INDEX:	P33W13
      OFFSETS:	62-69
       TOKENS:	P33W14-P33W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usorap_1]
   UNSPLITVOC:	(wiAl>usorap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+>usor+ap
        GLOSS:	and+the+family/community+[fem.sg.]

 INPUT STRING:	والاستقرار
     IS_TRANS:	wAlAstqrAr
        INDEX:	P33W14
      OFFSETS:	70-80
       TOKENS:	P33W16-P33W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotiqorAr_1]
   UNSPLITVOC:	(wiAlAisotiqorAr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+AisotiqorAr
        GLOSS:	and+the+stability

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P33W15
      OFFSETS:	81-84
       TOKENS:	P33W18-P33W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P33W16
      OFFSETS:	85-87
       TOKENS:	P33W20-P33W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	الباب
     IS_TRANS:	AlbAb
        INDEX:	P33W17
      OFFSETS:	88-93
       TOKENS:	P33W21-P33W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb_1]
   UNSPLITVOC:	(AlbAb)
          POS:	DET+NOUN
          VOC:	Al+bAb
        GLOSS:	the+door

 INPUT STRING:	الملكى
     IS_TRANS:	AlmlkY
        INDEX:	P33W18
      OFFSETS:	94-100
       TOKENS:	P33W22-P33W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[malokiy_1]
   UNSPLITVOC:	(Almalokiy)
          POS:	DET+ADJ
          VOC:	Al+malokiy
        GLOSS:	the+royal

 INPUT STRING:	لعبور
     IS_TRANS:	lEbwr
        INDEX:	P33W19
      OFFSETS:	101-106
       TOKENS:	P33W23-P33W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eubuwr_1]
   UNSPLITVOC:	(liEubuwr)
          POS:	PREP+NOUN
          VOC:	li+Eubuwr
        GLOSS:	for/to+crossing

 INPUT STRING:	الشاب
     IS_TRANS:	Al$Ab
        INDEX:	P33W20
      OFFSETS:	107-112
       TOKENS:	P33W25-P33W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(Al$~Ab~)
          POS:	DET+NOUN
          VOC:	Al+$Ab~
        GLOSS:	the+young man/young men

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P33W21
      OFFSETS:	113-115
       TOKENS:	P33W26-P33W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مستوى
     IS_TRANS:	mstwY
        INDEX:	P33W22
      OFFSETS:	116-121
       TOKENS:	P33W27-P33W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(musotawaY)
          POS:	NOUN
          VOC:	musotawaY
        GLOSS:	level/standard

 INPUT STRING:	معيشى
     IS_TRANS:	mEy$Y
        INDEX:	P33W23
      OFFSETS:	122-127
       TOKENS:	P33W28-P33W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEiy$iy_1]
   UNSPLITVOC:	(maEiy$iy)
          POS:	ADJ
          VOC:	maEiy$iy
        GLOSS:	livelihood

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P33W24
      OFFSETS:	128-131
       TOKENS:	P33W29-P33W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	مسئول
     IS_TRANS:	ms}wl
        INDEX:	P33W25
      OFFSETS:	132-137
       TOKENS:	P33W30-P33W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso}uwl_1]
   UNSPLITVOC:	(maso}uwl)
          POS:	ADJ
          VOC:	maso}uwl
        GLOSS:	responsible

 INPUT STRING:	لمستوى
     IS_TRANS:	lmstwY
        INDEX:	P33W26
      OFFSETS:	138-144
       TOKENS:	P33W31-P33W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(limusotawaY)
          POS:	PREP+NOUN
          VOC:	li+musotawaY
        GLOSS:	for/to+level/standard

 INPUT STRING:	يتحمل
     IS_TRANS:	ytHml
        INDEX:	P33W27
      OFFSETS:	145-150
       TOKENS:	P33W33-P33W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitHam~il_1]
   UNSPLITVOC:	(yitHam~il)
          POS:	IV3MS+IV
          VOC:	yi+tHam~il
        GLOSS:	he/it+assume/bear (responsibility)

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P33W28
      OFFSETS:	151-154
       TOKENS:	P33W34-P33W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	المسئولية
     IS_TRANS:	Alms}wlyp
        INDEX:	P33W29
      OFFSETS:	155-164
       TOKENS:	P33W36-P33W36
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maso&uwliy~ap_1]
   UNSPLITVOC:	(Almaso}uwliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maso}uwliy~+ap
        GLOSS:	the+responsibility+[fem.sg.]

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P34W1
      OFFSETS:	0-4
       TOKENS:	P34W1-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiyh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+h+$
        GLOSS:	not+there is+it+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P34W2
      OFFSETS:	5-9
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P34W3
      OFFSETS:	10-15
       TOKENS:	P34W6-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name+its/their/her

 INPUT STRING:	ندافع
     IS_TRANS:	ndAfE
        INDEX:	P34W4
      OFFSETS:	16-21
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(nidAfiE)
          POS:	IV1P+IV
          VOC:	ni+dAfiE
        GLOSS:	we+defend

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P34W5
      OFFSETS:	22-24
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P34W6
      OFFSETS:	25-27
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$i}_1]
   UNSPLITVOC:	($i})
          POS:	NOUN
          VOC:	$i}
        GLOSS:	something/thing

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P34W7
      OFFSETS:	28-30
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	ماكنا
     IS_TRANS:	mAknA
        INDEX:	P34W8
      OFFSETS:	31-36
       TOKENS:	P34W12-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kun~A)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1P
          VOC:	mA+kun+~A
        GLOSS:	not+be+we

 INPUT STRING:	واثقين
     IS_TRANS:	wAvqyn
        INDEX:	P34W9
      OFFSETS:	37-43
       TOKENS:	P34W14-P34W14
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wAvqyn)
          POS:	NO_FUNC
          VOC:	wAvqyn
        GLOSS:	nogloss

 INPUT STRING:	وفاهمين
     IS_TRANS:	wfAhmyn
        INDEX:	P34W10
      OFFSETS:	44-51
       TOKENS:	P34W15-P34W15
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wfAhmyn)
          POS:	NO_FUNC
          VOC:	wfAhmyn
        GLOSS:	nogloss

 INPUT STRING:	اصل
     IS_TRANS:	ASl
        INDEX:	P34W11
      OFFSETS:	52-55
       TOKENS:	P34W16-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital

 INPUT STRING:	القضية
     IS_TRANS:	AlqDyp
        INDEX:	P34W12
      OFFSETS:	56-62
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(AlqaDiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaDiy~+ap
        GLOSS:	the+problem/issue/problems/issues+[fem.sg.]

 INPUT STRING:	الدفاع
     IS_TRANS:	AldfAE
        INDEX:	P35W1
      OFFSETS:	0-6
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[difAE_1]
   UNSPLITVOC:	(Ald~ifAE)
          POS:	DET+NOUN
          VOC:	Al+difAE
        GLOSS:	the+defense/in defense

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P35W2
      OFFSETS:	7-9
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عالفاضية
     IS_TRANS:	EAlfADyp
        INDEX:	P35W3
      OFFSETS:	10-18
       TOKENS:	P35W3-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(EaAlfADoyap)
          POS:	PREP+DET+ADJ+NSUFF_FEM_SG
          VOC:	Ea+Al+fADoy+ap
        GLOSS:	like/such+the+empty/unoccupied/free+[fem.sg.]

 INPUT STRING:	والمليانة
     IS_TRANS:	wAlmlyAnp
        INDEX:	P35W4
      OFFSETS:	19-28
       TOKENS:	P35W5-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maloyAn_1]
   UNSPLITVOC:	(wiAlmaloyAnap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wi+Al+maloyAn+ap
        GLOSS:	and+the+full+[fem.sg.]

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P36W1
      OFFSETS:	0-6
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young man/young men

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P36W2
      OFFSETS:	7-11
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	مظلوم
     IS_TRANS:	mZlwm
        INDEX:	P36W3
      OFFSETS:	12-17
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maZoluwm_1]
   UNSPLITVOC:	(maZoluwm)
          POS:	ADJ
          VOC:	maZoluwm
        GLOSS:	oppressed/treated unjustly

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P36W4
      OFFSETS:	18-21
       TOKENS:	P36W4-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	محتاج
     IS_TRANS:	mHtAj
        INDEX:	P36W5
      OFFSETS:	22-27
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAj)
          POS:	ADJ
          VOC:	miHotAj
        GLOSS:	in need/wanting/requiring

 INPUT STRING:	لدفاع
     IS_TRANS:	ldfAE
        INDEX:	P36W6
      OFFSETS:	28-33
       TOKENS:	P36W7-P36W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[difAE_1]
   UNSPLITVOC:	(lidifAE)
          POS:	PREP+NOUN
          VOC:	li+difAE
        GLOSS:	for/to+defense/in defense

 INPUT STRING:	لأنه
     IS_TRANS:	l>nh
        INDEX:	P36W7
      OFFSETS:	34-38
       TOKENS:	P36W9-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for+that+it/he

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P36W8
      OFFSETS:	39-43
       TOKENS:	P36W12-P36W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiy$)
          POS:	NEG_PART+PREP+NEG_PART
          VOC:	ma+fiy+$
        GLOSS:	not+in+not

 INPUT STRING:	تهمة
     IS_TRANS:	thmp
        INDEX:	P36W9
      OFFSETS:	44-48
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuhomap_1]
   UNSPLITVOC:	(tuhomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tuhom+ap
        GLOSS:	accusation/charge+[fem.sg.]

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P36W10
      OFFSETS:	49-53
       TOKENS:	P36W16-P36W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital+[acc.indef.]

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P37W2
      OFFSETS:	4-8
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	الكبير
     IS_TRANS:	Alkbyr
        INDEX:	P37W3
      OFFSETS:	9-15
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(Alkibiyr)
          POS:	DET+NOUN
          VOC:	Al+kibiyr
        GLOSS:	the+large/great/important/major/senior/senior/important one

 INPUT STRING:	لوفيه
     IS_TRANS:	lwfyh
        INDEX:	P37W4
      OFFSETS:	16-21
       TOKENS:	P37W4-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(lawfiyh)
          POS:	SUB_CONJ+PREP+PRON_3MS
          VOC:	law+fiy+h
        GLOSS:	if+in+he/it

 INPUT STRING:	حساب
     IS_TRANS:	HsAb
        INDEX:	P37W5
      OFFSETS:	22-26
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HisAb_1]
   UNSPLITVOC:	(HisAb)
          POS:	NOUN
          VOC:	HisAb
        GLOSS:	invoice/expense/account

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P37W6
      OFFSETS:	27-31
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain/last

 INPUT STRING:	للكبير
     IS_TRANS:	llkbyr
        INDEX:	P37W7
      OFFSETS:	32-38
       TOKENS:	P37W9-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(lilkibiyr)
          POS:	PREP+DET+ADJ
          VOC:	li+Al+kibiyr
        GLOSS:	for/to+the+large/old

 INPUT STRING:	ولازم
     IS_TRANS:	wlAzm
        INDEX:	P37W8
      OFFSETS:	39-44
       TOKENS:	P37W11-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(wilAzim)
          POS:	CONJ+NOUN
          VOC:	wi+lAzim
        GLOSS:	and+necessary/required/needed

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P37W9
      OFFSETS:	45-49
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	افسد
     IS_TRANS:	Afsd
        INDEX:	P37W10
      OFFSETS:	50-54
       TOKENS:	P37W14-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
