 INPUT STRING:	حدث
   UNSPLITVOC:	(bAto$iynuw)
          POS:	NOUN_PROP
          VOC:	bAto$iynuw
        GLOSS:	Patchino

 INPUT STRING:	وروبرت
     IS_TRANS:	wrwbrt
        INDEX:	P24W7
      OFFSETS:	38-44
       TOKENS:	P24W10-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruwbirot_1]
   UNSPLITVOC:	(wiruwbirot)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+ruwbirot
        GLOSS:	and+Robert

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P24W8
      OFFSETS:	45-47
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	NOUN_PROP
          VOC:	diy
        GLOSS:	Di

 INPUT STRING:	نيرو
     IS_TRANS:	nyrw
        INDEX:	P24W9
      OFFSETS:	48-52
       TOKENS:	P24W13-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niyruw_1]
   UNSPLITVOC:	(niyruw)
          POS:	NOUN_PROP
          VOC:	niyruw
        GLOSS:	Niro

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P25W1
      OFFSETS:	1-5
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	عملية
     IS_TRANS:	Emlyp
        INDEX:	P25W2
      OFFSETS:	6-11
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(Eamaliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eamaliy~+ap
        GLOSS:	operation/mission/process+[fem.sg.]

 INPUT STRING:	جديدة
     IS_TRANS:	jdydp
        INDEX:	P25W3
      OFFSETS:	12-17
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jidiyd+ap
        GLOSS:	new/modern+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P25W4
      OFFSETS:	18-20
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	حتلاقى
     IS_TRANS:	HtlAqY
        INDEX:	P25W5
      OFFSETS:	21-27
       TOKENS:	P25W5-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(HatilAqiy)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+lAqiy
        GLOSS:	will+it/they/she+meet/encounter/be met/be encountered

 INPUT STRING:	رواج
     IS_TRANS:	rwAj
        INDEX:	P25W6
      OFFSETS:	28-32
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawAj_1]
   UNSPLITVOC:	(rawAj)
          POS:	NOUN
          VOC:	rawAj
        GLOSS:	circulation/propagation

 INPUT STRING:	كبير
     IS_TRANS:	kbyr
        INDEX:	P25W7
      OFFSETS:	33-37
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyr)
          POS:	ADJ
          VOC:	kibiyr
        GLOSS:	big

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P25W8
      OFFSETS:	38-40
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السوق
     IS_TRANS:	Alswq
        INDEX:	P25W9
      OFFSETS:	41-46
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwq_1]
   UNSPLITVOC:	(Als~uwq)
          POS:	DET+NOUN
          VOC:	Al+suwq
        GLOSS:	the+market

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P25W10
      OFFSETS:	47-53
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	خسارة
     IS_TRANS:	xsArp
        INDEX:	P26W1
      OFFSETS:	1-6
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xusArap_1]
   UNSPLITVOC:	(xusArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xusAr+ap
        GLOSS:	loss/casualty/damage/failure+[fem.sg.]

 INPUT STRING:	انى
     IS_TRANS:	AnY
        INDEX:	P26W2
      OFFSETS:	7-10
       TOKENS:	P26W2-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P26W3
      OFFSETS:	11-13
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P26W4
      OFFSETS:	14-17
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aw~il_1]
   UNSPLITVOC:	(Aw~il)
          POS:	ADJ_NUM
          VOC:	Aw~il
        GLOSS:	first

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P26W5
      OFFSETS:	18-22
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P26W6
      OFFSETS:	23-26
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I

 INPUT STRING:	حاطط
     IS_TRANS:	HATT
        INDEX:	P26W7
      OFFSETS:	27-31
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HATiT_1]
   UNSPLITVOC:	(HATiT)
          POS:	ADJ
          VOC:	HATiT
        GLOSS:	placing/putting/laying down

 INPUT STRING:	عينى
     IS_TRANS:	EynY
        INDEX:	P26W8
      OFFSETS:	32-36
       TOKENS:	P26W9-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayn_1]
   UNSPLITVOC:	(Eiyniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eiyn+iy
        GLOSS:	eye/eyes/water spring/water source/water springs/water sources/notables/VIP's/Aain+my

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P26W9
      OFFSETS:	37-40
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	البرج
     IS_TRANS:	Albrj
        INDEX:	P26W10
      OFFSETS:	41-46
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buroj_1]
   UNSPLITVOC:	(Alburoj)
          POS:	DET+NOUN
          VOC:	Al+buroj
        GLOSS:	the+tower

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P26W11
      OFFSETS:	47-51
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	property/real estate

 INPUT STRING:	البنك
     IS_TRANS:	Albnk
        INDEX:	P26W12
      OFFSETS:	52-57
       TOKENS:	P26W14-P26W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[banok_1]
   UNSPLITVOC:	(Albanok)
          POS:	DET+NOUN_PROP
          VOC:	Al+banok
        GLOSS:	the+bank/banks

 INPUT STRING:	الاهلى
     IS_TRANS:	AlAhlY
        INDEX:	P26W13
      OFFSETS:	58-64
       TOKENS:	P26W15-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaholiy_1]
   UNSPLITVOC:	(AlAholiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+Aholiy
        GLOSS:	the+Ahliy

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P26W14
      OFFSETS:	65-67
       TOKENS:	P26W16-P26W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P26W15
      OFFSETS:	68-71
       TOKENS:	P26W17-P26W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	VERB
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P27W1
      OFFSETS:	1-3
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	سلام
     IS_TRANS:	slAm
        INDEX:	P27W2
      OFFSETS:	4-8
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(salAm)
          POS:	NOUN
          VOC:	salAm
        GLOSS:	peace

 INPUT STRING:	زعلانين
     IS_TRANS:	zElAnyn
        INDEX:	P27W3
      OFFSETS:	9-16
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaEolAn_1]
   UNSPLITVOC:	(zaEolAniyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	zaEolAn+iyn
        GLOSS:	angry/annoyed+[masc.pl.]

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P27W4
      OFFSETS:	17-20
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	عربيتين
     IS_TRANS:	Erbytyn
        INDEX:	P27W5
      OFFSETS:	21-28
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(Earabiy~atayn)
          POS:	NOUN+NSUFF_FEM_DU
          VOC:	Earabiy~+atayn
        GLOSS:	car+two

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P27W6
      OFFSETS:	29-31
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قطر
     IS_TRANS:	qTr
        INDEX:	P27W7
      OFFSETS:	32-35
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[qaTor_3]
   UNSPLITVOC:	(qaTor)
          POS:	NOUN
          VOC:	qaTor
        GLOSS:	train

 INPUT STRING:	اتسرق
     IS_TRANS:	Atsrq
        INDEX:	P27W8
      OFFSETS:	36-41
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitosaraq_1]
   UNSPLITVOC:	(Aitosaraq)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	Aitosaraq+(null)
        GLOSS:	be stolen+he/it

 INPUT STRING:	ركابهم
     IS_TRANS:	rkAbhm
        INDEX:	P27W9
      OFFSETS:	42-48
       TOKENS:	P27W9-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAkib_1]
   UNSPLITVOC:	(ruk~Abhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	ruk~Ab+hum
        GLOSS:	riders/passengers+their

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P28W1
      OFFSETS:	1-5
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	normal

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P28W2
      OFFSETS:	6-9
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الجديد
     IS_TRANS:	Aljdyd
        INDEX:	P28W3
      OFFSETS:	10-16
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(Aljidiyd)
          POS:	DET+NOUN
          VOC:	Al+jidiyd
        GLOSS:	the+new/modern

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P28W4
      OFFSETS:	17-19
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P28W5
      OFFSETS:	20-24
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P28W6
      OFFSETS:	25-28
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	عمرنا
     IS_TRANS:	EmrnA
        INDEX:	P28W7
      OFFSETS:	29-34
       TOKENS:	P28W7-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(EumorinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eumor+nA
        GLOSS:	age/life/ages/age groups+our

 INPUT STRING:	بنتسرق
     IS_TRANS:	bntsrq
        INDEX:	P28W8
      OFFSETS:	35-41
       TOKENS:	P28W9-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(binitosiriq)
          POS:	PROG_PART+IV1P+IV_PASS
          VOC:	bi+ni+tosiriq
        GLOSS:	[present-tense]+we+be stolen

 INPUT STRING:	وبمزاجنا
     IS_TRANS:	wbmzAjnA
        INDEX:	P28W9
      OFFSETS:	42-50
       TOKENS:	P28W11-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mazAj_1]
   UNSPLITVOC:	(wibimazAjnA)
          POS:	CONJ+PREP+NOUN+POSS_PRON_1P
          VOC:	wi+bi+mazAj+nA
        GLOSS:	and+with/by+temperament/mood/feeling+our

 INPUT STRING:	وسكتين
     IS_TRANS:	wsktyn
        INDEX:	P28W10
      OFFSETS:	51-57
       TOKENS:	P28W15-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAkit_1]
   UNSPLITVOC:	(wisAktiyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+sAkt+iyn
        GLOSS:	and+silent/calm+[masc.pl.]

 INPUT STRING:	وراضين
     IS_TRANS:	wrADyn
        INDEX:	P28W11
      OFFSETS:	58-64
       TOKENS:	P28W17-P28W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rADiy_1]
   UNSPLITVOC:	(wirADiyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+rAD+iyn
        GLOSS:	and+content+[masc.pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P29W1
      OFFSETS:	1-3
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miyno_1]
   UNSPLITVOC:	(miyno)
          POS:	INTERROG_PRON
          VOC:	miyno
        GLOSS:	who/whom

 INPUT STRING:	فيكو
     IS_TRANS:	fykw
        INDEX:	P29W2
      OFFSETS:	4-8
       TOKENS:	P29W2-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiykuw)
          POS:	PREP+PRON_2P
          VOC:	fiy+kuw
        GLOSS:	in+you

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P29W3
      OFFSETS:	9-11
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيتسرق
     IS_TRANS:	bytsrq
        INDEX:	P29W4
      OFFSETS:	12-18
       TOKENS:	P29W5-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitosaraq_1]
   UNSPLITVOC:	(biyitosiriq)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+tosiriq
        GLOSS:	[present-tense]+he/it+be stolen

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P30W1
      OFFSETS:	1-3
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/ the entire

 INPUT STRING:	لحظه
     IS_TRANS:	lHZh
        INDEX:	P30W2
      OFFSETS:	4-8
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHoZap_1]
   UNSPLITVOC:	(laHoZap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	laHoZ+ap
        GLOSS:	moment/instant/moments/instants+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P30W3
      OFFSETS:	9-11
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الزمن
     IS_TRANS:	Alzmn
        INDEX:	P30W4
      OFFSETS:	12-17
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaman_1]
   UNSPLITVOC:	(Alz~aman)
          POS:	DET+NOUN
          VOC:	Al+zaman
        GLOSS:	the+time/period/duration

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P30W5
      OFFSETS:	18-20
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بيتسرق
     IS_TRANS:	bytsrq
        INDEX:	P30W6
      OFFSETS:	21-27
       TOKENS:	P30W6-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(biyitosiriq)
          POS:	PROG_PART+IV3MS+IV_PASS
          VOC:	bi+yi+tosiriq
        GLOSS:	[present-tense]+he/it+be stolen

 INPUT STRING:	فلوسنا
     IS_TRANS:	flwsnA
        INDEX:	P30W7
      OFFSETS:	28-34
       TOKENS:	P30W8-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filuws_1]
   UNSPLITVOC:	(filuwsnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	filuws+nA
        GLOSS:	money+our

 INPUT STRING:	ومجهودنا
     IS_TRANS:	wmjhwdnA
        INDEX:	P30W8
      OFFSETS:	35-43
       TOKENS:	P30W10-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[majhuwd_1]
   UNSPLITVOC:	(wimajhuwdnA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+majhuwd+nA
        GLOSS:	and+efforts/endeavors+our

 INPUT STRING:	وعمرنا
     IS_TRANS:	wEmrnA
        INDEX:	P30W9
      OFFSETS:	44-50
       TOKENS:	P30W13-P30W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(wiEumorinA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+Eumor+nA
        GLOSS:	and+age/life/ages/age groups+our

 INPUT STRING:	واحلامنا
     IS_TRANS:	wAHlAmnA
        INDEX:	P30W10
      OFFSETS:	51-59
       TOKENS:	P30W16-P30W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hilm_1]
   UNSPLITVOC:	(wiAHlAmnA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+AHlAm+nA
        GLOSS:	and+dreams+our

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P30W11
      OFFSETS:	60-63
       TOKENS:	P30W19-P30W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all/ the entire

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P30W12
      OFFSETS:	64-68
       TOKENS:	P30W21-P30W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	حتي
     IS_TRANS:	Hty
        INDEX:	P30W13
      OFFSETS:	69-72
       TOKENS:	P30W22-P30W22
