 INPUT STRING:	بيحتفل
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAHap_1]
   UNSPLITVOC:	(Als~iyAHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+siyAH+ap
        GLOSS:	the+tourism+[fem.sg.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P35W1
      OFFSETS:	0-5
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	المفرض
     IS_TRANS:	AlmfrD
        INDEX:	P35W2
      OFFSETS:	6-12
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlmfrD)
          POS:	TYPO
          VOC:	AlmfrD
        GLOSS:	nogloss

 INPUT STRING:	انننا
     IS_TRANS:	AnnnA
        INDEX:	P35W3
      OFFSETS:	13-18
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AnnnA)
          POS:	TYPO
          VOC:	AnnnA
        GLOSS:	nogloss

 INPUT STRING:	نقف
     IS_TRANS:	nqf
        INDEX:	P35W4
      OFFSETS:	19-22
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqaf_1]
   UNSPLITVOC:	(nuqaf)
          POS:	IV1P+IV
          VOC:	nu+qaf
        GLOSS:	we+stop/cease/stand

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P35W5
      OFFSETS:	23-25
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P35W6
      OFFSETS:	26-32
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P35W7
      OFFSETS:	33-38
       TOKENS:	P35W8-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	اوباما
     IS_TRANS:	AwbAmA
        INDEX:	P35W8
      OFFSETS:	39-45
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AuwbAmA_1]
   UNSPLITVOC:	(AuwbAmA)
          POS:	NOUN_PROP
          VOC:	AuwbAmA
        GLOSS:	Obama

 INPUT STRING:	ينزل
     IS_TRANS:	ynzl
        INDEX:	P35W9
      OFFSETS:	46-50
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naz~il_1]
   UNSPLITVOC:	(yinaz~il)
          POS:	IV3MS+IV
          VOC:	yi+naz~il
        GLOSS:	he/it+descend

 INPUT STRING:	جيشه
     IS_TRANS:	jy$h
        INDEX:	P35W10
      OFFSETS:	51-55
       TOKENS:	P35W12-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(jay$uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	jay$+uh
        GLOSS:	army/troops+his/its

 INPUT STRING:	يحمي
     IS_TRANS:	yHmy
        INDEX:	P35W11
      OFFSETS:	56-60
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamay_1]
   UNSPLITVOC:	(yiHomiy)
          POS:	IV3MS+IV
          VOC:	yi+Homiy
        GLOSS:	he/it+protect/defend

 INPUT STRING:	الاقليات
     IS_TRANS:	AlAqlyAt
        INDEX:	P35W12
      OFFSETS:	61-69
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaqal~iy~ap_1]
   UNSPLITVOC:	(AlAqal~iy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Aqal~iy~+At
        GLOSS:	the+minority+[fem.pl.]

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P35W13
      OFFSETS:	72-76
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	الثوار
     IS_TRANS:	AlvwAr
        INDEX:	P35W14
      OFFSETS:	77-83
       TOKENS:	P35W17-P35W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(Alv~uw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgents/revolutionaries

 INPUT STRING:	واهو
     IS_TRANS:	wAhw
        INDEX:	P36W1
      OFFSETS:	0-4
       TOKENS:	P36W1-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wiAahuw)
          POS:	CONJ+DEM_PRON+PRON_3MS
          VOC:	wi+Aa+huw
        GLOSS:	and+this+he/it

 INPUT STRING:	بدال
     IS_TRANS:	bdAl
        INDEX:	P36W2
      OFFSETS:	5-9
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badAl_1]
   UNSPLITVOC:	(badAl)
          POS:	NOUN
          VOC:	badAl
        GLOSS:	instead of

 INPUT STRING:	م
     IS_TRANS:	m
        INDEX:	P36W3
      OFFSETS:	10-11
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that

 INPUT STRING:	بنستنى
     IS_TRANS:	bnstnY
        INDEX:	P36W4
      OFFSETS:	12-18
       TOKENS:	P36W6-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(binisotan~aY)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+sotan~aY
        GLOSS:	[present-tense]+we+wait

 INPUT STRING:	السياحة
     IS_TRANS:	AlsyAHp
        INDEX:	P36W5
      OFFSETS:	19-26
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAHap_1]
   UNSPLITVOC:	(Als~iyAHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+siyAH+ap
        GLOSS:	the+tourism+[fem.sg.]

 INPUT STRING:	مواسم
     IS_TRANS:	mwAsm
        INDEX:	P36W6
      OFFSETS:	27-32
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawsim_1]
   UNSPLITVOC:	(mawAsim)
          POS:	NOUN
          VOC:	mawAsim
        GLOSS:	seasons/festivals

 INPUT STRING:	مواسم
     IS_TRANS:	mwAsm
        INDEX:	P36W7
      OFFSETS:	33-38
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawsim_1]
   UNSPLITVOC:	(mawAsim)
          POS:	NOUN
          VOC:	mawAsim
        GLOSS:	seasons/festivals

 INPUT STRING:	يبقو
     IS_TRANS:	ybqw
        INDEX:	P36W8
      OFFSETS:	39-43
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboquwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+boq+uwA
        GLOSS:	they+remain/become+we

 INPUT STRING:	منورنا
     IS_TRANS:	mnwrnA
        INDEX:	P36W9
      OFFSETS:	44-50
       TOKENS:	P36W12-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[minaw~ar_1]
   UNSPLITVOC:	(minaw~arnA)
          POS:	ADJ+PRON_1P
          VOC:	minaw~ar+nA
        GLOSS:	shedding light/enlightening+us

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P36W10
      OFFSETS:	51-54
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طوووووووووووووووول
     IS_TRANS:	Twwwwwwwwwwwwwwwwl
        INDEX:	P36W11
      OFFSETS:	55-73
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	along/length

