 INPUT STRING:	لا
        INDEX:	P25W5
      OFFSETS:	18-19
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فيلم
     IS_TRANS:	fylm
        INDEX:	P25W6
      OFFSETS:	20-24
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(fiylm)
          POS:	NOUN
          VOC:	fiylm
        GLOSS:	film/movie/films/movies

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P25W7
      OFFSETS:	25-27
       TOKENS:	P25W9-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+he/it

 INPUT STRING:	مفيهوش
     IS_TRANS:	mfyhw$
        INDEX:	P25W8
      OFFSETS:	28-34
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfyhw$)
          POS:	NO_FUNC
          VOC:	mfyhw$
        GLOSS:	nogloss

 INPUT STRING:	مشهد
     IS_TRANS:	m$hd
        INDEX:	P25W9
      OFFSETS:	35-39
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$ohad_1]
   UNSPLITVOC:	(ma$ohad)
          POS:	NOUN
          VOC:	ma$ohad
        GLOSS:	scene/view/panorama/spectacle/sight

 INPUT STRING:	خارج
     IS_TRANS:	xArj
        INDEX:	P25W10
      OFFSETS:	40-44
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(xArij)
          POS:	ADJ
          VOC:	xArij
        GLOSS:	licentious

 INPUT STRING:	وكلام
     IS_TRANS:	wklAm
        INDEX:	P25W11
      OFFSETS:	45-50
       TOKENS:	P25W14-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(wikalAm)
          POS:	CONJ+NOUN
          VOC:	wi+kalAm
        GLOSS:	and+speech/statement/remark/talk/saying

 INPUT STRING:	ذباله
     IS_TRANS:	*bAlh
        INDEX:	P25W12
      OFFSETS:	51-56
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	rubbish+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P25W13
      OFFSETS:	57-59
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P25W14
      OFFSETS:	60-62
       TOKENS:	P25W18-P25W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فن
     IS_TRANS:	fn
        INDEX:	P25W15
      OFFSETS:	63-65
       TOKENS:	P25W19-P25W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fan~_1]
   UNSPLITVOC:	(fan~)
          POS:	NOUN
          VOC:	fan~
        GLOSS:	art/specialty/variety/arts/specialties/varieties

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P25W16
      OFFSETS:	66-68
       TOKENS:	P25W20-P25W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	سفاله
     IS_TRANS:	sfAlh
        INDEX:	P25W17
      OFFSETS:	69-74
       TOKENS:	P25W21-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[safAlap_1]
   UNSPLITVOC:	(safAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	safAl+ap
        GLOSS:	lowness/baseness+[fem.sg.]

 INPUT STRING:	واسفاف
     IS_TRANS:	wAsfAf
        INDEX:	P25W18
      OFFSETS:	75-81
       TOKENS:	P25W22-P25W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isofAf_1]
   UNSPLITVOC:	(wi<isofAf)
          POS:	CONJ+NOUN
          VOC:	wi+<isofAf
        GLOSS:	and+triviality/decline

 INPUT STRING:	وافتقار
     IS_TRANS:	wAftqAr
        INDEX:	P25W19
      OFFSETS:	82-89
       TOKENS:	P25W24-P25W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ifotaqAr_1]
   UNSPLITVOC:	(wi<ifotaqAr)
          POS:	CONJ+NOUN.VN
          VOC:	wi+<ifotaqAr
        GLOSS:	and+needing/requiring

 INPUT STRING:	للابداع
     IS_TRANS:	llAbdAE
        INDEX:	P25W20
      OFFSETS:	90-97
       TOKENS:	P25W26-P25W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibodAE_1]
   UNSPLITVOC:	(lil<ibodAE)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+<ibodAE
        GLOSS:	to/for+the+originality/creativity

