 INPUT STRING:	اكاذيب
        LEMMA:	[Aitraj~aY_1]
   UNSPLITVOC:	(fanirjw)
          POS:	CONJ+IV1P+IV
          VOC:	fa+ni+rjw
        GLOSS:	so/and+we+plead

 INPUT STRING:	ممن
     IS_TRANS:	mmn
        INDEX:	P76W2
      OFFSETS:	8-11
       TOKENS:	P76W3-P76W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minman)
          POS:	PREP+REL_PRON
          VOC:	min+man
        GLOSS:	from+whom

 INPUT STRING:	يذكر
     IS_TRANS:	y*kr
        INDEX:	P76W3
      OFFSETS:	12-16
       TOKENS:	P76W5-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*akar_1]
   UNSPLITVOC:	(y*kr)
          POS:	IV3MS+IV
          VOC:	y+*kr
        GLOSS:	he/it+mention

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P76W4
      OFFSETS:	17-20
       TOKENS:	P76W6-P76W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this

 INPUT STRING:	الأمنية
     IS_TRANS:	Al>mnyp
        INDEX:	P76W5
      OFFSETS:	21-28
       TOKENS:	P76W7-P76W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>umoniy~ap_1]
   UNSPLITVOC:	(Al>umoniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+>umoniy~+ap
        GLOSS:	the+wish/desire/aspiration+[fem.sg.]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P76W6
      OFFSETS:	29-31
       TOKENS:	P76W8-P76W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يشاور
     IS_TRANS:	y$Awr
        INDEX:	P76W7
      OFFSETS:	32-37
       TOKENS:	P76W9-P76W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Awir_1]
   UNSPLITVOC:	(yi$Awir)
          POS:	IV3MS+IV
          VOC:	yi+$Awir
        GLOSS:	he/it+show

 INPUT STRING:	لنا
     IS_TRANS:	lnA
        INDEX:	P76W8
      OFFSETS:	38-41
       TOKENS:	P76W10-P76W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[la_1]
   UNSPLITVOC:	(lanA)
          POS:	PREP+PRON_1P
          VOC:	la+nA
        GLOSS:	to/for+us (we have)

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P76W9
      OFFSETS:	42-45
       TOKENS:	P76W12-P76W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P76W10
      OFFSETS:	46-49
       TOKENS:	P76W13-P76W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this

 INPUT STRING:	القرار
     IS_TRANS:	AlqrAr
        INDEX:	P76W11
      OFFSETS:	50-56
       TOKENS:	P76W14-P76W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(AlqarAr)
          POS:	DET+NOUN
          VOC:	Al+qarAr
        GLOSS:	the+decision/resolution

 INPUT STRING:	الذى
     IS_TRANS:	Al*Y
        INDEX:	P76W12
      OFFSETS:	57-61
       TOKENS:	P76W15-P76W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~a*iy_1]
   UNSPLITVOC:	(Al~a*iy)
          POS:	REL_PRON
          VOC:	Al~a*iy
        GLOSS:	which

 INPUT STRING:	اختفى
     IS_TRANS:	AxtfY
        INDEX:	P76W13
      OFFSETS:	62-67
       TOKENS:	P76W16-P76W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotafaY_1]
   UNSPLITVOC:	(AixotafaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AixotafaY+(null)
        GLOSS:	disappear+he/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P76W14
      OFFSETS:	68-70
       TOKENS:	P76W17-P76W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ظروف
     IS_TRANS:	Zrwf
        INDEX:	P76W15
      OFFSETS:	71-75
       TOKENS:	P76W18-P76W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zarof_1]
   UNSPLITVOC:	(Zuruwf)
          POS:	NOUN
          VOC:	Zuruwf
        GLOSS:	circumstance/condition/situation/circumstances/condition/situation

 INPUT STRING:	غامضة
     IS_TRANS:	gAmDp
        INDEX:	P76W16
      OFFSETS:	76-81
       TOKENS:	P76W19-P76W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gAmiD_1]
   UNSPLITVOC:	(gAmDap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	gAmD+ap
        GLOSS:	obscure+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P76W17
      OFFSETS:	81-82
       TOKENS:	P76W20-P76W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P76W18
      OFFSETS:	83-85
       TOKENS:	P76W21-P76W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P76W19
      OFFSETS:	86-88
       TOKENS:	P76W22-P76W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يصدروا
     IS_TRANS:	ySdrwA
        INDEX:	P76W20
      OFFSETS:	89-95
       TOKENS:	P76W23-P76W23
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ySdrwA)
          POS:	NO_FUNC
          VOC:	ySdrwA
        GLOSS:	nogloss

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P76W21
      OFFSETS:	96-100
       TOKENS:	P76W24-P76W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	بالبحث
     IS_TRANS:	bAlbHv
        INDEX:	P76W22
      OFFSETS:	101-107
       TOKENS:	P76W25-P76W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baHov_1]
   UNSPLITVOC:	(biAlbaHov)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+baHov
        GLOSS:	with/by+the+search/examination/research

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P76W23
      OFFSETS:	108-110
       TOKENS:	P76W27-P76W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	القرار
     IS_TRANS:	AlqrAr
        INDEX:	P76W24
      OFFSETS:	111-117
       TOKENS:	P76W28-P76W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(AlqarAr)
          POS:	DET+NOUN
          VOC:	Al+qarAr
        GLOSS:	the+decision/resolution

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P76W25
      OFFSETS:	117-118
       TOKENS:	P76W29-P76W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	لعل
     IS_TRANS:	lEl
        INDEX:	P76W26
      OFFSETS:	119-122
       TOKENS:	P76W30-P76W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laEal~_1]
   UNSPLITVOC:	(laEal~)
          POS:	PSEUDO_VERB
          VOC:	laEal~
        GLOSS:	perhaps

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P76W27
      OFFSETS:	123-126
       TOKENS:	P76W31-P76W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P76W28
      OFFSETS:	127-131
       TOKENS:	P76W32-P76W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yakuwn)
          POS:	IV3MS+IV
          VOC:	ya+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	أول
     IS_TRANS:	>wl
        INDEX:	P76W29
      OFFSETS:	132-135
       TOKENS:	P76W33-P76W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~al)
          POS:	ADJ
          VOC:	>aw~al
        GLOSS:	first of all/primarily/in the first place

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P76W30
      OFFSETS:	136-140
       TOKENS:	P76W34-P76W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	وبذلك
     IS_TRANS:	wb*lk
        INDEX:	P76W31
      OFFSETS:	141-146
       TOKENS:	P76W35-P76W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(wabi*`lika)
          POS:	CONJ+PREP+DEM_PRON_MS
          VOC:	wa+bi+*`lika
        GLOSS:	and+with/by+that

 INPUT STRING:	يتحقق
     IS_TRANS:	ytHqq
        INDEX:	P76W32
      OFFSETS:	147-152
       TOKENS:	P76W38-P76W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitHaq~aq_1]
   UNSPLITVOC:	(yitHqq)
          POS:	IV3MS+IV
          VOC:	yi+tHqq
        GLOSS:	he/it+come true

 INPUT STRING:	الحلم
     IS_TRANS:	AlHlm
        INDEX:	P76W33
      OFFSETS:	153-158
       TOKENS:	P76W39-P76W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilom_1]
   UNSPLITVOC:	(AlHilom)
          POS:	DET+NOUN
          VOC:	Al+Hilom
        GLOSS:	the+dream/dreams

 INPUT STRING:	بالوصول
     IS_TRANS:	bAlwSwl
        INDEX:	P76W34
      OFFSETS:	159-166
       TOKENS:	P76W40-P76W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wuSuwl_1]
   UNSPLITVOC:	(biAlwuSuwl)
          POS:	PREP+DET+NOUN.VN
          VOC:	bi+Al+wuSuwl
        GLOSS:	with/by+the+arrival/achievement

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P76W35
      OFFSETS:	167-170
       TOKENS:	P76W42-P76W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P76W36
      OFFSETS:	171-175
       TOKENS:	P76W43-P76W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	دون
     IS_TRANS:	dwn
        INDEX:	P76W37
      OFFSETS:	176-179
       TOKENS:	P76W44-P76W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(duwn)
          POS:	NOUN
          VOC:	duwn
        GLOSS:	without/beneath/underneath/inferior/poor

 INPUT STRING:	الوصول
     IS_TRANS:	AlwSwl
        INDEX:	P76W38
      OFFSETS:	180-186
       TOKENS:	P76W45-P76W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wuSuwl_1]
   UNSPLITVOC:	(AlwuSuwl)
          POS:	DET+NOUN.VN
          VOC:	Al+wuSuwl
        GLOSS:	the+arrival/achievement

 INPUT STRING:	للقرار
     IS_TRANS:	llqrAr
        INDEX:	P76W39
      OFFSETS:	187-193
       TOKENS:	P76W46-P76W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(lilqarAr)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+qarAr
        GLOSS:	for/to+the+decision/resolution

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P76W40
      OFFSETS:	193-194
       TOKENS:	P76W48-P76W48
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	11
     IS_TRANS:	11
        INDEX:	P77W1
      OFFSETS:	1-3
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(11)
          POS:	NOUN_NUM
          VOC:	11
        GLOSS:	11

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P77W2
      OFFSETS:	4-5
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	كذبة
     IS_TRANS:	k*bp
        INDEX:	P77W3
      OFFSETS:	6-10
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ki*bap_1]
   UNSPLITVOC:	(k*bap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	k*b+ap
        GLOSS:	lie+[fem.sg.]

 INPUT STRING:	المصالح
     IS_TRANS:	AlmSAlH
        INDEX:	P77W4
      OFFSETS:	11-18
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(AlmaSAliH)
          POS:	DET+NOUN
          VOC:	Al+maSAliH
        GLOSS:	the+interest/advantage/favor

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P77W5
      OFFSETS:	19-26
       TOKENS:	P77W5-P77W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab/Arabic+[fem.sg.]

 INPUT STRING:	سؤال
     IS_TRANS:	s&Al
        INDEX:	P78W1
      OFFSETS:	1-5
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Al)
          POS:	NOUN
          VOC:	su&Al
        GLOSS:	question/inquiry

 INPUT STRING:	مباشر
     IS_TRANS:	mbA$r
        INDEX:	P78W2
      OFFSETS:	6-11
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubA$ir_1]
   UNSPLITVOC:	(mubA$ir)
          POS:	ADJ
          VOC:	mubA$ir
        GLOSS:	direct/immediate

 INPUT STRING:	وصريح
     IS_TRANS:	wSryH
        INDEX:	P78W3
      OFFSETS:	12-17
       TOKENS:	P78W3-P78W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SariyH_1]
   UNSPLITVOC:	(wiSariyH)
          POS:	CONJ+ADJ
          VOC:	wi+SariyH
        GLOSS:	and+candid/sincere

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P78W4
      OFFSETS:	18-21
       TOKENS:	P78W5-P78W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	يحتمل
     IS_TRANS:	yHtml
        INDEX:	P78W5
      OFFSETS:	22-27
       TOKENS:	P78W7-P78W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotamal_1]
   UNSPLITVOC:	(yiHotimil)
          POS:	IV3MS+IV
          VOC:	yi+Hotimil
        GLOSS:	he/it+bear

 INPUT STRING:	اللف
     IS_TRANS:	Allf
        INDEX:	P78W6
      OFFSETS:	28-32
       TOKENS:	P78W8-P78W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laf~_1]
   UNSPLITVOC:	(All~af~)
          POS:	DET+NOUN
          VOC:	Al+laf~
        GLOSS:	the+turning around

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P78W7
      OFFSETS:	33-36
       TOKENS:	P78W9-P78W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	الدوران
     IS_TRANS:	AldwrAn
        INDEX:	P78W8
      OFFSETS:	37-44
       TOKENS:	P78W11-P78W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawarAn_1]
   UNSPLITVOC:	(Ald~awarAn)
          POS:	DET+NOUN
          VOC:	Al+dawarAn
        GLOSS:	the+turning/rotation

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P78W9
      OFFSETS:	44-45
       TOKENS:	P78W12-P78W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P79W1
      OFFSETS:	1-3
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	هنالك
     IS_TRANS:	hnAlk
        INDEX:	P79W2
      OFFSETS:	4-9
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hunAlika_1]
   UNSPLITVOC:	(hunAlika)
          POS:	ADV
          VOC:	hunAlika
        GLOSS:	there

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P79W3
      OFFSETS:	10-12
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	يسمى
     IS_TRANS:	ysmY
        INDEX:	P79W4
      OFFSETS:	13-17
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ysmY)
          POS:	NO_FUNC
          VOC:	ysmY
        GLOSS:	nogloss

 INPUT STRING:	بالمصالح
     IS_TRANS:	bAlmSAlH
        INDEX:	P79W5
      OFFSETS:	18-26
       TOKENS:	P79W5-P79W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(biAlmaSAliH)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+maSAliH
        GLOSS:	with/by+the+interest/advantage/favor

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P79W6
      OFFSETS:	27-34
       TOKENS:	P79W7-P79W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab/Arabic+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P79W7
      OFFSETS:	34-35
       TOKENS:	P79W8-P79W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	أم
     IS_TRANS:	>m
        INDEX:	P79W8
      OFFSETS:	36-38
       TOKENS:	P79W9-P79W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>amo_1]
   UNSPLITVOC:	(>amo)
          POS:	CONJ
          VOC:	>amo
        GLOSS:	or

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P79W9
      OFFSETS:	39-41
       TOKENS:	P79W10-P79W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P79W10
      OFFSETS:	42-46
       TOKENS:	P79W11-P79W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P79W11
      OFFSETS:	47-50
       TOKENS:	P79W12-P79W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	ADV
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	مصالح
     IS_TRANS:	mSAlH
        INDEX:	P79W12
      OFFSETS:	51-56
       TOKENS:	P79W13-P79W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(maSAliH)
          POS:	NOUN
          VOC:	maSAliH
        GLOSS:	interest/advantage/favor

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P79W13
      OFFSETS:	57-60
       TOKENS:	P79W14-P79W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(duwal)
          POS:	NOUN
          VOC:	duwal
        GLOSS:	state/country/states/countries

 INPUT STRING:	،
     IS_TRANS:	,
