 INPUT STRING:	ولدت
        INDEX:	P18W23
      OFFSETS:	105-107
       TOKENS:	P18W25-P18W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$ayo'_1]
   UNSPLITVOC:	($a})
          POS:	NOUN
          VOC:	$a}
        GLOSS:	something/thing

 INPUT STRING:	اسطوريا
     IS_TRANS:	AsTwryA
        INDEX:	P18W24
      OFFSETS:	108-115
       TOKENS:	P18W26-P18W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>usoTuwriy~_1]
   UNSPLITVOC:	(>usoTuwriy~)
          POS:	ADJ
          VOC:	>usoTuwriy~
        GLOSS:	mythological/legendary/mythical

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P18W25
      OFFSETS:	116-118
       TOKENS:	P18W27-P18W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	يصدق
     IS_TRANS:	ySdq
        INDEX:	P18W26
      OFFSETS:	119-123
       TOKENS:	P18W28-P18W28
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(yuSad~aqa)
          POS:	IV3MS+IV_PASS+IVSUFF_MOOD:S
          VOC:	yu+Sad~aq+a
        GLOSS:	he/it+be believed+[sub.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P18W27
      OFFSETS:	123-124
       TOKENS:	P18W29-P18W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ولدت
     IS_TRANS:	wldt
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[walad-i_1]
   UNSPLITVOC:	(wulidotu)
          POS:	PV_PASS+PVSUFF_SUBJ:1S
          VOC:	wulid+tu
        GLOSS:	be born+I [verb]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P19W2
      OFFSETS:	5-6
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	رايت
     IS_TRANS:	rAyt
        INDEX:	P19W3
      OFFSETS:	7-11
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raAaY_1]
   UNSPLITVOC:	(raAayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	raAay+t
        GLOSS:	see+I

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P19W4
      OFFSETS:	12-18
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alra}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P19W5
      OFFSETS:	19-24
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	يحكم
     IS_TRANS:	yHkm
        INDEX:	P19W6
      OFFSETS:	25-29
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hakam-u_2]
   UNSPLITVOC:	(yaHokumu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+Hokum+u
        GLOSS:	he/it+rule/govern+[ind.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P19W7
      OFFSETS:	30-33
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P19W8
      OFFSETS:	33-34
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	عمري
     IS_TRANS:	Emry
        INDEX:	P19W9
      OFFSETS:	35-39
       TOKENS:	P19W9-P19W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eumor+iy
        GLOSS:	age/life+my

 INPUT STRING:	الان
     IS_TRANS:	AlAn
        INDEX:	P19W10
      OFFSETS:	40-44
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|n_1]
   UNSPLITVOC:	(Al|n)
          POS:	DET+NOUN
          VOC:	Al+|n
        GLOSS:	the+time/moment

 INPUT STRING:	ثلاثين
     IS_TRANS:	vlAvyn
        INDEX:	P19W11
      OFFSETS:	45-51
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[valAvuwn_1]
   UNSPLITVOC:	(valAviyna)
          POS:	NOUN_NUM+NSUFF_MASC_PL_ACC
          VOC:	valAv+iyna
        GLOSS:	thirty/thirtieth+[masc.pl.acc.]

 INPUT STRING:	عام
     IS_TRANS:	EAm
        INDEX:	P19W12
      OFFSETS:	52-55
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(EAm)
          POS:	NOUN
          VOC:	EAm
        GLOSS:	year

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P19W13
      OFFSETS:	56-57
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	مازال
     IS_TRANS:	mAzAl
        INDEX:	P19W14
      OFFSETS:	58-63
       TOKENS:	P19W15-P19W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zAl-a_1]
   UNSPLITVOC:	(mAzAla)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS
          VOC:	mA+zAl+a
        GLOSS:	not+cease/stop being/stop doing+he/it [verb]

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P19W15
      OFFSETS:	64-70
       TOKENS:	P19W17-P19W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alra}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P19W16
      OFFSETS:	71-76
       TOKENS:	P19W18-P19W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	يحكم
     IS_TRANS:	yHkm
        INDEX:	P19W17
      OFFSETS:	77-81
       TOKENS:	P19W19-P19W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hakam-u_2]
   UNSPLITVOC:	(yaHokumu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+Hokum+u
        GLOSS:	he/it+rule/govern+[ind.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P19W18
      OFFSETS:	82-85
       TOKENS:	P19W20-P19W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	desire+my

 INPUT STRING:	اشوف
     IS_TRANS:	A$wf
        INDEX:	P20W2
      OFFSETS:	5-9
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwf)
          POS:	IV1S+IV
          VOC:	Aa+$uwf
        GLOSS:	I+look/see

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P20W3
      OFFSETS:	10-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P20W4
      OFFSETS:	15-19
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ_NUM
          VOC:	vAniy
        GLOSS:	second/again

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P20W5
      OFFSETS:	20-23
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P20W6
      OFFSETS:	24-26
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	اموت
     IS_TRANS:	Amwt
        INDEX:	P20W7
      OFFSETS:	27-31
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(Aamuwt)
          POS:	IV1S+IV
          VOC:	Aa+muwt
        GLOSS:	I+die/pass away

 INPUT STRING:	ههههههههههههههههههههههههه
     IS_TRANS:	hhhhhhhhhhhhhhhhhhhhhhhhh
        INDEX:	P21W1
      OFFSETS:	0-25
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(hahahahahahahahahahahahahahahahahahahahahahahahaha)
          POS:	INTERJ
          VOC:	hahahahahahahahahahahahahahahahahahahahahahahahaha
        GLOSS:	ha (laugh)

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P22W1
      OFFSETS:	0-2
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P22W2
      OFFSETS:	3-7
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P22W3
      OFFSETS:	8-12
       TOKENS:	P22W3-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Einodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Einod+ak
        GLOSS:	with / at+your

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P22W4
      OFFSETS:	13-15
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	right, prerogative, truth

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P22W5
      OFFSETS:	16-21
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P23W2
      OFFSETS:	5-11
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+[pl.]

 INPUT STRING:	تغيير
     IS_TRANS:	tgyyr
        INDEX:	P23W3
      OFFSETS:	12-17
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(tagoyiyr)
          POS:	NOUN
          VOC:	tagoyiyr
        GLOSS:	change/modification/replacement

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W4
      OFFSETS:	18-20
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P23W5
      OFFSETS:	21-23
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	نوع
     IS_TRANS:	nwE
        INDEX:	P23W6
      OFFSETS:	24-27
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(nawE)
          POS:	NOUN
          VOC:	nawE
        GLOSS:	type/kind/form

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P23W7
      OFFSETS:	28-31
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P23W8
      OFFSETS:	32-34
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	للاسوء
     IS_TRANS:	llAsw'
        INDEX:	P23W9
      OFFSETS:	35-41
       TOKENS:	P23W9-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aaswa&_1]
   UNSPLITVOC:	(liAlAaswa&)
          POS:	PREP+DET+ADJ_COMP
          VOC:	li+Al+Aaswa&
        GLOSS:	for/to+the+worse/worst

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but/however

 INPUT STRING:	التغيير
     IS_TRANS:	Altgyyr
        INDEX:	P24W2
      OFFSETS:	3-10
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(Alt~agoyiyr)
          POS:	DET+NOUN
          VOC:	Al+tagoyiyr
        GLOSS:	the+change/modification/replacement

 INPUT STRING:	الجزرى
     IS_TRANS:	AljzrY
        INDEX:	P24W3
      OFFSETS:	11-17
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ji*riy_1]
   UNSPLITVOC:	(Alji*riy)
          POS:	DET+ADJ
          VOC:	Al+ji*riy
        GLOSS:	the+radical/root

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P24W4
      OFFSETS:	18-22
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P24W5
      OFFSETS:	23-25
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	النوع
     IS_TRANS:	AlnwE
        INDEX:	P24W6
      OFFSETS:	26-31
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(Aln~awE)
          POS:	DET+NOUN
          VOC:	Al+nawE
        GLOSS:	the+type/kind/form

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P24W7
      OFFSETS:	32-34
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this/that

 INPUT STRING:	صعب
     IS_TRANS:	SEb
        INDEX:	P24W8
      OFFSETS:	35-38
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEob)
          POS:	ADJ
          VOC:	SaEob
        GLOSS:	difficult/hard/arduous

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P24W9
      OFFSETS:	39-43
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	لسة
     IS_TRANS:	lsp
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	قدامنا
     IS_TRANS:	qdAmnA
        INDEX:	P25W2
      OFFSETS:	4-10
       TOKENS:	P25W2-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~AmnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	qud~Am+nA
        GLOSS:	front/in front of+our

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P25W3
      OFFSETS:	11-15
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/much

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P25W4
      OFFSETS:	16-19
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aawiy_1]
   UNSPLITVOC:	(Aawiy)
          POS:	NOUN
          VOC:	Aawiy
        GLOSS:	very much

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	يحدث
     IS_TRANS:	yHdv
        INDEX:	P26W2
      OFFSETS:	3-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(yiHoduv)
          POS:	IV3MS+IV
          VOC:	yi+Hoduv
        GLOSS:	he/it+happen/occur

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P26W3
      OFFSETS:	8-10
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P26W4
      OFFSETS:	11-14
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	حاليا
     IS_TRANS:	HAlyA
        INDEX:	P26W5
      OFFSETS:	15-20
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAliy~_1]
   UNSPLITVOC:	(HAliy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	HAliy~+AF
        GLOSS:	present/current+[acc.indef.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W6
      OFFSETS:	21-23
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تغيير
     IS_TRANS:	tgyyr
        INDEX:	P26W7
      OFFSETS:	24-29
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(tagoyiyr)
          POS:	NOUN
          VOC:	tagoyiyr
        GLOSS:	change/modification/replacement

 INPUT STRING:	ماهو
     IS_TRANS:	mAhw
        INDEX:	P26W8
      OFFSETS:	30-34
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(mAhuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	mA+huw~a
        GLOSS:	that+it/he

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P26W9
      OFFSETS:	35-39
