 INPUT STRING:	وعليكم
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P34W11
      OFFSETS:	36-38
       TOKENS:	P34W13-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P34W12
      OFFSETS:	39-42
       TOKENS:	P34W14-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	أنثى
     IS_TRANS:	>nvY
        INDEX:	P34W13
      OFFSETS:	43-47
       TOKENS:	P34W15-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>unovay_1]
   UNSPLITVOC:	(>unovaY)
          POS:	NOUN
          VOC:	>unovaY
        GLOSS:	female

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P34W14
      OFFSETS:	48-51
       TOKENS:	P34W16-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P34W15
      OFFSETS:	52-56
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P34W16
      OFFSETS:	57-59
       TOKENS:	P34W18-P34W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+it/him

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P35W1
      OFFSETS:	0-4
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	يتمرد
     IS_TRANS:	ytmrd
        INDEX:	P35W2
      OFFSETS:	5-10
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tmar~ad_1]
   UNSPLITVOC:	(yitmar~ad)
          POS:	IV3MS+IV
          VOC:	yi+tmar~ad
        GLOSS:	he/it+revolt/rebel

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P35W3
      OFFSETS:	11-14
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خلق
     IS_TRANS:	xlq
        INDEX:	P35W4
      OFFSETS:	15-18
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xalq_1]
   UNSPLITVOC:	(xalq)
          POS:	NOUN
          VOC:	xalq
        GLOSS:	people/creation

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P35W5
      OFFSETS:	19-23
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P35W6
      OFFSETS:	24-27
       TOKENS:	P35W6-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	يعجبه
     IS_TRANS:	yEjbh
        INDEX:	P35W7
      OFFSETS:	28-33
       TOKENS:	P35W8-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(yiEojibuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+Eojib+uh
        GLOSS:	he/it+delight/please+it/him

 INPUT STRING:	كما
     IS_TRANS:	kmA
        INDEX:	P36W1
      OFFSETS:	0-3
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamA_1]
   UNSPLITVOC:	(kamA)
          POS:	CONJ
          VOC:	kamA
        GLOSS:	and/as/also

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P36W2
      OFFSETS:	4-7
       TOKENS:	P36W2-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/him

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P36W3
      OFFSETS:	8-11
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lay~is_1]
   UNSPLITVOC:	(lay~is)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	lay~is+(null)
        GLOSS:	not be+he/it [verb]

 INPUT STRING:	بمسيحى
     IS_TRANS:	bmsyHY
        INDEX:	P36W4
      OFFSETS:	12-18
       TOKENS:	P36W5-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masiyHiy_1]
   UNSPLITVOC:	(bimasiyHiy)
          POS:	PREP+ADJ
          VOC:	bi+masiyHiy
        GLOSS:	with/by+chrestian

 INPUT STRING:	ايضا
     IS_TRANS:	AyDA
        INDEX:	P36W5
      OFFSETS:	19-23
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayDAF_1]
   UNSPLITVOC:	(>ayDAF)
          POS:	ADV
          VOC:	>ayDAF
        GLOSS:	also/too/as well

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P36W6
      OFFSETS:	24-26
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	سمعته
     IS_TRANS:	smEth
        INDEX:	P36W7
      OFFSETS:	27-32
       TOKENS:	P36W9-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(simiEtuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	simiE+t+uh
        GLOSS:	hear/listen+I+it/him

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P36W8
      OFFSETS:	33-36
       TOKENS:	P36W11-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	يعتنق
     IS_TRANS:	yEtnq
        INDEX:	P36W9
      OFFSETS:	37-42
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEtanaq_1]
   UNSPLITVOC:	(yaEtaniq)
          POS:	IV3MS+IV
          VOC:	ya+Etaniq
        GLOSS:	he/it+embrace/adopt

 INPUT STRING:	اليهوديه
     IS_TRANS:	Alyhwdyh
        INDEX:	P36W10
      OFFSETS:	43-51
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy~ap_1]
   UNSPLITVOC:	(Alyahuwdiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+yahuwdiy~+ap
        GLOSS:	the+Judaism+[fem.sg.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P37W1
      OFFSETS:	0-5
       TOKENS:	P37W1-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P37W2
      OFFSETS:	6-9
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like this/this way

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P37W3
      OFFSETS:	10-13
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بقول
     IS_TRANS:	bqwl
        INDEX:	P37W4
      OFFSETS:	14-18
       TOKENS:	P37W5-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/say/(for example)

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P37W5
      OFFSETS:	19-21
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P37W6
      OFFSETS:	22-29
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	مشكوك
     IS_TRANS:	m$kwk
        INDEX:	P37W7
      OFFSETS:	30-35
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$okuwk_1]
   UNSPLITVOC:	(ma$okuwk)
          POS:	ADJ.VN
          VOC:	ma$okuwk
        GLOSS:	suspected/uncertain

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P37W8
      OFFSETS:	36-39
       TOKENS:	P37W10-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P38W1
      OFFSETS:	0-2
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this/that

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P38W2
      OFFSETS:	3-6
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P38W3
      OFFSETS:	7-10
       TOKENS:	P38W3-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	غنى
     IS_TRANS:	gnY
        INDEX:	P38W4
      OFFSETS:	11-14
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ganiy_1]
   UNSPLITVOC:	(ganiy)
          POS:	ADJ
          VOC:	ganiy
        GLOSS:	rich/wealthy

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P38W5
      OFFSETS:	15-18
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P38W6
      OFFSETS:	19-21
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حيث
     IS_TRANS:	Hyv
        INDEX:	P38W7
      OFFSETS:	22-25
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hayov_1]
   UNSPLITVOC:	(Hayov)
          POS:	REL_ADV
          VOC:	Hayov
        GLOSS:	where/whereby/since

 INPUT STRING:	المال
     IS_TRANS:	AlmAl
        INDEX:	P38W8
      OFFSETS:	26-31
       TOKENS:	P38W9-P38W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAl_1]
   UNSPLITVOC:	(AlmAl)
          POS:	DET+NOUN
          VOC:	Al+mAl
        GLOSS:	the+money/capital/funds/assets/capital/funds

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P38W9
      OFFSETS:	32-33
       TOKENS:	P38W10-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	الشهره
     IS_TRANS:	Al$hrh
        INDEX:	P38W10
      OFFSETS:	34-40
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uhorap_1]
   UNSPLITVOC:	(Al$~uhorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$uhor+ap
        GLOSS:	the+reputation/fame+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P39W1
      OFFSETS:	0-1
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	أعتناق
     IS_TRANS:	>EtnAq
        INDEX:	P39W2
      OFFSETS:	2-8
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEtinAq_1]
   UNSPLITVOC:	(<iEtinAq)
          POS:	NOUN.VN
          VOC:	<iEtinAq
        GLOSS:	embracing/adopting

 INPUT STRING:	فرد
     IS_TRANS:	frd
        INDEX:	P39W3
      OFFSETS:	9-12
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(farod)
          POS:	NOUN
          VOC:	farod
        GLOSS:	individual/unit/individually/separately/one item

 INPUT STRING:	كهذا
     IS_TRANS:	kh*A
        INDEX:	P39W4
      OFFSETS:	13-17
       TOKENS:	P39W4-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(kaha*A)
          POS:	PREP+DEM_PRON_MS
          VOC:	ka+ha*A
        GLOSS:	like/such as+this

 INPUT STRING:	الأسلام
     IS_TRANS:	Al>slAm
        INDEX:	P39W5
      OFFSETS:	18-25
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAm_1]
   UNSPLITVOC:	(Al<isolAm)
          POS:	DET+NOUN_PROP
          VOC:	Al+AisolAm
        GLOSS:	the+Islam

 INPUT STRING:	يعتبره
     IS_TRANS:	yEtbrh
        INDEX:	P39W6
      OFFSETS:	26-32
       TOKENS:	P39W7-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEtabar_1]
   UNSPLITVOC:	(yaEtabiruh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	ya+Etabir+uh
        GLOSS:	he/it+consider/regard+it/him

 INPUT STRING:	البعض
     IS_TRANS:	AlbED
        INDEX:	P39W7
      OFFSETS:	33-38
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(AlbaEoD)
          POS:	DET+NOUN
          VOC:	Al+baEoD
        GLOSS:	the+some, a few, little, part

 INPUT STRING:	نصره
     IS_TRANS:	nSrh
        INDEX:	P39W8
      OFFSETS:	39-43
       TOKENS:	P39W10-P39W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSorap_1]
   UNSPLITVOC:	(naSorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	naSor+ap
        GLOSS:	assistance/backing+[fem.sg.]

 INPUT STRING:	للدين
     IS_TRANS:	lldyn
        INDEX:	P39W9
      OFFSETS:	44-49
       TOKENS:	P39W11-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(lild~iyn)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+diyn
        GLOSS:	for/to+the+religion/religions

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P39W10
      OFFSETS:	50-51
       TOKENS:	P39W13-P39W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P39W11
      OFFSETS:	52-55
       TOKENS:	P39W14-P39W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	layos+a
        GLOSS:	not be+he/it [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P39W12
      OFFSETS:	56-58
       TOKENS:	P39W15-P39W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مصلحه
     IS_TRANS:	mSlHh
        INDEX:	P39W13
      OFFSETS:	59-64
       TOKENS:	P39W16-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(maSolaHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maSolaH+ap
        GLOSS:	interest/advantage/favor+[fem.sg.]

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P39W14
      OFFSETS:	65-67
       TOKENS:	P39W17-P39W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	جهه
     IS_TRANS:	jhh
        INDEX:	P39W15
      OFFSETS:	68-71
       TOKENS:	P39W18-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jihap_1]
   UNSPLITVOC:	(jihap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jih+ap
        GLOSS:	side/part/direction/sectors/offices/institutions/officials/individuals+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P39W16
      OFFSETS:	72-74
       TOKENS:	P39W19-P39W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or/ifnot/unless

 INPUT STRING:	طائفه
     IS_TRANS:	TA}fh
        INDEX:	P39W17
      OFFSETS:	75-80
       TOKENS:	P39W20-P39W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TA}ifap_1]
   UNSPLITVOC:	(TA}ifap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	TA}if+ap
        GLOSS:	sect/party/faction+[fem.sg.]

 INPUT STRING:	أخرى
     IS_TRANS:	>xrY
        INDEX:	P39W18
      OFFSETS:	81-85
       TOKENS:	P39W21-P39W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uxraY_1]
   UNSPLITVOC:	(>uxraY)
          POS:	ADJ
          VOC:	>uxraY
        GLOSS:	other/another/additional

 INPUT STRING:	اعتناقه
     IS_TRANS:	AEtnAqh
        INDEX:	P39W19
      OFFSETS:	86-93
       TOKENS:	P39W22-P39W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotinAq_1]
   UNSPLITVOC:	(AiEotinAqahu)
          POS:	NOUN.VN+CASE_DEF_ACC+POSS_PRON_3MS
          VOC:	{iEotinAq+a+hu
        GLOSS:	adoption/embracing+[def.acc.]+its/his

 INPUT STRING:	الأسلام
     IS_TRANS:	Al>slAm
        INDEX:	P39W20
      OFFSETS:	94-101
       TOKENS:	P39W24-P39W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAm_1]
   UNSPLITVOC:	(Al<isolAm)
          POS:	DET+NOUN_PROP
          VOC:	Al+AisolAm
        GLOSS:	the+Islam

 INPUT STRING:	فلن
     IS_TRANS:	fln
        INDEX:	P40W1
      OFFSETS:	0-3
       TOKENS:	P40W1-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fa_1]
   UNSPLITVOC:	(falan)
          POS:	CONJ+NEG_PART
          VOC:	fa+lan
        GLOSS:	and+not

 INPUT STRING:	يسمحوا
     IS_TRANS:	ysmHwA
        INDEX:	P40W2
      OFFSETS:	4-10
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaH_1]
   UNSPLITVOC:	(yisomaHuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+somaH+uwA
        GLOSS:	they+allow/permit+[pl.]

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P40W3
      OFFSETS:	11-13
       TOKENS:	P40W4-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+it/him

 INPUT STRING:	بذلك
     IS_TRANS:	b*lk
        INDEX:	P40W4
      OFFSETS:	14-18
       TOKENS:	P40W6-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(bi*`lika)
