 INPUT STRING:	-
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P38W2
      OFFSETS:	2-5
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	مداخلة
     IS_TRANS:	mdAxlp
        INDEX:	P38W3
      OFFSETS:	6-12
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[midAxalap_1]
   UNSPLITVOC:	(midAxalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	midAxal+ap
        GLOSS:	interference/participation+[fem.sg.]

 INPUT STRING:	سعاد
     IS_TRANS:	sEAd
        INDEX:	P38W4
      OFFSETS:	13-17
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suEAd_1]
   UNSPLITVOC:	(suEAd)
          POS:	NOUN_PROP
          VOC:	suEAd
        GLOSS:	Suaad/Suad

 INPUT STRING:	صالح
     IS_TRANS:	SAlH
        INDEX:	P38W5
      OFFSETS:	18-22
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAliH_1]
   UNSPLITVOC:	(SAliH)
          POS:	NOUN_PROP
          VOC:	SAliH
        GLOSS:	Salih/Saleh

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P38W6
      OFFSETS:	22-23
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P38W7
      OFFSETS:	23-24
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	فقيهة
     IS_TRANS:	fqyhp
        INDEX:	P38W8
      OFFSETS:	25-30
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faqiyh_1]
   UNSPLITVOC:	(faqiyhap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	faqiyh+ap
        GLOSS:	faqih (expert in Islamic jurisprudence)+[fem.sg.]

 INPUT STRING:	التعصب
     IS_TRANS:	AltESb
        INDEX:	P38W9
      OFFSETS:	31-37
       TOKENS:	P38W9-P38W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEaS~ub_1]
   UNSPLITVOC:	(Alt~aEaS~ub)
          POS:	DET+NOUN
          VOC:	Al+taEaS~ub
        GLOSS:	the+fanaticism/intolerance/chauvinism

 INPUT STRING:	بالشرع
     IS_TRANS:	bAl$rE
        INDEX:	P38W10
      OFFSETS:	38-44
       TOKENS:	P38W10-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroE_1]
   UNSPLITVOC:	(biAl$~aroE)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+$aroE
        GLOSS:	with/by+the+law

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P38W11
      OFFSETS:	45-46
       TOKENS:	P38W12-P38W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	القانون
     IS_TRANS:	AlqAnwn
        INDEX:	P38W12
      OFFSETS:	47-54
       TOKENS:	P38W13-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(AlqAnuwn)
          POS:	DET+NOUN
          VOC:	Al+qAnuwn
        GLOSS:	the+law/statutes/regulations/laws/rules

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P39W1
      OFFSETS:	0-1
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P39W2
      OFFSETS:	2-5
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/(for example)+he/it

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P39W3
      OFFSETS:	6-9
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	EXCLAM_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W4
      OFFSETS:	9-10
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W5
      OFFSETS:	10-11
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الأبناء
     IS_TRANS:	Al>bnA'
        INDEX:	P40W1
      OFFSETS:	2-9
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibon_1]
   UNSPLITVOC:	(Al>abonA')
          POS:	DET+NOUN
          VOC:	Al+>abonA'
        GLOSS:	the+sons/children

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P40W2
      OFFSETS:	10-13
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دين
     IS_TRANS:	dyn
        INDEX:	P40W3
      OFFSETS:	14-17
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(diyn)
          POS:	NOUN
          VOC:	diyn
        GLOSS:	religion

 INPUT STRING:	أبوهم
     IS_TRANS:	>bwhm
        INDEX:	P40W4
      OFFSETS:	18-23
       TOKENS:	P40W4-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ab~_1]
   UNSPLITVOC:	(Abuwhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Abuw+hum
        GLOSS:	father/parents/fathers/ancestors+their

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P40W5
      OFFSETS:	24-26
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	أسلم
     IS_TRANS:	>slm
        INDEX:	P40W6
      OFFSETS:	27-31
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asolam_1]
   UNSPLITVOC:	(>asolam)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>asolam+(null)
        GLOSS:	became Muslim/turn to Islam+he/it

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P40W7
      OFFSETS:	31-32
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P40W8
      OFFSETS:	32-33
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P41W1
      OFFSETS:	0-2
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P41W2
      OFFSETS:	3-5
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	تنصر
     IS_TRANS:	tnSr
        INDEX:	P41W3
      OFFSETS:	6-10
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tanaS~ar_1]
   UNSPLITVOC:	(tanaS~ar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	tanaS~ar+(null)
        GLOSS:	become a Christian+he/it [verb]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P41W4
      OFFSETS:	11-13
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	مدام
     IS_TRANS:	mdAm
        INDEX:	P41W5
      OFFSETS:	14-18
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madAm_1]
   UNSPLITVOC:	(madAm)
          POS:	NOUN
          VOC:	madAm
        GLOSS:	madame/madam

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P41W6
      OFFSETS:	19-22
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaY_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mouna/Muna

 INPUT STRING:	الشاذلى
     IS_TRANS:	Al$A*lY
        INDEX:	P41W7
      OFFSETS:	23-30
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A*liy_1]
   UNSPLITVOC:	(Al$A*liy)
          POS:	DET+NOUN_PROP
          VOC:	Al+$A*liy
        GLOSS:	the+Shazli/Shazly/Shadhili

 INPUT STRING:	يحصل
     IS_TRANS:	yHSl
        INDEX:	P41W8
      OFFSETS:	31-35
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(yiHoSal)
          POS:	IV3MS+IV
          VOC:	yi+HoSal
        GLOSS:	he/it+occur/happen/take place

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P41W9
      OFFSETS:	36-39
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves/soul/souls

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P41W10
      OFFSETS:	40-46
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+talk/remark/speech/saying

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W11
      OFFSETS:	46-47
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W12
      OFFSETS:	47-48
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W13
      OFFSETS:	48-49
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	غلوش
     IS_TRANS:	glw$
        INDEX:	P41W14
      OFFSETS:	50-54
       TOKENS:	P41W14-P41W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galowi$_1]
   UNSPLITVOC:	(galowi$)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	galowi$+(null)
        GLOSS:	lie+you

 INPUT STRING:	غلوش
     IS_TRANS:	glw$
        INDEX:	P41W15
      OFFSETS:	55-59
       TOKENS:	P41W15-P41W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galowi$_1]
   UNSPLITVOC:	(galowi$)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	galowi$+(null)
        GLOSS:	lie+you

 INPUT STRING:	غلوش
     IS_TRANS:	glw$
        INDEX:	P41W16
      OFFSETS:	60-64
       TOKENS:	P41W16-P41W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galowi$_1]
   UNSPLITVOC:	(galowi$)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	galowi$+(null)
        GLOSS:	lie+you

 INPUT STRING:	المفروض
     IS_TRANS:	AlmfrwD
        INDEX:	P42W1
      OFFSETS:	2-9
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(AlmaforuwD)
          POS:	DET+ADJ
          VOC:	Al+maforuwD
        GLOSS:	the+should/imposed/prescribed

 INPUT STRING:	ندرب
     IS_TRANS:	ndrb
        INDEX:	P42W2
      OFFSETS:	10-14
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitodar~ab_1]
   UNSPLITVOC:	(nid~arab)
          POS:	IV1P+IV
          VOC:	ni+d~arab
        GLOSS:	we+habituate/give training/coach

 INPUT STRING:	الأولاد
     IS_TRANS:	Al>wlAd
        INDEX:	P42W3
      OFFSETS:	15-22
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(AlAwolAd)
          POS:	DET+NOUN
          VOC:	Al+AwolAd
        GLOSS:	the+child/son/children

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P42W4
      OFFSETS:	23-24
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	نعودهم
     IS_TRANS:	nEwdhm
        INDEX:	P42W5
      OFFSETS:	25-31
       TOKENS:	P42W5-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaw~id_1]
   UNSPLITVOC:	(niEaw~idhum)
          POS:	IV1P+IV+IVSUFF_DO:3P
          VOC:	n+Eaw~id+hum
        GLOSS:	we+accustom/condition/habituate+them

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P42W6
      OFFSETS:	32-34
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	despite/even if/in spite of the fact that/verily/That/Although/truly

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P42W7
      OFFSETS:	35-37
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P42W8
      OFFSETS:	38-42
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	مؤقتة
     IS_TRANS:	m&qtp
        INDEX:	P42W9
      OFFSETS:	43-48
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&aq~at_1]
   UNSPLITVOC:	(mu&aq~atap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mu&aq~at+ap
        GLOSS:	temporary/provisional/temporarily/provisionally+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W10
      OFFSETS:	48-49
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W11
      OFFSETS:	49-50
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	نعاملهم
     IS_TRANS:	nEAmlhm
        INDEX:	P42W12
      OFFSETS:	51-58
       TOKENS:	P42W13-P42W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(niEAmilhum)
          POS:	IV1P+IV+IVSUFF_DO:3P
          VOC:	ni+EAmil+hum
        GLOSS:	we+treat/deal with/be dealt with/be treated+them

 INPUT STRING:	حكم
     IS_TRANS:	Hkm
        INDEX:	P42W13
      OFFSETS:	59-62
       TOKENS:	P42W15-P42W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(Hukom)
          POS:	NOUN
          VOC:	Hukom
        GLOSS:	judgment/decision/verdict/statutes/laws/judgments/decisions/verdicts

 INPUT STRING:	المضطر
     IS_TRANS:	AlmDTr
        INDEX:	P42W14
      OFFSETS:	63-69
       TOKENS:	P42W16-P42W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muDoTar~_1]
   UNSPLITVOC:	(AlmuDoTar~)
          POS:	DET+ADJ
          VOC:	Al+muDoTar~
        GLOSS:	the+compelled/forced/obligated

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W15
      OFFSETS:	69-70
       TOKENS:	P42W17-P42W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W16
      OFFSETS:	70-71
       TOKENS:	P42W18-P42W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أصل
     IS_TRANS:	>Sl
        INDEX:	P43W1
      OFFSETS:	0-3
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P43W2
      OFFSETS:	4-6
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	حكم
     IS_TRANS:	Hkm
        INDEX:	P43W3
      OFFSETS:	7-10
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(Hukom)
          POS:	NOUN
          VOC:	Hukom
        GLOSS:	judgment/decision/verdict/statutes/laws/judgments/decisions/verdicts

 INPUT STRING:	شرعى
     IS_TRANS:	$rEY
        INDEX:	P43W4
      OFFSETS:	11-15
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroEiy_1]
   UNSPLITVOC:	($aroEiy)
          POS:	ADJ
          VOC:	$aroEiy
        GLOSS:	legislative/legal/lawful/legitimate

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P43W5
      OFFSETS:	16-17
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	قانونى
     IS_TRANS:	qAnwnY
        INDEX:	P43W6
      OFFSETS:	18-24
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwniy_1]
   UNSPLITVOC:	(qAnuwniy)
          POS:	ADJ
          VOC:	qAnuwniy
        GLOSS:	statutory/law-related/legal

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P43W7
      OFFSETS:	25-27
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	إخوانا
     IS_TRANS:	<xwAnA
        INDEX:	P43W8
      OFFSETS:	28-34
       TOKENS:	P43W8-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(AixowAnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	AixowA+nA
        GLOSS:	brothers/brother/sisters+our

 INPUT STRING:	المفروض
     IS_TRANS:	AlmfrwD
        INDEX:	P44W1
      OFFSETS:	2-9
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(AlmaforuwD)
          POS:	DET+ADJ
          VOC:	Al+maforuwD
        GLOSS:	the+should/imposed/prescribed

 INPUT STRING:	نشيل
     IS_TRANS:	n$yl
        INDEX:	P44W2
      OFFSETS:	10-14
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Al_1]
