 INPUT STRING:	هى
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P34W6
      OFFSETS:	27-31
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	يحطوا
     IS_TRANS:	yHTwA
        INDEX:	P34W7
      OFFSETS:	32-37
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(yiHuT~uwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+HuT~+uwA
        GLOSS:	they+put+they

 INPUT STRING:	الدستور
     IS_TRANS:	Aldstwr
        INDEX:	P34W8
      OFFSETS:	38-45
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(Ald~usotuwr)
          POS:	DET+NOUN
          VOC:	Al+dusotuwr
        GLOSS:	the+constitution/statute/constitutions/statutes

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P35W1
      OFFSETS:	0-2
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P35W2
      OFFSETS:	3-6
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	زعل
     IS_TRANS:	zEl
        INDEX:	P35W3
      OFFSETS:	7-10
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaEal_1]
   UNSPLITVOC:	(zaEal)
          POS:	NOUN
          VOC:	zaEal
        GLOSS:	anger/displeasure

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P35W4
      OFFSETS:	11-15
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P35W5
      OFFSETS:	16-21
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	بكل
     IS_TRANS:	bkl
        INDEX:	P35W6
      OFFSETS:	22-25
       TOKENS:	P35W6-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(bikul~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+kul~
        GLOSS:	with/by+all, entire, every, whole

 INPUT STRING:	الوانه
     IS_TRANS:	AlwAnh
        INDEX:	P35W7
      OFFSETS:	26-32
       TOKENS:	P35W8-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[luwn_2]
   UNSPLITVOC:	(AlowAnuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	AlowAn+uh
        GLOSS:	type/sort/types/sorts+his/its

 INPUT STRING:	الاسلامية
     IS_TRANS:	AlAslAmyp
        INDEX:	P35W8
      OFFSETS:	33-42
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AislAmiy_1]
   UNSPLITVOC:	(AlAislAmiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+AislAmiy~+ap
        GLOSS:	the+Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P35W9
      OFFSETS:	43-44
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P35W10
      OFFSETS:	45-48
       TOKENS:	P35W12-P35W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	الاسلامية
     IS_TRANS:	AlAslAmyp
        INDEX:	P35W11
      OFFSETS:	49-58
       TOKENS:	P35W13-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AislAmiy_1]
   UNSPLITVOC:	(AlAislAmiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+AislAmiy~+ap
        GLOSS:	the+Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	نصفه
     IS_TRANS:	nSfh
        INDEX:	P35W12
      OFFSETS:	59-63
       TOKENS:	P35W14-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niSof_1]
   UNSPLITVOC:	(niSofuh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	niSof+uh
        GLOSS:	half+its/his

 INPUT STRING:	سورى
     IS_TRANS:	swrY
        INDEX:	P35W13
      OFFSETS:	64-68
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(swrY)
          POS:	FOREIGN
          VOC:	swrY
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P35W14
      OFFSETS:	69-71
       TOKENS:	P35W17-P35W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكلمة
     IS_TRANS:	Alklmp
        INDEX:	P35W15
      OFFSETS:	72-78
       TOKENS:	P35W18-P35W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(Alkilomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kilom+ap
        GLOSS:	the+word/remark/speech+[fem.sg.]

 INPUT STRING:	جهلة
     IS_TRANS:	jhlp
        INDEX:	P35W16
      OFFSETS:	79-83
       TOKENS:	P35W19-P35W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAhil_1]
   UNSPLITVOC:	(jahalap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jahal+ap
        GLOSS:	ignorant/foolish+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P35W17
      OFFSETS:	84-85
       TOKENS:	P35W20-P35W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P35W18
      OFFSETS:	86-88
       TOKENS:	P35W21-P35W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بحكم
     IS_TRANS:	bHkm
        INDEX:	P35W19
      OFFSETS:	89-93
       TOKENS:	P35W22-P35W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(biHukom)
          POS:	PREP+NOUN
          VOC:	bi+Hukom
        GLOSS:	with/by+judgment/decision/verdict/statutes/laws/judgments/decisions//verdicts

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P35W20
      OFFSETS:	94-100
       TOKENS:	P35W24-P35W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P35W21
      OFFSETS:	101-108
       TOKENS:	P35W25-P35W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P35W22
      OFFSETS:	109-113
       TOKENS:	P35W26-P35W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	اقر
     IS_TRANS:	Aqr
        INDEX:	P35W23
      OFFSETS:	114-117
       TOKENS:	P35W27-P35W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqar~_1]
   UNSPLITVOC:	(>aqar~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>aqar~+(null)
        GLOSS:	ratify/accept+he/it

 INPUT STRING:	نسبة
     IS_TRANS:	nsbp
        INDEX:	P35W24
      OFFSETS:	118-122
       TOKENS:	P35W28-P35W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(nisobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nisob+ap
        GLOSS:	ratio/rate/percentage figure+[fem.sg.]

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P35W25
      OFFSETS:	123-125
       TOKENS:	P35W29-P35W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	50
     IS_TRANS:	50
        INDEX:	P35W26
      OFFSETS:	126-128
       TOKENS:	P35W30-P35W30
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(50)
          POS:	NO_FUNC
          VOC:	50
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P35W27
      OFFSETS:	129-131
       TOKENS:	P35W31-P35W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المئة
     IS_TRANS:	Alm}p
        INDEX:	P35W28
      OFFSETS:	132-137
       TOKENS:	P35W32-P35W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi}ap_1]
   UNSPLITVOC:	(Almi}ap)
          POS:	DET+NOUN_NUM+NSUFF_FEM_SG
          VOC:	Al+mi}+ap
        GLOSS:	the+hundred+[fem.sg.]

 INPUT STRING:	عمال
     IS_TRANS:	EmAl
        INDEX:	P35W29
      OFFSETS:	138-142
       TOKENS:	P35W33-P35W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~Al_1]
   UNSPLITVOC:	(Eam~Al)
          POS:	NOUN
          VOC:	Eam~Al
        GLOSS:	workers

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P35W30
      OFFSETS:	143-144
       TOKENS:	P35W34-P35W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	فلاحين
     IS_TRANS:	flAHyn
        INDEX:	P35W31
      OFFSETS:	145-151
       TOKENS:	P35W35-P35W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fal~AH_1]
   UNSPLITVOC:	(fal~AHiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	fal~AH+iyn
        GLOSS:	peasant/farmer+[pl.]

 INPUT STRING:	الذى
     IS_TRANS:	Al*Y
        INDEX:	P35W32
      OFFSETS:	152-156
       TOKENS:	P35W36-P35W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~a*iy_1]
   UNSPLITVOC:	(Al~a*iy)
          POS:	REL_PRON
          VOC:	Al~a*iy
        GLOSS:	which/who/whom [masc.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P35W33
      OFFSETS:	157-159
       TOKENS:	P35W37-P35W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يشترط
     IS_TRANS:	y$trT
        INDEX:	P35W34
      OFFSETS:	160-165
       TOKENS:	P35W38-P35W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otaraT_1]
   UNSPLITVOC:	(yi$otiriT)
          POS:	IV3MS+IV
          VOC:	yi+$otiriT
        GLOSS:	he/it+make conditional/stipulate/be prerequisite

 INPUT STRING:	فيهم
     IS_TRANS:	fyhm
        INDEX:	P35W35
      OFFSETS:	166-170
       TOKENS:	P35W39-P35W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhum)
          POS:	PREP+PRON_3P
          VOC:	fiy+hum
        GLOSS:	in+them

 INPUT STRING:	اكثر
     IS_TRANS:	Akvr
        INDEX:	P35W36
      OFFSETS:	171-175
       TOKENS:	P35W41-P35W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aakvar_1]
   UNSPLITVOC:	(Aakvar)
          POS:	ADJ_COMP
          VOC:	Aakvar
        GLOSS:	more than

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P35W37
      OFFSETS:	176-178
       TOKENS:	P35W42-P35W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	شهادة
     IS_TRANS:	$hAdp
        INDEX:	P35W38
      OFFSETS:	179-184
       TOKENS:	P35W43-P35W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahAdap_1]
   UNSPLITVOC:	($ahAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$ahAd+ap
        GLOSS:	certificate/witness/testimony+[fem.sg.]

 INPUT STRING:	محو
     IS_TRANS:	mHw
        INDEX:	P35W39
      OFFSETS:	185-188
       TOKENS:	P35W44-P35W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHow_1]
   UNSPLITVOC:	(maHow)
          POS:	NOUN
          VOC:	maHow
        GLOSS:	eradication/elimination

 INPUT STRING:	الأمية
     IS_TRANS:	Al>myp
        INDEX:	P35W40
      OFFSETS:	189-195
       TOKENS:	P35W45-P35W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~iy~ap_1]
   UNSPLITVOC:	(Al>um~iy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+>um~iy~+ap
        GLOSS:	the+illiteracy+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W1
      OFFSETS:	0-1
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P36W2
      OFFSETS:	2-5
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	عندى
     IS_TRANS:	EndY
        INDEX:	P36W3
      OFFSETS:	6-10
       TOKENS:	P36W3-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	with/at+my

 INPUT STRING:	الأمل
     IS_TRANS:	Al>ml
        INDEX:	P36W4
      OFFSETS:	11-16
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amal_1]
   UNSPLITVOC:	(Al>amal)
          POS:	DET+NOUN
          VOC:	Al+>amal
        GLOSS:	the+hope/wish/hopes/wishes

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P36W5
      OFFSETS:	17-21
       TOKENS:	P36W6-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	يختاروا
     IS_TRANS:	yxtArwA
        INDEX:	P36W6
      OFFSETS:	22-29
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(yixotAruwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+xotAr+uwA
        GLOSS:	they+choose+they

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P36W7
      OFFSETS:	30-32
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	النص
     IS_TRANS:	AlnS
        INDEX:	P36W8
      OFFSETS:	33-37
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(Aln~uS~)
          POS:	DET+NOUN_QUANT
          VOC:	Al+nuS~
        GLOSS:	the+half

 INPUT STRING:	التانى
     IS_TRANS:	AltAnY
        INDEX:	P36W9
      OFFSETS:	38-44
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(AltAniy)
          POS:	DET+ADJ_NUM
          VOC:	Al+tAniy
        GLOSS:	the+second/next

 INPUT STRING:	المتعلم
     IS_TRANS:	AlmtElm
        INDEX:	P36W10
      OFFSETS:	45-52
       TOKENS:	P36W12-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaEal~im_1]
   UNSPLITVOC:	(AlmutaEal~im)
          POS:	DET+ADJ
          VOC:	Al+mutaEal~im
        GLOSS:	the+educated

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P36W11
      OFFSETS:	53-55
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	حيختاروا
     IS_TRANS:	HyxtArwA
        INDEX:	P36W12
      OFFSETS:	56-64
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(HyxtArwA)
          POS:	NO_FUNC
          VOC:	HyxtArwA
        GLOSS:	nogloss

 INPUT STRING:	انما
     IS_TRANS:	AnmA
        INDEX:	P37W1
      OFFSETS:	0-4
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~amA_1]
   UNSPLITVOC:	(<in~amA)
          POS:	PART
          VOC:	<in~amA
        GLOSS:	but/however

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P37W2
      OFFSETS:	5-11
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P37W3
      OFFSETS:	12-16
       TOKENS:	P37W3-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P37W4
      OFFSETS:	17-19
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P37W5
      OFFSETS:	20-24
       TOKENS:	P37W6-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	يحطه
     IS_TRANS:	yHTh
        INDEX:	P37W6
      OFFSETS:	25-29
       TOKENS:	P37W7-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(yiHuT~uh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+HuT~+uh
        GLOSS:	he/it+put+it/him

 INPUT STRING:	سورى
     IS_TRANS:	swrY
        INDEX:	P37W7
      OFFSETS:	30-34
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(swrY)
          POS:	FOREIGN
          VOC:	swrY
        GLOSS:	nogloss

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P37W8
      OFFSETS:	35-37
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P37W9
      OFFSETS:	38-40
       TOKENS:	P37W11-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	وجهة
     IS_TRANS:	wjhp
        INDEX:	P37W10
      OFFSETS:	41-45
       TOKENS:	P37W12-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wijohap_1]
   UNSPLITVOC:	(wijohap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wijoh+ap
