 INPUT STRING:	مبارك
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P56W1
      OFFSETS:	0-5
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P56W2
      OFFSETS:	6-8
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	يريد
     IS_TRANS:	yryd
        INDEX:	P56W3
      OFFSETS:	9-13
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arAd_1]
   UNSPLITVOC:	(yuriyd)
          POS:	IV3MS+IV
          VOC:	yu+riyd
        GLOSS:	he/it+want/desire/intend/be desired/be intended

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P56W4
      OFFSETS:	14-16
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<an~_1]
   UNSPLITVOC:	(<an~)
          POS:	SUB_CONJ
          VOC:	<an~
        GLOSS:	that/to

 INPUT STRING:	يحسب
     IS_TRANS:	yHsb
        INDEX:	P56W5
      OFFSETS:	17-21
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(yuHosab)
          POS:	IV3MS+IV
          VOC:	yu+Hosab
        GLOSS:	he/it+be computed/be charged

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P56W6
      OFFSETS:	22-24
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	صف
     IS_TRANS:	Sf
        INDEX:	P56W7
      OFFSETS:	25-27
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saf~_1]
   UNSPLITVOC:	(Saf~)
          POS:	NOUN
          VOC:	Saf~
        GLOSS:	line/row/class/ranks/lines/rows/classes

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P56W8
      OFFSETS:	28-30
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	الآخر
     IS_TRANS:	Al|xr
        INDEX:	P56W9
      OFFSETS:	31-36
       TOKENS:	P56W9-P56W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axar_1]
   UNSPLITVOC:	(Al>axar)
          POS:	DET+NOUN
          VOC:	Al+>axar
        GLOSS:	the+other

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P56W10
      OFFSETS:	36-37
       TOKENS:	P56W10-P56W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	فعلى
     IS_TRANS:	fElY
        INDEX:	P57W1
      OFFSETS:	0-4
       TOKENS:	P57W1-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(faEalaY)
          POS:	CONJ+PREP
          VOC:	fa+EalaY
        GLOSS:	so/and+on/above

 INPUT STRING:	الرغم
     IS_TRANS:	Alrgm
        INDEX:	P57W2
      OFFSETS:	5-10
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(Alr~agom)
          POS:	DET+NOUN
          VOC:	Al+ragom
        GLOSS:	the+in spite of/despite

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P57W3
      OFFSETS:	11-13
       TOKENS:	P57W4-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P57W4
      OFFSETS:	14-16
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	شيء
     IS_TRANS:	$y'
        INDEX:	P57W5
      OFFSETS:	17-20
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ay}_1]
   UNSPLITVOC:	($ay})
          POS:	NOUN
          VOC:	$ay}
        GLOSS:	thing/something

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P57W6
      OFFSETS:	21-26
       TOKENS:	P57W7-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/countries

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P57W7
      OFFSETS:	27-31
       TOKENS:	P57W8-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	إتجاهات
     IS_TRANS:	<tjAhAt
        INDEX:	P57W8
      OFFSETS:	32-39
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~ijAh_1]
   UNSPLITVOC:	(Ait~ijAhAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Ait~ijAh+At
        GLOSS:	direction/course+[fem.pl.]

 INPUT STRING:	مختلفة
     IS_TRANS:	mxtlfp
        INDEX:	P57W9
      OFFSETS:	40-46
       TOKENS:	P57W11-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxotalif_1]
   UNSPLITVOC:	(muxotalifap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muxotalif+ap
        GLOSS:	different/various+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P58W1
      OFFSETS:	0-1
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P58W2
      OFFSETS:	2-7
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P58W3
      OFFSETS:	8-10
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P58W4
      OFFSETS:	11-15
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	wanting

 INPUT STRING:	يقف
     IS_TRANS:	yqf
        INDEX:	P58W5
      OFFSETS:	16-19
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqaf_1]
   UNSPLITVOC:	(yuqaf)
          POS:	IV3MS+IV
          VOC:	yu+qaf
        GLOSS:	he/it+stop/cease/stand

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P58W6
      OFFSETS:	20-22
       TOKENS:	P58W6-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	صف
     IS_TRANS:	Sf
        INDEX:	P58W7
      OFFSETS:	23-25
       TOKENS:	P58W7-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saf~_1]
   UNSPLITVOC:	(Saf~)
          POS:	NOUN
          VOC:	Saf~
        GLOSS:	line/row/class/ranks/lines/rows/classes

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P58W8
      OFFSETS:	26-28
       TOKENS:	P58W8-P58W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	somebody/some one/one/someone

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P58W9
      OFFSETS:	29-31
       TOKENS:	P58W9-P58W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	التاني
     IS_TRANS:	AltAny
        INDEX:	P58W10
      OFFSETS:	32-38
       TOKENS:	P58W10-P58W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(Alt~Aniy)
          POS:	DET+ADJ
          VOC:	Al+tAniy
        GLOSS:	the+second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P59W1
      OFFSETS:	0-1
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بيحاول
     IS_TRANS:	byHAwl
        INDEX:	P59W2
      OFFSETS:	2-8
       TOKENS:	P59W2-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(biyiHAwil)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HAwil
        GLOSS:	[present-tense]+he/it+attempt/try

 INPUT STRING:	دائما
     IS_TRANS:	dA}mA
        INDEX:	P59W3
      OFFSETS:	9-14
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dA}im_1]
   UNSPLITVOC:	(dA}imAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	dA}im+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P59W4
      OFFSETS:	15-19
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be/was/were

 INPUT STRING:	محايد
     IS_TRANS:	mHAyd
        INDEX:	P59W5
      OFFSETS:	20-25
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAyid_1]
   UNSPLITVOC:	(muHAyid)
          POS:	ADJ
          VOC:	muHAyid
        GLOSS:	neutral

 INPUT STRING:	لدرجة
     IS_TRANS:	ldrjp
        INDEX:	P59W6
      OFFSETS:	26-31
       TOKENS:	P59W7-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darajap_1]
   UNSPLITVOC:	(lidarajap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+daraj+ap
        GLOSS:	for/to+degree/class/rank/grade/level/degrees/classes/ranks+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P59W7
      OFFSETS:	32-34
       TOKENS:	P59W9-P59W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_6]
   UNSPLITVOC:	(mA)
          POS:	NOUN
          VOC:	mA
        GLOSS:	some

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W8
      OFFSETS:	34-35
       TOKENS:	P59W10-P59W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ففي
     IS_TRANS:	ffy
        INDEX:	P60W1
      OFFSETS:	0-3
       TOKENS:	P60W1-P60W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fafiy)
          POS:	CONJ+PREP
          VOC:	fa+fiy
        GLOSS:	so/and+in

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P60W2
      OFFSETS:	4-7
       TOKENS:	P60W3-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	ever/period/day/today/some day

 INPUT STRING:	الاربعاء
     IS_TRANS:	AlArbEA'
        INDEX:	P60W3
      OFFSETS:	8-16
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arobiEA'_1]
   UNSPLITVOC:	(Al>arobiEA')
          POS:	DET+NOUN
          VOC:	Al+>arobiEA'
        GLOSS:	the+Wednesday

 INPUT STRING:	المشؤوم
     IS_TRANS:	Alm$&wm
        INDEX:	P60W4
      OFFSETS:	17-24
       TOKENS:	P60W5-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$o&uwm_1]
   UNSPLITVOC:	(Alma$o&uwm)
          POS:	DET+ADJ
          VOC:	Al+ma$o&uwm
        GLOSS:	the+inauspicious/accursed

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P60W5
      OFFSETS:	25-27
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P60W6
      OFFSETS:	28-33
       TOKENS:	P60W7-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P60W7
      OFFSETS:	34-37
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV
          VOC:	kAn
        GLOSS:	be/was/were

 INPUT STRING:	ضرب
     IS_TRANS:	Drb
        INDEX:	P60W8
      OFFSETS:	38-41
       TOKENS:	P60W9-P60W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darob_1]
   UNSPLITVOC:	(Darob)
          POS:	NOUN.VN
          VOC:	Darob
        GLOSS:	strike/attack/bombardment/beating/hitting/striking

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P60W9
      OFFSETS:	42-44
       TOKENS:	P60W10-P60W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المهاجمين
     IS_TRANS:	AlmhAjmyn
        INDEX:	P60W10
      OFFSETS:	45-54
       TOKENS:	P60W11-P60W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhAjim_1]
   UNSPLITVOC:	(AlmuhAjimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muhAjim+iyn
        GLOSS:	the+assailant/attacker+[masc.pl]

 INPUT STRING:	الللي
     IS_TRANS:	Allly
        INDEX:	P60W11
      OFFSETS:	55-60
       TOKENS:	P60W12-P60W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Allly)
          POS:	TYPO
          VOC:	Allly
        GLOSS:	nogloss

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P60W12
      OFFSETS:	61-66
       TOKENS:	P60W13-P60W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be/was/were+they

 INPUT STRING:	لابسين
     IS_TRANS:	lAbsyn
        INDEX:	P60W13
      OFFSETS:	67-73
       TOKENS:	P60W14-P60W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAbis_1]
   UNSPLITVOC:	(lAbosiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	lAbos+iyn
        GLOSS:	wear+two

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P60W14
      OFFSETS:	74-79
       TOKENS:	P60W15-P60W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P60W15
      OFFSETS:	80-82
       TOKENS:	P60W16-P60W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay_1]
   UNSPLITVOC:	(zaY)
          POS:	NOUN
          VOC:	zaY
        GLOSS:	like/such as

 INPUT STRING:	المتظاهرين
     IS_TRANS:	AlmtZAhryn
        INDEX:	P60W16
      OFFSETS:	83-93
       TOKENS:	P60W17-P60W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaZAhir_1]
   UNSPLITVOC:	(AlmutaZAhiriyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+mutaZAhir+iyn
        GLOSS:	the+demonstrator+two

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P60W17
      OFFSETS:	94-95
       TOKENS:	P60W18-P60W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	برده
     IS_TRANS:	brdh
        INDEX:	P60W18
      OFFSETS:	96-100
       TOKENS:	P60W19-P60W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	بيرفعوا
     IS_TRANS:	byrfEwA
        INDEX:	P60W19
      OFFSETS:	101-108
       TOKENS:	P60W20-P60W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaE_1]
   UNSPLITVOC:	(biyirofaEuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+rofaE+uwA
        GLOSS:	[present-tense]+they+lift/raise/increase/be lifted/be raised/be increased+we

 INPUT STRING:	علم
     IS_TRANS:	Elm
        INDEX:	P60W20
      OFFSETS:	109-112
       TOKENS:	P60W22-P60W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ealam_1]
   UNSPLITVOC:	(Ealam)
          POS:	NOUN
          VOC:	Ealam
        GLOSS:	flag/banner/badge/flags/banners

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P60W21
      OFFSETS:	113-116
       TOKENS:	P60W23-P60W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P60W22
      OFFSETS:	117-118
       TOKENS:	P60W24-P60W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	شعارات
     IS_TRANS:	$EArAt
        INDEX:	P60W23
      OFFSETS:	119-125
       TOKENS:	P60W25-P60W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iEAr_1]
   UNSPLITVOC:	($iEArAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	$iEAr+At
        GLOSS:	slogan/motto/slogans/mottos/emblem/symbol+[fem.pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P60W24
      OFFSETS:	126-127
       TOKENS:	P60W26-P60W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بيقولوا
     IS_TRANS:	byqwlwA
        INDEX:	P60W25
      OFFSETS:	128-135
       TOKENS:	P60W27-P60W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+quwl+uwA
        GLOSS:	[present-tense]+they+said/say/be said/(for example)+we

 INPUT STRING:	سلمية
     IS_TRANS:	slmyp
        INDEX:	P60W26
      OFFSETS:	136-141
       TOKENS:	P60W29-P60W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silomiy_1]
   UNSPLITVOC:	(silomiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	silomiy~+ap
        GLOSS:	pacifist/peaceful+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P60W27
      OFFSETS:	144-145
       TOKENS:	P60W30-P60W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بعدين
     IS_TRANS:	bEdyn
        INDEX:	P60W28
      OFFSETS:	146-151
       TOKENS:	P60W31-P60W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(baEodayn)
          POS:	ADV
          VOC:	baEodayn
        GLOSS:	next/then/later

 INPUT STRING:	يضربوا
     IS_TRANS:	yDrbwA
        INDEX:	P60W29
      OFFSETS:	152-158
       TOKENS:	P60W32-P60W32
