 INPUT STRING:	في
   UNSPLITVOC:	(Ealayhum)
          POS:	PREP+PRON_3P
          VOC:	EalaY+hum
        GLOSS:	on/above+them

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P25W2
      OFFSETS:	4-6
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P25W3
      OFFSETS:	7-11
       TOKENS:	P25W3-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self/selves+my

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P25W4
      OFFSETS:	12-14
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هقفل
     IS_TRANS:	hqfl
        INDEX:	P25W5
      OFFSETS:	15-19
       TOKENS:	P25W6-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(HaAaqofil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+qofil
        GLOSS:	will+I+lock

 INPUT STRING:	تلفونى
     IS_TRANS:	tlfwnY
        INDEX:	P25W6
      OFFSETS:	20-26
       TOKENS:	P25W8-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[talifuwn_1]
   UNSPLITVOC:	(talifuwniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	talifuwn+iy
        GLOSS:	telephone+my

 INPUT STRING:	لاءن
     IS_TRANS:	lA'n
        INDEX:	P25W7
      OFFSETS:	27-31
       TOKENS:	P25W10-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	محدش
     IS_TRANS:	mHd$
        INDEX:	P25W8
      OFFSETS:	32-36
       TOKENS:	P25W12-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(mA_Had~i$)
          POS:	NEG_PART+NOUN+NEG_PART
          VOC:	mA+Had~+$
        GLOSS:	not+one+not

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P25W9
      OFFSETS:	37-40
       TOKENS:	P25W15-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+him/it

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P25W10
      OFFSETS:	41-45
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	عندى
     IS_TRANS:	EndY
        INDEX:	P25W11
      OFFSETS:	46-50
       TOKENS:	P25W18-P25W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	with+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W12
      OFFSETS:	51-54
       TOKENS:	P25W20-P25W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	حره
     IS_TRANS:	Hrh
        INDEX:	P25W13
      OFFSETS:	55-58
       TOKENS:	P25W21-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(Hur~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hur~+ap
        GLOSS:	free/independent+[fem.sg.]

 INPUT STRING:	ومحدش
     IS_TRANS:	wmHd$
        INDEX:	P25W14
      OFFSETS:	59-64
       TOKENS:	P25W22-P25W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(wimA_Had~i$)
          POS:	CONJ+NEG_PART+NOUN+NEG_PART
          VOC:	wi+mA+Had~+$
        GLOSS:	and+not+one+not

 INPUT STRING:	يفرض
     IS_TRANS:	yfrD
        INDEX:	P25W15
      OFFSETS:	65-69
       TOKENS:	P25W26-P25W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faraD_1]
   UNSPLITVOC:	(yaforiD)
          POS:	IV3MS+IV
          VOC:	ya+foriD
        GLOSS:	he/it+impose/be imposed

 INPUT STRING:	سيطرته
     IS_TRANS:	syTrth
        INDEX:	P25W16
      OFFSETS:	70-76
       TOKENS:	P25W27-P25W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sayTarap_1]
   UNSPLITVOC:	(sayTaratuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	sayTar+ap+uh
        GLOSS:	control/dominion+[fem.sg.]+his/its

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P25W17
      OFFSETS:	77-80
       TOKENS:	P25W29-P25W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P25W18
      OFFSETS:	81-83
       TOKENS:	P25W30-P25W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P26W1
      OFFSETS:	0-5
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	محدش
     IS_TRANS:	mHd$
        INDEX:	P26W2
      OFFSETS:	6-10
       TOKENS:	P26W3-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(mA_Had~i$)
          POS:	NEG_PART+NOUN+NEG_PART
          VOC:	mA+Had~+$
        GLOSS:	not+one+not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P26W3
      OFFSETS:	11-15
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	الحقيقة
     IS_TRANS:	AlHqyqp
        INDEX:	P26W4
      OFFSETS:	16-23
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(AlHaqiyqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Haqiyq+ap
        GLOSS:	the+truth/reality/truth/facts+[fem.sg.]

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P26W5
      OFFSETS:	24-27
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	REL_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P26W6
      OFFSETS:	28-30
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P26W7
      OFFSETS:	31-34
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P26W8
      OFFSETS:	35-38
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	فعلاً
     IS_TRANS:	fElAF
        INDEX:	P26W9
      OFFSETS:	39-44
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	actually+[acc.indef.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P26W10
      OFFSETS:	45-48
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P26W11
      OFFSETS:	49-52
       TOKENS:	P26W14-P26W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	مضموهاش
     IS_TRANS:	mDmwhA$
        INDEX:	P26W12
      OFFSETS:	53-60
       TOKENS:	P26W15-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Dam~_1]
   UNSPLITVOC:	(mADam~uwAhA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3FS+NEG_PART
          VOC:	mA+Dam~+uwA+hA+$
        GLOSS:	not+include/comprise/incorporate+they+it/them/her+not

 INPUT STRING:	للإنجازات
     IS_TRANS:	ll<njAzAt
        INDEX:	P26W13
      OFFSETS:	61-70
       TOKENS:	P26W19-P26W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inojAz_2]
   UNSPLITVOC:	(lil<inojAzAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+<inojAz+At
        GLOSS:	to/for+the+accomplishments/achievements/successes+[fem.pl.]

 INPUT STRING:	بتاعتهم
     IS_TRANS:	btAEthm
        INDEX:	P26W14
      OFFSETS:	71-78
       TOKENS:	P26W21-P26W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAEap_1]
   UNSPLITVOC:	(bitAEithum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	bitAE+ap+hum
        GLOSS:	own+[fem.sg.]+their

 INPUT STRING:	وقالوا
     IS_TRANS:	wqAlwA
        INDEX:	P26W15
      OFFSETS:	79-85
       TOKENS:	P26W23-P26W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAluwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+qAl+uwA
        GLOSS:	and+said/say/be said/say/(for example)+they

 INPUT STRING:	الكلمتين
     IS_TRANS:	Alklmtyn
        INDEX:	P26W16
      OFFSETS:	86-94
       TOKENS:	P26W25-P26W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(Alkilomitayn)
          POS:	DET+NOUN+NSUFF_FEM_DU
          VOC:	Al+kilom+itayn
        GLOSS:	the+word/remark+two

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P26W17
      OFFSETS:	95-98
       TOKENS:	P26W26-P26W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P26W18
      OFFSETS:	99-102
       TOKENS:	P26W27-P26W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P26W19
      OFFSETS:	103-108
       TOKENS:	P26W28-P26W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ثارت
     IS_TRANS:	vArt
        INDEX:	P26W20
      OFFSETS:	109-113
       TOKENS:	P26W29-P26W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAr_1]
   UNSPLITVOC:	(vArit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	vAr+it
        GLOSS:	revolt/arise+it/they/she [verb]

 INPUT STRING:	السنة
     IS_TRANS:	Alsnp
        INDEX:	P26W21
      OFFSETS:	114-119
       TOKENS:	P26W30-P26W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(Als~anap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+san+ap
        GLOSS:	the+year/years+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P26W22
      OFFSETS:	120-124
       TOKENS:	P26W31-P26W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	فاتت
     IS_TRANS:	fAtt
        INDEX:	P26W23
      OFFSETS:	125-129
       TOKENS:	P26W32-P26W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAt_1]
   UNSPLITVOC:	(fAtit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	fAt+it
        GLOSS:	expire/go by+it/they/she

 INPUT STRING:	بصى
     IS_TRANS:	bSY
        INDEX:	P27W1
      OFFSETS:	0-3
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P27W2
      OFFSETS:	4-7
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	لد
     IS_TRANS:	ld
        INDEX:	P27W3
      OFFSETS:	8-10
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ld)
          POS:	TYPO
          VOC:	ld
        GLOSS:	nogloss

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P27W4
      OFFSETS:	11-16
       TOKENS:	P27W4-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	kalAm+ik
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	معاكى
     IS_TRANS:	mEAkY
        INDEX:	P27W5
      OFFSETS:	17-22
       TOKENS:	P27W6-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAkiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	maEa+ik
        GLOSS:	with+your

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P27W6
      OFFSETS:	23-27
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you

 INPUT STRING:	حره
     IS_TRANS:	Hrh
        INDEX:	P27W7
      OFFSETS:	28-31
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(Hur~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hur~+ap
        GLOSS:	free/independent+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P28W1
      OFFSETS:	0-4
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P28W2
      OFFSETS:	5-8
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	خطيبى
     IS_TRANS:	xTybY
        INDEX:	P28W3
      OFFSETS:	9-14
       TOKENS:	P28W3-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTiyb_1]
   UNSPLITVOC:	(xaTiybiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	xaTiyb+iy
        GLOSS:	fianc+my

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P28W4
      OFFSETS:	15-19
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example+[acc.indef.]

 INPUT STRING:	والنبى
     IS_TRANS:	wAlnbY
        INDEX:	P28W5
      OFFSETS:	20-26
       TOKENS:	P28W6-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nabiy~_1]
   UNSPLITVOC:	(waAlnabiy~)
          POS:	PREP+DET+NOUN
          VOC:	wa+Al+nabiy~
        GLOSS:	with/by+the+prophet

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P28W6
      OFFSETS:	27-29
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	عملتلوا
     IS_TRANS:	EmltlwA
        INDEX:	P28W7
      OFFSETS:	30-37
       TOKENS:	P28W9-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamaltliuh)
          POS:	PV+PVSUFF_SUBJ:1S+PREP+PRON_3MS
          VOC:	Eamal+t+li+uh
        GLOSS:	do/make+I+to+him/it

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P28W8
      OFFSETS:	38-41
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	REL_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P28W9
      OFFSETS:	42-44
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيرضى
     IS_TRANS:	hyrDY
        INDEX:	P28W10
      OFFSETS:	45-50
       TOKENS:	P28W14-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raDaY_1]
   UNSPLITVOC:	(HayiroDaY)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+roDaY
        GLOSS:	will+he/it+agree

 INPUT STRING:	يقاطع
     IS_TRANS:	yqATE
        INDEX:	P28W11
      OFFSETS:	51-56
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qATiE_1]
   UNSPLITVOC:	(yiqATiE)
          POS:	IV3MS+IV
          VOC:	yi+qATiE
        GLOSS:	he/it+boycott/be boycotted

 INPUT STRING:	هيقولى
     IS_TRANS:	hyqwlY
        INDEX:	P29W1
      OFFSETS:	0-6
       TOKENS:	P29W1-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Hayiquwlliiy)
          POS:	FUT_PART+IV3MS+IV+PREP+PRON_1S
          VOC:	Ha+yi+quwl+li+iy
        GLOSS:	will+he/it+say+for/to+me

 INPUT STRING:	امال
     IS_TRANS:	AmAl
        INDEX:	P29W2
      OFFSETS:	7-11
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	Hence/then

 INPUT STRING:	هنتكم
     IS_TRANS:	hntkm
        INDEX:	P29W3
      OFFSETS:	12-17
       TOKENS:	P29W6-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<itakalim_1]
   UNSPLITVOC:	(Hanitakalim)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+takalim
        GLOSS:	will+we+talk

 INPUT STRING:	ازااااااااااااى
     IS_TRANS:	AzAAAAAAAAAAAAY
        INDEX:	P29W4
      OFFSETS:	18-33
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<izay~_1]
   UNSPLITVOC:	(<izay~)
          POS:	REL_ADV
          VOC:	<izay~
        GLOSS:	how

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P29W5
      OFFSETS:	34-37
       TOKENS:	P29W9-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wami$)
