 INPUT STRING:	وكما
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	ريبة
     IS_TRANS:	rybp
        INDEX:	P36W12
      OFFSETS:	52-56
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riybap_1]
   UNSPLITVOC:	(riybap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	riyb+ap
        GLOSS:	doubt/suspicion/doubts/suspicions+[fem.sg.]

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P37W2
      OFFSETS:	4-6
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	إخوان
     IS_TRANS:	<xwAn
        INDEX:	P37W3
      OFFSETS:	7-12
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixowAn_1]
   UNSPLITVOC:	(AixowAn)
          POS:	NOUN_PROP
          VOC:	AixowAn
        GLOSS:	Ekhwan

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P37W4
      OFFSETS:	13-16
       TOKENS:	P37W4-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	هكون
     IS_TRANS:	hkwn
        INDEX:	P37W5
      OFFSETS:	17-21
       TOKENS:	P37W6-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(HaAakuwn)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+kuwn
        GLOSS:	will+I+be

 INPUT STRING:	لأسباب
     IS_TRANS:	l>sbAb
        INDEX:	P37W6
      OFFSETS:	22-28
       TOKENS:	P37W8-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(liAsobAb)
          POS:	PREP+NOUN
          VOC:	li+AsobAb
        GLOSS:	for/to+reason/cause/because of/due to

 INPUT STRING:	شخصية
     IS_TRANS:	$xSyp
        INDEX:	P37W7
      OFFSETS:	29-34
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$axoSiy_1]
   UNSPLITVOC:	($axoSiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$axoSiy~+ap
        GLOSS:	private/personal+[fem.sg.]

 INPUT STRING:	محضة
     IS_TRANS:	mHDp
        INDEX:	P37W8
      OFFSETS:	35-39
       TOKENS:	P37W11-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maHoD_1]
   UNSPLITVOC:	(maHoDap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maHoD+ap
        GLOSS:	mere/nothing but+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W9
      OFFSETS:	39-40
       TOKENS:	P37W12-P37W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W10
      OFFSETS:	40-41
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P38W1
      OFFSETS:	0-2
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with/together

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P38W2
      OFFSETS:	3-5
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	أخويا
     IS_TRANS:	>xwyA
        INDEX:	P38W3
      OFFSETS:	6-11
       TOKENS:	P38W3-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(>axuwyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>axuw+iy
        GLOSS:	brother+my

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P38W4
      OFFSETS:	12-14
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ضمن
     IS_TRANS:	Dmn
        INDEX:	P38W5
      OFFSETS:	15-18
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dimon_1]
   UNSPLITVOC:	(Dimon)
          POS:	NOUN
          VOC:	Dimon
        GLOSS:	within/inside/among

 INPUT STRING:	الحزب
     IS_TRANS:	AlHzb
        INDEX:	P38W6
      OFFSETS:	19-24
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(AlHizob)
          POS:	DET+NOUN
          VOC:	Al+Hizob
        GLOSS:	the+party

 INPUT STRING:	بالفعل
     IS_TRANS:	bAlfEl
        INDEX:	P38W7
      OFFSETS:	25-31
       TOKENS:	P38W8-P38W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(biAlfiEol)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+fiEol
        GLOSS:	with/by+the+doing/act/action/actually/in effect

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P39W2
      OFFSETS:	3-4
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P39W3
      OFFSETS:	5-8
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	انتمائي
     IS_TRANS:	AntmA}y
        INDEX:	P39W4
      OFFSETS:	9-16
       TOKENS:	P39W4-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotimA'_1]
   UNSPLITVOC:	(AinotimA}iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	<inotimA}+iy
        GLOSS:	membership/affiliation/commitment+my

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P39W5
      OFFSETS:	17-19
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P39W6
      OFFSETS:	20-24
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P39W7
      OFFSETS:	25-28
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	احترامي
     IS_TRANS:	AHtrAmy
        INDEX:	P39W8
      OFFSETS:	29-36
       TOKENS:	P39W9-P39W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iHotirAm_1]
   UNSPLITVOC:	(AiHotirAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	<iHotirAm+iy
        GLOSS:	respect/honoring+my

 INPUT STRING:	الجمّ
     IS_TRANS:	Aljm~
        INDEX:	P39W9
      OFFSETS:	37-42
       TOKENS:	P39W11-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jam~_1]
   UNSPLITVOC:	(Aljam~)
          POS:	DET+NOUN
          VOC:	Al+jam~
        GLOSS:	the+ample/throng

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P39W10
      OFFSETS:	43-46
       TOKENS:	P39W12-P39W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+they

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P39W11
      OFFSETS:	47-51
       TOKENS:	P39W14-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA'_1]
   UNSPLITVOC:	(sawA')
          POS:	NOUN
          VOC:	sawA'
        GLOSS:	except/whether/regardless

 INPUT STRING:	كفكر
     IS_TRANS:	kfkr
        INDEX:	P39W12
      OFFSETS:	52-56
       TOKENS:	P39W15-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikor_1]
   UNSPLITVOC:	(kafikor)
          POS:	PREP+NOUN
          VOC:	ka+fikor
        GLOSS:	like/such+thought/thinking/thoughts/ideas/concepts

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P39W13
      OFFSETS:	57-58
       TOKENS:	P39W17-P39W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	تنظيم
     IS_TRANS:	tnZym
        INDEX:	P39W14
      OFFSETS:	59-64
       TOKENS:	P39W18-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanoZiym_1]
   UNSPLITVOC:	(tanoZiym)
          POS:	NOUN
          VOC:	tanoZiym
        GLOSS:	organization/network

 INPUT STRING:	وكفاح
     IS_TRANS:	wkfAH
        INDEX:	P39W15
      OFFSETS:	65-70
       TOKENS:	P39W19-P39W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAH_1]
   UNSPLITVOC:	(wikifAH)
          POS:	CONJ+NOUN
          VOC:	wi+kifAH
        GLOSS:	and+struggle/battle

 INPUT STRING:	مشرف
     IS_TRANS:	m$rf
        INDEX:	P39W16
      OFFSETS:	71-75
       TOKENS:	P39W21-P39W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$ar~if_1]
   UNSPLITVOC:	(mu$ar~if)
          POS:	ADJ
          VOC:	mu$ar~if
        GLOSS:	honorable/honorary

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P40W1
      OFFSETS:	0-4
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA'_1]
   UNSPLITVOC:	(sawA')
          POS:	NOUN
          VOC:	sawA'
        GLOSS:	except/whether/regardless

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P40W2
      OFFSETS:	5-8
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	الحديث
     IS_TRANS:	AlHdyv
        INDEX:	P40W3
      OFFSETS:	9-15
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadiyv_1]
   UNSPLITVOC:	(AlHadiyv)
          POS:	DET+NOUN
          VOC:	Al+Hadiyv
        GLOSS:	the+discussion/talk/interview/discussions/talks

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P40W4
      OFFSETS:	16-18
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الإخوان
     IS_TRANS:	Al<xwAn
        INDEX:	P40W5
      OFFSETS:	19-26
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAn_1]
   UNSPLITVOC:	(AlAixowAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+<ixowAn
        GLOSS:	the+Ekhwan

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P40W6
      OFFSETS:	27-29
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	غيرهم
     IS_TRANS:	gyrhm
        INDEX:	P40W7
      OFFSETS:	30-35
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(gyrhm)
          POS:	NO_FUNC
          VOC:	gyrhm
        GLOSS:	nogloss

 INPUT STRING:	فلتُقطع
     IS_TRANS:	fltuqTE
        INDEX:	P41W1
      OFFSETS:	0-7
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(fltuqTE)
          POS:	NO_FUNC
          VOC:	fltuqTE
        GLOSS:	nogloss

 INPUT STRING:	ألسنة
     IS_TRANS:	>lsnp
        INDEX:	P41W2
      OFFSETS:	8-13
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lisAn_1]
   UNSPLITVOC:	(>alosinap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>alosin+ap
        GLOSS:	tongues+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P41W3
      OFFSETS:	14-16
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يزايدون
     IS_TRANS:	yzAydwn
        INDEX:	P41W4
      OFFSETS:	17-24
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zAyad_1]
   UNSPLITVOC:	(yuzAyiduwna)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	yu+zAyid+uwna
        GLOSS:	they (people)+outbid+[masc.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P41W5
      OFFSETS:	25-28
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	وطنية
     IS_TRANS:	wTnyp
        INDEX:	P41W6
      OFFSETS:	29-34
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTaniy~ap_1]
   UNSPLITVOC:	(waTaniy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	waTaniy~+ap
        GLOSS:	nationalism/patriotism+[fem.sg.]

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P41W7
      OFFSETS:	35-38
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*A)
          POS:	DEM_PRON_MS
          VOC:	h`*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P41W8
      OFFSETS:	39-41
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	انتماء
     IS_TRANS:	AntmA'
        INDEX:	P41W9
      OFFSETS:	42-48
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotimA'_1]
   UNSPLITVOC:	(AinotimA')
          POS:	NOUN
          VOC:	AinotimA'
        GLOSS:	membership/affiliation/commitment

 INPUT STRING:	ذاك
     IS_TRANS:	*Ak
        INDEX:	P41W10
      OFFSETS:	49-52
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*Aka_1]
   UNSPLITVOC:	(*Aka)
          POS:	DEM_PRON_MS
          VOC:	*Aka
        GLOSS:	that

 INPUT STRING:	لمجرد
     IS_TRANS:	lmjrd
        INDEX:	P41W11
      OFFSETS:	53-58
       TOKENS:	P41W11-P41W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(limujar~ad)
          POS:	PREP+NOUN
          VOC:	li+mujar~ad
        GLOSS:	for/to+nothing but/mere

 INPUT STRING:	أنهم
     IS_TRANS:	>nhm
        INDEX:	P41W12
      OFFSETS:	59-63
       TOKENS:	P41W13-P41W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~ahum)
          POS:	SUB_CONJ+PRON_3MP
          VOC:	>an~a+hum
        GLOSS:	that+they [masc.pl.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P41W13
      OFFSETS:	64-66
       TOKENS:	P41W15-P41W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	يستوعبون
     IS_TRANS:	ystwEbwn
        INDEX:	P41W14
      OFFSETS:	67-75
       TOKENS:	P41W16-P41W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ystwEbwn)
          POS:	NO_FUNC
          VOC:	ystwEbwn
        GLOSS:	nogloss

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P41W15
      OFFSETS:	76-78
       TOKENS:	P41W17-P41W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	الآخر
     IS_TRANS:	Al|xr
        INDEX:	P41W16
      OFFSETS:	79-84
       TOKENS:	P41W18-P41W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axar_1]
   UNSPLITVOC:	(Al|axar)
          POS:	DET+ADJ
          VOC:	Al+|axar
        GLOSS:	the+other/another

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P41W17
      OFFSETS:	85-87
       TOKENS:	P41W19-P41W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(qado)
          POS:	VERB_PART
          VOC:	qado
        GLOSS:	may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	يسلك
     IS_TRANS:	yslk
        INDEX:	P41W18
      OFFSETS:	88-92
       TOKENS:	P41W20-P41W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[salak-u_1]
   UNSPLITVOC:	(yasoluko)
          POS:	IV3MS+IV+IVSUFF_MOOD:J
          VOC:	ya+soluk+o
        GLOSS:	he/it+proceed/take (a road, path)/behave+[jus.]

 INPUT STRING:	سبيلا
     IS_TRANS:	sbylA
        INDEX:	P41W19
      OFFSETS:	93-98
       TOKENS:	P41W21-P41W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sabiyl_1]
   UNSPLITVOC:	(sabiylAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	sabiyl+AF
        GLOSS:	way/road+[acc.indef.]

 INPUT STRING:	مغايرا
     IS_TRANS:	mgAyrA
        INDEX:	P41W20
      OFFSETS:	99-105
       TOKENS:	P41W22-P41W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mugAyir_1]
   UNSPLITVOC:	(mugAyirAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	mugAyir+AF
        GLOSS:	different from/competing with/at odds with+[acc.indef.]

 INPUT STRING:	لكنه
     IS_TRANS:	lknh
        INDEX:	P42W1
      OFFSETS:	0-4
       TOKENS:	P42W1-P42W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[l`kin~a_1]
   UNSPLITVOC:	(l`kin~ahu)
          POS:	PSEUDO_VERB+PRON_3MS
          VOC:	l`kin~a+hu
        GLOSS:	But, however, yet, still, nevertheless, on the other hand+it/he

 INPUT STRING:	يحمل
     IS_TRANS:	yHml
        INDEX:	P42W2
      OFFSETS:	5-9
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hamal-i_1]
   UNSPLITVOC:	(yaHomilo)
          POS:	IV3MS+IV+IVSUFF_MOOD:J
          VOC:	ya+Homil+o
        GLOSS:	he/it+carry/bear/transport+[jus.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P42W3
      OFFSETS:	10-12
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	طياته
     IS_TRANS:	TyAth
        INDEX:	P42W4
      OFFSETS:	13-18
       TOKENS:	P42W5-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ap_1]
   UNSPLITVOC:	(Tay~Athi)
