 INPUT STRING:	احترمه
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	هدخل
     IS_TRANS:	hdxl
        INDEX:	P24W3
      OFFSETS:	8-12
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(HaAadoxul)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+doxul
        GLOSS:	will+I+enter

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P24W4
      OFFSETS:	13-14
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	اكلمكم
     IS_TRANS:	Aklmkm
        INDEX:	P24W5
      OFFSETS:	15-21
       TOKENS:	P24W6-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(Aakal~imkum)
          POS:	IV1S+IV+IVSUFF_DO:2P
          VOC:	Aa+kal~im+kum
        GLOSS:	I+speak to/talk to+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P24W6
      OFFSETS:	22-25
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فضيلة
     IS_TRANS:	fDylp
        INDEX:	P24W7
      OFFSETS:	26-31
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faDiylap_1]
   UNSPLITVOC:	(faDiylap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	faDiyl+ap
        GLOSS:	virtue+[fem.sg.]

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P24W8
      OFFSETS:	32-37
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/elderly woman/chieftains/chieftain/sheik/senators

 INPUT STRING:	حازم
     IS_TRANS:	HAzm
        INDEX:	P24W9
      OFFSETS:	38-42
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAzim_1]
   UNSPLITVOC:	(HAzim)
          POS:	NOUN_PROP
          VOC:	HAzim
        GLOSS:	Hazim

 INPUT STRING:	حالا
     IS_TRANS:	HAlA
        INDEX:	P24W10
      OFFSETS:	43-47
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAlAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	HAl+AF
        GLOSS:	situation/condition/case/situations/conditions/cases+[acc.indef.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P24W11
      OFFSETS:	48-50
       TOKENS:	P24W13-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	لاقتكم
     IS_TRANS:	lAqtkm
        INDEX:	P24W12
      OFFSETS:	51-57
       TOKENS:	P24W14-P24W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(lAqitkum)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:2P
          VOC:	lAqaY+t+kum
        GLOSS:	meet/encounter+I [verb]+you

 INPUT STRING:	قايمين
     IS_TRANS:	qAymyn
        INDEX:	P24W13
      OFFSETS:	58-64
       TOKENS:	P24W16-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAyim_1]
   UNSPLITVOC:	(qAyomiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	qAyom+iyn
        GLOSS:	carrying out/executing+[pl.]

 INPUT STRING:	بالواجب
     IS_TRANS:	bAlwAjb
        INDEX:	P24W14
      OFFSETS:	65-72
       TOKENS:	P24W17-P24W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAjib_1]
   UNSPLITVOC:	(biAlwAjib)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+wAjib
        GLOSS:	with/by+the+duty/obligation/requirement

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P24W15
      OFFSETS:	73-75
       TOKENS:	P24W19-P24W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P24W16
      OFFSETS:	76-79
       TOKENS:	P24W20-P24W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P24W17
      OFFSETS:	80-84
       TOKENS:	P24W21-P24W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	عليكم
     IS_TRANS:	Elykm
        INDEX:	P24W18
      OFFSETS:	85-90
       TOKENS:	P24W22-P24W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealaykum)
          POS:	PREP+PRON_2P
          VOC:	EalaY+kum
        GLOSS:	on/above+you [pl.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	i

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P25W2
      OFFSETS:	4-6
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P25W3
      OFFSETS:	7-11
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_ADV
          VOC:	Aill~iy
        GLOSS:	which/whom/who

 INPUT STRING:	شغلنى
     IS_TRANS:	$glnY
        INDEX:	P25W4
      OFFSETS:	12-17
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$agal_1]
   UNSPLITVOC:	($agalniy)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1S
          VOC:	$agal+(null)+niy
        GLOSS:	occupy/preoccupy/employ+he/it+me

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P25W5
      OFFSETS:	18-20
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P25W6
      OFFSETS:	21-28
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P25W7
      OFFSETS:	29-32
       TOKENS:	P25W8-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	هيحكم
     IS_TRANS:	hyHkm
        INDEX:	P25W8
      OFFSETS:	33-38
       TOKENS:	P25W10-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(HayuHokum)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yu+Hokum
        GLOSS:	will+he/it+judge/sentence/be judged/be sentenced/rule/govern/be rule/be governed

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P25W9
      OFFSETS:	39-42
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	بالدين
     IS_TRANS:	bAldyn
        INDEX:	P25W10
      OFFSETS:	43-49
       TOKENS:	P25W13-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(biAld~iyn)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+diyn
        GLOSS:	with/by+the+religion

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W11
      OFFSETS:	50-51
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بسنه
     IS_TRANS:	bsnh
        INDEX:	P25W12
      OFFSETS:	52-56
       TOKENS:	P25W16-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sun~ap_1]
   UNSPLITVOC:	(bisun~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+sun~+ap
        GLOSS:	with/by+customary procedure/(Sunni) Islam+[fem.sg.]

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P25W13
      OFFSETS:	57-61
       TOKENS:	P25W18-P25W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mohamed/Muhammad

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W14
      OFFSETS:	62-63
       TOKENS:	P25W19-P25W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	هوا
     IS_TRANS:	hwA
        INDEX:	P25W15
      OFFSETS:	64-67
       TOKENS:	P25W20-P25W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hwA)
          POS:	TYPO
          VOC:	hwA
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P25W16
      OFFSETS:	68-70
       TOKENS:	P25W21-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P25W17
      OFFSETS:	71-75
       TOKENS:	P25W22-P25W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P25W18
      OFFSETS:	76-80
       TOKENS:	P25W23-P25W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we/I

 INPUT STRING:	عاوزينه
     IS_TRANS:	EAwzynh
        INDEX:	P25W19
      OFFSETS:	81-88
       TOKENS:	P25W24-P25W24
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EAwzynh)
          POS:	NO_FUNC
          VOC:	EAwzynh
        GLOSS:	nogloss

