 INPUT STRING:	ليه
   UNSPLITVOC:	(li<in~iy)
          POS:	PREP+SUB_CONJ+PRON_1S
          VOC:	li+<in~+iy
        GLOSS:	if+that+I

 INPUT STRING:	مكنتش
     IS_TRANS:	mknt$
        INDEX:	P29W8
      OFFSETS:	42-47
       TOKENS:	P29W10-P29W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kunti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+kun+t+$
        GLOSS:	not+be/was/were+I+not

 INPUT STRING:	هختار
     IS_TRANS:	hxtAr
        INDEX:	P29W9
      OFFSETS:	48-53
       TOKENS:	P29W13-P29W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(HaAaxotAr)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+xotAr
        GLOSS:	will+I+choose/chose/pick/select

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P29W10
      OFFSETS:	54-56
       TOKENS:	P29W15-P29W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P29W11
      OFFSETS:	57-60
       TOKENS:	P29W16-P29W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	apart from/without/other/execpt/except/not

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P29W12
      OFFSETS:	61-69
       TOKENS:	P29W17-P29W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_2]
   UNSPLITVOC:	(AlbarAdEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdEiy
        GLOSS:	the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P29W13
      OFFSETS:	70-72
       TOKENS:	P29W18-P29W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/together

 INPUT STRING:	انى
     IS_TRANS:	AnY
        INDEX:	P29W14
      OFFSETS:	73-76
       TOKENS:	P29W19-P29W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P29W15
      OFFSETS:	77-82
       TOKENS:	P29W21-P29W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	مقدما
     IS_TRANS:	mqdmA
        INDEX:	P29W16
      OFFSETS:	83-88
       TOKENS:	P29W22-P29W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqad~am_1]
   UNSPLITVOC:	(muqad~amAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	muqad~am+AF
        GLOSS:	front part/lieutenant colonel+[acc.indef.]

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P29W17
      OFFSETS:	89-92
       TOKENS:	P29W23-P29W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who/whom

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P29W18
      OFFSETS:	93-97
       TOKENS:	P29W24-P29W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	هيفوز
     IS_TRANS:	hyfwz
        INDEX:	P29W19
      OFFSETS:	98-103
       TOKENS:	P29W25-P29W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAz_1]
   UNSPLITVOC:	(Hayifuwz)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+fuwz
        GLOSS:	will+he/it+win/be victorious

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P29W20
      OFFSETS:	104-107
       TOKENS:	P29W27-P29W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P29W21
      OFFSETS:	108-112
       TOKENS:	P29W28-P29W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too/as well (as)/along with/in addition (to)/then/afterwards/next

 INPUT STRING:	هنزل
     IS_TRANS:	hnzl
        INDEX:	P29W22
      OFFSETS:	113-117
       TOKENS:	P29W29-P29W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(HaAanozil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+nozil
        GLOSS:	will+I+get down/go down

 INPUT STRING:	واعمل
     IS_TRANS:	wAEml
        INDEX:	P29W23
      OFFSETS:	118-123
       TOKENS:	P29W31-P29W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(wiAaEomil)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+Eomil
        GLOSS:	and+I+function/make/act/do

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P29W24
      OFFSETS:	124-128
       TOKENS:	P29W33-P29W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P29W25
      OFFSETS:	129-133
       TOKENS:	P29W34-P29W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~A)
          POS:	PREP+VOC_PART
          VOC:	EalaY+yA
        GLOSS:	on/above+oh

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P29W26
      OFFSETS:	134-136
       TOKENS:	P29W36-P29W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	الخبر
     IS_TRANS:	Alxbr
        INDEX:	P29W27
      OFFSETS:	137-142
       TOKENS:	P29W37-P29W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(Alxabar)
          POS:	DET+NOUN
          VOC:	Al+xabar
        GLOSS:	the+news/report/reports

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P29W28
      OFFSETS:	143-145
       TOKENS:	P29W38-P29W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	صحيح
     IS_TRANS:	SHyH
        INDEX:	P29W29
      OFFSETS:	146-150
       TOKENS:	P29W39-P29W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHiyH_1]
   UNSPLITVOC:	(SaHiyH)
          POS:	ADJ
          VOC:	SaHiyH
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

