 INPUT STRING:	الموقف
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(yikal~imhum)
          POS:	IV3MS+IV+IVSUFF_DO:3P
          VOC:	yi+kal~im+hum
        GLOSS:	he/it+talk/speak+them

 INPUT STRING:	عمتا
     IS_TRANS:	EmtA
        INDEX:	P48W1
      OFFSETS:	0-4
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(EmtA)
          POS:	TYPO
          VOC:	EmtA
        GLOSS:	nogloss

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P48W2
      OFFSETS:	5-8
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P48W3
      OFFSETS:	9-12
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P48W4
      OFFSETS:	13-16
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place+he/it

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W5
      OFFSETS:	16-17
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W6
      OFFSETS:	17-18
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W7
      OFFSETS:	18-19
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W8
      OFFSETS:	19-20
       TOKENS:	P48W8-P48W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P49W1
      OFFSETS:	0-3
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	when/as

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P49W2
      OFFSETS:	4-7
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be/was/were+we

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P49W3
      OFFSETS:	8-10
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المرحلة
     IS_TRANS:	AlmrHlp
        INDEX:	P49W4
      OFFSETS:	11-18
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(AlmaroHalap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maroHal+ap
        GLOSS:	the+phase/stage/round/phases/stages/rounds+[fem.sg.]

 INPUT STRING:	الجامعية
     IS_TRANS:	AljAmEyp
        INDEX:	P49W5
      OFFSETS:	19-27
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmiEiy_1]
   UNSPLITVOC:	(AljAmiEiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jAmiEiy~+ap
        GLOSS:	the+university+[fem.sg.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P49W6
      OFFSETS:	28-31
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P49W7
      OFFSETS:	32-35
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV
          VOC:	kAn
        GLOSS:	be/was/were

 INPUT STRING:	بيكون
     IS_TRANS:	bykwn
        INDEX:	P49W8
      OFFSETS:	36-41
       TOKENS:	P49W8-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(biyikuwn)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+kuwn
        GLOSS:	[present-tense]+he/it+be/was/were

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P49W9
      OFFSETS:	42-47
       TOKENS:	P49W10-P49W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eanod+nA
        GLOSS:	at/with+our

 INPUT STRING:	بحث
     IS_TRANS:	bHv
        INDEX:	P49W10
      OFFSETS:	48-51
       TOKENS:	P49W12-P49W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baHov_1]
   UNSPLITVOC:	(baHov)
          POS:	NOUN
          VOC:	baHov
        GLOSS:	discussion/search/examination/research

 INPUT STRING:	فية
     IS_TRANS:	fyp
        INDEX:	P49W11
      OFFSETS:	52-55
       TOKENS:	P49W13-P49W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	جزء
     IS_TRANS:	jz'
        INDEX:	P49W12
      OFFSETS:	56-59
       TOKENS:	P49W15-P49W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(juz')
          POS:	NOUN
          VOC:	juz'
        GLOSS:	section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	نظرى
     IS_TRANS:	nZrY
        INDEX:	P49W13
      OFFSETS:	60-64
       TOKENS:	P49W16-P49W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZariy_1]
   UNSPLITVOC:	(naZariy)
          POS:	ADJ
          VOC:	naZariy
        GLOSS:	theoretical/speculative/theoretician

 INPUT STRING:	وجزء
     IS_TRANS:	wjz'
        INDEX:	P49W14
      OFFSETS:	65-69
       TOKENS:	P49W17-P49W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(wijuz')
          POS:	CONJ+NOUN
          VOC:	wi+juz'
        GLOSS:	and+section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	عملى
     IS_TRANS:	EmlY
        INDEX:	P49W15
      OFFSETS:	70-74
       TOKENS:	P49W19-P49W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy_1]
   UNSPLITVOC:	(Eamaliy)
          POS:	ADJ
          VOC:	Eamaliy
        GLOSS:	pragmatic/practical

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P50W1
      OFFSETS:	0-3
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV
          VOC:	kAn
        GLOSS:	be/was/were

 INPUT STRING:	دائما
     IS_TRANS:	dA}mA
        INDEX:	P50W2
      OFFSETS:	4-9
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dA}im_1]
   UNSPLITVOC:	(dA}imAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	dA}im+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	الجزء
     IS_TRANS:	Aljz'
        INDEX:	P50W3
      OFFSETS:	10-15
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(Aljuz')
          POS:	DET+NOUN
          VOC:	Al+juz'
        GLOSS:	the+section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	النظرى
     IS_TRANS:	AlnZrY
        INDEX:	P50W4
      OFFSETS:	16-22
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naZariy_1]
   UNSPLITVOC:	(AlnaZariy)
          POS:	DET+ADJ
          VOC:	Al+naZariy
        GLOSS:	the+theoretical/speculative

 INPUT STRING:	دائما
     IS_TRANS:	dA}mA
        INDEX:	P50W5
      OFFSETS:	23-28
       TOKENS:	P50W5-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dA}im_1]
   UNSPLITVOC:	(dA}imAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	dA}im+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P50W6
      OFFSETS:	29-33
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P50W7
      OFFSETS:	34-37
       TOKENS:	P50W7-P50W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	بنعملوة
     IS_TRANS:	bnEmlwp
        INDEX:	P50W8
      OFFSETS:	38-45
       TOKENS:	P50W8-P50W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(bnEmlwp)
          POS:	NO_FUNC
          VOC:	bnEmlwp
        GLOSS:	nogloss

 INPUT STRING:	والجزء
     IS_TRANS:	wAljz'
        INDEX:	P50W9
      OFFSETS:	46-52
       TOKENS:	P50W9-P50W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(wiAljuz')
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+juz'
        GLOSS:	and+the+section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	العملى
     IS_TRANS:	AlEmlY
        INDEX:	P50W10
      OFFSETS:	53-59
       TOKENS:	P50W11-P50W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy_1]
   UNSPLITVOC:	(AlEamaliy)
          POS:	DET+ADJ
          VOC:	Al+Eamaliy
        GLOSS:	the+pragmatic/practical

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P50W11
      OFFSETS:	60-66
       TOKENS:	P50W12-P50W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$Ab_1]
   UNSPLITVOC:	(Al$abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young man/young men

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P50W12
      OFFSETS:	67-70
       TOKENS:	P50W13-P50W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	them

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P50W13
      OFFSETS:	71-74
       TOKENS:	P50W14-P50W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	بيقوموا
     IS_TRANS:	byqwmwA
        INDEX:	P50W14
      OFFSETS:	75-82
       TOKENS:	P50W15-P50W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(biyiquwmuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+quwm+uwA
        GLOSS:	[present-tense]+they+undertake/carry out/rise/stand/get up/do/be based (on)+we

 INPUT STRING:	بية
     IS_TRANS:	byp
        INDEX:	P50W15
      OFFSETS:	83-86
       TOKENS:	P50W17-P50W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by/him/them/her+him

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P51W1
      OFFSETS:	0-3
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	العموم
     IS_TRANS:	AlEmwm
        INDEX:	P51W2
      OFFSETS:	4-10
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumuwm_1]
   UNSPLITVOC:	(AlEumuwm)
          POS:	DET+NOUN
          VOC:	Al+Eumuwm
        GLOSS:	the+generality/totality/in general/generally/(House of) Commons

 INPUT STRING:	متزعليش
     IS_TRANS:	mtzEly$
        INDEX:	P51W3
      OFFSETS:	11-18
       TOKENS:	P51W3-P51W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(mA_tizoEaliy$)
          POS:	NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+ti+zoEal+iy+$
        GLOSS:	not+you+be angry+you+not

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P51W4
      OFFSETS:	19-21
       TOKENS:	P51W6-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ستى
     IS_TRANS:	stY
        INDEX:	P51W5
      OFFSETS:	22-25
       TOKENS:	P51W7-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(sit~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	sit~+iy
        GLOSS:	lady/miss/ladies/misses+my

 INPUT STRING:	والحمد
     IS_TRANS:	wAlHmd
        INDEX:	P51W6
      OFFSETS:	26-32
       TOKENS:	P51W9-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(wiAlHamod)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Hamod
        GLOSS:	and+the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P51W7
      OFFSETS:	33-36
       TOKENS:	P51W11-P51W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	to/for+Allah/God

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P51W8
      OFFSETS:	37-41
       TOKENS:	P51W13-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	despite/even if/in spite of the fact that/verily/Although/(even) though/that/indeed+gloss

 INPUT STRING:	جت
     IS_TRANS:	jt
        INDEX:	P51W9
      OFFSETS:	42-44
       TOKENS:	P51W15-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(jat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	ja+t
        GLOSS:	came/come/com with them+it/they/she

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P51W10
      OFFSETS:	45-48
       TOKENS:	P51W16-P51W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P51W11
      OFFSETS:	49-51
       TOKENS:	P51W17-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qad~_1]
   UNSPLITVOC:	(qad~)
          POS:	NOUN_QUANT
          VOC:	qad~
        GLOSS:	physique/size

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P51W12
      OFFSETS:	52-55
       TOKENS:	P51W18-P51W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(wi<in~)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+<in~
        GLOSS:	and+if

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P52W2
      OFFSETS:	4-7
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P52W3
      OFFSETS:	8-12
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	بالنجاح
     IS_TRANS:	bAlnjAH
        INDEX:	P52W4
      OFFSETS:	13-20
       TOKENS:	P52W5-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[najAH_1]
   UNSPLITVOC:	(biAln~ajAH)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+najAH
        GLOSS:	with/by+the+success/successes

 INPUT STRING:	سلامى
     IS_TRANS:	slAmY
        INDEX:	P52W5
      OFFSETS:	21-26
       TOKENS:	P52W7-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(salAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	salAm+iy
        GLOSS:	peace/greeting/salute/salutation/greetings/salutations/anthem/song+my

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P53W1
      OFFSETS:	0-2
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	نهار
     IS_TRANS:	nhAr
        INDEX:	P53W2
      OFFSETS:	3-7
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahAr_1]
   UNSPLITVOC:	(nahAr)
          POS:	NOUN
          VOC:	nahAr
        GLOSS:	daytime/day/by day/during the day

 INPUT STRING:	اسود
     IS_TRANS:	Aswd
        INDEX:	P53W3
      OFFSETS:	8-12
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisowid_1]
   UNSPLITVOC:	(Aisowid)
          POS:	ADJ
          VOC:	Aisowid
        GLOSS:	black

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P53W4
      OFFSETS:	13-16
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	i

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P53W5
      OFFSETS:	17-19
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	مكانك
     IS_TRANS:	mkAnk
        INDEX:	P53W6
      OFFSETS:	20-25
       TOKENS:	P53W6-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAnak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	makAn+ak
        GLOSS:	place/location/position/places/locations/positions+your

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P53W7
      OFFSETS:	26-29
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	اتعقد
     IS_TRANS:	AtEqd
        INDEX:	P53W8
      OFFSETS:	30-35
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEaqad_1]
   UNSPLITVOC:	(AitoEaqad)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AitoEaqad+(null)
        GLOSS:	held+he/it

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P54W1
      OFFSETS:	0-3
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bijad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	NOUN
          VOC:	bijad~
        GLOSS:	actually

 INPUT STRING:	تخلف
     IS_TRANS:	txlf
        INDEX:	P54W2
