 INPUT STRING:	عمر
   UNSPLITVOC:	(bitasoliymap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+tasoliym+ap
        GLOSS:	with/by+handing over/delivery/surrender+[fem.sg.]

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P34W18
      OFFSETS:	99-102
       TOKENS:	P34W22-P34W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	for/to+her/them/it

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P34W19
      OFFSETS:	103-106
       TOKENS:	P34W24-P34W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	الاخر
     IS_TRANS:	AlAxr
        INDEX:	P34W20
      OFFSETS:	107-112
       TOKENS:	P34W26-P34W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al|xir_1]
   UNSPLITVOC:	(Al|xir)
          POS:	DET+ADJ_COMP
          VOC:	Al+|xir
        GLOSS:	the+last/end

 INPUT STRING:	ارغمت
     IS_TRANS:	Argmt
        INDEX:	P34W21
      OFFSETS:	113-118
       TOKENS:	P34W27-P34W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arogam_1]
   UNSPLITVOC:	(>urogimat)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	>urogim+at
        GLOSS:	be compelled/be coerced/be forced+it/they/she [verb]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P34W22
      OFFSETS:	119-122
       TOKENS:	P34W28-P34W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	تسليم
     IS_TRANS:	tslym
        INDEX:	P34W23
      OFFSETS:	123-128
       TOKENS:	P34W29-P34W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasoliym_1]
   UNSPLITVOC:	(tasoliym)
          POS:	NOUN
          VOC:	tasoliym
        GLOSS:	handing over/delivery/surrender

 INPUT STRING:	1000
     IS_TRANS:	1000
        INDEX:	P34W24
      OFFSETS:	129-133
       TOKENS:	P34W30-P34W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(1000)
          POS:	NOUN_NUM
          VOC:	1000
        GLOSS:	1000

 INPUT STRING:	اسير
     IS_TRANS:	Asyr
        INDEX:	P34W25
      OFFSETS:	134-138
       TOKENS:	P34W31-P34W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asiyr_1]
   UNSPLITVOC:	(>asiyr)
          POS:	NOUN
          VOC:	>asiyr
        GLOSS:	prisoner/captive

 INPUT STRING:	فلسطينى
     IS_TRANS:	flsTynY
        INDEX:	P34W26
      OFFSETS:	139-146
       TOKENS:	P34W32-P34W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filisoTiyniy_1]
   UNSPLITVOC:	(filisoTiyniy)
          POS:	ADJ
          VOC:	filisoTiyniy
        GLOSS:	Palestinian

 INPUT STRING:	مقابل
     IS_TRANS:	mqAbl
        INDEX:	P34W27
      OFFSETS:	147-152
       TOKENS:	P34W33-P34W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqAbil_1]
   UNSPLITVOC:	(muqAbil)
          POS:	NOUN
          VOC:	muqAbil
        GLOSS:	in exchange for/in compensation for

 INPUT STRING:	جلعاد
     IS_TRANS:	jlEAd
        INDEX:	P34W28
      OFFSETS:	153-158
       TOKENS:	P34W34-P34W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiloEAd_1]
   UNSPLITVOC:	(jiloEAd)
          POS:	NOUN_PROP
          VOC:	jiloEAd
        GLOSS:	Gilead

