 INPUT STRING:	الحياة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoZar_1]
   UNSPLITVOC:	(manoZar)
          POS:	NOUN
          VOC:	manoZar
        GLOSS:	view/scenery/appearance

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P45W6
      OFFSETS:	23-27
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P45W7
      OFFSETS:	28-32
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P45W8
      OFFSETS:	33-37
       TOKENS:	P45W8-P45W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	فافى
     IS_TRANS:	fAfY
        INDEX:	P45W9
      OFFSETS:	38-42
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(fAfY)
          POS:	TYPO
          VOC:	fAfY
        GLOSS:	nogloss

 INPUT STRING:	وفرافير
     IS_TRANS:	wfrAfyr
        INDEX:	P45W10
      OFFSETS:	43-50
       TOKENS:	P45W10-P45W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[farofuwr_1]
   UNSPLITVOC:	(wafarAfiyr)
          POS:	CONJ+NOUN
          VOC:	wa+farAfiyr
        GLOSS:	and+sparrows

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P45W11
      OFFSETS:	51-52
       TOKENS:	P45W12-P45W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	طراى
     IS_TRANS:	TrAY
        INDEX:	P45W12
      OFFSETS:	53-57
       TOKENS:	P45W13-P45W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aToraY_1]
   UNSPLITVOC:	(TurAy)
          POS:	ADJ
          VOC:	TurAy
        GLOSS:	fresh/tender

 INPUT STRING:	جمع
     IS_TRANS:	jmE
        INDEX:	P45W13
      OFFSETS:	59-62
       TOKENS:	P45W14-P45W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamoE_1]
   UNSPLITVOC:	(jamoE)
          POS:	NOUN
          VOC:	jamoE
        GLOSS:	plural

 INPUT STRING:	طرى
     IS_TRANS:	TrY
        INDEX:	P45W14
      OFFSETS:	63-66
       TOKENS:	P45W15-P45W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariy_1]
   UNSPLITVOC:	(Tariy)
          POS:	ADJ
          VOC:	Tariy
        GLOSS:	fresh/tender

 INPUT STRING:	ي
     IS_TRANS:	y
        INDEX:	P46W1
      OFFSETS:	1-2
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ya_1]
   UNSPLITVOC:	(ya)
          POS:	VOC_PART
          VOC:	ya
        GLOSS:	O, oh

 INPUT STRING:	هلا
     IS_TRANS:	hlA
        INDEX:	P46W2
      OFFSETS:	3-6
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[halA_1]
   UNSPLITVOC:	(halA)
          POS:	NOUN
          VOC:	halA
        GLOSS:	welcome

 INPUT STRING:	ي
     IS_TRANS:	y
        INDEX:	P46W3
      OFFSETS:	7-8
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ya_1]
   UNSPLITVOC:	(ya)
          POS:	VOC_PART
          VOC:	ya
        GLOSS:	O, oh

 INPUT STRING:	هلا
     IS_TRANS:	hlA
        INDEX:	P46W4
      OFFSETS:	9-12
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[halA_1]
   UNSPLITVOC:	(halA)
          POS:	NOUN
          VOC:	halA
        GLOSS:	welcome

 INPUT STRING:	باختياراتك
     IS_TRANS:	bAxtyArAtk
        INDEX:	P46W5
      OFFSETS:	13-23
       TOKENS:	P46W5-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ixotiyAr_1]
   UNSPLITVOC:	(bi{ixotiyArAtka)
          POS:	PREP+NOUN+NSUFF_FEM_PL+POSS_PRON_2MS
          VOC:	bi+{ixotiyAr+At+ka
        GLOSS:	with/by+choice/selection/preference+[fem.pl.]+your [masc.sg.]

 INPUT STRING:	ي
     IS_TRANS:	y
        INDEX:	P46W6
      OFFSETS:	24-25
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ya_1]
   UNSPLITVOC:	(ya)
          POS:	VOC_PART
          VOC:	ya
        GLOSS:	O, oh

 INPUT STRING:	قيصر
     IS_TRANS:	qySr
        INDEX:	P46W7
      OFFSETS:	26-30
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaySar_1]
   UNSPLITVOC:	(qaySar)
          POS:	NOUN_PROP
          VOC:	qaySar
        GLOSS:	Quaisar

 INPUT STRING:	جيت
     IS_TRANS:	jyt
        INDEX:	P47W1
      OFFSETS:	1-4
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(jiyt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	jiy+t
        GLOSS:	arrive/come/reach+you

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P47W2
      OFFSETS:	5-6
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الوجيعه
     IS_TRANS:	AlwjyEh
        INDEX:	P47W3
      OFFSETS:	7-14
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajiyEap_1]
   UNSPLITVOC:	(AlwajiyEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+wajiyE+ap
        GLOSS:	the+pain+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P47W4
      OFFSETS:	15-17
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	م
     IS_TRANS:	m
        INDEX:	P47W5
      OFFSETS:	18-19
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(ma)
          POS:	REL_PRON
          VOC:	ma
        GLOSS:	what/which

 INPUT STRING:	بسمع
     IS_TRANS:	bsmE
        INDEX:	P47W6
      OFFSETS:	20-24
       TOKENS:	P47W6-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(bAasomaE)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+somaE
        GLOSS:	[present-tense]+I+hear/listen

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P48W1
      OFFSETS:	1-4
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/say/(for example)+he/it

 INPUT STRING:	زباله
     IS_TRANS:	zbAlh
        INDEX:	P48W2
      OFFSETS:	5-10
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	rubbish/garbage+[fem.sg.]

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P48W3
      OFFSETS:	11-14
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/say/(for example)+he/it

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W4
      OFFSETS:	14-15
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W5
      OFFSETS:	15-16
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W6
      OFFSETS:	16-17
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	امبارح
     IS_TRANS:	AmbArH
        INDEX:	P49W1
      OFFSETS:	1-7
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimobAriH_1]
   UNSPLITVOC:	(AimobAriH)
          POS:	NOUN
          VOC:	AimobAriH
        GLOSS:	yesterday

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P49W2
      OFFSETS:	8-11
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I

 INPUT STRING:	ماشيه
     IS_TRANS:	mA$yh
        INDEX:	P49W3
      OFFSETS:	12-17
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$oyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mA$oy+ap
        GLOSS:	going/walking/on foot+[fem.sg.]

 INPUT STRING:	بشارع
     IS_TRANS:	b$ArE
        INDEX:	P49W4
      OFFSETS:	18-23
       TOKENS:	P49W4-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(bi$AriE)
          POS:	PREP+NOUN
          VOC:	bi+$AriE
        GLOSS:	with/by+street/streets

 INPUT STRING:	المفروض
     IS_TRANS:	AlmfrwD
        INDEX:	P49W5
      OFFSETS:	24-31
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(AlmaforuwD)
          POS:	DET+ADJ
          VOC:	Al+maforuwD
        GLOSS:	the+imposed/prescribed

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P49W6
      OFFSETS:	32-35
       TOKENS:	P49W7-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	نضيف
     IS_TRANS:	nDyf
        INDEX:	P49W7
      OFFSETS:	36-40
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niDiyf_1]
   UNSPLITVOC:	(niDiyf)
          POS:	ADJ
          VOC:	niDiyf
        GLOSS:	clean

 INPUT STRING:	عمارات
     IS_TRANS:	EmArAt
        INDEX:	P50W1
      OFFSETS:	1-7
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EimArap_1]
   UNSPLITVOC:	(EimArAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	EimAr+At
        GLOSS:	building/structure/architecture/buildings/structures+[fem.pl.]

 INPUT STRING:	شيك
     IS_TRANS:	$yk
        INDEX:	P50W2
      OFFSETS:	8-11
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iyk_1]
   UNSPLITVOC:	($iyk)
          POS:	ADJ
          VOC:	$iyk
        GLOSS:	elegant/graceful

 INPUT STRING:	وجديده
     IS_TRANS:	wjdydh
        INDEX:	P50W3
      OFFSETS:	12-18
       TOKENS:	P50W3-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(wijidiydap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+jidiyd+ap
        GLOSS:	and+new/modern+[fem.sg.]

 INPUT STRING:	فاقل
     IS_TRANS:	fAql
        INDEX:	P51W1
      OFFSETS:	1-5
       TOKENS:	P51W1-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(fa>aqal~)
          POS:	CONJ+ADJ_COMP
          VOC:	fa+>aqal~
        GLOSS:	so/and+least/smallest/minimum

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P51W2
      OFFSETS:	6-8
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$i}_1]
   UNSPLITVOC:	($i})
          POS:	NOUN
          VOC:	$i}
        GLOSS:	something/thing

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P51W3
      OFFSETS:	9-13
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ.VN
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	اتصوره
     IS_TRANS:	AtSwrh
        INDEX:	P51W4
      OFFSETS:	14-20
       TOKENS:	P51W5-P51W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AtSwrh)
          POS:	NO_FUNC
          VOC:	AtSwrh
        GLOSS:	nogloss

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P51W5
      OFFSETS:	21-23
       TOKENS:	P51W6-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P51W6
      OFFSETS:	24-28
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	عايشين
     IS_TRANS:	EAy$yn
        INDEX:	P51W7
      OFFSETS:	29-35
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyo$iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAyo$+iyn
        GLOSS:	living/alive+two

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P51W8
      OFFSETS:	36-40
       TOKENS:	P51W9-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/her

 INPUT STRING:	بني
     IS_TRANS:	bny
        INDEX:	P51W9
      OFFSETS:	41-44
       TOKENS:	P51W11-P51W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bin_1]
   UNSPLITVOC:	(baniy)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	ban+iy
        GLOSS:	sons/children+[masc.pl.]

 INPUT STRING:	ادمين
     IS_TRANS:	Admyn
        INDEX:	P51W10
      OFFSETS:	45-50
       TOKENS:	P51W12-P51W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|dam_1]
   UNSPLITVOC:	(|domiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	|dom+iyn
        GLOSS:	human beings+[masc.pl.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P51W11
      OFFSETS:	51-53
       TOKENS:	P51W13-P51W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	همج
     IS_TRANS:	hmj
        INDEX:	P51W12
      OFFSETS:	54-57
       TOKENS:	P51W14-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hamajiy_1]
   UNSPLITVOC:	(hamaj)
          POS:	ADJ
          VOC:	hamaj
        GLOSS:	uncivilized/rude/barbaric

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P51W13
      OFFSETS:	58-60
       TOKENS:	P51W15-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	منظر
     IS_TRANS:	mnZr
        INDEX:	P51W14
      OFFSETS:	61-65
       TOKENS:	P51W16-P51W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoZar_1]
   UNSPLITVOC:	(manoZar)
          POS:	NOUN
          VOC:	manoZar
        GLOSS:	view/scenery/appearance

 INPUT STRING:	الزباله
     IS_TRANS:	AlzbAlh
        INDEX:	P51W15
      OFFSETS:	66-73
       TOKENS:	P51W17-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(Alz~ibAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+zibAl+ap
        GLOSS:	the+rubbish/garbage+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P52W1
      OFFSETS:	1-3
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حالقي
     IS_TRANS:	HAlqy
        INDEX:	P52W2
      OFFSETS:	4-9
       TOKENS:	P52W2-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AaloqaY_1]
   UNSPLITVOC:	(HaAaloqiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+loqiy
        GLOSS:	will+I+throw

 INPUT STRING:	اللوم
     IS_TRANS:	Allwm
        INDEX:	P52W3
      OFFSETS:	10-15
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lawm_1]
   UNSPLITVOC:	(All~awm)
          POS:	DET+NOUN
          VOC:	Al+lawm
        GLOSS:	the+blame/censure

 INPUT STRING:	عليهم
     IS_TRANS:	Elyhm
        INDEX:	P52W4
      OFFSETS:	16-21
       TOKENS:	P52W5-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayhum)
          POS:	PREP+PRON_3P
          VOC:	EalaY+hum
        GLOSS:	on/above+them

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P52W5
      OFFSETS:	22-24
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but/yet/however

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P52W6
      OFFSETS:	25-26
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الاقل
     IS_TRANS:	AlAql
        INDEX:	P52W7
      OFFSETS:	27-32
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(Al>aqal)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aqal
        GLOSS:	the+least/smallest/minimum

 INPUT STRING:	الزباله
     IS_TRANS:	AlzbAlh
        INDEX:	P52W8
      OFFSETS:	33-40
       TOKENS:	P52W10-P52W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(Alz~ibAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+zibAl+ap
        GLOSS:	the+rubbish/garbage+[fem.sg.]

 INPUT STRING:	تنزل
     IS_TRANS:	tnzl
        INDEX:	P52W9
      OFFSETS:	41-45
       TOKENS:	P52W11-P52W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(tinozil)
          POS:	IV3FS+IV
          VOC:	ti+nozil
        GLOSS:	it/they/she+descend/stay

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P52W10
      OFFSETS:	46-47
       TOKENS:	P52W12-P52W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	العربيه
     IS_TRANS:	AlErbyh
        INDEX:	P52W11
      OFFSETS:	48-55
       TOKENS:	P52W13-P52W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+car/vehicle+[fem.sg.]

 INPUT STRING:	وهيه
     IS_TRANS:	whyh
        INDEX:	P52W12
      OFFSETS:	56-60
       TOKENS:	P52W14-P52W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[whiy~a_1]
   UNSPLITVOC:	(whiy~ah)
          POS:	CONJ+PRON_3FS
          VOC:	w+hiy~ah
        GLOSS:	and+it/she

 INPUT STRING:	محطوطه
