 INPUT STRING:	لا
     IS_TRANS:	AlSlAp
        INDEX:	P21W7
      OFFSETS:	28-34
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SalAp_1]
   UNSPLITVOC:	(AlS~alAp)
          POS:	DET+NOUN
          VOC:	Al+SalAp
        GLOSS:	the+prayer/salat/prayers

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P21W8
      OFFSETS:	35-36
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	السلام
     IS_TRANS:	AlslAm
        INDEX:	P21W9
      OFFSETS:	37-43
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(Als~alAm)
          POS:	DET+NOUN
          VOC:	Al+salAm
        GLOSS:	the+greeting/salute/salutation

