 INPUT STRING:	السياسة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P32W1
      OFFSETS:	0-3
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P32W2
      OFFSETS:	4-8
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	يربط
     IS_TRANS:	yrbT
        INDEX:	P32W3
      OFFSETS:	9-13
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rabaT_1]
   UNSPLITVOC:	(yurobuT)
          POS:	IV3MS+IV
          VOC:	yu+robuT
        GLOSS:	he/it+tie/connect

 INPUT STRING:	المسائل
     IS_TRANS:	AlmsA}l
        INDEX:	P32W4
      OFFSETS:	14-21
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso>alap_1]
   UNSPLITVOC:	(AlmasA}il)
          POS:	DET+NOUN
          VOC:	Al+masA}il
        GLOSS:	the+issue/affair/matter/question

 INPUT STRING:	ببعضها
     IS_TRANS:	bbEDhA
        INDEX:	P32W5
      OFFSETS:	22-28
       TOKENS:	P32W5-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(bibaEoDahA)
          POS:	PREP+NOUN_QUANT+POSS_PRON_3FS
          VOC:	bi+baEoD+hA
        GLOSS:	with/by+some+its/their/her

 INPUT STRING:	هيعرف
     IS_TRANS:	hyErf
        INDEX:	P32W6
      OFFSETS:	29-34
       TOKENS:	P32W8-P32W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(HayiEoraf)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Eoraf
        GLOSS:	will+he/it+know

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P32W7
      OFFSETS:	35-37
       TOKENS:	P32W10-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P32W8
      OFFSETS:	38-41
       TOKENS:	P32W11-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	إتغلبت
     IS_TRANS:	<tglbt
        INDEX:	P32W9
      OFFSETS:	42-48
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogalab_1]
   UNSPLITVOC:	(Aitogalabit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	Aitogalab+it
        GLOSS:	be defeated/be overcome+it/they/she [verb]

 INPUT STRING:	بالأمر
     IS_TRANS:	bAl>mr
        INDEX:	P32W10
      OFFSETS:	49-55
       TOKENS:	P32W13-P32W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(biAl>amor)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+>amor
        GLOSS:	with/by+the+matter/issue

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P33W1
      OFFSETS:	0-3
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	بعيد
     IS_TRANS:	bEyd
        INDEX:	P33W2
      OFFSETS:	4-8
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEiyd_1]
   UNSPLITVOC:	(biEiyd)
          POS:	ADJ
          VOC:	biEiyd
        GLOSS:	remote/distant/far

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P33W3
      OFFSETS:	9-15
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	تكسب
     IS_TRANS:	tksb
        INDEX:	P33W4
      OFFSETS:	16-20
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kisib_1]
   UNSPLITVOC:	(tikosab)
          POS:	IV3FS+IV
          VOC:	ti+kosab
        GLOSS:	she/it/they+gain/acquire/obtain

 INPUT STRING:	البطولة
     IS_TRANS:	AlbTwlp
        INDEX:	P33W5
      OFFSETS:	21-28
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buTuwlap_1]
   UNSPLITVOC:	(AlbuTuwlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+buTuwl+ap
        GLOSS:	the+championship/starring role/heroism+[fem.sg.]

 INPUT STRING:	فماتزعلوش
     IS_TRANS:	fmAtzElw$
        INDEX:	P33W6
      OFFSETS:	29-38
       TOKENS:	P33W7-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(famA_tizoEaluw$)
          POS:	CONJ+NEG_PART+IV2P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	fa+mA+ti+zoEal+uwA+$
        GLOSS:	so/and+not+you [pl.]+be angry/be annoyd+[pl.]+not

 INPUT STRING:	وادعوا
     IS_TRANS:	wAdEwA
        INDEX:	P33W7
      OFFSETS:	39-45
       TOKENS:	P33W11-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(wiAidoEuwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wi+AidoE+uwA
        GLOSS:	and+call/invite/pray+you [pl.] [verb]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P33W8
      OFFSETS:	46-50
       TOKENS:	P33W13-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	نسترد
     IS_TRANS:	nstrd
        INDEX:	P33W9
      OFFSETS:	51-56
       TOKENS:	P33W15-P33W15
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(nstrd)
          POS:	NO_FUNC
          VOC:	nstrd
        GLOSS:	nogloss

 INPUT STRING:	قوتنا
     IS_TRANS:	qwtnA
        INDEX:	P33W10
      OFFSETS:	57-62
       TOKENS:	P33W16-P33W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(quw~itnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	quw~+ap+nA
        GLOSS:	power/strength+[fem.sg.]+our

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P33W11
      OFFSETS:	63-65
       TOKENS:	P33W18-P33W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P33W12
      OFFSETS:	66-70
       TOKENS:	P33W19-P33W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ_NUM
          VOC:	vAniy
        GLOSS:	second

 INPUT STRING:	وماتلوموش
     IS_TRANS:	wmAtlwmw$
        INDEX:	P34W1
      OFFSETS:	0-9
       TOKENS:	P34W1-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAm_1]
   UNSPLITVOC:	(wimA_tiluwmuw$)
          POS:	CONJ+NEG_PART+IV2P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	wi+mA+ti+luwm+uwA+$
        GLOSS:	and+not+you [pl.]+blame/censure+[pl.]+not

 INPUT STRING:	المنتخب
     IS_TRANS:	Almntxb
        INDEX:	P34W2
      OFFSETS:	10-17
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotaxab_1]
   UNSPLITVOC:	(Almunotaxab)
          POS:	DET+NOUN
          VOC:	Al+munotaxab
        GLOSS:	the+national team/anthology

 INPUT STRING:	لانه
     IS_TRANS:	lAnh
        INDEX:	P34W3
      OFFSETS:	18-22
       TOKENS:	P34W6-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for/to+that+he/it

 INPUT STRING:	ماكانش
     IS_TRANS:	mAkAn$
        INDEX:	P34W4
      OFFSETS:	23-29
       TOKENS:	P34W9-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kAn$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kAn+(null)+$
        GLOSS:	not+be+he/it [verb]+not

 INPUT STRING:	بإيده
     IS_TRANS:	b<ydh
        INDEX:	P34W5
      OFFSETS:	30-35
       TOKENS:	P34W12-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(bi<iyduh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+<iyd+uh
        GLOSS:	with/by+hand+his/its

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P35W1
      OFFSETS:	0-4
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I

 INPUT STRING:	مازلت
     IS_TRANS:	mAzlt
        INDEX:	P35W2
      OFFSETS:	5-10
       TOKENS:	P35W3-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Al_1]
   UNSPLITVOC:	(mA_zilt)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S
          VOC:	mA+zil+t
        GLOSS:	not+cease/stop being/stop doing+I [verb]

 INPUT STRING:	بحترم
     IS_TRANS:	bHtrm
        INDEX:	P35W3
      OFFSETS:	11-16
       TOKENS:	P35W5-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHotaram_1]
   UNSPLITVOC:	(baHotarim)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+Hotarim
        GLOSS:	[present-tense]+I+respect/revere

 INPUT STRING:	لاعيبة
     IS_TRANS:	lAEybp
        INDEX:	P35W4
      OFFSETS:	17-23
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laEiyb_1]
   UNSPLITVOC:	(lAEiybap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lAEiyb+ap
        GLOSS:	player+[fem.sg.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P35W5
      OFFSETS:	24-27
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	وواثقة
     IS_TRANS:	wwAvqp
        INDEX:	P35W6
      OFFSETS:	28-34
       TOKENS:	P35W9-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAviq_1]
   UNSPLITVOC:	(wiwAvoqap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+wAvoq+ap
        GLOSS:	and+certain/confident+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P35W7
      OFFSETS:	35-37
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	إنهم
     IS_TRANS:	<nhm
        INDEX:	P35W8
      OFFSETS:	38-42
       TOKENS:	P35W12-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	أشراف
     IS_TRANS:	>$rAf
        INDEX:	P35W9
      OFFSETS:	43-48
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ariyf_2]
   UNSPLITVOC:	(>a$orAf)
          POS:	ADJ
          VOC:	>a$orAf
        GLOSS:	noble/honorable/respectable

 INPUT STRING:	كلامى
     IS_TRANS:	klAmY
        INDEX:	P36W1
      OFFSETS:	0-5
       TOKENS:	P36W1-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	kalAm+iy
        GLOSS:	speech/statement/remark/talk/saying+my

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P36W2
      OFFSETS:	6-8
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	خرج
     IS_TRANS:	xrj
        INDEX:	P36W3
      OFFSETS:	9-12
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(xaraj)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	xaraj+(null)
        GLOSS:	go out/exit/leave+he/it [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P36W4
      OFFSETS:	13-15
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قلبى
     IS_TRANS:	qlbY
        INDEX:	P36W5
      OFFSETS:	16-20
       TOKENS:	P36W6-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(qalobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qalob+iy
        GLOSS:	heart/center/essence+my

 INPUT STRING:	للكيبورد
     IS_TRANS:	llkybwrd
        INDEX:	P36W6
      OFFSETS:	21-29
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(llkybwrd)
          POS:	FOREIGN
          VOC:	llkybwrd
        GLOSS:	nogloss

 INPUT STRING:	علطول
     IS_TRANS:	ElTwl
        INDEX:	P36W7
      OFFSETS:	30-35
       TOKENS:	P36W9-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(EalaTuwl)
          POS:	PREP+NOUN
          VOC:	EalaY+Tuwl
        GLOSS:	on/above+length/height

 INPUT STRING:	لأنكم
     IS_TRANS:	l>nkm
        INDEX:	P36W8
      OFFSETS:	36-41
       TOKENS:	P36W11-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(la<in~ukum)
          POS:	PREP+SUB_CONJ+PRON_2P
          VOC:	li+<in~+kum
        GLOSS:	for/to+that+you [pl.]

 INPUT STRING:	ياأحبائى
     IS_TRANS:	yA>HbA}Y
        INDEX:	P36W9
      OFFSETS:	42-50
       TOKENS:	P36W14-P36W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(yA_>aHibA}iy)
          POS:	VOC_PART+NOUN+POSS_PRON_1S
          VOC:	yA+>aHibA}+iy
        GLOSS:	oh+dear/beloved+my

 INPUT STRING:	اهل
     IS_TRANS:	Ahl
        INDEX:	P36W10
      OFFSETS:	51-54
       TOKENS:	P36W17-P36W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>ahol)
          POS:	NOUN
          VOC:	>ahol
        GLOSS:	family/people

 INPUT STRING:	نجوم
     IS_TRANS:	njwm
        INDEX:	P36W11
      OFFSETS:	55-59
       TOKENS:	P36W18-P36W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nujuwm_1]
   UNSPLITVOC:	(nujuwm)
          POS:	NOUN_PROP
          VOC:	nujuwm
        GLOSS:	Nojoum

 INPUT STRING:	اف
     IS_TRANS:	Af
        INDEX:	P36W12
      OFFSETS:	60-62
       TOKENS:	P36W19-P36W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<if_1]
   UNSPLITVOC:	(<if)
          POS:	ABBREV
          VOC:	<if
        GLOSS:	F.

 INPUT STRING:	ام
     IS_TRANS:	Am
        INDEX:	P36W13
      OFFSETS:	63-65
       TOKENS:	P36W20-P36W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<im_1]
   UNSPLITVOC:	(<im)
          POS:	ABBREV
          VOC:	<im
        GLOSS:	M.

 INPUT STRING:	بقيتوا
     IS_TRANS:	bqytwA
        INDEX:	P36W14
      OFFSETS:	66-72
       TOKENS:	P36W21-P36W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqiytuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	baqaY+tuwA
        GLOSS:	become/remain+you [pl.] [verb]

 INPUT STRING:	ليا
     IS_TRANS:	lyA
        INDEX:	P36W15
      OFFSETS:	73-76
       TOKENS:	P36W22-P36W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~A)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/for+me

 INPUT STRING:	قريبين
     IS_TRANS:	qrybyn
        INDEX:	P36W16
      OFFSETS:	77-83
       TOKENS:	P36W24-P36W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quray~ib_1]
   UNSPLITVOC:	(quray~ibiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	quray~ib+iyn
        GLOSS:	near/close+[masc.pl.]

 INPUT STRING:	وبحبكم
     IS_TRANS:	wbHbkm
        INDEX:	P36W17
      OFFSETS:	84-90
       TOKENS:	P36W25-P36W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(wibaHib~ukum)
          POS:	CONJ+PROG_PART+IV1S+IV+IVSUFF_DO:2P
          VOC:	wi+bi+>a+Hib~+kum
        GLOSS:	and+[present-tense]+I+love/like+you [pl.]

 INPUT STRING:	قوى
     IS_TRANS:	qwY
        INDEX:	P36W18
      OFFSETS:	91-94
       TOKENS:	P36W29-P36W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P36W19
      OFFSETS:	95-98
       TOKENS:	P36W30-P36W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	بلاقى
     IS_TRANS:	blAqY
        INDEX:	P36W20
      OFFSETS:	99-104
       TOKENS:	P36W32-P36W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(balAqiy)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+lAqiy
        GLOSS:	[present-tense]+I+find/meet/encounter

 INPUT STRING:	غيركم
     IS_TRANS:	gyrkm
        INDEX:	P36W21
      OFFSETS:	105-110
       TOKENS:	P36W34-P36W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayorkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	gayor+kum
        GLOSS:	not/other+your [pl.]

 INPUT STRING:	اكلمه
     IS_TRANS:	Aklmh
        INDEX:	P36W22
      OFFSETS:	111-116
       TOKENS:	P36W36-P36W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(>akal~imuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	>a+kal~im+uh
        GLOSS:	I+talk/speak/discuss+him/it

 INPUT STRING:	وأشاركه
     IS_TRANS:	w>$Arkh
        INDEX:	P36W23
      OFFSETS:	117-124
       TOKENS:	P36W38-P36W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Arik_1]
   UNSPLITVOC:	(wi>a$Arokuh)
          POS:	CONJ+IV1S+IV+IVSUFF_DO:3MS
          VOC:	wi+>a+$Arok+uh
        GLOSS:	and+I+participate with/share with+them

 INPUT STRING:	الرأى
     IS_TRANS:	Alr>Y
        INDEX:	P36W24
      OFFSETS:	125-130
       TOKENS:	P36W41-P36W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(Alr~a>oy)
          POS:	DET+NOUN
          VOC:	Al+ra>oy
        GLOSS:	the+opinion/view/idea

 INPUT STRING:	والحوار
     IS_TRANS:	wAlHwAr
        INDEX:	P36W25
      OFFSETS:	131-138
       TOKENS:	P36W42-P36W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HiwAr_1]
   UNSPLITVOC:	(wiAlHiwAr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+HiwAr
        GLOSS:	and+the+conversation/dialogue/discussion

 INPUT STRING:	اسفه
     IS_TRANS:	Asfh
        INDEX:	P37W1
      OFFSETS:	0-4
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|sif_1]
   UNSPLITVOC:	(|sofap)
          POS:	ADJ+NSUFF_FEM_SG
