 INPUT STRING:	موقع
     IS_TRANS:	wmdyr
        INDEX:	P34W22
      OFFSETS:	106-111
       TOKENS:	P34W24-P34W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(wamudiyr)
          POS:	CONJ+NOUN
          VOC:	wa+mudiyr
        GLOSS:	and+director/manager/chief

 INPUT STRING:	قناة
     IS_TRANS:	qnAp
        INDEX:	P34W23
      OFFSETS:	112-116
       TOKENS:	P34W26-P34W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(qanAp)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qanA+ap
        GLOSS:	canal/channel+[fem.sg.]

 INPUT STRING:	الفراعين
     IS_TRANS:	AlfrAEyn
        INDEX:	P34W24
      OFFSETS:	117-125
       TOKENS:	P34W27-P34W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farAEiyn_1]
   UNSPLITVOC:	(AlfarAEiyn)
          POS:	DET+NOUN_PROP
          VOC:	Al+farAEiyn
        GLOSS:	the+FARAIYN

 INPUT STRING:	الفضائية
     IS_TRANS:	AlfDA}yp
        INDEX:	P34W25
      OFFSETS:	126-134
       TOKENS:	P34W28-P34W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AlfaDA}iy~_1]
   UNSPLITVOC:	(AlfaDA}iy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+faDA}iy~+ap
        GLOSS:	the+satellite+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P34W26
      OFFSETS:	134-135
       TOKENS:	P34W29-P34W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P34W27
      OFFSETS:	136-138
       TOKENS:	P34W30-P34W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P34W28
      OFFSETS:	139-144
       TOKENS:	P34W31-P34W31
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict

 INPUT STRING:	الصادر
     IS_TRANS:	AlSAdr
        INDEX:	P34W29
      OFFSETS:	145-151
       TOKENS:	P34W32-P34W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAdir_1]
   UNSPLITVOC:	(AlS~Adir)
          POS:	DET+ADJ
          VOC:	Al+SAdir
        GLOSS:	the+issued/published

 INPUT STRING:	بحبسه
     IS_TRANS:	bHbsh
        INDEX:	P34W30
      OFFSETS:	152-157
       TOKENS:	P34W33-P34W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habos_1]
   UNSPLITVOC:	(biHabosuh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+Habos+uh
        GLOSS:	with/by+confinement/custody+its/his

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P34W31
      OFFSETS:	158-161
       TOKENS:	P34W36-P34W36
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year+[fem.sg.]

 INPUT STRING:	لسب
     IS_TRANS:	lsb
        INDEX:	P34W32
      OFFSETS:	162-165
       TOKENS:	P34W37-P34W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[sab~]
   UNSPLITVOC:	(lisab)
          POS:	PREP+NOUN
          VOC:	li+sab~
        GLOSS:	for/to+cursing/insulting

 INPUT STRING:	مطلقته
     IS_TRANS:	mTlqth
        INDEX:	P34W33
      OFFSETS:	166-172
       TOKENS:	P34W39-P34W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muTal~aq_1]
   UNSPLITVOC:	(muTal~aqtuh)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	muTal~aq+ap+uh
        GLOSS:	divorcee+[fem.sg.]+his/its

 INPUT STRING:	بألفاظ
     IS_TRANS:	b>lfAZ
        INDEX:	P34W34
      OFFSETS:	173-179
       TOKENS:	P34W41-P34W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lafoZ_1]
   UNSPLITVOC:	(biAlofAZ)
          POS:	PREP+NOUN
          VOC:	bi+AlofAZ
        GLOSS:	with/by+word/term/expression/verbatim/literally/words/terms/expressions

 INPUT STRING:	نابية
     IS_TRANS:	nAbyp
        INDEX:	P34W35
      OFFSETS:	180-185
       TOKENS:	P34W43-P34W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAbiy_1]
   UNSPLITVOC:	(nAbiyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAbiy+ap
        GLOSS:	repugnant/improper+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P34W36
      OFFSETS:	185-186
       TOKENS:	P34W44-P34W44
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P34W37
      OFFSETS:	187-188
       TOKENS:	P34W45-P34W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	نفيه
     IS_TRANS:	nfyh
        INDEX:	P34W38
      OFFSETS:	189-193
       TOKENS:	P34W46-P34W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafoy_1]
   UNSPLITVOC:	(nafoyuh)
          POS:	NOUN.VN+POSS_PRON_3MS
          VOC:	nafoy+uh
        GLOSS:	denial/disavowal+its/his

 INPUT STRING:	نسب
     IS_TRANS:	nsb
        INDEX:	P34W39
      OFFSETS:	194-197
       TOKENS:	P34W48-P34W48
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nasab_1]
   UNSPLITVOC:	(nasab)
          POS:	NOUN
          VOC:	nasab
        GLOSS:	lineage/kinship

 INPUT STRING:	ابنه
     IS_TRANS:	Abnh
        INDEX:	P34W40
      OFFSETS:	198-202
       TOKENS:	P34W49-P34W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ibon_1]
   UNSPLITVOC:	({ibonuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	{ibon+uh
        GLOSS:	son/junior (Jr.)+its/his

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W41
      OFFSETS:	203-205
       TOKENS:	P34W51-P34W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مطلقته
     IS_TRANS:	mTlqth
        INDEX:	P34W42
      OFFSETS:	206-212
       TOKENS:	P34W52-P34W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muTal~aq_1]
   UNSPLITVOC:	(muTal~aqatuh)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	muTal~aq+ap+uh
        GLOSS:	divorcee+[fem.sg.]+his

 INPUT STRING:	إليه
     IS_TRANS:	<lyh
        INDEX:	P34W43
      OFFSETS:	213-217
       TOKENS:	P34W54-P34W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilay_1]
   UNSPLITVOC:	(<ilayhi)
          POS:	PREP+PRON_3MS
          VOC:	<ilay+hi
        GLOSS:	to/towards+him

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W44
      OFFSETS:	217-218
       TOKENS:	P34W56-P34W56
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وفور
     IS_TRANS:	wfwr
        INDEX:	P35W1
      OFFSETS:	0-4
       TOKENS:	P35W1-P35W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fawor_1]
   UNSPLITVOC:	(wafawor)
          POS:	CONJ+NOUN
          VOC:	wa+fawor
        GLOSS:	and+immediately after

 INPUT STRING:	صدور
     IS_TRANS:	Sdwr
        INDEX:	P35W2
      OFFSETS:	5-9
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suduwr_1]
   UNSPLITVOC:	(Suduwr)
          POS:	NOUN
          VOC:	Suduwr
        GLOSS:	appearance/issuance

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P35W3
      OFFSETS:	10-15
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P35W4
      OFFSETS:	15-16
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	تقدم
     IS_TRANS:	tqdm
        INDEX:	P35W5
      OFFSETS:	17-21
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taqad~am_1]
   UNSPLITVOC:	(taqad~ama)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	taqad~am+a
        GLOSS:	present/advance+he/it [verb]

 INPUT STRING:	محامي
     IS_TRANS:	mHAmy
        INDEX:	P35W6
      OFFSETS:	22-27
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAmiy_1]
   UNSPLITVOC:	(muHAmiy)
          POS:	NOUN
          VOC:	muHAmiy
        GLOSS:	lawyer/defense counsel

 INPUT STRING:	عكاشة
     IS_TRANS:	EkA$p
        INDEX:	P35W7
      OFFSETS:	28-33
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EukA$ap_1]
   UNSPLITVOC:	(EukA$ap)
          POS:	NOUN_PROP
          VOC:	EukA$ap
        GLOSS:	AWKASHA

 INPUT STRING:	بطلب
     IS_TRANS:	bTlb
        INDEX:	P35W8
      OFFSETS:	34-38
       TOKENS:	P35W9-P35W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Talab_2]
   UNSPLITVOC:	(biTalab)
          POS:	PREP+NOUN
          VOC:	bi+Talab
        GLOSS:	with/by+request/demand

 INPUT STRING:	استئناف
     IS_TRANS:	Ast}nAf
        INDEX:	P35W9
      OFFSETS:	39-46
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isoti}onAf_1]
   UNSPLITVOC:	(Aisoti}onAf)
          POS:	NOUN
          VOC:	{isoti}onAf
        GLOSS:	resumption/appeal

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P35W10
      OFFSETS:	47-50
       TOKENS:	P35W12-P35W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P35W11
      OFFSETS:	51-56
       TOKENS:	P35W13-P35W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict

 INPUT STRING:	الصادر
     IS_TRANS:	AlSAdr
        INDEX:	P35W12
      OFFSETS:	57-63
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAdir_1]
   UNSPLITVOC:	(AlS~Adir)
          POS:	DET+ADJ
          VOC:	Al+SAdir
        GLOSS:	the+issued/published

 INPUT STRING:	برفض
     IS_TRANS:	brfD
        INDEX:	P35W13
      OFFSETS:	64-68
       TOKENS:	P35W15-P35W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafoD_1]
   UNSPLITVOC:	(birafoD)
          POS:	PREP+NOUN
          VOC:	bi+rafoD
        GLOSS:	with/by+rejection/refusal

 INPUT STRING:	المعارضة
     IS_TRANS:	AlmEArDp
        INDEX:	P35W14
      OFFSETS:	69-77
       TOKENS:	P35W17-P35W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muEAraDap_1]
   UNSPLITVOC:	(AlmuEAraDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muEAraD+ap
        GLOSS:	the+opposition+[fem.sg.]

 INPUT STRING:	وتأييد
     IS_TRANS:	wt>yyd
        INDEX:	P35W15
      OFFSETS:	78-84
       TOKENS:	P35W18-P35W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ta>oyiyd_1]
   UNSPLITVOC:	(wata>oyiyd)
          POS:	CONJ+NOUN
          VOC:	wa+ta>oyiyd
        GLOSS:	and+support/approval/assistance

 INPUT STRING:	حبسه
     IS_TRANS:	Hbsh
        INDEX:	P35W16
      OFFSETS:	85-89
       TOKENS:	P35W20-P35W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habos_1]
   UNSPLITVOC:	(Habosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Habos+uh
        GLOSS:	confinement/custody+its/his

 INPUT STRING:	للمرة
     IS_TRANS:	llmrp
        INDEX:	P35W17
      OFFSETS:	90-95
       TOKENS:	P35W22-P35W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(lilmar~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+mar~+ap
        GLOSS:	for/to+the+once/one time/(several) times+[fem.sg.]

 INPUT STRING:	الثانية
     IS_TRANS:	AlvAnyp
        INDEX:	P35W18
      OFFSETS:	96-103
       TOKENS:	P35W24-P35W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlvAniy_1]
   UNSPLITVOC:	(AlvAniyap)
          POS:	DET+ADJ_NUM+NSUFF_FEM_SG
          VOC:	Al+vAniy+ap
        GLOSS:	the+second/next+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P35W19
      OFFSETS:	103-104
       TOKENS:	P35W25-P35W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	وتحدد
     IS_TRANS:	wtHdd
        INDEX:	P36W1
      OFFSETS:	0-5
       TOKENS:	P36W1-P36W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHad~ad_1]
   UNSPLITVOC:	(wataHad~ada)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wa+taHad~ad+a
        GLOSS:	and+be defined/be determined/be specified+he/it [verb]

 INPUT STRING:	29
     IS_TRANS:	29
        INDEX:	P36W2
      OFFSETS:	6-8
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(29)
          POS:	NOUN_NUM
          VOC:	29
        GLOSS:	29

 INPUT STRING:	مارس
     IS_TRANS:	mArs
        INDEX:	P36W3
      OFFSETS:	9-13
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAris_1]
   UNSPLITVOC:	(mAris)
          POS:	NOUN_PROP
          VOC:	mAris
        GLOSS:	March

 INPUT STRING:	المقبل
     IS_TRANS:	Almqbl
        INDEX:	P36W4
      OFFSETS:	14-20
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqobil_1]
   UNSPLITVOC:	(Almuqobil)
          POS:	DET+ADJ
          VOC:	Al+muqobil
        GLOSS:	the+next/coming/approaching

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P36W5
      OFFSETS:	20-21
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	موعدًا
     IS_TRANS:	mwEdFA
        INDEX:	P36W6
      OFFSETS:	22-28
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawoEid_1]
   UNSPLITVOC:	(mawoEidAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	mawoEid+AF
        GLOSS:	appointment/date+[acc.indef.]

 INPUT STRING:	لجلسة
     IS_TRANS:	ljlsp
        INDEX:	P36W7
      OFFSETS:	29-34
       TOKENS:	P36W8-P36W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jalosap_1]
   UNSPLITVOC:	(lijalosap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+jalos+ap
        GLOSS:	for/to+session/meeting+[fem.sg.]

 INPUT STRING:	الاستئناف
     IS_TRANS:	AlAst}nAf
        INDEX:	P36W8
      OFFSETS:	35-44
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isoti}onAf_1]
   UNSPLITVOC:	(AlAisoti}onAf)
          POS:	DET+NOUN
          VOC:	Al+{isoti}onAf
        GLOSS:	the+resumption/appeal

 INPUT STRING:	برئاسة
     IS_TRANS:	br}Asp
        INDEX:	P36W9
      OFFSETS:	45-51
       TOKENS:	P36W11-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}Asap_1]
   UNSPLITVOC:	(biri}Asap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+ri}As+ap
        GLOSS:	with/by+presidency/leadership/chairmanship/presidencies/leaderships/chairmanships+[fem.sg.]

 INPUT STRING:	المستشار
     IS_TRANS:	Almst$Ar
        INDEX:	P36W10
      OFFSETS:	52-60
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$Ar_1]
   UNSPLITVOC:	(Almusota$Ar)
          POS:	DET+NOUN
          VOC:	Al+musota$Ar
        GLOSS:	the+counselor/adviser

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P36W11
      OFFSETS:	61-65
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muHam~ad_1]
   UNSPLITVOC:	(muHam~ad)
          POS:	NOUN_PROP
          VOC:	muHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	سمرة
     IS_TRANS:	smrp
        INDEX:	P36W12
      OFFSETS:	66-70
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samorap_1]
   UNSPLITVOC:	(samorap)
          POS:	NOUN_PROP
          VOC:	samorap
        GLOSS:	SAMRA

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W13
      OFFSETS:	71-72
       TOKENS:	P36W16-P36W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	أمانة
     IS_TRANS:	>mAnp
        INDEX:	P36W14
      OFFSETS:	73-78
       TOKENS:	P36W17-P36W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAnap_1]
   UNSPLITVOC:	(>amAnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>amAn+ap
        GLOSS:	secretariat+[fem.sg.]

 INPUT STRING:	سر
     IS_TRANS:	sr
        INDEX:	P36W15
      OFFSETS:	79-81
       TOKENS:	P36W18-P36W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sir~_1]
   UNSPLITVOC:	(sir~)
          POS:	NOUN
          VOC:	sir~
        GLOSS:	secret

 INPUT STRING:	ياسر
     IS_TRANS:	yAsr
        INDEX:	P36W16
      OFFSETS:	82-86
       TOKENS:	P36W19-P36W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAsir_1]
   UNSPLITVOC:	(yAsir)
          POS:	NOUN_PROP
          VOC:	yAsir
        GLOSS:	Yasser/Yasir

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W17
      OFFSETS:	86-87
       TOKENS:	P36W20-P36W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P37W1
      OFFSETS:	0-4
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn-u_1]
   UNSPLITVOC:	(kAnat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+at
        GLOSS:	be/was/were+it/they/she [verb]

 INPUT STRING:	رضا
     IS_TRANS:	rDA
        INDEX:	P37W2
      OFFSETS:	5-8
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riDA_1]
   UNSPLITVOC:	(riDA)
          POS:	NOUN_PROP
          VOC:	riDA
        GLOSS:	Rida/Reza

 INPUT STRING:	السيد
     IS_TRANS:	Alsyd
        INDEX:	P37W3
      OFFSETS:	9-14
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[say~id_2]
   UNSPLITVOC:	(Alsay~id)
          POS:	DET+NOUN_PROP
          VOC:	Al+say~id
        GLOSS:	the+Sayed/Sayyid

 INPUT STRING:	إبراهيم
     IS_TRANS:	<brAhym
        INDEX:	P37W4
      OFFSETS:	15-22
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iborAhiym_1]
   UNSPLITVOC:	(<iborAhiym)
          POS:	NOUN_PROP
          VOC:	<iborAhiym
        GLOSS:	Ibrahim

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P37W5
      OFFSETS:	22-23
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	وشهرتها
     IS_TRANS:	w$hrthA
        INDEX:	P37W6
      OFFSETS:	24-31
