 INPUT STRING:	سؤال
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miqaS~ar_1]
   UNSPLITVOC:	(wimiqaS~arap)
          POS:	CONJ+ADJ.VN+NSUFF_FEM_SG
          VOC:	wi+miqaS~ar+ap
        GLOSS:	and+not doing much+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P23W14
      OFFSETS:	58-60
       TOKENS:	P23W18-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حقه
     IS_TRANS:	Hqh
        INDEX:	P23W15
      OFFSETS:	61-64
       TOKENS:	P23W19-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Haq~+uh
        GLOSS:	right, prerogative, truth+his/its

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P23W16
      OFFSETS:	64-65
       TOKENS:	P23W21-P23W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P23W17
      OFFSETS:	66-68
       TOKENS:	P23W22-P23W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	العلم
     IS_TRANS:	AlElm
        INDEX:	P23W18
      OFFSETS:	69-74
       TOKENS:	P23W23-P23W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(AlEilom)
          POS:	DET+NOUN
          VOC:	Al+Eilom
        GLOSS:	the+knowledge

 INPUT STRING:	بانى
     IS_TRANS:	bAnY
        INDEX:	P23W19
      OFFSETS:	75-79
       TOKENS:	P23W24-P23W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~_1]
   UNSPLITVOC:	(bi>an~iy)
          POS:	PREP+SUB_CONJ+PRON_1S
          VOC:	bi+>an~+iy
        GLOSS:	with+that+I

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P23W20
      OFFSETS:	80-85
       TOKENS:	P23W27-P23W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofuh)
          POS:	ADJ+PRON_3MS
          VOC:	EArof+uh
        GLOSS:	knowing/having knowledge of+him

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P23W21
      OFFSETS:	86-88
       TOKENS:	P23W29-P23W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	مهما
     IS_TRANS:	mhmA
        INDEX:	P23W22
      OFFSETS:	89-93
       TOKENS:	P23W30-P23W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(mahomA)
          POS:	REL_PRON
          VOC:	mahomA
        GLOSS:	whatever

 INPUT STRING:	اشتركنا
     IS_TRANS:	A$trknA
        INDEX:	P23W23
      OFFSETS:	94-101
       TOKENS:	P23W31-P23W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otarak_1]
   UNSPLITVOC:	(Ai$otaraknA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	Ai$otarak+nA
        GLOSS:	participate+we [verb]

 INPUT STRING:	اداره
     IS_TRANS:	AdArh
        INDEX:	P23W24
      OFFSETS:	102-107
       TOKENS:	P23W32-P23W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<idArap_1]
   UNSPLITVOC:	(<idArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	<idAr+ap
        GLOSS:	administration/management/bureau+[fem.sg.]

 INPUT STRING:	الفيس
     IS_TRANS:	Alfys
        INDEX:	P23W25
      OFFSETS:	108-113
       TOKENS:	P23W33-P23W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiys_1]
   UNSPLITVOC:	(Alfiys)
          POS:	DET+NOUN
          VOC:	Al+fiys
        GLOSS:	the+face

 INPUT STRING:	بوك
     IS_TRANS:	bwk
        INDEX:	P23W26
      OFFSETS:	114-117
       TOKENS:	P23W34-P23W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bwk)
          POS:	FOREIGN
          VOC:	bwk
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P23W27
      OFFSETS:	118-120
       TOKENS:	P23W35-P23W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بتحذف
     IS_TRANS:	btH*f
        INDEX:	P23W28
      OFFSETS:	121-126
       TOKENS:	P23W36-P23W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[aH*af_1]
   UNSPLITVOC:	(bitiH*if)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+H*if
        GLOSS:	[present-tense]+it/they/she+eraise

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P23W29
      OFFSETS:	127-130
       TOKENS:	P23W38-P23W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	حاجات
     IS_TRANS:	HAjAt
        INDEX:	P23W30
      OFFSETS:	131-136
       TOKENS:	P23W39-P23W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HAj+At
        GLOSS:	thing+[fem.pl.]

 INPUT STRING:	معينه
     IS_TRANS:	mEynh
        INDEX:	P23W31
      OFFSETS:	137-142
       TOKENS:	P23W40-P23W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~anap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muEay~an+ap
        GLOSS:	fixed/determined/prescribed+[fem.sg.]

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P24W1
      OFFSETS:	1-4
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P24W2
      OFFSETS:	5-8
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	برضو
     IS_TRANS:	brDw
        INDEX:	P24W3
      OFFSETS:	9-13
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P24W4
      OFFSETS:	14-19
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	a woman+[fem.sg.]

 INPUT STRING:	بعتتلي
     IS_TRANS:	bEttly
        INDEX:	P24W5
      OFFSETS:	20-26
       TOKENS:	P24W5-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(baEatit_liy)
          POS:	PV+PVSUFF_SUBJ:3FS+PREP+PRON_1S
          VOC:	baEat+it+li+iy
        GLOSS:	send+it/they/she+to/for+I

 INPUT STRING:	لينك
     IS_TRANS:	lynk
        INDEX:	P24W6
      OFFSETS:	27-31
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lynk)
          POS:	FOREIGN
          VOC:	lynk
        GLOSS:	nogloss

 INPUT STRING:	لصفحه
     IS_TRANS:	lSfHh
        INDEX:	P24W7
      OFFSETS:	32-37
       TOKENS:	P24W9-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(liSafoHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+SafoH+ap
        GLOSS:	for/to+page/leaf/pages/leaves+[fem.sg.]

 INPUT STRING:	تسب
     IS_TRANS:	tsb
        INDEX:	P24W8
      OFFSETS:	38-41
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sab~_1]
   UNSPLITVOC:	(tisib~)
          POS:	IV3FS+IV
          VOC:	ti+sib~
        GLOSS:	it/they/she+insult

 INPUT STRING:	الرسول
     IS_TRANS:	Alrswl
        INDEX:	P24W9
      OFFSETS:	42-48
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasuwl_1]
   UNSPLITVOC:	(Alr~asuwl)
          POS:	DET+NOUN
          VOC:	Al+rasuwl
        GLOSS:	the+messenger (Muhammad)

 INPUT STRING:	وقالت
     IS_TRANS:	wqAlt
        INDEX:	P24W10
      OFFSETS:	49-54
       TOKENS:	P24W13-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAlit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+qAl+it
        GLOSS:	and+said/say/be said/say/(for example)+it/they/she

 INPUT STRING:	ادخلوا
     IS_TRANS:	AdxlwA
        INDEX:	P24W11
      OFFSETS:	55-61
       TOKENS:	P24W15-P24W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(AidoxuluwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	Aidoxul+uwA
        GLOSS:	enter/be entered+you [pl.]

 INPUT STRING:	اعملوا
     IS_TRANS:	AEmlwA
        INDEX:	P24W12
      OFFSETS:	62-68
       TOKENS:	P24W16-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AiEomiluwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	AiEomil+uwA
        GLOSS:	Gloss:TBA+you [pl.]

 INPUT STRING:	ريبورت
     IS_TRANS:	rybwrt
        INDEX:	P24W13
      OFFSETS:	69-75
       TOKENS:	P24W17-P24W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(rybwrt)
          POS:	FOREIGN
          VOC:	rybwrt
        GLOSS:	nogloss

 INPUT STRING:	لقيت
     IS_TRANS:	lqyt
        INDEX:	P25W1
      OFFSETS:	1-5
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	laq+ayt
        GLOSS:	find+I

 INPUT STRING:	الصفحه
     IS_TRANS:	AlSfHh
        INDEX:	P25W2
      OFFSETS:	6-12
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(AlS~afoHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+SafoH+ap
        GLOSS:	the+page/leaf/pages/leaves+[fem.sg.]

 INPUT STRING:	300
     IS_TRANS:	300
        INDEX:	P25W3
      OFFSETS:	13-16
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(300)
          POS:	NOUN_NUM
          VOC:	300
        GLOSS:	300

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P25W4
      OFFSETS:	17-19
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P26W1
      OFFSETS:	1-6
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after+its/their/her

 INPUT STRING:	باسبوع
     IS_TRANS:	bAsbwE
        INDEX:	P26W2
      OFFSETS:	7-13
       TOKENS:	P26W3-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AusobuwE_1]
   UNSPLITVOC:	(biAusobuwE)
          POS:	PREP+NOUN
          VOC:	bi+AusobuwE
        GLOSS:	with/by+week

 INPUT STRING:	بقت
     IS_TRANS:	bqt
        INDEX:	P26W3
      OFFSETS:	14-17
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baq+it
        GLOSS:	remain+it/they/she

 INPUT STRING:	4000
     IS_TRANS:	4000
        INDEX:	P26W4
      OFFSETS:	18-22
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4000)
          POS:	NOUN_NUM
          VOC:	4000
        GLOSS:	4000

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P26W5
      OFFSETS:	23-25
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P26W6
      OFFSETS:	26-30
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	وكتير
     IS_TRANS:	wktyr
        INDEX:	P26W7
      OFFSETS:	31-36
       TOKENS:	P26W9-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(wikitiyr)
          POS:	CONJ+ADJ
          VOC:	wi+kitiyr
        GLOSS:	and+much

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P26W8
      OFFSETS:	37-41
       TOKENS:	P26W11-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+they

 INPUT STRING:	للأسف
     IS_TRANS:	ll>sf
        INDEX:	P26W9
      OFFSETS:	42-47
       TOKENS:	P26W13-P26W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	مسلمين
     IS_TRANS:	mslmyn
        INDEX:	P26W10
      OFFSETS:	48-54
       TOKENS:	P26W15-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(musolimiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	musolim+iyn
        GLOSS:	Moslems+[masc.pl.]

 INPUT STRING:	مشاركين
     IS_TRANS:	m$Arkyn
        INDEX:	P26W11
      OFFSETS:	55-62
       TOKENS:	P26W16-P26W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$Arik_1]
   UNSPLITVOC:	(mi$Arokiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mi$Arok+iyn
        GLOSS:	participating+[masc.pl.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P26W12
      OFFSETS:	63-67
       TOKENS:	P26W17-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	يردوا
     IS_TRANS:	yrdwA
        INDEX:	P26W13
      OFFSETS:	68-73
       TOKENS:	P26W19-P26W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(yirud~uwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+rud~+uwA
        GLOSS:	they+answer+they

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P26W14
      OFFSETS:	74-77
       TOKENS:	P26W20-P26W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	العبره
     IS_TRANS:	AlEbrh
        INDEX:	P26W15
      OFFSETS:	78-84
       TOKENS:	P26W21-P26W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiborap_1]
   UNSPLITVOC:	(AlEiborap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eibor+ap
        GLOSS:	the+admonition/lesson/admonitions/lessons+[fem.sg.]

 INPUT STRING:	بعدد
     IS_TRANS:	bEdd
        INDEX:	P26W16
      OFFSETS:	85-89
       TOKENS:	P26W22-P26W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadad_1]
   UNSPLITVOC:	(biEadad)
          POS:	PREP+NOUN
          VOC:	bi+Eadad
        GLOSS:	with/by+number/quantity/issue/numbers/issues

 INPUT STRING:	اللايك
     IS_TRANS:	AllAyk
        INDEX:	P26W17
      OFFSETS:	90-96
       TOKENS:	P26W24-P26W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAyik_1]
   UNSPLITVOC:	(All~Ayik)
          POS:	DET+NOUN
          VOC:	Al+lAyik
        GLOSS:	the+like

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P26W18
      OFFSETS:	97-99
       TOKENS:	P26W25-P26W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بهما
     IS_TRANS:	bhmA
        INDEX:	P26W19
      OFFSETS:	100-104
       TOKENS:	P26W26-P26W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum~A_1]
   UNSPLITVOC:	(bihum~A)
          POS:	PREP+PRON_3P
          VOC:	bi+hum~A
        GLOSS:	with+they

 INPUT STRING:	داخلين
     IS_TRANS:	dAxlyn
        INDEX:	P26W20
      OFFSETS:	105-111
       TOKENS:	P26W28-P26W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAxil_1]
   UNSPLITVOC:	(dAxoliyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	dAxol+iyn
        GLOSS:	entering+[masc.pl.]

 INPUT STRING:	يعملوا
     IS_TRANS:	yEmlwA
        INDEX:	P26W21
      OFFSETS:	112-118
       TOKENS:	P26W29-P26W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomiluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Eomil+uwA
        GLOSS:	they+do+they

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P26W22
      OFFSETS:	119-122
       TOKENS:	P26W30-P26W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyh_1]
   UNSPLITVOC:	(>iyh)
          POS:	INTERROG_PRON
          VOC:	>iyh
        GLOSS:	what

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P27W1
      OFFSETS:	1-6
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArayot_1]
   UNSPLITVOC:	(yArayot)
          POS:	PSEUDO_VERB
          VOC:	yArayot
        GLOSS:	wish

 INPUT STRING:	تقولولي
     IS_TRANS:	tqwlwly
        INDEX:	P27W2
      OFFSETS:	7-14
       TOKENS:	P27W2-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwluwA_liy)
          POS:	IV2P+IV+IVSUFF_SUBJ:P+PREP+PRON_1S
          VOC:	ti+quwl+uwA+li+iy
        GLOSS:	you+said/say/be said/say/(for example)+you [pl.]+to/for+I

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P27W3
      OFFSETS:	15-18
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyh_1]
   UNSPLITVOC:	(>iyh)
          POS:	INTERROG_PRON
          VOC:	>iyh
        GLOSS:	what

 INPUT STRING:	رأيكم
     IS_TRANS:	r>ykm
        INDEX:	P27W4
      OFFSETS:	19-24
       TOKENS:	P27W6-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oykum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	ra>oy+kum
        GLOSS:	opinion/view/idea+your

 INPUT STRING:	المجموعات
     IS_TRANS:	AlmjmwEAt
        INDEX:	P28W1
      OFFSETS:	1-10
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majomuwEap_1]
   UNSPLITVOC:	(AlmajomuwEAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+majomuwE+At
        GLOSS:	the+collection/group/bloc+[fem.pl.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P28W2
      OFFSETS:	11-15
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بتسب
     IS_TRANS:	btsb
        INDEX:	P28W3
