 INPUT STRING:	اتفرجوا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	there is+him/it

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P59W3
      OFFSETS:	9-12
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	امان
     IS_TRANS:	AmAn
        INDEX:	P59W4
      OFFSETS:	13-17
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAn_1]
   UNSPLITVOC:	(>amAn)
          POS:	NOUN
          VOC:	>amAn
        GLOSS:	safety/protection

 INPUT STRING:	وسرقه
     IS_TRANS:	wsrqh
        INDEX:	P59W5
      OFFSETS:	18-23
       TOKENS:	P59W7-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siroqap_1]
   UNSPLITVOC:	(wisiroqap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+siroq+ap
        GLOSS:	and+stealing/theft+[fem.sg.]

 INPUT STRING:	واغتصاب
     IS_TRANS:	wAgtSAb
        INDEX:	P59W6
      OFFSETS:	24-31
       TOKENS:	P59W9-P59W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AigotiSAb_1]
   UNSPLITVOC:	(wiAigotiSAb)
          POS:	CONJ+NOUN
          VOC:	wi+AigotiSAb
        GLOSS:	and+rape/usurpation

 INPUT STRING:	وخطف
     IS_TRANS:	wxTf
        INDEX:	P59W7
      OFFSETS:	32-36
       TOKENS:	P59W11-P59W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTof_1]
   UNSPLITVOC:	(wixaTof)
          POS:	CONJ+NOUN
          VOC:	wi+xaTof
        GLOSS:	and+hijacking/abduction/kidnapping/by force/rapidly

 INPUT STRING:	وعدم
     IS_TRANS:	wEdm
        INDEX:	P59W8
      OFFSETS:	37-41
       TOKENS:	P59W13-P59W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(wiEadam)
          POS:	CONJ+NOUN
          VOC:	wi+Eadam
        GLOSS:	and+absence of/lack of/not/non-

 INPUT STRING:	توافر
     IS_TRANS:	twAfr
        INDEX:	P59W9
      OFFSETS:	42-47
       TOKENS:	P59W15-P59W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawAfur_1]
   UNSPLITVOC:	(tawAfur)
          POS:	NOUN
          VOC:	tawAfur
        GLOSS:	availability/abundance/existence

 INPUT STRING:	السلع
     IS_TRANS:	AlslE
        INDEX:	P59W10
      OFFSETS:	48-53
       TOKENS:	P59W16-P59W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siloEap_1]
   UNSPLITVOC:	(Als~ilaE)
          POS:	DET+NOUN
          VOC:	Al+silaE
        GLOSS:	the+commodities/commercial goods

 INPUT STRING:	الغذائه
     IS_TRANS:	Alg*A}h
        INDEX:	P59W11
      OFFSETS:	54-61
       TOKENS:	P59W17-P59W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alg*A}h)
          POS:	TYPO
          VOC:	Alg*A}h
        GLOSS:	nogloss

 INPUT STRING:	والتموينيه
     IS_TRANS:	wAltmwynyh
        INDEX:	P59W12
      OFFSETS:	62-72
       TOKENS:	P59W18-P59W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Altamowiyniy_1]
   UNSPLITVOC:	(waAltamowiyniy~ap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wa+Al+tamowiyniy~+ap
        GLOSS:	and+the+supplying/providing+[fem.sg.]

 INPUT STRING:	وشباب
     IS_TRANS:	w$bAb
        INDEX:	P59W13
      OFFSETS:	73-78
       TOKENS:	P59W20-P59W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(wi$abAb)
          POS:	CONJ+NOUN
          VOC:	wi+$abAb
        GLOSS:	and+young man/young men

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P59W14
      OFFSETS:	79-82
       TOKENS:	P59W22-P59W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	ADV
          VOC:	Hat~aY
        GLOSS:	even

 INPUT STRING:	معدتش
     IS_TRANS:	mEdt$
        INDEX:	P59W15
      OFFSETS:	83-88
       TOKENS:	P59W23-P59W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ead_1]
   UNSPLITVOC:	(mA_Eadit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+Ead+it+$
        GLOSS:	not+go back/return/become+it/they/she+not

 INPUT STRING:	لاقي
     IS_TRANS:	lAqy
        INDEX:	P59W16
      OFFSETS:	89-93
       TOKENS:	P59W26-P59W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqiy_1]
   UNSPLITVOC:	(lAqiy)
          POS:	ADJ
          VOC:	lAqiy
        GLOSS:	finding

 INPUT STRING:	مكان
     IS_TRANS:	mkAn
        INDEX:	P59W17
      OFFSETS:	94-98
       TOKENS:	P59W27-P59W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAn)
          POS:	NOUN
          VOC:	makAn
        GLOSS:	place/location/position

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P59W18
      OFFSETS:	99-100
       TOKENS:	P59W28-P59W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	القهوه
     IS_TRANS:	Alqhwh
        INDEX:	P59W19
      OFFSETS:	101-107
       TOKENS:	P59W29-P59W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qahowap_1]
   UNSPLITVOC:	(Alqahowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qahow+ap
        GLOSS:	the+coffee/coffees/cafe+[fem.sg.]

 INPUT STRING:	وشهاداة
     IS_TRANS:	w$hAdAp
        INDEX:	P59W20
      OFFSETS:	108-115
       TOKENS:	P59W30-P59W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w$hAdAp)
          POS:	TYPO
          VOC:	w$hAdAp
        GLOSS:	nogloss

 INPUT STRING:	بتتعلق
     IS_TRANS:	bttElq
        INDEX:	P59W21
      OFFSETS:	116-122
       TOKENS:	P59W31-P59W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitEal~aq_1]
   UNSPLITVOC:	(bititEal~aq)
          POS:	PROG_PART+IV3FS+IV_PASS
          VOC:	bi+ti+tEal~aq
        GLOSS:	[present-tense]+it/they/she+be hanged

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P59W22
      OFFSETS:	123-124
       TOKENS:	P59W33-P59W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الحيط
     IS_TRANS:	AlHyT
        INDEX:	P59W23
      OFFSETS:	125-130
       TOKENS:	P59W34-P59W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayT_1]
   UNSPLITVOC:	(AlHayT)
          POS:	DET+NOUN
          VOC:	Al+HayT
        GLOSS:	the+walls

 INPUT STRING:	وادي
     IS_TRANS:	wAdy
        INDEX:	P59W24
      OFFSETS:	131-135
       TOKENS:	P59W35-P59W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|adiy_1]
   UNSPLITVOC:	(wa|adiy)
          POS:	CONJ+DEM_PRON
          VOC:	wa+|adiy
        GLOSS:	and+this is-that is

 INPUT STRING:	دقني
     IS_TRANS:	dqny
        INDEX:	P59W25
      OFFSETS:	136-140
       TOKENS:	P59W37-P59W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daqon_1]
   UNSPLITVOC:	(daqoniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	daqon+iy
        GLOSS:	beard/chin/chins+my

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P59W26
      OFFSETS:	141-143
       TOKENS:	P59W39-P59W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	اتعينت
     IS_TRANS:	AtEynt
        INDEX:	P59W27
      OFFSETS:	144-150
       TOKENS:	P59W40-P59W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitEay~in_1]
   UNSPLITVOC:	(AitEay~int)
          POS:	PV_PASS+PVSUFF_SUBJ:1S
          VOC:	AitEay~in+t
        GLOSS:	woork/occupy a job+I

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P59W28
      OFFSETS:	151-153
       TOKENS:	P59W41-P59W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P59W29
      OFFSETS:	154-157
       TOKENS:	P59W42-P59W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	واسطه
     IS_TRANS:	wAsTh
        INDEX:	P59W30
      OFFSETS:	158-163
       TOKENS:	P59W43-P59W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAsoTap_1]
   UNSPLITVOC:	(wAsoTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAsoT+ap
        GLOSS:	means/device/patronage+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W31
      OFFSETS:	163-164
       TOKENS:	P59W44-P59W44
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W32
      OFFSETS:	164-165
       TOKENS:	P59W45-P59W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W33
      OFFSETS:	165-166
       TOKENS:	P59W46-P59W46
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W34
      OFFSETS:	166-167
       TOKENS:	P59W47-P59W47
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W35
      OFFSETS:	167-168
       TOKENS:	P59W48-P59W48
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W36
      OFFSETS:	168-169
       TOKENS:	P59W49-P59W49
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W37
      OFFSETS:	169-170
       TOKENS:	P59W50-P59W50
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W38
      OFFSETS:	170-171
       TOKENS:	P59W51-P59W51
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W39
      OFFSETS:	171-172
       TOKENS:	P59W52-P59W52
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W40
      OFFSETS:	172-173
       TOKENS:	P59W53-P59W53
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W41
      OFFSETS:	173-174
       TOKENS:	P59W54-P59W54
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W42
      OFFSETS:	174-175
       TOKENS:	P59W55-P59W55
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W43
      OFFSETS:	175-176
       TOKENS:	P59W56-P59W56
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	الخ
     IS_TRANS:	Alx
        INDEX:	P59W44
      OFFSETS:	176-179
       TOKENS:	P59W57-P59W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ailax_1]
   UNSPLITVOC:	(Ailax)
          POS:	ABBREV
          VOC:	Ailax
        GLOSS:	etc

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P60W1
      OFFSETS:	0-2
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	فعهد
     IS_TRANS:	fEhd
        INDEX:	P60W2
      OFFSETS:	3-7
       TOKENS:	P60W2-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eahod_1]
   UNSPLITVOC:	(fiyEahod)
          POS:	PREP+NOUN
          VOC:	fiy+Eahod
        GLOSS:	in+age/period/ages/periods

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P60W3
      OFFSETS:	8-13
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	مكنتش
     IS_TRANS:	mknt$
        INDEX:	P60W4
      OFFSETS:	14-19
       TOKENS:	P60W5-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_konit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+kan+it+$
        GLOSS:	not+be/was/were+it/they/she+not

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P60W5
      OFFSETS:	20-22
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الحاجات
     IS_TRANS:	AlHAjAt
        INDEX:	P60W6
      OFFSETS:	23-30
       TOKENS:	P60W9-P60W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(AlHAjAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+HAj+At
        GLOSS:	the+need/needs/thing/belongings+[fem.pl.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P60W7
      OFFSETS:	31-33
       TOKENS:	P60W10-P60W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	موجوده
     IS_TRANS:	mwjwdh
        INDEX:	P60W8
      OFFSETS:	34-40
       TOKENS:	P60W11-P60W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawjuwd_1]
   UNSPLITVOC:	(mawjuwdap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mawjuwd+ap
        GLOSS:	present/existing/found+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P60W9
      OFFSETS:	41-44
       TOKENS:	P60W12-P60W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P60W10
      OFFSETS:	45-48
       TOKENS:	P60W13-P60W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P61W1
      OFFSETS:	0-3
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P61W2
      OFFSETS:	4-8
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P61W3
      OFFSETS:	9-12
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	فينا
     IS_TRANS:	fynA
        INDEX:	P61W4
      OFFSETS:	13-17
       TOKENS:	P61W4-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiynA)
          POS:	PREP+PRON_1P
          VOC:	fiy+nA
        GLOSS:	in+we

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P61W5
      OFFSETS:	18-21
       TOKENS:	P61W6-P61W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	عايشه
     IS_TRANS:	EAy$h
        INDEX:	P61W6
      OFFSETS:	22-27
       TOKENS:	P61W7-P61W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyo$ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyo$+ap
        GLOSS:	living+[fem.sg.]

 INPUT STRING:	بمبدأ
     IS_TRANS:	bmbd>
        INDEX:	P61W7
      OFFSETS:	28-33
       TOKENS:	P61W8-P61W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maboda>_1]
   UNSPLITVOC:	(bimaboda>)
          POS:	PREP+NOUN
          VOC:	bi+maboda>
        GLOSS:	with/by+principle/basis

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P61W8
      OFFSETS:	34-36
       TOKENS:	P61W10-P61W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P61W9
      OFFSETS:	37-41
       TOKENS:	P61W11-P61W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P61W10
      OFFSETS:	42-44
       TOKENS:	P61W12-P61W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غيره
     IS_TRANS:	gyrh
        INDEX:	P61W11
      OFFSETS:	45-49
       TOKENS:	P61W13-P61W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(giyruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	giyr+uh
        GLOSS:	not/other+his/its

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P61W12
      OFFSETS:	51-55
       TOKENS:	P61W15-P61W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	مشفناش
     IS_TRANS:	m$fnA$
        INDEX:	P61W13
      OFFSETS:	56-62
       TOKENS:	P61W16-P61W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(mA_$ufnA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1P+NEG_PART
          VOC:	mA+$uf+nA+$
        GLOSS:	not+look+we+not

 INPUT STRING:	غيره
     IS_TRANS:	gyrh
        INDEX:	P61W14
      OFFSETS:	63-67
       TOKENS:	P61W19-P61W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(giyrh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	giyr+uh
