 INPUT STRING:	بالبلدى
        LEMMA:	[lAbis_1]
   UNSPLITVOC:	(lAbosap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAbos+ap
        GLOSS:	wearing+[fem.sg.]

 INPUT STRING:	نقاب
     IS_TRANS:	nqAb
        INDEX:	P99W8
      OFFSETS:	35-39
       TOKENS:	P99W9-P99W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niqAb_1]
   UNSPLITVOC:	(niqAb)
          POS:	NOUN
          VOC:	niqAb
        GLOSS:	veil

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P99W9
      OFFSETS:	39-40
       TOKENS:	P99W10-P99W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P99W10
      OFFSETS:	40-41
       TOKENS:	P99W11-P99W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P99W11
      OFFSETS:	41-45
       TOKENS:	P99W12-P99W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	بتتصور
     IS_TRANS:	bttSwr
        INDEX:	P99W12
      OFFSETS:	46-52
       TOKENS:	P99W14-P99W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saw~ar_1]
   UNSPLITVOC:	(bititoSaw~ar)
          POS:	PROG_PART+IV3FS+IV_PASS
          VOC:	bi+ti+toSaw~ar
        GLOSS:	[present-tense]+she/it/they+be filmed/be photographed

 INPUT STRING:	بتكشف
     IS_TRANS:	btk$f
        INDEX:	P99W13
      OFFSETS:	53-58
       TOKENS:	P99W16-P99W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka$af_1]
   UNSPLITVOC:	(bitiko$if)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+ko$if
        GLOSS:	[present-tense]+it/they/she+discover/reveal/disclose/examine

 INPUT STRING:	وشها
     IS_TRANS:	w$hA
        INDEX:	P99W14
      OFFSETS:	59-63
       TOKENS:	P99W18-P99W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi$~_1]
   UNSPLITVOC:	(wi$~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	wi$~+hA
        GLOSS:	face/front+its/their/her

 INPUT STRING:	امام
     IS_TRANS:	AmAm
        INDEX:	P99W15
      OFFSETS:	64-68
       TOKENS:	P99W20-P99W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAm_1]
   UNSPLITVOC:	(>amAm)
          POS:	NOUN
          VOC:	>amAm
        GLOSS:	front/forward

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P99W16
      OFFSETS:	69-74
       TOKENS:	P99W21-P99W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P99W17
      OFFSETS:	74-75
       TOKENS:	P99W22-P99W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P99W18
      OFFSETS:	75-76
       TOKENS:	P99W23-P99W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	سؤال
     IS_TRANS:	s&Al
        INDEX:	P100W1
      OFFSETS:	0-4
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Al)
          POS:	NOUN
          VOC:	su&Al
        GLOSS:	question/inquiry

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P100W2
      OFFSETS:	5-9
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine (arts)

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P100W3
      OFFSETS:	10-12
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ملهوش
     IS_TRANS:	mlhw$
        INDEX:	P100W4
      OFFSETS:	13-18
       TOKENS:	P100W4-P100W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mlhw$)
          POS:	NO_FUNC
          VOC:	mlhw$
        GLOSS:	nogloss

 INPUT STRING:	معنى
     IS_TRANS:	mEnY
        INDEX:	P100W5
      OFFSETS:	19-23
       TOKENS:	P100W5-P100W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(maEonaY)
          POS:	NOUN
          VOC:	maEonaY
        GLOSS:	meaning/sense

 INPUT STRING:	بصراحة
     IS_TRANS:	bSrAHp
        INDEX:	P100W6
      OFFSETS:	24-30
       TOKENS:	P100W6-P100W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(biSarAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SarAH+ap
        GLOSS:	with/by+sincerity/candor/frankness+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P100W7
      OFFSETS:	30-31
       TOKENS:	P100W8-P100W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P100W8
      OFFSETS:	31-32
       TOKENS:	P100W9-P100W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	لإن
     IS_TRANS:	l<n
        INDEX:	P101W1
      OFFSETS:	0-3
       TOKENS:	P101W1-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P101W2
      OFFSETS:	4-6
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this [masc.sg.]

 INPUT STRING:	بيكون
     IS_TRANS:	bykwn
        INDEX:	P101W3
      OFFSETS:	7-12
       TOKENS:	P101W4-P101W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(biyikuwn)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+kuwn
        GLOSS:	[present-tense]+he/it+be

 INPUT STRING:	بداية
     IS_TRANS:	bdAyp
        INDEX:	P101W4
      OFFSETS:	13-18
       TOKENS:	P101W6-P101W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bidAyap_1]
   UNSPLITVOC:	(bidAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bidAy+ap
        GLOSS:	beginning/start+[fem.sg.]

 INPUT STRING:	إرتداء
     IS_TRANS:	<rtdA'
        INDEX:	P101W5
      OFFSETS:	19-25
       TOKENS:	P101W7-P101W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AirotidA'_1]
   UNSPLITVOC:	(AirotidA')
          POS:	NOUN
          VOC:	AirotidA'
        GLOSS:	wearing/putting on

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P101W6
      OFFSETS:	26-31
       TOKENS:	P101W8-P101W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(Albinot)
          POS:	DET+NOUN
          VOC:	Al+binot
        GLOSS:	the+daughter/girl

 INPUT STRING:	للنقاب
     IS_TRANS:	llnqAb
        INDEX:	P101W7
      OFFSETS:	32-38
       TOKENS:	P101W9-P101W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niqAb_1]
   UNSPLITVOC:	(liln~iqAb)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+niqAb
        GLOSS:	to/for+the+veil

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P101W8
      OFFSETS:	38-39
       TOKENS:	P101W11-P101W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P101W9
      OFFSETS:	39-40
       TOKENS:	P101W12-P101W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P102W1
      OFFSETS:	0-4
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P102W2
      OFFSETS:	5-8
       TOKENS:	P102W2-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P102W3
      OFFSETS:	9-11
       TOKENS:	P102W3-P102W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that

 INPUT STRING:	بتتصور
     IS_TRANS:	bttSwr
        INDEX:	P102W4
      OFFSETS:	12-18
       TOKENS:	P102W4-P102W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saw~ar_1]
   UNSPLITVOC:	(bititoSaw~ar)
          POS:	PROG_PART+IV3FS+IV_PASS
          VOC:	bi+ti+toSaw~ar
        GLOSS:	[present-tense]+she/it/they+be filmed/be photographed

 INPUT STRING:	الفيديو
     IS_TRANS:	Alfydyw
        INDEX:	P102W5
      OFFSETS:	19-26
       TOKENS:	P102W6-P102W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(Alfiydyuw)
          POS:	DET+NOUN
          VOC:	Al+fiydyuw
        GLOSS:	the+video

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P102W6
      OFFSETS:	26-27
       TOKENS:	P102W7-P102W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P102W7
      OFFSETS:	27-28
       TOKENS:	P102W8-P102W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	بترتدى
     IS_TRANS:	btrtdY
        INDEX:	P102W8
      OFFSETS:	28-34
       TOKENS:	P102W9-P102W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Airotaday_1]
   UNSPLITVOC:	(bitirotidiy)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+rotidiy
        GLOSS:	[present-tense]+she/it/they+wear/put on

 INPUT STRING:	النقاب
     IS_TRANS:	AlnqAb
        INDEX:	P102W9
      OFFSETS:	35-41
       TOKENS:	P102W11-P102W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niqAb_1]
   UNSPLITVOC:	(Aln~iqAb)
          POS:	DET+NOUN
          VOC:	Al+niqAb
        GLOSS:	the+veil

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P102W10
      OFFSETS:	42-45
       TOKENS:	P102W12-P102W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	بتكشف
     IS_TRANS:	btk$f
        INDEX:	P102W11
      OFFSETS:	46-51
       TOKENS:	P102W14-P102W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka$af_1]
   UNSPLITVOC:	(bitiko$if)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+ko$if
        GLOSS:	[present-tense]+it/they/she+discover/reveal/disclose/examine

 INPUT STRING:	وشها
     IS_TRANS:	w$hA
        INDEX:	P102W12
      OFFSETS:	52-56
       TOKENS:	P102W16-P102W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi$~_1]
   UNSPLITVOC:	(wi$~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	wi$~+hA
        GLOSS:	face/front+its/their/her

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P102W13
      OFFSETS:	57-61
       TOKENS:	P102W18-P102W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ_NUM
          VOC:	vAniy
        GLOSS:	second/next

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P102W14
      OFFSETS:	61-62
       TOKENS:	P102W19-P102W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P102W15
      OFFSETS:	62-63
       TOKENS:	P102W20-P102W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وصلتك
     IS_TRANS:	wSltk
        INDEX:	P103W1
      OFFSETS:	0-5
       TOKENS:	P103W1-P103W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(wiSolitak)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:2MS
          VOC:	wiSol+it+ak
        GLOSS:	arrive at/reach/connect+it/they/she [verb]+you [masc.sg.]

 INPUT STRING:	المعلومة
     IS_TRANS:	AlmElwmp
        INDEX:	P103W2
      OFFSETS:	6-14
       TOKENS:	P103W3-P103W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoluwmap_1]
   UNSPLITVOC:	(AlmaEoluwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maEoluwm+ap
        GLOSS:	the+piece of data/known fact/item of information+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P103W3
      OFFSETS:	15-18
       TOKENS:	P103W4-P103W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P103W4
      OFFSETS:	19-22
       TOKENS:	P103W5-P103W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P103W5
      OFFSETS:	23-27
       TOKENS:	P103W6-P103W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little bit+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P103W6
      OFFSETS:	27-28
       TOKENS:	P103W7-P103W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P103W7
      OFFSETS:	28-29
       TOKENS:	P103W8-P103W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P104W1
      OFFSETS:	0-6
       TOKENS:	P104W1-P104W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+next/later

 INPUT STRING:	بالله
     IS_TRANS:	bAllh
        INDEX:	P104W2
      OFFSETS:	7-12
       TOKENS:	P104W3-P104W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(biAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	bi+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P104W3
      OFFSETS:	13-17
       TOKENS:	P104W5-P104W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you [masc.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P104W4
      OFFSETS:	18-22
       TOKENS:	P104W7-P104W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P104W5
      OFFSETS:	23-25
       TOKENS:	P104W8-P104W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P104W6
      OFFSETS:	26-31
       TOKENS:	P104W9-P104W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(Albinot)
          POS:	DET+NOUN
          VOC:	Al+binot
        GLOSS:	the+daughter/girl

 INPUT STRING:	اتصورت
     IS_TRANS:	AtSwrt
        INDEX:	P104W7
      OFFSETS:	32-38
       TOKENS:	P104W10-P104W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitoSaw~ar_2]
   UNSPLITVOC:	(AitoSaw~arit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	AitoSaw~ar+it
        GLOSS:	be filmed/be photographed+she/it/they [verb]

 INPUT STRING:	ونزل
     IS_TRANS:	wnzl
        INDEX:	P104W8
      OFFSETS:	39-43
       TOKENS:	P104W11-P104W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(winizil)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+nizil+(null)
        GLOSS:	and+descend/stay+he/it [verb]

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P104W9
      OFFSETS:	44-47
       TOKENS:	P104W13-P104W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	for/to+her/them/it

 INPUT STRING:	فيديو
     IS_TRANS:	fydyw
        INDEX:	P104W10
      OFFSETS:	48-53
       TOKENS:	P104W15-P104W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(fiydyuw)
          POS:	NOUN
          VOC:	fiydyuw
        GLOSS:	video

 INPUT STRING:	وهى
     IS_TRANS:	whY
        INDEX:	P104W11
      OFFSETS:	54-57
       TOKENS:	P104W16-P104W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	while+she/it/they

 INPUT STRING:	لابسه
     IS_TRANS:	lAbsh
        INDEX:	P104W12
      OFFSETS:	58-63
       TOKENS:	P104W18-P104W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAbis_1]
   UNSPLITVOC:	(lAbosap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAbos+ap
        GLOSS:	wearing+[fem.sg.]

 INPUT STRING:	النقاب
     IS_TRANS:	AlnqAb
        INDEX:	P104W13
      OFFSETS:	64-70
       TOKENS:	P104W19-P104W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niqAb_1]
   UNSPLITVOC:	(Aln~iqAb)
          POS:	DET+NOUN
          VOC:	Al+niqAb
        GLOSS:	the+veil

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P104W14
      OFFSETS:	70-71
       TOKENS:	P104W20-P104W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P104W15
      OFFSETS:	71-72
       TOKENS:	P104W21-P104W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	هتقدر
     IS_TRANS:	htqdr
        INDEX:	P104W16
      OFFSETS:	72-77
       TOKENS:	P104W22-P104W23
