 INPUT STRING:	الموضوع
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	سبب
     IS_TRANS:	sbb
        INDEX:	P37W8
      OFFSETS:	42-45
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(sabab)
          POS:	NOUN
          VOC:	sabab
        GLOSS:	reason/cause/because of/due to

 INPUT STRING:	غربته
     IS_TRANS:	grbth
        INDEX:	P37W9
      OFFSETS:	46-51
       TOKENS:	P37W11-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gurobap_1]
   UNSPLITVOC:	(gurobituh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	gurob+ap+uh
        GLOSS:	exile+[fem.sg.]+his/its

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P38W1
      OFFSETS:	0-2
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قلبى
     IS_TRANS:	qlbY
        INDEX:	P38W2
      OFFSETS:	3-7
       TOKENS:	P38W2-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(qalobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qalob+iy
        GLOSS:	heart/center/essence+my

 INPUT STRING:	اقول
     IS_TRANS:	Aqwl
        INDEX:	P38W3
      OFFSETS:	8-12
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/say/(for example)

 INPUT STRING:	اعدموه
     IS_TRANS:	AEdmwh
        INDEX:	P38W4
      OFFSETS:	13-19
       TOKENS:	P38W5-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AaEdam_1]
   UNSPLITVOC:	(AiEdimuwuh)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3MS
          VOC:	AiEdim+uw+uh
        GLOSS:	execute+you [verb] [masc.sg.]+it/him

 INPUT STRING:	الف
     IS_TRANS:	Alf
        INDEX:	P38W5
      OFFSETS:	20-23
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN_NUM
          VOC:	Alof
        GLOSS:	thounsand

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P38W6
      OFFSETS:	24-27
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments+[fem.sg.]

 INPUT STRING:	لانه
     IS_TRANS:	lAnh
        INDEX:	P38W7
      OFFSETS:	28-32
       TOKENS:	P38W9-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	to/for+that+it/he

 INPUT STRING:	غربنى
     IS_TRANS:	grbnY
        INDEX:	P38W8
      OFFSETS:	33-38
       TOKENS:	P38W12-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gar~ab_1]
   UNSPLITVOC:	(gar~abniy)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1S
          VOC:	gar~ab+(null)+niy
        GLOSS:	banish+he/it+me

 INPUT STRING:	واحنى
     IS_TRANS:	wAHnY
        INDEX:	P38W9
      OFFSETS:	39-44
       TOKENS:	P38W14-P38W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AaHonay_1]
   UNSPLITVOC:	(wiAaHonaY)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+AaHonaY+(null)
        GLOSS:	and+bend+he/it

 INPUT STRING:	ظهرى
     IS_TRANS:	ZhrY
        INDEX:	P38W10
      OFFSETS:	45-49
       TOKENS:	P38W16-P38W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahor_1]
   UNSPLITVOC:	(Zahoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Zahor+iy
        GLOSS:	back/spine+my

 INPUT STRING:	وشتت
     IS_TRANS:	w$tt
        INDEX:	P38W11
      OFFSETS:	50-54
       TOKENS:	P38W18-P38W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$at~it_1]
   UNSPLITVOC:	(wi$at~it)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+$at~it+(null)
        GLOSS:	and+disperse/scatter+he/it

 INPUT STRING:	شملى
     IS_TRANS:	$mlY
        INDEX:	P38W12
      OFFSETS:	55-59
       TOKENS:	P38W20-P38W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$amol_1]
   UNSPLITVOC:	($amoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	$amol+iy
        GLOSS:	union/inclusion+my

 INPUT STRING:	اجمالا
     IS_TRANS:	AjmAlA
        INDEX:	P38W13
      OFFSETS:	60-66
       TOKENS:	P38W22-P38W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AijomAl_1]
   UNSPLITVOC:	(AijomAlAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	AijomAl+AF
        GLOSS:	in general/on the whole+[acc.indef.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P38W14
      OFFSETS:	67-69
       TOKENS:	P38W23-P38W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	شوه
     IS_TRANS:	$wh
        INDEX:	P38W15
      OFFSETS:	70-73
       TOKENS:	P38W24-P38W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aw~ih_1]
   UNSPLITVOC:	($aw~ih)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$aw~ih+(null)
        GLOSS:	distort/disfigure+he/it

 INPUT STRING:	وجه
     IS_TRANS:	wjh
        INDEX:	P38W16
      OFFSETS:	74-77
       TOKENS:	P38W25-P38W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajoh_1]
   UNSPLITVOC:	(wajoh)
          POS:	NOUN
          VOC:	wajoh
        GLOSS:	face/front/faces

 INPUT STRING:	وقلب
     IS_TRANS:	wqlb
        INDEX:	P38W17
      OFFSETS:	78-82
       TOKENS:	P38W26-P38W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(wiqalob)
          POS:	CONJ+NOUN
          VOC:	wi+qalob
        GLOSS:	and+heart/center/essence

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P38W18
      OFFSETS:	83-86
       TOKENS:	P38W28-P38W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	لجيل
     IS_TRANS:	ljyl
        INDEX:	P38W19
      OFFSETS:	87-91
       TOKENS:	P38W29-P38W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyl_1]
   UNSPLITVOC:	(lijiyl)
          POS:	PREP+NOUN
          VOC:	li+jiyl
        GLOSS:	for/to+generation/epoch/generations/epochs

 INPUT STRING:	مضى
     IS_TRANS:	mDY
        INDEX:	P38W20
      OFFSETS:	92-95
       TOKENS:	P38W31-P38W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maDaY_1]
   UNSPLITVOC:	(maDaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	maDaY+(null)
        GLOSS:	spend/be spent/expire+he/it

 INPUT STRING:	وجيل
     IS_TRANS:	wjyl
        INDEX:	P38W21
      OFFSETS:	96-100
       TOKENS:	P38W32-P38W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyl_1]
   UNSPLITVOC:	(wijiyl)
          POS:	CONJ+NOUN
          VOC:	wi+jiyl
        GLOSS:	and+generation/epoch/generations/epochs

 INPUT STRING:	قادم
     IS_TRANS:	qAdm
        INDEX:	P38W22
      OFFSETS:	101-105
       TOKENS:	P38W34-P38W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdim_1]
   UNSPLITVOC:	(qAdim)
          POS:	ADJ
          VOC:	qAdim
        GLOSS:	arriving/coming

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P38W23
      OFFSETS:	106-109
       TOKENS:	P38W35-P38W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P38W24
      OFFSETS:	110-113
       TOKENS:	P38W37-P38W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P39W1
      OFFSETS:	0-4
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P39W2
      OFFSETS:	5-11
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	شعور
     IS_TRANS:	$Ewr
        INDEX:	P39W3
      OFFSETS:	12-16
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uEuwr_1]
   UNSPLITVOC:	($uEuwr)
          POS:	NOUN
          VOC:	$uEuwr
        GLOSS:	feeling/sentiment/awareness

 INPUT STRING:	بالحماس
     IS_TRANS:	bAlHmAs
        INDEX:	P39W4
      OFFSETS:	17-24
       TOKENS:	P39W4-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HamAs_1]
   UNSPLITVOC:	(biAlHamAs)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+HamAs
        GLOSS:	with/by+the+fortitude/enthusiasm

 INPUT STRING:	وع
     IS_TRANS:	wE
        INDEX:	P39W5
      OFFSETS:	25-27
       TOKENS:	P39W6-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalaY)
          POS:	CONJ+PREP
          VOC:	wi+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	راي
     IS_TRANS:	rAy
        INDEX:	P39W6
      OFFSETS:	28-31
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	الشعر
     IS_TRANS:	Al$Er
        INDEX:	P39W7
      OFFSETS:	32-37
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iEor_1]
   UNSPLITVOC:	(Al$~iEor)
          POS:	DET+NOUN
          VOC:	Al+$iEor
        GLOSS:	the+poetry/poems

 INPUT STRING:	الحلمنتيشي
     IS_TRANS:	AlHlmnty$y
        INDEX:	P39W8
      OFFSETS:	38-48
       TOKENS:	P39W10-P39W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Halamanotiy$iy_1]
   UNSPLITVOC:	(AlHalamanotiy$iy)
          POS:	DET+ADJ
          VOC:	Al+Halamanotiy$iy
        GLOSS:	the+halamantichi

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P39W9
      OFFSETS:	49-55
       TOKENS:	P39W11-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young man/young men

 INPUT STRING:	السيس
     IS_TRANS:	Alsys
        INDEX:	P39W10
      OFFSETS:	56-61
       TOKENS:	P39W12-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siys_1]
   UNSPLITVOC:	(Als~iys)
          POS:	DET+ADJ
          VOC:	Al+siys
        GLOSS:	the+gentle/well behaved

 INPUT STRING:	اسقطوا
     IS_TRANS:	AsqTwA
        INDEX:	P39W11
      OFFSETS:	62-68
       TOKENS:	P39W13-P39W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AasqaT_1]
   UNSPLITVOC:	(AasqaTuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	AasqaT+uwA
        GLOSS:	shoot down/make fall+they

 INPUT STRING:	نظاما
     IS_TRANS:	nZAmA
        INDEX:	P39W12
      OFFSETS:	69-74
       TOKENS:	P39W14-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(niZAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	niZAm+AF
        GLOSS:	regime/government+[acc.indef.]

 INPUT STRING:	ورئيس
     IS_TRANS:	wr}ys
        INDEX:	P39W13
      OFFSETS:	75-80
       TOKENS:	P39W15-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(wira}iys)
          POS:	CONJ+NOUN
          VOC:	wi+ra}iys
        GLOSS:	and+president/head/chairman

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P40W1
      OFFSETS:	0-2
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	العلم
     IS_TRANS:	AlElm
        INDEX:	P40W2
      OFFSETS:	3-8
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(AlEilom)
          POS:	DET+NOUN
          VOC:	Al+Eilom
        GLOSS:	the+knowledge

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P40W3
      OFFSETS:	9-11
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	حاليا
     IS_TRANS:	HAlyA
        INDEX:	P40W4
      OFFSETS:	12-17
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAliy~_1]
   UNSPLITVOC:	(HAliy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	HAliy~+AF
        GLOSS:	present/current+[acc.indef.]

 INPUT STRING:	شكلنا
     IS_TRANS:	$klnA
        INDEX:	P40W5
      OFFSETS:	18-23
       TOKENS:	P40W5-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akolinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	$akol+nA
        GLOSS:	manner/form/configuration/manners / types/forms/configurations+our

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P40W6
      OFFSETS:	24-27
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like this/this way

 INPUT STRING:	اسقطنا
     IS_TRANS:	AsqTnA
        INDEX:	P40W7
      OFFSETS:	28-34
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AasoqaT_1]
   UNSPLITVOC:	(AasoqaTnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	AasoqaT+nA
        GLOSS:	shoot down/make fall+we

 INPUT STRING:	نفسنا
     IS_TRANS:	nfsnA
        INDEX:	P40W8
      OFFSETS:	35-40
       TOKENS:	P40W9-P40W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	nafos+nA
        GLOSS:	same/self/selves+our

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P40W9
      OFFSETS:	41-44
       TOKENS:	P40W11-P40W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	اية
     IS_TRANS:	Ayp
        INDEX:	P40W10
      OFFSETS:	45-48
       TOKENS:	P40W12-P40W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|yap_1]
   UNSPLITVOC:	(|yap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	|y+ap
        GLOSS:	Quranic verse+[fem.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P40W11
      OFFSETS:	49-53
       TOKENS:	P40W13-P40W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	اعلم
     IS_TRANS:	AElm
        INDEX:	P40W12
      OFFSETS:	54-58
       TOKENS:	P40W14-P40W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolam_1]
   UNSPLITVOC:	(>aEolam)
          POS:	ADJ_COMP
          VOC:	>aEolam
        GLOSS:	more/most knowledgeable

 INPUT STRING:	اجمل
     IS_TRANS:	Ajml
        INDEX:	P41W1
      OFFSETS:	0-4
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajomal_1]
   UNSPLITVOC:	(>ajomal)
          POS:	ADJ_COMP
          VOC:	>ajomal
        GLOSS:	more/most beautiful

 INPUT STRING:	احساس
     IS_TRANS:	AHsAs
        INDEX:	P41W2
      OFFSETS:	5-10
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHosAs_1]
   UNSPLITVOC:	(AiHosAs)
          POS:	NOUN
          VOC:	AiHosAs
        GLOSS:	feeling/sensitivity

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P41W3
      OFFSETS:	11-14
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	تحس
     IS_TRANS:	tHs
        INDEX:	P41W4
      OFFSETS:	15-18
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>aHas~_1]
   UNSPLITVOC:	(tiHis~)
          POS:	IV2MS+IV
          VOC:	ti+His~
        GLOSS:	you+feel/perceive/be felt/be perceived

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P41W5
      OFFSETS:	19-21
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P41W6
      OFFSETS:	22-27
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	المصري
     IS_TRANS:	AlmSry
        INDEX:	P41W7
      OFFSETS:	28-34
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P41W8
      OFFSETS:	35-38
       TOKENS:	P41W8-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every+his/its

 INPUT STRING:	ايد
     IS_TRANS:	Ayd
        INDEX:	P41W9
      OFFSETS:	39-42
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyd)
          POS:	NOUN
          VOC:	<iyd
        GLOSS:	hand

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P41W10
      OFFSETS:	43-48
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	وكلنا
     IS_TRANS:	wklnA
        INDEX:	P41W11
      OFFSETS:	49-54
       TOKENS:	P41W12-P41W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~inA)
          POS:	CONJ+NOUN_QUANT+POSS_PRON_1P
          VOC:	wi+kul~+inA
        GLOSS:	and+all/every+our

 INPUT STRING:	بنخاف
     IS_TRANS:	bnxAf
        INDEX:	P41W12
      OFFSETS:	55-60
       TOKENS:	P41W15-P41W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAf_1]
   UNSPLITVOC:	(binixAf)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+xAf
        GLOSS:	[present-tense]+we+fear for/be worried (of)

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P41W13
      OFFSETS:	61-62
       TOKENS:	P41W17-P41W17
