 INPUT STRING:	بسم
   UNSPLITVOC:	(waAitfar~ajuwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wa+Aitfar~aj+uwA
        GLOSS:	and+observe+you

 INPUT STRING:	وصحو
     IS_TRANS:	wSHw
        INDEX:	P19W14
      OFFSETS:	84-88
       TOKENS:	P19W17-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~aY_1]
   UNSPLITVOC:	(wiSaH~uwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wi+SaH~+uwA
        GLOSS:	and+awaken/rouse/be awakened/be roused+they

 INPUT STRING:	ضمااااااااايركم
     IS_TRANS:	DmAAAAAAAAAyrkm
        INDEX:	P19W15
      OFFSETS:	89-104
       TOKENS:	P19W19-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Damiyr_1]
   UNSPLITVOC:	(Damayrkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	Damayr+kum
        GLOSS:	consciences+your

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P19W16
      OFFSETS:	105-109
       TOKENS:	P19W21-P19W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P20W1
      OFFSETS:	0-2
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	نقد
     IS_TRANS:	nqd
        INDEX:	P20W2
      OFFSETS:	3-6
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqod_1]
   UNSPLITVOC:	(naqod)
          POS:	NOUN
          VOC:	naqod
        GLOSS:	criticism/critique

 INPUT STRING:	لكلامى
     IS_TRANS:	lklAmY
        INDEX:	P20W3
      OFFSETS:	7-13
       TOKENS:	P20W3-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(likalAmiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+kalAm+iy
        GLOSS:	for/to+speech/statement/remark/talk/saying+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P20W4
      OFFSETS:	14-17
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	هشيلو
     IS_TRANS:	h$ylw
        INDEX:	P20W5
      OFFSETS:	18-23
       TOKENS:	P20W7-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Al_1]
   UNSPLITVOC:	(HaAa$iyluh)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	Ha+Aa+$iyl+uh
        GLOSS:	will+I+carry+them

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P20W6
      OFFSETS:	24-27
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	راسى
     IS_TRANS:	rAsY
        INDEX:	P20W7
      OFFSETS:	28-32
       TOKENS:	P20W11-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAs_1]
   UNSPLITVOC:	(rAsiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	rAs+iy
        GLOSS:	head+my

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P20W8
      OFFSETS:	33-36
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P20W9
      OFFSETS:	37-40
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مصرياااا
     IS_TRANS:	mSryAAAA
        INDEX:	P20W10
      OFFSETS:	41-49
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSriy~_1]
   UNSPLITVOC:	(maSray~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maSray~+ap
        GLOSS:	Egyptian+[fem.sg.]

 INPUT STRING:	والى
     IS_TRANS:	wAlY
        INDEX:	P20W11
      OFFSETS:	50-54
       TOKENS:	P20W17-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(waAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Aill~iy
        GLOSS:	and+which

 INPUT STRING:	هتنقض
     IS_TRANS:	htnqD
        INDEX:	P20W12
      OFFSETS:	55-60
       TOKENS:	P20W19-P20W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naqaD_1]
   UNSPLITVOC:	(HatanquD)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ta+nquD
        GLOSS:	will+it/they/she+criticize

 INPUT STRING:	مصريااااا
     IS_TRANS:	mSryAAAAA
        INDEX:	P20W13
      OFFSETS:	61-70
       TOKENS:	P20W21-P20W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSray~ap_1]
   UNSPLITVOC:	(maSray~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maSray~+ap
        GLOSS:	Egyptian+[fem.sg.]

 INPUT STRING:	واختى
     IS_TRANS:	wAxtY
        INDEX:	P20W14
      OFFSETS:	71-76
       TOKENS:	P20W22-P20W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(wi>uxotiy)
          POS:	CONJ+NOUN+POSS_PRON_1S
          VOC:	wi+>uxot+iy
        GLOSS:	and+sister/counterpart/sisters+my

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P20W15
      OFFSETS:	77-79
       TOKENS:	P20W25-P20W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P20W16
      OFFSETS:	80-82
       TOKENS:	P20W26-P20W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	رايها
     IS_TRANS:	rAyhA
        INDEX:	P20W17
      OFFSETS:	83-88
       TOKENS:	P20W27-P20W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	ra>oy+hA
        GLOSS:	opinion/view/idea+its/their/her

 INPUT STRING:	واناا
     IS_TRANS:	wAnAA
        INDEX:	P20W18
      OFFSETS:	89-94
       TOKENS:	P20W29-P20W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(wa>anA)
          POS:	CONJ+PRON_1S
          VOC:	wa+>anA
        GLOSS:	and+I

 INPUT STRING:	احترموووو
     IS_TRANS:	AHtrmwwww
        INDEX:	P20W19
      OFFSETS:	95-104
       TOKENS:	P20W31-P20W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aHtaram_1]
   UNSPLITVOC:	(>aHtirmuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	>a+Htirm+uh
        GLOSS:	I+respect+him/it

 INPUT STRING:	ودة
     IS_TRANS:	wdp
        INDEX:	P20W20
      OFFSETS:	105-108
       TOKENS:	P20W33-P20W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(wadah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wa+dah
        GLOSS:	and+this

 INPUT STRING:	راى
     IS_TRANS:	rAY
        INDEX:	P20W21
      OFFSETS:	109-112
       TOKENS:	P20W35-P20W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	ياحبيبتى
     IS_TRANS:	yAHbybtY
        INDEX:	P21W1
      OFFSETS:	0-8
       TOKENS:	P21W1-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(yAHabiybtiy)
          POS:	VOC_PART+NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	yaA+Habiyb+ap+iy
        GLOSS:	oh+sweet heart/darling+[fem.sg.]+my

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P21W2
      OFFSETS:	9-11
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P21W3
      OFFSETS:	12-18
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P21W4
      OFFSETS:	19-26
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	ملوش
     IS_TRANS:	mlw$
        INDEX:	P21W5
      OFFSETS:	27-31
       TOKENS:	P21W7-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(maluh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	mA+li+uh+$
        GLOSS:	not+for/to+he/it+not

 INPUT STRING:	حسنة
     IS_TRANS:	Hsnp
        INDEX:	P21W6
      OFFSETS:	32-36
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasanap_1]
   UNSPLITVOC:	(Hasanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hasan+ap
        GLOSS:	good deed/merit/good deeds/merits+[fem.sg.]

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P21W7
      OFFSETS:	37-40
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	only

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P21W8
      OFFSETS:	41-44
       TOKENS:	P21W13-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P21W9
      OFFSETS:	45-48
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eamal+(null)
        GLOSS:	do+he/it

 INPUT STRING:	انتخابات
     IS_TRANS:	AntxAbAt
        INDEX:	P21W10
      OFFSETS:	49-57
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotixAb_1]
   UNSPLITVOC:	(<inotixAbAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	<inotixAb+At
        GLOSS:	elections/selections+[fem.pl.]

 INPUT STRING:	نزيه
     IS_TRANS:	nzyh
        INDEX:	P21W11
      OFFSETS:	58-62
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naziyh_1]
   UNSPLITVOC:	(naziyh)
          POS:	ADJ
          VOC:	naziyh
        GLOSS:	blameless/righteous/fair/impartial

 INPUT STRING:	يبقا
     IS_TRANS:	ybqA
        INDEX:	P21W12
      OFFSETS:	63-67
       TOKENS:	P21W18-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yabaqaY)
          POS:	IV3MS+IV
          VOC:	ya+baqaY
        GLOSS:	he/it+become

 INPUT STRING:	نشكرة
     IS_TRANS:	n$krp
        INDEX:	P21W13
      OFFSETS:	68-73
       TOKENS:	P21W19-P21W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akar_1]
   UNSPLITVOC:	(nu$okuruh)
          POS:	IV1P+IV+IVSUFF_DO:3MS
          VOC:	nu+$okur+uh
        GLOSS:	we+thank/give thanks+them

 INPUT STRING:	ويكمل
     IS_TRANS:	wykml
        INDEX:	P22W1
      OFFSETS:	0-5
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kam~il_1]
   UNSPLITVOC:	(wiyikam~il)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+kam~il
        GLOSS:	and+he/it+complete

 INPUT STRING:	الكام
     IS_TRANS:	AlkAm
        INDEX:	P22W2
      OFFSETS:	6-11
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(AlkAm)
          POS:	DET+NOUN_QUANT
          VOC:	Al+kAm
        GLOSS:	the+some

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P22W3
      OFFSETS:	12-15
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	ويمشي
     IS_TRANS:	wym$y
        INDEX:	P22W4
      OFFSETS:	16-21
       TOKENS:	P22W5-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$aY_1]
   UNSPLITVOC:	(wiyimo$iy)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+mo$iy
        GLOSS:	and+he/it+make walk/adjust/be made to walk

 INPUT STRING:	وعندنا
     IS_TRANS:	wEndnA
        INDEX:	P23W1
      OFFSETS:	0-6
       TOKENS:	P23W1-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(wiEanodnA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+Eanod+nA
        GLOSS:	and+with/at+our

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P23W2
      OFFSETS:	7-11
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	شعب
     IS_TRANS:	$Eb
        INDEX:	P23W3
      OFFSETS:	12-15
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEob)
          POS:	NOUN
          VOC:	$aEob
        GLOSS:	people/nation/peoples/nations

 INPUT STRING:	نزية
     IS_TRANS:	nzyp
        INDEX:	P23W4
      OFFSETS:	16-20
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naziyh_1]
   UNSPLITVOC:	(naziyh)
          POS:	ADJ
          VOC:	naziyh
        GLOSS:	blameless/righteous/fair/impartial

 INPUT STRING:	وهيتابع
     IS_TRANS:	whytAbE
        INDEX:	P23W5
      OFFSETS:	21-28
       TOKENS:	P23W7-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAbiE_1]
   UNSPLITVOC:	(wiHayitAbiE)
          POS:	CONJ+FUT_PART+IV3MS+IV
          VOC:	wi+Ha+yi+tAbiE
        GLOSS:	and+will+he/it+follow

 INPUT STRING:	المحاكمة
     IS_TRANS:	AlmHAkmp
        INDEX:	P23W6
      OFFSETS:	29-37
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAkomap_1]
   UNSPLITVOC:	(AlmuHAkomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muHAkom+ap
        GLOSS:	the+judicial proceeding/legal prosecution+[fem.sg.]

 INPUT STRING:	باذن
     IS_TRANS:	bA*n
        INDEX:	P23W7
      OFFSETS:	38-42
       TOKENS:	P23W11-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i*on_1]
   UNSPLITVOC:	(bi<i*on)
          POS:	PREP+NOUN
          VOC:	bi+<i*on
        GLOSS:	with/by+permission/authorization/bonds

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P23W8
      OFFSETS:	43-47
       TOKENS:	P23W13-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	حرق
     IS_TRANS:	Hrq
        INDEX:	P24W2
      OFFSETS:	5-8
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haraq_1]
   UNSPLITVOC:	(Haraq)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Haraq+(null)
        GLOSS:	burn+he/it

 INPUT STRING:	الكنيسة
     IS_TRANS:	Alknysp
        INDEX:	P24W3
      OFFSETS:	9-16
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiniysap_1]
   UNSPLITVOC:	(Alkiniysap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kiniys+ap
        GLOSS:	the+church/temple+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P24W4
      OFFSETS:	17-18
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	بلطجية
     IS_TRANS:	blTjyp
        INDEX:	P24W5
      OFFSETS:	18-24
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(baloTajiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	baloTajiy~+ap
        GLOSS:	gangster/ruffian+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W6
      OFFSETS:	24-25
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(waAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Aill~iy
        GLOSS:	and+which

 INPUT STRING:	حرق
     IS_TRANS:	Hrq
        INDEX:	P25W2
      OFFSETS:	6-9
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haraq_1]
   UNSPLITVOC:	(Haraq)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Haraq+(null)
        GLOSS:	burn+he/it

 INPUT STRING:	المجمع
     IS_TRANS:	AlmjmE
        INDEX:	P25W3
      OFFSETS:	10-16
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujam~aE_1]
   UNSPLITVOC:	(Almujam~aE)
          POS:	DET+NOUN
          VOC:	Al+mujam~aE
        GLOSS:	the+compound/building/complex/compounds/buildings

 INPUT STRING:	اللغوى
     IS_TRANS:	AllgwY
        INDEX:	P25W4
      OFFSETS:	17-23
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lugawiy~_1]
   UNSPLITVOC:	(Allugawiy~)
          POS:	DET+ADJ
          VOC:	Al+lugawiy~
        GLOSS:	the+language/linguistic

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W5
      OFFSETS:	24-25
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	بلطجية
     IS_TRANS:	blTjyp
        INDEX:	P25W6
      OFFSETS:	25-31
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(baloTajiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	baloTajiy~+ap
        GLOSS:	gangster/ruffian+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W7
      OFFSETS:	32-33
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P26W1
      OFFSETS:	0-5
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(waAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Aill~iy
        GLOSS:	and+which

 INPUT STRING:	بيستفز
