 INPUT STRING:	صبـــاحـكم
        GLOSS:	I+hope

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P31W5
      OFFSETS:	16-18
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	تغفروا
     IS_TRANS:	tgfrwA
        INDEX:	P31W6
      OFFSETS:	19-25
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gafar_1]
   UNSPLITVOC:	(tigofiruwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+gofir+uwA
        GLOSS:	you+foregive+you

 INPUT STRING:	وتسامحوا
     IS_TRANS:	wtsAmHwA
        INDEX:	P31W7
      OFFSETS:	26-34
       TOKENS:	P31W8-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAmiH_1]
   UNSPLITVOC:	(witsAmHuwA)
          POS:	CONJ+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	wi+t+sAmH+uwA
        GLOSS:	and+you+forgive+you

 INPUT STRING:	ضباطا
     IS_TRANS:	DbATA
        INDEX:	P31W8
      OFFSETS:	35-40
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_1]
   UNSPLITVOC:	(Dub~ATAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Dub~AT+AF
        GLOSS:	officers+[acc.indef.]

 INPUT STRING:	وجنوداً
     IS_TRANS:	wjnwdAF
        INDEX:	P31W9
      OFFSETS:	41-48
       TOKENS:	P31W11-P31W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[junodiy~_1]
   UNSPLITVOC:	(wajunuwd)
          POS:	CONJ+NOUN
          VOC:	wa+junuwd
        GLOSS:	and+soldiers

 INPUT STRING:	ينتمون
     IS_TRANS:	yntmwn
        INDEX:	P31W10
      OFFSETS:	49-55
       TOKENS:	P31W13-P31W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AintamaY_1]
   UNSPLITVOC:	(yantamuwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	ya+ntam+uwn
        GLOSS:	they+belong+they

 INPUT STRING:	لمؤسسة
     IS_TRANS:	lm&ssp
        INDEX:	P31W11
      OFFSETS:	56-62
       TOKENS:	P31W14-P31W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&as~asap_1]
   UNSPLITVOC:	(limu&as~asap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+mu&as~as+ap
        GLOSS:	for/to+institution/organization+[fem.sg.]

 INPUT STRING:	أساسية
     IS_TRANS:	>sAsyp
        INDEX:	P31W12
      OFFSETS:	63-69
       TOKENS:	P31W16-P31W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAsiy_1]
   UNSPLITVOC:	(>asAsiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	>asAsiy~+ap
        GLOSS:	basic/fundamental+[fem.sg.]

 INPUT STRING:	ساهمت
     IS_TRANS:	sAhmt
        INDEX:	P31W13
      OFFSETS:	70-75
       TOKENS:	P31W17-P31W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAhim_1]
   UNSPLITVOC:	(sAhmit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	sAhmi+t
        GLOSS:	contribute+she/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P31W14
      OFFSETS:	76-78
       TOKENS:	P31W18-P31W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حماية
     IS_TRANS:	HmAyp
        INDEX:	P31W15
      OFFSETS:	79-84
       TOKENS:	P31W19-P31W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HimAyap_1]
   UNSPLITVOC:	(HimAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HimAy+ap
        GLOSS:	protection/protecting+[fem.sg.]

 INPUT STRING:	الوطن
     IS_TRANS:	AlwTn
        INDEX:	P31W16
      OFFSETS:	85-90
       TOKENS:	P31W20-P31W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTan_1]
   UNSPLITVOC:	(AlwaTan)
          POS:	DET+NOUN
          VOC:	Al+waTan
        GLOSS:	the+nation/homeland

 INPUT STRING:	وكانت
     IS_TRANS:	wkAnt
        INDEX:	P31W17
      OFFSETS:	91-96
       TOKENS:	P31W21-P31W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAnit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+kAn+it
        GLOSS:	and+be+it/they/she

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P31W18
      OFFSETS:	97-100
       TOKENS:	P31W23-P31W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to+they

 INPUT STRING:	أخطاؤهم
     IS_TRANS:	>xTA&hm
        INDEX:	P31W19
      OFFSETS:	101-108
       TOKENS:	P31W25-P31W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xaTa>_1]
   UNSPLITVOC:	(>axTA&hum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	>axTA&+hum
        GLOSS:	mistakes+their

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P32W1
      OFFSETS:	1-5
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[l`kino_1]
   UNSPLITVOC:	(l`kino)
          POS:	CONJ
          VOC:	l`kino
        GLOSS:	but

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P32W2
      OFFSETS:	6-8
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_2]
   UNSPLITVOC:	(mano)
          POS:	INTERROG_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P32W3
      OFFSETS:	9-12
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	منكم
     IS_TRANS:	mnkm
        INDEX:	P32W4
      OFFSETS:	13-17
       TOKENS:	P32W4-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minkum)
          POS:	PREP+PRON_2P
          VOC:	min+kum
        GLOSS:	from+you

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P32W5
      OFFSETS:	18-21
       TOKENS:	P32W6-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bilA)
          POS:	PREP+NEG_PART
          VOC:	bi+lA
        GLOSS:	with+no (without)

 INPUT STRING:	خطيئة
     IS_TRANS:	xTy}p
        INDEX:	P32W6
      OFFSETS:	22-27
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTiy}ap_1]
   UNSPLITVOC:	(xaTiy}ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xaTiy}+ap
        GLOSS:	mistake/error/fault+[fem.sg.]

 INPUT STRING:	فليرجمهم
     IS_TRANS:	flyrjmhm
        INDEX:	P32W7
      OFFSETS:	28-36
       TOKENS:	P32W9-P32W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(flyrjmhm)
          POS:	NO_FUNC
          VOC:	flyrjmhm
        GLOSS:	nogloss

 INPUT STRING:	بحجر
     IS_TRANS:	bHjr
        INDEX:	P32W8
      OFFSETS:	37-41
       TOKENS:	P32W10-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hajar_1]
   UNSPLITVOC:	(biHajar)
          POS:	PREP+NOUN
          VOC:	bi+Hajar
        GLOSS:	with/by+stone

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P32W9
      OFFSETS:	41-42
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P33W1
      OFFSETS:	1-3
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	لى
     IS_TRANS:	lY
        INDEX:	P33W2
      OFFSETS:	4-6
       TOKENS:	P33W2-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~a)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to+I

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P33W3
      OFFSETS:	7-9
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	أذكر
     IS_TRANS:	>*kr
        INDEX:	P33W4
      OFFSETS:	10-14
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*akar_1]
   UNSPLITVOC:	(Aa*okur)
          POS:	IV1S+IV
          VOC:	Aa+*okur
        GLOSS:	I+remind

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P33W5
      OFFSETS:	15-17
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	بنى
     IS_TRANS:	bnY
        INDEX:	P33W6
      OFFSETS:	18-21
       TOKENS:	P33W7-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bunay_1]
   UNSPLITVOC:	(bunay~a)
          POS:	NOUN+POSS_PRON_1S
          VOC:	bunay~+ya
        GLOSS:	little son+my

 INPUT STRING:	وطنى
     IS_TRANS:	wTnY
        INDEX:	P33W7
      OFFSETS:	22-26
       TOKENS:	P33W9-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTan_1]
   UNSPLITVOC:	(waTaniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	waTan+iy
        GLOSS:	nation/homeland+my

 INPUT STRING:	بالوحدة
     IS_TRANS:	bAlwHdp
        INDEX:	P33W8
      OFFSETS:	27-34
       TOKENS:	P33W11-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHodap_1]
   UNSPLITVOC:	(biAlwiHodap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+wiHod+ap
        GLOSS:	with/by+the+unit+[fem.sg.]

 INPUT STRING:	الوحدة
     IS_TRANS:	AlwHdp
        INDEX:	P33W9
      OFFSETS:	35-41
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHodap_1]
   UNSPLITVOC:	(AlwiHodap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+wiHod+ap
        GLOSS:	the+union+[fem.sg.]

 INPUT STRING:	الوحدة
     IS_TRANS:	AlwHdp
        INDEX:	P33W10
      OFFSETS:	42-48
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHodap_1]
   UNSPLITVOC:	(AlwiHodap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+wiHod+ap
        GLOSS:	the+union+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P33W11
      OFFSETS:	48-49
       TOKENS:	P33W15-P33W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	إياكم
     IS_TRANS:	<yAkm
        INDEX:	P34W1
      OFFSETS:	1-6
       TOKENS:	P34W1-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iy~A_1]
   UNSPLITVOC:	(<iy~Akum)
          POS:	PART+PRON_2P
          VOC:	<iy~A+kum
        GLOSS:	to/for/(accus.)+you [pl.]

 INPUT STRING:	والنزاع
     IS_TRANS:	wAlnzAE
        INDEX:	P34W2
      OFFSETS:	7-14
       TOKENS:	P34W3-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizAE_1]
   UNSPLITVOC:	(wiAlnizAE)
          POS:	PART+DET+NOUN
          VOC:	wi+Al+nizAE
        GLOSS:	[part.]+the+conflict/struggle

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P34W3
      OFFSETS:	15-18
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P34W4
      OFFSETS:	19-21
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	اختلفتم
     IS_TRANS:	Axtlftm
        INDEX:	P34W5
      OFFSETS:	22-29
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(Axtlftum)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	Axtlf+tuwA
        GLOSS:	NOT_IN_LEXICON+you

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W6
      OFFSETS:	29-30
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	تذكروا
     IS_TRANS:	t*krwA
        INDEX:	P35W1
      OFFSETS:	1-7
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta*ak~ar_1]
   UNSPLITVOC:	(ta*ak~aruwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	ta*ak~ar+uwA
        GLOSS:	remember+you [verb]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P35W2
      OFFSETS:	8-10
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	مصرنا
     IS_TRANS:	mSrnA
        INDEX:	P35W3
      OFFSETS:	11-16
       TOKENS:	P35W3-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miSr_1]
   UNSPLITVOC:	(miSranA)
          POS:	NOUN_PROP+POSS_PRON_1P
          VOC:	miSra+nA
        GLOSS:	Egypt+our

 INPUT STRING:	بحاجة
     IS_TRANS:	bHAjp
        INDEX:	P35W4
      OFFSETS:	17-22
       TOKENS:	P35W5-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(biHAjap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+HAj+ap
        GLOSS:	with/by+need/needs+[fem.sg.]

 INPUT STRING:	لالتفاف
     IS_TRANS:	lAltfAf
        INDEX:	P35W5
      OFFSETS:	23-30
       TOKENS:	P35W7-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ilotifAf_1]
   UNSPLITVOC:	(laAilotifAf)
          POS:	PREP+NOUN
          VOC:	la+{ilotifAf
        GLOSS:	for/to+turn/surrounding/turnabout

 INPUT STRING:	الأيادى
     IS_TRANS:	Al>yAdY
        INDEX:	P35W6
      OFFSETS:	31-38
       TOKENS:	P35W9-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yad_1]
   UNSPLITVOC:	(Al>ayAdiy)
          POS:	DET+NOUN
          VOC:	Al+>ayAdiy
        GLOSS:	the+hands

 INPUT STRING:	تضمد
     IS_TRANS:	tDmd
        INDEX:	P35W7
      OFFSETS:	39-43
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dam~id_1]
   UNSPLITVOC:	(tiDam~id)
          POS:	IV3FS+IV
          VOC:	ti+Dam~id
        GLOSS:	it/they/she+heal

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P35W8
      OFFSETS:	44-46
       TOKENS:	P35W11-P35W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	أصابها
     IS_TRANS:	>SAbhA
        INDEX:	P35W9
      OFFSETS:	47-53
       TOKENS:	P35W12-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSAb_1]
   UNSPLITVOC:	(>aSAbhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	>aSAb+(null)+hA
        GLOSS:	strike/afflict/be hit/be struck/be afflicted+he/it+it/them/her

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P35W10
      OFFSETS:	54-57
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P35W11
      OFFSETS:	58-60
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	تعيث
     IS_TRANS:	tEyv
        INDEX:	P35W12
      OFFSETS:	61-65
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAv_1]
   UNSPLITVOC:	(taEiyv)
          POS:	IV3FS+IV
          VOC:	ta+Eiyv
        GLOSS:	it/they/she+disturb

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P35W13
      OFFSETS:	66-70
       TOKENS:	P35W17-P35W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	أياد
     IS_TRANS:	>yAd
        INDEX:	P35W14
      OFFSETS:	71-75
       TOKENS:	P35W19-P35W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yad_1]
   UNSPLITVOC:	(>ayAd)
          POS:	NOUN
          VOC:	>ayAd
        GLOSS:	hands

 INPUT STRING:	كثيرة
     IS_TRANS:	kvyrp
        INDEX:	P35W15
      OFFSETS:	76-81
       TOKENS:	P35W20-P35W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_2]
   UNSPLITVOC:	(kaviyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kaviyr+ap
        GLOSS:	many/much/numerous+[fem.sg.]

 INPUT STRING:	فساد
     IS_TRANS:	fsAd
        INDEX:	P35W16
      OFFSETS:	82-86
       TOKENS:	P35W21-P35W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fasAd_1]
   UNSPLITVOC:	(fasAd)
          POS:	NOUN
          VOC:	fasAd
        GLOSS:	corruption

 INPUT STRING:	المصالح
     IS_TRANS:	AlmSAlH
        INDEX:	P35W17
      OFFSETS:	87-94
       TOKENS:	P35W22-P35W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(AlmaSAliH)
          POS:	DET+NOUN
          VOC:	Al+maSAliH
        GLOSS:	the+interest/advantage/favor

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P35W18
      OFFSETS:	94-95
       TOKENS:	P35W23-P35W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أعلنها
     IS_TRANS:	>ElnhA
        INDEX:	P36W1
      OFFSETS:	1-7
       TOKENS:	P36W1-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aElan_1]
   UNSPLITVOC:	(>uElinhA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	>u+Elin+hA
        GLOSS:	I+declare+her

 INPUT STRING:	معكم
     IS_TRANS:	mEkm
        INDEX:	P36W2
      OFFSETS:	8-12
       TOKENS:	P36W3-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maEa81]
   UNSPLITVOC:	(maEkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	maE+kum
        GLOSS:	something with+your [pl.]

 INPUT STRING:	أرفض
     IS_TRANS:	>rfD
        INDEX:	P36W3
      OFFSETS:	13-17
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaD_1]
   UNSPLITVOC:	(AarofuD)
          POS:	IV1S+IV
          VOC:	Aa+rofuD
        GLOSS:	I+refuse

 INPUT STRING:	بقايا
     IS_TRANS:	bqAyA
        INDEX:	P36W4
      OFFSETS:	18-23
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqiy~ap_1]
   UNSPLITVOC:	(baqAyA)
          POS:	NOUN
          VOC:	baqAyA
        GLOSS:	remainders/remnants

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P36W5
      OFFSETS:	24-30
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	الحالى
