 INPUT STRING:	ا
        LEMMA:	[misAHap_1]
   UNSPLITVOC:	(misAHAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	misAH+At
        GLOSS:	surface/space/land/terrain+[fem.pl.]

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P14W8
      OFFSETS:	35-39
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	هاتفضل
     IS_TRANS:	hAtfDl
        INDEX:	P14W9
      OFFSETS:	40-46
       TOKENS:	P14W12-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiDil_1]
   UNSPLITVOC:	(HatifoDal)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+foDal
        GLOSS:	will+it/they/she+remain

 INPUT STRING:	ضلمة
     IS_TRANS:	Dlmp
        INDEX:	P14W10
      OFFSETS:	47-51
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dalomap_1]
   UNSPLITVOC:	(Dalomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Dalom+ap
        GLOSS:	dark+[fem.sg.]

 INPUT STRING:	ومناطق
     IS_TRANS:	wmnATq
        INDEX:	P14W11
      OFFSETS:	52-58
       TOKENS:	P14W15-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoTiqap_1]
   UNSPLITVOC:	(wimanATiq)
          POS:	CONJ+NOUN
          VOC:	wi+manATiq
        GLOSS:	and+areas/zones/territories

 INPUT STRING:	ممنوع
     IS_TRANS:	mmnwE
        INDEX:	P14W12
      OFFSETS:	59-64
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mamonuwE_1]
   UNSPLITVOC:	(mamonuwE)
          POS:	ADJ
          VOC:	mamonuwE
        GLOSS:	prohibited/banned

 INPUT STRING:	الاقتراب
     IS_TRANS:	AlAqtrAb
        INDEX:	P14W13
      OFFSETS:	65-73
       TOKENS:	P14W18-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotirAb_1]
   UNSPLITVOC:	(AlAiqotirAb)
          POS:	DET+NOUN
          VOC:	Al+AiqotirAb
        GLOSS:	the+approach/approximation

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P14W14
      OFFSETS:	74-78
       TOKENS:	P14W19-P14W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~ahA)
          POS:	PREP+PRON_3FS
          VOC:	min~+hA
        GLOSS:	from+it/them/her

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P14W15
      OFFSETS:	79-81
       TOKENS:	P14W21-P14W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	اصلاحها
     IS_TRANS:	ASlAHhA
        INDEX:	P14W16
      OFFSETS:	82-89
       TOKENS:	P14W22-P14W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiSlAH_1]
   UNSPLITVOC:	(AiSlAHhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	AiSlAH+hA
        GLOSS:	reform/restoration+its/their/her

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P14W17
      OFFSETS:	89-90
       TOKENS:	P14W24-P14W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P14W18
      OFFSETS:	91-96
       TOKENS:	P14W25-P14W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P14W19
      OFFSETS:	97-100
       TOKENS:	P14W27-P14W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	محتاجين
     IS_TRANS:	mHtAjyn
        INDEX:	P14W20
      OFFSETS:	101-108
       TOKENS:	P14W28-P14W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAjiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	miHotAj+iyn
        GLOSS:	in need/wanting/requiring+[pl.]

 INPUT STRING:	رجل
     IS_TRANS:	rjl
        INDEX:	P14W21
      OFFSETS:	109-112
       TOKENS:	P14W29-P14W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijol)
          POS:	NOUN
          VOC:	rijol
        GLOSS:	man

 INPUT STRING:	عازم
     IS_TRANS:	EAzm
        INDEX:	P14W22
      OFFSETS:	113-117
       TOKENS:	P14W30-P14W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAzim_1]
   UNSPLITVOC:	(EAzim)
          POS:	ADJ
          VOC:	EAzim
        GLOSS:	determined/resolved

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P14W23
      OFFSETS:	118-121
       TOKENS:	P14W31-P14W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الاصلاح
     IS_TRANS:	AlASlAH
        INDEX:	P14W24
      OFFSETS:	122-129
       TOKENS:	P14W32-P14W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiSolAH_1]
   UNSPLITVOC:	(AlAiSolAH)
          POS:	DET+NOUN
          VOC:	Al+AiSolAH
        GLOSS:	the+reform/restoration

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P14W25
      OFFSETS:	130-132
       TOKENS:	P14W33-P14W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	رجل
     IS_TRANS:	rjl
        INDEX:	P14W26
      OFFSETS:	133-136
       TOKENS:	P14W34-P14W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijol)
          POS:	NOUN
          VOC:	rijol
        GLOSS:	man

 INPUT STRING:	يجيد
     IS_TRANS:	yjyd
        INDEX:	P14W27
      OFFSETS:	137-141
       TOKENS:	P14W35-P14W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ajAd_1]
   UNSPLITVOC:	(yujiyd)
          POS:	IV3MS+IV
          VOC:	yu+jiyd
        GLOSS:	he/it+be proficient at/do well

 INPUT STRING:	تقديم
     IS_TRANS:	tqdym
        INDEX:	P14W28
      OFFSETS:	142-147
       TOKENS:	P14W36-P14W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqodiym_1]
   UNSPLITVOC:	(taqodiym)
          POS:	NOUN
          VOC:	taqodiym
        GLOSS:	offering/presenting/submitting

 INPUT STRING:	التنازلات
     IS_TRANS:	AltnAzlAt
        INDEX:	P14W29
      OFFSETS:	148-157
       TOKENS:	P14W37-P14W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanAzul_1]
   UNSPLITVOC:	(Alt~anAzulAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+tanAzul+At
        GLOSS:	the+concessions+[fem.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W30
      OFFSETS:	157-158
       TOKENS:	P14W38-P14W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as , but, however, yet, on the other hand

 INPUT STRING:	الاعتراضات
     IS_TRANS:	AlAEtrADAt
        INDEX:	P15W2
      OFFSETS:	4-14
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotirAD_1]
   UNSPLITVOC:	(AlAiEotirADAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+AiEotirAD+At
        GLOSS:	the+opposition/resistance/insertion+[fem.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P15W3
      OFFSETS:	15-18
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	العوا
     IS_TRANS:	AlEwA
        INDEX:	P15W4
      OFFSETS:	19-24
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaw~A_2]
   UNSPLITVOC:	(AlEaw~A)
          POS:	DET+NOUN_PROP
          VOC:	Al+Eaw~A
        GLOSS:	the+Awwa

 INPUT STRING:	فهى
     IS_TRANS:	fhY
        INDEX:	P15W5
      OFFSETS:	25-28
       TOKENS:	P15W5-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(fahiy~a)
          POS:	CONNEC_PART+PRON_3FS
          VOC:	fa+hiy~a
        GLOSS:	so/then+it/they/she

 INPUT STRING:	كتيييييييييييييير
     IS_TRANS:	ktyyyyyyyyyyyyyyr
        INDEX:	P15W6
      OFFSETS:	29-46
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kiviyr)
          POS:	ADJ
          VOC:	kiviyr
        GLOSS:	many/much/numerous

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P15W7
      OFFSETS:	47-50
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P15W8
      OFFSETS:	51-55
       TOKENS:	P15W9-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	نجمه
     IS_TRANS:	njmh
        INDEX:	P15W9
      OFFSETS:	56-60
       TOKENS:	P15W11-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nijom_1]
   UNSPLITVOC:	(nijomuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nijom+uh
        GLOSS:	star/constellation+its/his

 INPUT STRING:	يعلى
     IS_TRANS:	yElY
        INDEX:	P15W10
      OFFSETS:	61-65
       TOKENS:	P15W13-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiliy_1]
   UNSPLITVOC:	(yiEolaY)
          POS:	IV3MS+IV
          VOC:	yi+EolaY
        GLOSS:	he/it+rise/loom/ascend/be elevated

 INPUT STRING:	هاتظهر
     IS_TRANS:	hAtZhr
        INDEX:	P15W11
      OFFSETS:	66-72
       TOKENS:	P15W14-P15W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(HatiZohar)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+Zohar
        GLOSS:	will+it/they/she+appear/emerge

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P15W12
      OFFSETS:	73-77
       TOKENS:	P15W16-P15W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ_NUM
          VOC:	vAniy
        GLOSS:	again/secondly

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P15W13
      OFFSETS:	78-81
       TOKENS:	P15W17-P15W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P15W14
      OFFSETS:	82-84
       TOKENS:	P15W18-P15W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	اختفت
     IS_TRANS:	Axtft
        INDEX:	P15W15
      OFFSETS:	85-90
       TOKENS:	P15W19-P15W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aixotafay_1]
   UNSPLITVOC:	(Aixotafit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Aixotaf+it
        GLOSS:	disappear+it/they/she

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P15W16
      OFFSETS:	91-95
       TOKENS:	P15W20-P15W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W17
      OFFSETS:	95-96
       TOKENS:	P15W21-P15W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

