 INPUT STRING:	حكم
          VOC:	tawoqiyE+At
        GLOSS:	signatures+[fem.pl.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P25W7
      OFFSETS:	31-35
       TOKENS:	P25W9-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	عودة
     IS_TRANS:	Ewdp
        INDEX:	P25W8
      OFFSETS:	36-40
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eawdap_1]
   UNSPLITVOC:	(Eawdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eawd+ap
        GLOSS:	return+[fem.sg.]

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P25W9
      OFFSETS:	41-46
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/chieftain

 INPUT STRING:	وجدي
     IS_TRANS:	wjdy
        INDEX:	P25W10
      OFFSETS:	47-51
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajodiy_1]
   UNSPLITVOC:	(wajodiy)
          POS:	NOUN_PROP
          VOC:	wajodiy
        GLOSS:	Wajdi/Wagdi

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P25W11
      OFFSETS:	52-55
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P25W12
      OFFSETS:	56-60
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young men

 INPUT STRING:	الاخوان
     IS_TRANS:	AlAxwAn
        INDEX:	P25W13
      OFFSETS:	61-68
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAn_1]
   UNSPLITVOC:	(AlAixowAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+<ixowAn
        GLOSS:	the+Ikhwan

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W14
      OFFSETS:	68-69
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W15
      OFFSETS:	69-70
       TOKENS:	P25W18-P25W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P25W16
      OFFSETS:	70-71
       TOKENS:	P25W19-P25W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	حسبنا
     IS_TRANS:	HsbnA
        INDEX:	P26W1
      OFFSETS:	0-5
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hasob_1]
   UNSPLITVOC:	(HasobunA)
          POS:	NOUN.VN+POSS_PRON_1P
          VOC:	Hasob+nA
        GLOSS:	sufficiency+our

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P26W2
      OFFSETS:	6-10
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ونعم
     IS_TRANS:	wnEm
        INDEX:	P26W3
      OFFSETS:	11-15
       TOKENS:	P26W4-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niEma_1]
   UNSPLITVOC:	(waniEma)
          POS:	CONJ+VERB
          VOC:	wa+niEma
        GLOSS:	and+how good

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P26W4
      OFFSETS:	16-22
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+representative/agent

 INPUT STRING:	وحسيها
     IS_TRANS:	wHsyhA
        INDEX:	P26W5
      OFFSETS:	23-29
       TOKENS:	P26W7-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(wiHis~iyhA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	wi+His~+iy+hA
        GLOSS:	and+feel+you [fem.sg.] [verb]+her/it/them

 INPUT STRING:	اووووووووي
     IS_TRANS:	Awwwwwwwwy
        INDEX:	P26W6
      OFFSETS:	30-40
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W7
      OFFSETS:	41-43
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مظلووووووم
     IS_TRANS:	mZlwwwwwwm
        INDEX:	P26W8
      OFFSETS:	44-54
       TOKENS:	P26W12-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maZoluwm_1]
   UNSPLITVOC:	(maZoluwm)
          POS:	ADJ
          VOC:	maZoluwm
        GLOSS:	oppressed/treated unjustly

 INPUT STRING:	الملافظ
     IS_TRANS:	AlmlAfZ
        INDEX:	P27W1
      OFFSETS:	0-7
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[malAfiZ_1]
   UNSPLITVOC:	(AlmalAfiZ)
          POS:	DET+NOUN
          VOC:	Al+malAfiZ
        GLOSS:	the+words

 INPUT STRING:	سعد
     IS_TRANS:	sEd
        INDEX:	P27W2
      OFFSETS:	8-11
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saEod_1]
   UNSPLITVOC:	(saEod)
          POS:	NOUN
          VOC:	saEod
        GLOSS:	good luck/felicity

 INPUT STRING:	قلتلك
     IS_TRANS:	qltlk
        INDEX:	P28W1
      OFFSETS:	0-5
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(qltlk)
          POS:	NO_FUNC
          VOC:	qltlk
        GLOSS:	nogloss

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P28W2
      OFFSETS:	6-9
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P28W3
      OFFSETS:	10-13
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	هعمالك
     IS_TRANS:	hEmAlk
        INDEX:	P28W4
      OFFSETS:	14-20
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hEmAlk)
          POS:	TYPO
          VOC:	hEmAlk
        GLOSS:	nogloss

 INPUT STRING:	بأسلوبك
     IS_TRANS:	b>slwbk
        INDEX:	P28W5
      OFFSETS:	21-28
       TOKENS:	P28W5-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>usluwb_1]
   UNSPLITVOC:	(bi>usluwbik)
          POS:	PREP+NOUN+POSS_PRON_2FS
          VOC:	bi+>usluwb+ik
        GLOSS:	with/by+style/method+your[fem.sg.]

 INPUT STRING:	اليمن
     IS_TRANS:	Alymn
        INDEX:	P29W1
      OFFSETS:	0-5
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yaman_1]
   UNSPLITVOC:	(Alyaman)
          POS:	DET+NOUN_PROP
          VOC:	Al+yaman
        GLOSS:	the+Yemen

 INPUT STRING:	بينتخبوا
     IS_TRANS:	byntxbwA
        INDEX:	P29W2
      OFFSETS:	6-14
       TOKENS:	P29W2-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaxab_1]
   UNSPLITVOC:	(biyinotixibuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+notixib+uwA
        GLOSS:	[present-tense]+they+elect/choose+[pl.]

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P29W3
      OFFSETS:	15-19
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	جمهورية
     IS_TRANS:	jmhwryp
        INDEX:	P29W4
      OFFSETS:	20-27
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumohuwriy~ap_1]
   UNSPLITVOC:	(jumohuwriy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jumohuwriy~+ap
        GLOSS:	republic+[fem.sg.]

 INPUT STRING:	وليبا
     IS_TRANS:	wlybA
        INDEX:	P29W5
      OFFSETS:	28-33
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wlybA)
          POS:	TYPO
          VOC:	wlybA
        GLOSS:	nogloss

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P29W6
      OFFSETS:	34-38
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	بدأت
     IS_TRANS:	bd>t
        INDEX:	P29W7
      OFFSETS:	39-43
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bada>_1]
   UNSPLITVOC:	(bada>it)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	bada>+it
        GLOSS:	start/begin+it/they/she [verb]

 INPUT STRING:	خطوتها
     IS_TRANS:	xTwthA
        INDEX:	P29W8
      OFFSETS:	44-50
       TOKENS:	P29W9-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xaTowap_1]
   UNSPLITVOC:	(xaTowithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	xaTow+ap+hA
        GLOSS:	step/stride+[fem.sg.]+its/their/her

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P29W9
      OFFSETS:	51-52
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البناء
     IS_TRANS:	AlbnA'
        INDEX:	P29W10
      OFFSETS:	53-59
       TOKENS:	P29W12-P29W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binA'_1]
   UNSPLITVOC:	(AlbinA')
          POS:	DET+NOUN
          VOC:	Al+binA'
        GLOSS:	the+constructing/building

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P29W11
      OFFSETS:	60-63
       TOKENS:	P29W13-P29W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	واستردت
     IS_TRANS:	wAstrdt
        INDEX:	P29W12
      OFFSETS:	64-71
       TOKENS:	P29W15-P29W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aisotarad_1]
   UNSPLITVOC:	(wiAisotaradit)
          POS:	CONJ+PV+PVSUFF_SUBJ:2FS
          VOC:	wi+Aisotarad+it
        GLOSS:	and+aspire/strive+you [fem.sg.] [verb]

 INPUT STRING:	اموالها
     IS_TRANS:	AmwAlhA
        INDEX:	P29W13
      OFFSETS:	72-79
       TOKENS:	P29W17-P29W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAl_1]
   UNSPLITVOC:	(>amwAlhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	>amwAl+hA
        GLOSS:	money+its/their/ her

 INPUT STRING:	المنهوبة
     IS_TRANS:	Almnhwbp
        INDEX:	P29W14
      OFFSETS:	80-88
       TOKENS:	P29W19-P29W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohuwb_1]
   UNSPLITVOC:	(Almanohuwbap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+manohuwb+ap
        GLOSS:	the+plundered+[fem.sg.]

 INPUT STRING:	وتونس
     IS_TRANS:	wtwns
        INDEX:	P29W15
      OFFSETS:	89-94
       TOKENS:	P29W20-P29W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuwnis_1]
   UNSPLITVOC:	(wituwnis)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+tuwnis
        GLOSS:	and+Tunis

 INPUT STRING:	مبقناش
     IS_TRANS:	mbqnA$
        INDEX:	P29W16
      OFFSETS:	95-101
       TOKENS:	P29W22-P29W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqay_2]
   UNSPLITVOC:	(mA_baqinA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1P+NEG_PART
          VOC:	mA+baqaY+nA+$
        GLOSS:	not+become/remain+we [verb]+not

 INPUT STRING:	نسمع
     IS_TRANS:	nsmE
        INDEX:	P29W17
      OFFSETS:	102-106
       TOKENS:	P29W25-P29W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaE_1]
   UNSPLITVOC:	(nisomaE)
          POS:	IV1P+IV
          VOC:	ni+somaE
        GLOSS:	we+hear/listen

 INPUT STRING:	عنها
     IS_TRANS:	EnhA
        INDEX:	P29W18
      OFFSETS:	107-111
       TOKENS:	P29W26-P29W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(EanhA)
          POS:	PREP+PRON_3FS
          VOC:	Ean+hA
        GLOSS:	(away) from, off, about, on, over+it/them/her

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P29W19
      OFFSETS:	112-117
       TOKENS:	P29W28-P29W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+<in~+hA
        GLOSS:	for/to+that+she/it/they

 INPUT STRING:	دخلت
     IS_TRANS:	dxlt
        INDEX:	P29W20
      OFFSETS:	118-122
       TOKENS:	P29W31-P29W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(daxalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	daxal+it
        GLOSS:	enter+it/they/she [verb]

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P29W21
      OFFSETS:	123-124
       TOKENS:	P29W32-P29W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	طور
     IS_TRANS:	Twr
        INDEX:	P29W22
      OFFSETS:	125-128
       TOKENS:	P29W33-P29W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tawr_1]
   UNSPLITVOC:	(Tawr)
          POS:	NOUN
          VOC:	Tawr
        GLOSS:	stage/phase/period

 INPUT STRING:	الاستقرار
     IS_TRANS:	AlAstqrAr
        INDEX:	P29W23
      OFFSETS:	129-138
       TOKENS:	P29W34-P29W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotiqorAr_1]
   UNSPLITVOC:	(AlAisotiqorAr)
          POS:	DET+NOUN
          VOC:	Al+AisotiqorAr
        GLOSS:	the+stability

 INPUT STRING:	وحضرتك
     IS_TRANS:	wHDrtk
        INDEX:	P29W24
      OFFSETS:	139-145
       TOKENS:	P29W35-P29W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(wiHaDoritik)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	wi+HaDor+ap+ik
        GLOSS:	and+presence/eminent/honorable+[fem.sg.]+your [fem.sg.]

 INPUT STRING:	عوزة
     IS_TRANS:	Ewzp
        INDEX:	P29W25
      OFFSETS:	146-150
       TOKENS:	P29W38-P29W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Ewzp)
          POS:	TYPO
          VOC:	Ewzp
        GLOSS:	nogloss

 INPUT STRING:	تعيدي
     IS_TRANS:	tEydy
        INDEX:	P29W26
      OFFSETS:	151-156
       TOKENS:	P29W39-P29W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~id_1]
   UNSPLITVOC:	(tiEay~idiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Eay~id+iy
        GLOSS:	you [fem.sg.]+(do) again/re-(do)/return/give back+you [fem.sg.] [verb]

 INPUT STRING:	الانتخاابات
     IS_TRANS:	AlAntxAAbAt
        INDEX:	P29W27
      OFFSETS:	157-168
       TOKENS:	P29W40-P29W40
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlAntxAAbAt)
          POS:	TYPO
          VOC:	AlAntxAAbAt
        GLOSS:	nogloss

 INPUT STRING:	اسمه
     IS_TRANS:	Asmh
        INDEX:	P29W28
      OFFSETS:	169-173
       TOKENS:	P29W41-P29W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(Aisomuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Aisom+uh
        GLOSS:	name+his/its

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P29W29
      OFFSETS:	174-177
       TOKENS:	P29W43-P29W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P29W30
      OFFSETS:	178-180
       TOKENS:	P29W44-P29W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P29W31
      OFFSETS:	181-184
       TOKENS:	P29W45-P29W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	تثبيط
     IS_TRANS:	tvbyT
        INDEX:	P29W32
      OFFSETS:	185-190
       TOKENS:	P29W46-P29W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tavobiyT_1]
   UNSPLITVOC:	(tavobiyT)
          POS:	NOUN
          VOC:	tavobiyT
        GLOSS:	inhibiting

 INPUT STRING:	همم
     IS_TRANS:	hmm
        INDEX:	P29W33
      OFFSETS:	191-194
       TOKENS:	P29W47-P29W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[him~ap_1]
   UNSPLITVOC:	(himam)
          POS:	NOUN
          VOC:	himam
        GLOSS:	ambitions/aspirations

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P30W1
      OFFSETS:	0-2
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P30W2
      OFFSETS:	3-5
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	تقوملنا
     IS_TRANS:	tqwmlnA
        INDEX:	P30W3
      OFFSETS:	6-13
       TOKENS:	P30W3-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(tiquwm_linA)
          POS:	IV3FS+IV+PREP+PRON_1P
          VOC:	ti+quwm+li+nA
        GLOSS:	it/they/she+rise/get up+to/for+us

 INPUT STRING:	قومة
     IS_TRANS:	qwmp
        INDEX:	P30W4
      OFFSETS:	14-18
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawmap_1]
   UNSPLITVOC:	(qawmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qawm+ap
        GLOSS:	revolt+[fem.sg.]

 INPUT STRING:	نلاقي
     IS_TRANS:	nlAqy
        INDEX:	P30W5
      OFFSETS:	19-24
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(nilAqiy)
          POS:	IV1P+IV
          VOC:	ni+lAqiy
        GLOSS:	we+meet/encounter

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P30W6
      OFFSETS:	25-29
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
