 INPUT STRING:	سأنتخب
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	دين
     IS_TRANS:	dyn
        INDEX:	P49W4
      OFFSETS:	14-17
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(diyn)
          POS:	NOUN
          VOC:	diyn
        GLOSS:	religion

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P49W5
      OFFSETS:	18-21
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TalaE_1]
   UNSPLITVOC:	(TalaE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TalaE+(null)
        GLOSS:	appear/rise/become+he/it [verb]

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P49W6
      OFFSETS:	22-27
       TOKENS:	P49W6-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	kalAm+ak
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P49W7
      OFFSETS:	28-31
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	قولت
     IS_TRANS:	qwlt
        INDEX:	P50W1
      OFFSETS:	0-4
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwlt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	quwl+t
        GLOSS:	said+i

 INPUT STRING:	تكفيير
     IS_TRANS:	tkfyyr
        INDEX:	P50W2
      OFFSETS:	5-11
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[takofiyr_1]
   UNSPLITVOC:	(takofiyr)
          POS:	NOUN
          VOC:	takofiyr
        GLOSS:	atonement/penance

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P50W3
      OFFSETS:	12-15
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TalaE_1]
   UNSPLITVOC:	(TalaE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TalaE+(null)
        GLOSS:	appear/rise/become+he/it [verb]

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P50W4
      OFFSETS:	16-21
       TOKENS:	P50W4-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	kalAm+ak
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P50W5
      OFFSETS:	22-25
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P51W1
      OFFSETS:	0-2
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P51W2
      OFFSETS:	3-8
       TOKENS:	P51W2-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	kalAm+ak
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P51W3
      OFFSETS:	9-12
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	طلبت
     IS_TRANS:	Tlbt
        INDEX:	P52W1
      OFFSETS:	0-4
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(Talabt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Talab+t
        GLOSS:	request+I

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P52W2
      OFFSETS:	5-8
       TOKENS:	P52W2-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~ak)
          POS:	PREP+PRON_2MS
          VOC:	min~+ak
        GLOSS:	from+you [masc.sg.]

 INPUT STRING:	ترد
     IS_TRANS:	trd
        INDEX:	P52W3
      OFFSETS:	9-12
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(turud~)
          POS:	IV2MS+IV
          VOC:	tu+rud~
        GLOSS:	you+answer

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P52W4
      OFFSETS:	13-16
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أسئلتى
     IS_TRANS:	>s}ltY
        INDEX:	P52W5
      OFFSETS:	17-23
       TOKENS:	P52W6-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(>aso}iltiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	>aso}il+ap+iy
        GLOSS:	questions/inquiries+[fem.sg.]+my

 INPUT STRING:	ليك
     IS_TRANS:	lyk
        INDEX:	P52W6
      OFFSETS:	24-27
       TOKENS:	P52W8-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyk)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	for/to+you

 INPUT STRING:	بتتهرب
     IS_TRANS:	btthrb
        INDEX:	P52W7
      OFFSETS:	28-34
       TOKENS:	P52W10-P52W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<itohar~ab_1]
   UNSPLITVOC:	(bititohar~ab)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+tohar~ab
        GLOSS:	[present-tense]+you+esacp

 INPUT STRING:	طلبت
     IS_TRANS:	Tlbt
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(Talabt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Talab+t
        GLOSS:	request+I

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P53W2
      OFFSETS:	5-8
       TOKENS:	P53W2-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~ak)
          POS:	PREP+PRON_2MS
          VOC:	min~+ak
        GLOSS:	from+you [masc.sg.]

 INPUT STRING:	دليل
     IS_TRANS:	dlyl
        INDEX:	P53W3
      OFFSETS:	9-13
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daliyl_1]
   UNSPLITVOC:	(daliyl)
          POS:	NOUN
          VOC:	daliyl
        GLOSS:	evidence/proof/indication

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P53W4
      OFFSETS:	14-17
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P53W5
      OFFSETS:	18-20
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	حزب
     IS_TRANS:	Hzb
        INDEX:	P53W6
      OFFSETS:	21-24
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(Hizob)
          POS:	NOUN
          VOC:	Hizob
        GLOSS:	party

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P53W7
      OFFSETS:	25-30
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(Aln~uwr)
          POS:	DET+NOUN_PROP
          VOC:	Al+nuwr
        GLOSS:	the+Nour/Noor

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P53W8
      OFFSETS:	31-33
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	أحد
     IS_TRANS:	>Hd
        INDEX:	P53W9
      OFFSETS:	34-37
       TOKENS:	P53W10-P53W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(>aHad)
          POS:	NOUN
          VOC:	>aHad
        GLOSS:	one of /someone/ anyone/no-one/ones

 INPUT STRING:	مرشحيه
     IS_TRANS:	mr$Hyh
        INDEX:	P53W10
      OFFSETS:	38-44
       TOKENS:	P53W11-P53W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mr$Hyh)
          POS:	NO_FUNC
          VOC:	mr$Hyh
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P53W11
      OFFSETS:	45-46
       TOKENS:	P53W12-P53W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	متحدث
     IS_TRANS:	mtHdv
        INDEX:	P53W12
      OFFSETS:	47-52
       TOKENS:	P53W13-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaHad~iv_1]
   UNSPLITVOC:	(mutaHad~iv)
          POS:	NOUN
          VOC:	mutaHad~iv
        GLOSS:	spokesman/speaker

 INPUT STRING:	رسمى
     IS_TRANS:	rsmY
        INDEX:	P53W13
      OFFSETS:	53-57
       TOKENS:	P53W14-P53W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasomiy_1]
   UNSPLITVOC:	(rasomiy)
          POS:	ADJ
          VOC:	rasomiy
        GLOSS:	official

 INPUT STRING:	بإسمه
     IS_TRANS:	b<smh
        INDEX:	P53W14
      OFFSETS:	58-63
       TOKENS:	P53W15-P53W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isom_1]
   UNSPLITVOC:	(bi<isomuh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+<isom+uh
        GLOSS:	with/by+name+his/its

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P53W15
      OFFSETS:	64-67
       TOKENS:	P53W18-P53W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/say/(for example)+he/it

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P53W16
      OFFSETS:	68-71
       TOKENS:	P53W19-P53W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P53W17
      OFFSETS:	72-78
       TOKENS:	P53W20-P53W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	تروح
     IS_TRANS:	trwH
        INDEX:	P54W1
      OFFSETS:	0-4
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(turuwH)
          POS:	IV2MS+IV
          VOC:	tu+ruwH
        GLOSS:	you+go

 INPUT STRING:	تجيب
     IS_TRANS:	tjyb
        INDEX:	P54W2
      OFFSETS:	5-9
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(tijiyb)
          POS:	IV2MS+IV
          VOC:	ti+jiyb
        GLOSS:	you+attend

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P54W3
      OFFSETS:	10-14
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	NOUN
          VOC:	vAniy
        GLOSS:	another time/second/second (time span)/another

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P54W4
      OFFSETS:	15-19
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P54W5
      OFFSETS:	20-25
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/elderly woman/chieftains/chieftain/sheik/senators

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P54W6
      OFFSETS:	26-30
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mahammad/Mahamad/Mohammad/Mohamed/Mahmmad/Muhammad

 INPUT STRING:	حسان
     IS_TRANS:	HsAn
        INDEX:	P54W7
      OFFSETS:	31-35
       TOKENS:	P54W7-P54W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~An_1]
   UNSPLITVOC:	(Has~An)
          POS:	NOUN_PROP
          VOC:	Has~An
        GLOSS:	hasan

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P55W1
      OFFSETS:	0-3
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why/like this

 INPUT STRING:	بتكابر
     IS_TRANS:	btkAbr
        INDEX:	P55W2
      OFFSETS:	4-10
       TOKENS:	P55W2-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAbir_1]
   UNSPLITVOC:	(bitokAbr)
          POS:	PROG_PART+IV2FS+IV
          VOC:	bi+ti+kAbr
        GLOSS:	[present-tense]+you+be haughty

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P56W1
      OFFSETS:	0-3
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why/like this

 INPUT STRING:	متعترفش
     IS_TRANS:	mtEtrf$
        INDEX:	P56W2
      OFFSETS:	4-11
       TOKENS:	P56W2-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEtaraf_1]
   UNSPLITVOC:	(mA_tiEtarif$)
          POS:	NEG_PART+IV2MS+IV+NEG_PART
          VOC:	mA+t+Etarif+$
        GLOSS:	not+you+recognize+not

 INPUT STRING:	بالخطأ
     IS_TRANS:	bAlxT>
        INDEX:	P56W3
      OFFSETS:	12-18
       TOKENS:	P56W5-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTa>_1]
   UNSPLITVOC:	(biAlxaTa>)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+xaTa>
        GLOSS:	with/by+the+mistake/error/fault

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P57W1
      OFFSETS:	0-3
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why/like this

 INPUT STRING:	متقولش
     IS_TRANS:	mtqwl$
        INDEX:	P57W2
      OFFSETS:	4-10
       TOKENS:	P57W2-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(mA_tiquwl$)
          POS:	NEG_PART+IV2MS+IV+NEG_PART
          VOC:	mA+ti+quwl+$
        GLOSS:	not+you+said/say/be said/say/(for example)+not

 INPUT STRING:	نأسف
     IS_TRANS:	n>sf
        INDEX:	P57W3
      OFFSETS:	11-15
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>osaf_1]
   UNSPLITVOC:	(na>osaf)
          POS:	IV1P+IV
          VOC:	na+>osaf
        GLOSS:	we+be sorry/regret

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P57W4
      OFFSETS:	16-19
       TOKENS:	P57W6-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(limA)
          POS:	PREP+REL_PRON
          VOC:	li+mA
        GLOSS:	why/for+what

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P57W5
      OFFSETS:	20-23
       TOKENS:	P57W8-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen+he/it

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P57W6
      OFFSETS:	24-26
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	جهل
     IS_TRANS:	jhl
        INDEX:	P57W7
      OFFSETS:	27-30
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jahol_1]
   UNSPLITVOC:	(jahol)
          POS:	NOUN
          VOC:	jahol
        GLOSS:	ignorance

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P57W8
      OFFSETS:	31-34
       TOKENS:	P57W11-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~ak)
          POS:	PREP+PRON_2MS
          VOC:	min~+ak
        GLOSS:	from+you [masc.sg.]

 INPUT STRING:	بحقائق
     IS_TRANS:	bHqA}q
        INDEX:	P57W9
      OFFSETS:	35-41
       TOKENS:	P57W13-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(biHaqA}iq)
          POS:	PREP+NOUN
          VOC:	bi+HaqA}iq
        GLOSS:	with/by+truth/facts

 INPUT STRING:	الأمر
     IS_TRANS:	Al>mr
        INDEX:	P57W10
      OFFSETS:	42-47
       TOKENS:	P57W15-P57W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(Al>amor)
          POS:	DET+NOUN
          VOC:	Al+>amor
        GLOSS:	the+matter/issue/matters/issues

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P57W11
      OFFSETS:	47-48
       TOKENS:	P57W16-P57W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	زنقت
     IS_TRANS:	znqt
        INDEX:	P58W1
      OFFSETS:	0-4
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zanaq_1]
   UNSPLITVOC:	(zanaqt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	zanaq+t
        GLOSS:	squash+you [masc.sg.] [verb]

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P58W2
      OFFSETS:	5-9
       TOKENS:	P58W2-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	nafos+ak
        GLOSS:	same/self/selves+your

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P58W3
      OFFSETS:	10-12
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	هريجى
     IS_TRANS:	hryjY
        INDEX:	P58W4
      OFFSETS:	13-18
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hiriyjY_1]
   UNSPLITVOC:	(hiriyjY)
          POS:	NOUN_PROP
          VOC:	hiriyjY
        GLOSS:	heragy

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P58W5
      OFFSETS:	18-19
       TOKENS:	P58W6-P58W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P58W6
      OFFSETS:	19-20
       TOKENS:	P58W7-P58W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
