 INPUT STRING:	دلوقت
 INPUT STRING:	يوصل
     IS_TRANS:	ywSl
        INDEX:	P20W17
      OFFSETS:	80-84
       TOKENS:	P20W20-P20W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(yiwoSal)
          POS:	IV3MS+IV
          VOC:	yi+woSal
        GLOSS:	he/it+arrive at/reach/connect/be arrived at/be reached/be connected/reach up/be long

 INPUT STRING:	لربنا
     IS_TRANS:	lrbnA
        INDEX:	P20W18
      OFFSETS:	85-90
       TOKENS:	P20W21-P20W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(lirab~inA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	li+rab~+nA
        GLOSS:	for/to+lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	بعقله
     IS_TRANS:	bEqlh
        INDEX:	P20W19
      OFFSETS:	91-96
       TOKENS:	P20W24-P20W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(biEaqoluh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+Eaqol+uh
        GLOSS:	with/by+mind/intellect/brain/senses/intellects/brains/intellectually/mentally+his/its

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P20W20
      OFFSETS:	97-99
       TOKENS:	P20W27-P20W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P20W21
      OFFSETS:	100-105
       TOKENS:	P20W28-P20W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P20W22
      OFFSETS:	106-108
       TOKENS:	P20W30-P20W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	اتولد
     IS_TRANS:	Atwld
        INDEX:	P20W23
      OFFSETS:	109-114
       TOKENS:	P20W31-P20W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitowilid_1]
   UNSPLITVOC:	(Aitowilid)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	Aitowilid+(null)
        GLOSS:	give birth to/be born/give birth/assist in birth/deliver/generate/compose/bear+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P20W24
      OFFSETS:	115-118
       TOKENS:	P20W32-P20W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دين
     IS_TRANS:	dyn
        INDEX:	P20W25
      OFFSETS:	119-122
       TOKENS:	P20W33-P20W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(diyn)
          POS:	NOUN
          VOC:	diyn
        GLOSS:	religion/religions

 INPUT STRING:	معين
     IS_TRANS:	mEyn
        INDEX:	P20W26
      OFFSETS:	123-127
       TOKENS:	P20W34-P20W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~an)
          POS:	ADJ
          VOC:	muEay~an
        GLOSS:	fixed/determined/prescribed

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P20W27
      OFFSETS:	128-129
       TOKENS:	P20W35-P20W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بيسمع
     IS_TRANS:	bysmE
        INDEX:	P20W28
      OFFSETS:	130-135
       TOKENS:	P20W36-P20W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(biyisomaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+somaE
        GLOSS:	[present-tense]+he/it+listen/be heard/hear

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P20W29
      OFFSETS:	136-142
       TOKENS:	P20W38-P20W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W30
      OFFSETS:	143-147
       TOKENS:	P20W39-P20W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بيتقاله
     IS_TRANS:	bytqAlh
        INDEX:	P20W31
      OFFSETS:	148-155
       TOKENS:	P20W40-P20W40
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(bytqAlh)
          POS:	NO_FUNC
          VOC:	bytqAlh
        GLOSS:	nogloss

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P20W32
      OFFSETS:	156-160
       TOKENS:	P20W41-P20W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqA_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+be/become/remain

 INPUT STRING:	مؤمن
     IS_TRANS:	m&mn
        INDEX:	P20W33
      OFFSETS:	161-165
       TOKENS:	P20W42-P20W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&am~an_1]
   UNSPLITVOC:	(mu&am~an)
          POS:	ADJ
          VOC:	mu&am~an
        GLOSS:	guaranteed/insured

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P20W34
      OFFSETS:	165-166
       TOKENS:	P20W43-P20W43
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	المؤمن
     IS_TRANS:	Alm&mn
        INDEX:	P21W1
      OFFSETS:	0-6
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&omin_1]
   UNSPLITVOC:	(Almu&omin)
          POS:	DET+NOUN
          VOC:	Al+mu&omin
        GLOSS:	the+believer/believer (Muslim)

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P21W2
      OFFSETS:	7-11
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بيستخدم
     IS_TRANS:	bystxdm
        INDEX:	P21W3
      OFFSETS:	12-19
       TOKENS:	P21W3-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotaxodim_1]
   UNSPLITVOC:	(biyusotaxodam)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yu+sotaxodam
        GLOSS:	[present-tense]+he/it+employ/utilize/use

 INPUT STRING:	مخه
     IS_TRANS:	mxh
        INDEX:	P21W4
      OFFSETS:	20-23
       TOKENS:	P21W5-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mux~_1]
   UNSPLITVOC:	(mux~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	mux~+uh
        GLOSS:	brain/brains+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P21W5
      OFFSETS:	24-25
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	يوصل
     IS_TRANS:	ywSl
        INDEX:	P21W6
      OFFSETS:	26-30
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(yiwoSal)
          POS:	IV3MS+IV
          VOC:	yi+woSal
        GLOSS:	he/it+arrive at/reach/connect/be arrived at/be reached/be connected/reach up/be long

 INPUT STRING:	لربنا
     IS_TRANS:	lrbnA
        INDEX:	P21W7
      OFFSETS:	31-36
       TOKENS:	P21W9-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(lirab~inA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	li+rab~+nA
        GLOSS:	for/to+lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P21W8
      OFFSETS:	37-38
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	يوصل
     IS_TRANS:	ywSl
        INDEX:	P21W9
      OFFSETS:	39-43
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(yiwoSal)
          POS:	IV3MS+IV
          VOC:	yi+woSal
        GLOSS:	he/it+arrive at/reach/connect/be arrived at/be reached/be connected/reach up/be long

 INPUT STRING:	لطاعته
     IS_TRANS:	lTAEth
        INDEX:	P21W10
      OFFSETS:	44-50
       TOKENS:	P21W14-P21W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAEap_1]
   UNSPLITVOC:	(liTAEtuh)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	li+TAE+ap+uh
        GLOSS:	for/to+obedience/compliance+[fem.sg.]+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P21W11
      OFFSETS:	51-52
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P21W12
      OFFSETS:	53-56
       TOKENS:	P21W18-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P21W13
      OFFSETS:	56-57
       TOKENS:	P21W19-P21W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P21W14
      OFFSETS:	58-63
       TOKENS:	P21W20-P21W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P21W15
      OFFSETS:	64-67
       TOKENS:	P21W22-P21W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P21W16
      OFFSETS:	68-71
       TOKENS:	P21W23-P21W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P21W17
      OFFSETS:	72-76
       TOKENS:	P21W24-P21W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	مبيبقاش
     IS_TRANS:	mbybqA$
        INDEX:	P21W18
      OFFSETS:	77-84
       TOKENS:	P21W25-P21W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(mA_biyiboqA$)
          POS:	NEG_PART+PROG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+bi+yi+boqA+$
        GLOSS:	not+[present-tense]+he/it+be/became/become/last/remain+not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P21W19
      OFFSETS:	85-89
       TOKENS:	P21W29-P21W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	يضرب
     IS_TRANS:	yDrb
        INDEX:	P21W20
      OFFSETS:	90-94
       TOKENS:	P21W30-P21W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(yiDorab)
          POS:	IV3MS+IV
          VOC:	yi+Dorab
        GLOSS:	he/it+strike/hit/be struck/be hit

 INPUT STRING:	مثل
     IS_TRANS:	mvl
        INDEX:	P21W21
      OFFSETS:	95-98
       TOKENS:	P21W31-P21W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(maval)
          POS:	NOUN
          VOC:	maval
        GLOSS:	example/proverb/for example/proverbs/examples

 INPUT STRING:	بسيط
     IS_TRANS:	bsyT
        INDEX:	P21W22
      OFFSETS:	99-103
       TOKENS:	P21W32-P21W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basiyT_1]
   UNSPLITVOC:	(basiyT)
          POS:	ADJ
          VOC:	basiyT
        GLOSS:	simple/plain/okay/no problem

 INPUT STRING:	بحاجة
     IS_TRANS:	bHAjp
        INDEX:	P21W23
      OFFSETS:	104-109
       TOKENS:	P21W33-P21W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(biHAjap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+HAj+ap
        GLOSS:	with/by+need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	شاف
     IS_TRANS:	$Af
        INDEX:	P21W24
      OFFSETS:	110-113
       TOKENS:	P21W35-P21W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Af)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$Af+(null)
        GLOSS:	look+he/it

 INPUT STRING:	زيها
     IS_TRANS:	zyhA
        INDEX:	P21W25
      OFFSETS:	114-118
       TOKENS:	P21W36-P21W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	zay~+hA
        GLOSS:	like+its/their/her

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P21W26
      OFFSETS:	119-125
       TOKENS:	P21W38-P21W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZ~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+exactly

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P21W27
      OFFSETS:	126-129
       TOKENS:	P21W40-P21W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P21W28
      OFFSETS:	130-133
       TOKENS:	P21W41-P21W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P21W29
      OFFSETS:	134-136
       TOKENS:	P21W42-P21W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نظرى
     IS_TRANS:	nZrY
        INDEX:	P21W30
      OFFSETS:	137-141
       TOKENS:	P21W43-P21W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(naZariy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	naZar+iy
        GLOSS:	view/look/seeing/eye-sight/glances/looking/in view (of)+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P21W31
      OFFSETS:	142-145
       TOKENS:	P21W45-P21W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P21W32
      OFFSETS:	146-150
       TOKENS:	P21W46-P21W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ_COMP
          VOC:	tAniy
        GLOSS:	again/once more/second

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P21W33
      OFFSETS:	151-153
       TOKENS:	P21W47-P21W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نظرى
     IS_TRANS:	nZrY
        INDEX:	P21W34
      OFFSETS:	154-158
       TOKENS:	P21W48-P21W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(naZariy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	naZar+iy
        GLOSS:	view/look/seeing/eye-sight/glances/looking/in view (of)+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P21W35
      OFFSETS:	159-162
       TOKENS:	P21W50-P21W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W36
      OFFSETS:	163-165
       TOKENS:	P21W51-P21W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مؤمن
     IS_TRANS:	m&mn
        INDEX:	P21W37
      OFFSETS:	166-170
       TOKENS:	P21W52-P21W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&am~an_1]
   UNSPLITVOC:	(mu&am~an)
          POS:	ADJ
          VOC:	mu&am~an
        GLOSS:	guaranteed/insured

 INPUT STRING:	اساسا
     IS_TRANS:	AsAsA
        INDEX:	P21W38
      OFFSETS:	171-176
       TOKENS:	P21W53-P21W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAsAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>asAs+AF
        GLOSS:	foundation/basis/foundations/bases/primarily/basically+[acc.indef.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	مثال
     IS_TRANS:	mvAl
        INDEX:	P22W2
      OFFSETS:	5-9
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivAl_1]
   UNSPLITVOC:	(mivAl)
          POS:	NOUN
          VOC:	mivAl
        GLOSS:	example/model/examples/models/proverbs

 INPUT STRING:	شوفنا
     IS_TRANS:	$wfnA
        INDEX:	P22W3
      OFFSETS:	10-15
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	$uwf+nA
        GLOSS:	see/look+we

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P22W4
      OFFSETS:	16-20
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_QUANT
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P22W5
      OFFSETS:	21-23
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	لجنة
     IS_TRANS:	ljnp
        INDEX:	P22W6
      OFFSETS:	24-28
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(lajonap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lajon+ap
        GLOSS:	council/committee/commission/councils/committees/commissions+[fem.sg.]

 INPUT STRING:	السياسات
     IS_TRANS:	AlsyAsAt
        INDEX:	P22W7
      OFFSETS:	29-37
