 INPUT STRING:	افتحوا
      OFFSETS:	27-35
       TOKENS:	P38W7-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyl_1]
   UNSPLITVOC:	(wi<isorA}iyl)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+<isorA}iyl
        GLOSS:	and+Israel

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P38W8
      OFFSETS:	36-41
       TOKENS:	P38W9-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	kalAm+ik
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	منتهى
     IS_TRANS:	mnthY
        INDEX:	P38W9
      OFFSETS:	42-47
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotahiy_1]
   UNSPLITVOC:	(munotahiy)
          POS:	ADJ
          VOC:	munotahiy
        GLOSS:	finished/expired

 INPUT STRING:	الصلاحيه
     IS_TRANS:	AlSlAHyh
        INDEX:	P38W10
      OFFSETS:	48-56
       TOKENS:	P38W12-P38W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SalAHiy~ap_1]
   UNSPLITVOC:	(AlS~alAHiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+SalAHiy~+ap
        GLOSS:	the+practicability/viability/competence/privileges/powers+[fem.sg.]

 INPUT STRING:	صدعتونا
     IS_TRANS:	SdEtwnA
        INDEX:	P38W11
      OFFSETS:	57-64
       TOKENS:	P38W13-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SadaE_1]
   UNSPLITVOC:	(SadaEtuwAnA)
          POS:	PV+PVSUFF_SUBJ:2P+PVSUFF_DO:1P
          VOC:	SadaE+tuwA+nA
        GLOSS:	headache+you+us

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P38W12
      OFFSETS:	65-68
       TOKENS:	P38W15-P38W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by+him/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P38W13
      OFFSETS:	69-71
       TOKENS:	P38W17-P38W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P38W14
      OFFSETS:	72-75
       TOKENS:	P38W18-P38W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	ever/period/day/today/some day

 INPUT STRING:	25
     IS_TRANS:	25
        INDEX:	P38W15
      OFFSETS:	76-78
       TOKENS:	P38W19-P38W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[25_1]
   UNSPLITVOC:	(25)
          POS:	NOUN_NUM
          VOC:	25
        GLOSS:	25

 INPUT STRING:	يناير
     IS_TRANS:	ynAyr
        INDEX:	P38W16
      OFFSETS:	79-84
       TOKENS:	P38W20-P38W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yanAyir_1]
   UNSPLITVOC:	(yanAyir)
          POS:	NOUN_PROP
          VOC:	yanAyir
        GLOSS:	January

 INPUT STRING:	شوفيلك
     IS_TRANS:	$wfylk
        INDEX:	P38W17
      OFFSETS:	85-91
       TOKENS:	P38W21-P38W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfiy_lik)
          POS:	CV+CVSUFF_SUBJ:2FS+PREP+PRON_2FS
          VOC:	$uwf+iy+li+ik
        GLOSS:	look+you+to/for+you

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P38W18
      OFFSETS:	92-96
       TOKENS:	P38W24-P38W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P38W19
      OFFSETS:	97-101
       TOKENS:	P38W25-P38W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiyd)
          POS:	ADJ
          VOC:	jidiyd
        GLOSS:	new/modern/recent/again/anew/brand new/junior/inexperienced

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P38W20
      OFFSETS:	102-106
       TOKENS:	P38W26-P38W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	for+that

 INPUT STRING:	الفيلم
     IS_TRANS:	Alfylm
        INDEX:	P38W21
      OFFSETS:	107-113
       TOKENS:	P38W28-P38W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(Alfiylm)
          POS:	DET+NOUN
          VOC:	Al+fiylm
        GLOSS:	the+film/movie/films/movies

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P38W22
      OFFSETS:	114-116
       TOKENS:	P38W29-P38W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	قديم
     IS_TRANS:	qdym
        INDEX:	P38W23
      OFFSETS:	117-121
       TOKENS:	P38W30-P38W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadiym_1]
   UNSPLITVOC:	(qadiym)
          POS:	ADJ
          VOC:	qadiym
        GLOSS:	old/ancient/ancients

 INPUT STRING:	اووووى
     IS_TRANS:	AwwwwY
        INDEX:	P38W24
      OFFSETS:	122-128
       TOKENS:	P38W31-P38W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P39W1
      OFFSETS:	0-2
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	جماعه
     IS_TRANS:	jmAEh
        INDEX:	P39W2
      OFFSETS:	3-8
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad/groups/parties/squads+[fem.sg.]

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P39W3
      OFFSETS:	9-13
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	no/not/non-/except for/except/rhetorical question/do not/is

 INPUT STRING:	نعمم
     IS_TRANS:	nEmm
        INDEX:	P39W4
      OFFSETS:	14-18
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~im_1]
   UNSPLITVOC:	(niEam~im)
          POS:	IV1P+IV
          VOC:	ni+Eam~im
        GLOSS:	we+generalize

 INPUT STRING:	بالكلام
     IS_TRANS:	bAlklAm
        INDEX:	P39W5
      OFFSETS:	19-26
       TOKENS:	P39W5-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(biAlkalAm)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+kalAm
        GLOSS:	with/by+the+speech/statement/remark/talk/saying

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P39W6
      OFFSETS:	27-30
       TOKENS:	P39W7-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P39W7
      OFFSETS:	31-33
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	كلهم
     IS_TRANS:	klhm
        INDEX:	P39W8
      OFFSETS:	34-38
       TOKENS:	P39W10-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uhum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	kul~+hum
        GLOSS:	all/entire/every/whole+their

 INPUT STRING:	ثوار
     IS_TRANS:	vwAr
        INDEX:	P39W9
      OFFSETS:	39-43
       TOKENS:	P39W12-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(vuw~Ar)
          POS:	ADJ
          VOC:	vuw~Ar
        GLOSS:	revolutionaries

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P39W10
      OFFSETS:	44-47
       TOKENS:	P39W13-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	كلهم
     IS_TRANS:	klhm
        INDEX:	P39W11
      OFFSETS:	48-52
       TOKENS:	P39W15-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uhum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	kul~+hum
        GLOSS:	all/entire/every/whole+their

 INPUT STRING:	بلطجيه
     IS_TRANS:	blTjyh
        INDEX:	P39W12
      OFFSETS:	53-59
       TOKENS:	P39W17-P39W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baloTajiy~_1]
   UNSPLITVOC:	(baloTajiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	baloTajiy~+ap
        GLOSS:	gangster/ruffian+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P39W13
      OFFSETS:	60-63
       TOKENS:	P39W18-P39W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	كلهم
     IS_TRANS:	klhm
        INDEX:	P39W14
      OFFSETS:	64-68
       TOKENS:	P39W20-P39W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uhum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	kul~+hum
        GLOSS:	all/entire/every/whole+their

 INPUT STRING:	بيلفوا
     IS_TRANS:	bylfwA
        INDEX:	P39W15
      OFFSETS:	69-75
       TOKENS:	P39W22-P39W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laf~_1]
   UNSPLITVOC:	(biyilif~uwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+lif~+uwA
        GLOSS:	progressive+they+wrap/roll+[masc.pl.]

 INPUT STRING:	سجاير
     IS_TRANS:	sjAyr
        INDEX:	P39W16
      OFFSETS:	76-81
       TOKENS:	P39W24-P39W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyjArap_1]
   UNSPLITVOC:	(sajAyir)
          POS:	NOUN
          VOC:	sajAyir
        GLOSS:	cigarette/cigarettes

 INPUT STRING:	مخدرات
     IS_TRANS:	mxdrAt
        INDEX:	P39W17
      OFFSETS:	82-88
       TOKENS:	P39W25-P39W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxad~ir_1]
   UNSPLITVOC:	(muxad~arAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	muxad~ar+At
        GLOSS:	anesthetic/narcotics/drugs+[fem.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W18
      OFFSETS:	88-89
       TOKENS:	P39W26-P39W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W19
      OFFSETS:	89-90
       TOKENS:	P39W27-P39W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P39W20
      OFFSETS:	90-92
       TOKENS:	P39W28-P39W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	حول
     IS_TRANS:	Hwl
        INDEX:	P39W21
      OFFSETS:	93-96
       TOKENS:	P39W29-P39W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hawl_1]
   UNSPLITVOC:	(Hawl)
          POS:	NOUN
          VOC:	Hawl
        GLOSS:	about/around/concerning/power

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P39W22
      OFFSETS:	97-100
       TOKENS:	P39W30-P39W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	قوه
     IS_TRANS:	qwh
        INDEX:	P39W23
      OFFSETS:	101-104
       TOKENS:	P39W32-P39W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(quw~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quw~+ap
        GLOSS:	power/strength/force/violence/armed forces/forces+[fem.sg.]

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P39W24
      OFFSETS:	105-108
       TOKENS:	P39W33-P39W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	except for

 INPUT STRING:	بالله
     IS_TRANS:	bAllh
        INDEX:	P39W25
      OFFSETS:	109-114
       TOKENS:	P39W34-P39W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(biAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	bi+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P40W1
      OFFSETS:	0-3
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ainoti_1]
   UNSPLITVOC:	(Ainoti)
          POS:	PRON_2FS
          VOC:	Ainoti
        GLOSS:	you [fem.sg.]/you

 INPUT STRING:	زيهم
     IS_TRANS:	zyhm
        INDEX:	P40W2
      OFFSETS:	4-8
       TOKENS:	P40W2-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~uhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	zay~+hum
        GLOSS:	like+their

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P40W3
      OFFSETS:	9-15
       TOKENS:	P40W4-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZ~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+exactly

 INPUT STRING:	ياقطه
     IS_TRANS:	yAqTh
        INDEX:	P40W4
      OFFSETS:	16-21
       TOKENS:	P40W6-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quT~ap_1]
   UNSPLITVOC:	(yAquT~ap)
          POS:	VOC_PART+NOUN+NSUFF_FEM_SG
          VOC:	yA+quT~+ap
        GLOSS:	O/oh+cats+[fem.sg.]

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P41W1
      OFFSETS:	0-4
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	نحكم
     IS_TRANS:	nHkm
        INDEX:	P41W2
      OFFSETS:	5-9
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hak~im_1]
   UNSPLITVOC:	(niHak~im)
          POS:	IV1P+IV
          VOC:	ni+Hak~im
        GLOSS:	we+rely on

 INPUT STRING:	العقل
     IS_TRANS:	AlEql
        INDEX:	P41W3
      OFFSETS:	10-15
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(AlEaqol)
          POS:	DET+NOUN
          VOC:	Al+Eaqol
        GLOSS:	the+mind/intellect/brain/senses/intellects/brains/intellectually/mentally

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P41W4
      OFFSETS:	16-19
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	الغضب
     IS_TRANS:	AlgDb
        INDEX:	P41W5
      OFFSETS:	20-25
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gaDab_1]
   UNSPLITVOC:	(AlgaDab)
          POS:	DET+NOUN
          VOC:	Al+gaDab
        GLOSS:	the+anger/wrath/in anger/angrily

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W6
      OFFSETS:	25-26
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W7
      OFFSETS:	26-27
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W8
      OFFSETS:	27-28
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W9
      OFFSETS:	28-29
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W10
      OFFSETS:	29-30
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P42W1
      OFFSETS:	0-3
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P42W2
      OFFSETS:	4-7
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	ثائر
     IS_TRANS:	vA}r
        INDEX:	P42W3
      OFFSETS:	8-12
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(vA}ir)
          POS:	ADJ
          VOC:	vA}ir
        GLOSS:	agitated/exited

 INPUT STRING:	وعاوز
     IS_TRANS:	wEAwz
        INDEX:	P42W4
      OFFSETS:	13-18
       TOKENS:	P42W4-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(wiEAwiz)
          POS:	CONJ+ADJ
          VOC:	wi+EAwiz
        GLOSS:	and+wanting/needing

 INPUT STRING:	مطلب
     IS_TRANS:	mTlb
        INDEX:	P42W5
      OFFSETS:	19-23
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(maTolab)
          POS:	NOUN
          VOC:	maTolab
        GLOSS:	request/demands/desiderata/claims

 INPUT STRING:	معين
     IS_TRANS:	mEyn
        INDEX:	P42W6
      OFFSETS:	24-28
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~an)
          POS:	ADJ
          VOC:	muEay~an
        GLOSS:	fixed/determined/prescribed

 INPUT STRING:	شايفه
     IS_TRANS:	$Ayfh
        INDEX:	P42W7
      OFFSETS:	29-34
       TOKENS:	P42W8-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayofah)
          POS:	ADJ.VN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	$Ayof+ap+uh
        GLOSS:	seeing+[fem.sg.]+him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P42W8
      OFFSETS:	35-37
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حقى
     IS_TRANS:	HqY
        INDEX:	P42W9
      OFFSETS:	38-41
