 INPUT STRING:	ازيك
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P259W10
      OFFSETS:	45-47
       TOKENS:	P259W11-P259W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P259W11
      OFFSETS:	48-50
       TOKENS:	P259W12-P259W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P260W1
      OFFSETS:	0-2
       TOKENS:	P260W1-P260W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P261W1
      OFFSETS:	0-2
       TOKENS:	P261W1-P261W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P261W2
      OFFSETS:	3-6
       TOKENS:	P261W2-P261W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	للي
     IS_TRANS:	lly
        INDEX:	P261W3
      OFFSETS:	7-10
       TOKENS:	P261W3-P261W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lly)
          POS:	TYPO
          VOC:	lly
        GLOSS:	nogloss

 INPUT STRING:	اروح
     IS_TRANS:	ArwH
        INDEX:	P261W4
      OFFSETS:	11-15
       TOKENS:	P261W4-P261W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(AaruwH)
          POS:	IV1S+IV
          VOC:	Aa+ruwH
        GLOSS:	I+begin/go

 INPUT STRING:	اقولة
     IS_TRANS:	Aqwlp
        INDEX:	P261W5
      OFFSETS:	16-21
       TOKENS:	P261W5-P261W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Aqwlp)
          POS:	TYPO
          VOC:	Aqwlp
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P262W1
      OFFSETS:	0-2
       TOKENS:	P262W1-P262W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ونبي
     IS_TRANS:	wnby
        INDEX:	P262W2
      OFFSETS:	3-7
       TOKENS:	P262W2-P262W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nabiy_1]
   UNSPLITVOC:	(winabiy)
          POS:	PREP+NOUN
          VOC:	wi+nabiy
        GLOSS:	by+prophets/prophet

 INPUT STRING:	متنقشنيش
     IS_TRANS:	mtnq$ny$
        INDEX:	P262W3
      OFFSETS:	8-16
       TOKENS:	P262W4-P262W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mtnq$ny$)
          POS:	NO_FUNC
          VOC:	mtnq$ny$
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P262W4
      OFFSETS:	17-19
       TOKENS:	P262W5-P262W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الموضع
     IS_TRANS:	AlmwDE
        INDEX:	P262W5
      OFFSETS:	20-26
       TOKENS:	P262W6-P262W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawDuE_1]
   UNSPLITVOC:	(AlmawDuE)
          POS:	DET+NOUN
          VOC:	Al+mawDuE
        GLOSS:	the+place/position/object/subject/focus/places/positions

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P262W6
      OFFSETS:	27-29
       TOKENS:	P262W7-P262W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P263W1
      OFFSETS:	0-2
       TOKENS:	P263W1-P263W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	واي
     IS_TRANS:	wAy
        INDEX:	P263W2
      OFFSETS:	3-6
       TOKENS:	P263W2-P263W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAy)
          POS:	FOREIGN
          VOC:	wAy
        GLOSS:	nogloss

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P264W1
      OFFSETS:	0-5
       TOKENS:	P264W1-P264W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(waAll~`h)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~`h
        GLOSS:	by+Allah/God

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P264W2
      OFFSETS:	6-9
       TOKENS:	P264W3-P264W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بعيط
     IS_TRANS:	bEyT
        INDEX:	P264W3
      OFFSETS:	10-14
       TOKENS:	P264W4-P264W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~aT_1]
   UNSPLITVOC:	(bAaEay~aT)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Eay~aT
        GLOSS:	[present-tense]+I+scream/shout

 INPUT STRING:	واتخانق
     IS_TRANS:	wAtxAnq
        INDEX:	P264W4
      OFFSETS:	15-22
       TOKENS:	P264W6-P264W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taxAnaq_1]
   UNSPLITVOC:	(wa>ataxAnaq)
          POS:	CONJ+IV1S+IV
          VOC:	wa+>a+taxAnaq
        GLOSS:	and+I+quarrel

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P264W5
      OFFSETS:	23-25
       TOKENS:	P264W8-P264W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P264W6
      OFFSETS:	26-30
       TOKENS:	P264W9-P264W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mohamed/Mohammed/Muhammad

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P264W7
      OFFSETS:	31-35
       TOKENS:	P264W10-P264W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	جوازنا
     IS_TRANS:	jwAznA
        INDEX:	P264W8
      OFFSETS:	36-42
       TOKENS:	P264W12-P264W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jawAz_1]
   UNSPLITVOC:	(jawAznA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	jawAz+nA
        GLOSS:	mirrage+our

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P265W1
      OFFSETS:	0-2
       TOKENS:	P265W1-P265W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P265W2
      OFFSETS:	3-7
       TOKENS:	P265W2-P265W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~iy_1]
   UNSPLITVOC:	(All~iy)
          POS:	REL_PRON
          VOC:	All~iy
        GLOSS:	who/which/that

 INPUT STRING:	ياخد
     IS_TRANS:	yAxd
        INDEX:	P265W3
      OFFSETS:	8-12
       TOKENS:	P265W3-P265W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(yAxud)
          POS:	IV3MS+IV
          VOC:	y+Axud
        GLOSS:	he/it+I/take

 INPUT STRING:	رائي
     IS_TRANS:	rA}y
        INDEX:	P265W4
      OFFSETS:	13-17
       TOKENS:	P265W4-P265W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA'y_1]
   UNSPLITVOC:	(rA}iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	rA}+iy
        GLOSS:	point of view/opinion+my

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P265W5
      OFFSETS:	18-20
       TOKENS:	P265W6-P265W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P265W6
      OFFSETS:	21-24
       TOKENS:	P265W7-P265W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P266W1
      OFFSETS:	0-2
       TOKENS:	P266W1-P266W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P266W2
      OFFSETS:	3-5
       TOKENS:	P266W2-P266W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P266W3
      OFFSETS:	6-10
       TOKENS:	P266W3-P266W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mohamed/Mohammed/Muhammad

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P266W4
      OFFSETS:	11-15
       TOKENS:	P266W4-P266W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~iy_1]
   UNSPLITVOC:	(All~iy)
          POS:	REL_PRON
          VOC:	All~iy
        GLOSS:	who/which/that

 INPUT STRING:	قالك
     IS_TRANS:	qAlk
        INDEX:	P266W5
      OFFSETS:	16-20
       TOKENS:	P266W5-P266W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(qAlk)
          POS:	NO_FUNC
          VOC:	qAlk
        GLOSS:	nogloss

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P266W6
      OFFSETS:	21-26
       TOKENS:	P266W6-P266W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(AlAw~il)
          POS:	DET+ADJ
          VOC:	Al+Aw~il
        GLOSS:	the+first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P266W7
      OFFSETS:	27-29
       TOKENS:	P266W7-P266W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P266W8
      OFFSETS:	30-34
       TOKENS:	P266W8-P266W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P267W1
      OFFSETS:	0-4
       TOKENS:	P267W1-P267W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P268W1
      OFFSETS:	0-4
       TOKENS:	P268W1-P268W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P268W2
      OFFSETS:	5-8
       TOKENS:	P268W2-P268W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wahuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wa+huw~a
        GLOSS:	and+it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	شي
     IS_TRANS:	$y
        INDEX:	P268W3
      OFFSETS:	9-11
       TOKENS:	P268W4-P268W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($iy')
          POS:	INTERJ
          VOC:	$iy'
        GLOSS:	thing

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P268W4
      OFFSETS:	12-16
       TOKENS:	P268W5-P268W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P269W1
      OFFSETS:	0-2
       TOKENS:	P269W1-P269W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P270W1
      OFFSETS:	0-4
       TOKENS:	P270W1-P270W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يسهل
     IS_TRANS:	yshl
        INDEX:	P270W2
      OFFSETS:	5-9
       TOKENS:	P270W3-P270W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sah~il_1]
   UNSPLITVOC:	(yisah~il)
          POS:	IV3MS+IV
          VOC:	yi+sah~il
        GLOSS:	he/it+facilitate

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P270W3
      OFFSETS:	9-10
       TOKENS:	P270W4-P270W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P270W4
      OFFSETS:	10-12
       TOKENS:	P270W5-P270W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اماني
     IS_TRANS:	AmAny
        INDEX:	P270W5
      OFFSETS:	13-18
       TOKENS:	P270W6-P270W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamAniy_1]
   UNSPLITVOC:	(AmAniy)
          POS:	NOUN_PROP
          VOC:	AmAniy
        GLOSS:	Amani

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P271W1
      OFFSETS:	0-3
       TOKENS:	P271W1-P271W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P271W2
      OFFSETS:	4-9
       TOKENS:	P271W2-P271W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(waAll~`h)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~`h
        GLOSS:	by+Allah/God

 INPUT STRING:	مهو
     IS_TRANS:	mhw
        INDEX:	P272W1
      OFFSETS:	0-3
       TOKENS:	P272W1-P272W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(mAhuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	mA+huw~a
        GLOSS:	that+it/he

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P272W2
      OFFSETS:	4-7
       TOKENS:	P272W3-P272W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	بيجهز
     IS_TRANS:	byjhz
        INDEX:	P272W3
      OFFSETS:	8-13
       TOKENS:	P272W4-P272W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jah~iz_1]
   UNSPLITVOC:	(biyijah~iz)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+jah~iz
        GLOSS:	[present-tense]+he/it+prepare

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P272W4
      OFFSETS:	14-16
       TOKENS:	P272W6-P272W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشقة
     IS_TRANS:	Al$qp
        INDEX:	P272W5
      OFFSETS:	17-22
       TOKENS:	P272W7-P272W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aq~ap_1]
   UNSPLITVOC:	(Al$aq~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$aq~+ap
        GLOSS:	the+apartment/apartments+[fem.sg.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P273W1
      OFFSETS:	0-3
       TOKENS:	P273W1-P273W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	اشوف
     IS_TRANS:	A$wf
        INDEX:	P273W2
      OFFSETS:	4-8
       TOKENS:	P273W2-P273W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwf)
          POS:	IV1S+IV
          VOC:	Aa+$uwf
        GLOSS:	I+look

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P273W3
      OFFSETS:	9-11
       TOKENS:	P273W3-P273W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	enough/only

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P273W4
      OFFSETS:	12-15
       TOKENS:	P273W4-P273W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	رمضان
     IS_TRANS:	rmDAn
        INDEX:	P273W5
      OFFSETS:	16-21
       TOKENS:	P273W5-P273W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaDAn_1]
   UNSPLITVOC:	(ramaDAn)
          POS:	NOUN
          VOC:	ramaDAn
        GLOSS:	Ramadan

 INPUT STRING:	هيقولي
     IS_TRANS:	hyqwly
        INDEX:	P273W6
      OFFSETS:	22-28
       TOKENS:	P273W6-P273W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Hayiquwl~iy)
          POS:	FUT_PART+IV3MS+IV+PREP+PRON_1S
          VOC:	Ha+yi+quwl+li+iy
        GLOSS:	will+it/he+say+for/to+I/me

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P273W7
      OFFSETS:	29-32
       TOKENS:	P273W10-P273W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P273W8
      OFFSETS:	33-36
       TOKENS:	P273W11-P273W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الجهاز
     IS_TRANS:	AljhAz
        INDEX:	P273W9
      OFFSETS:	37-43
       TOKENS:	P273W12-P273W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jihAz_1]
   UNSPLITVOC:	(AljihAz)
          POS:	DET+NOUN
          VOC:	Al+jihAz
        GLOSS:	the+machine/apparatus/device/appliance/system/equipment/machines/devices

 INPUT STRING:	ونجهيز
     IS_TRANS:	wnjhyz
        INDEX:	P273W10
