 INPUT STRING:	مين
     IS_TRANS:	EmwmA
        INDEX:	P63W1
      OFFSETS:	0-5
       TOKENS:	P63W1-P63W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumuwm_1]
   UNSPLITVOC:	(EumuwmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Eumuwm+AF
        GLOSS:	generality/totality/in general/generally/(House of) Commons+[acc.indef.]

 INPUT STRING:	ميهمكش
     IS_TRANS:	myhmk$
        INDEX:	P63W2
      OFFSETS:	6-12
       TOKENS:	P63W2-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(mA_yihim~ak$)
          POS:	NEG_PART+IV3MS+IV+IVSUFF_DO:2MS+NEG_PART
          VOC:	mA+yi+him~+ak+$
        GLOSS:	not+he/it+be ready/intend+you+not

 INPUT STRING:	حبيبى
     IS_TRANS:	HbybY
        INDEX:	P63W3
      OFFSETS:	13-18
       TOKENS:	P63W6-P63W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Habiyb+iy
        GLOSS:	dear/beloved/sweetheart+my

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P64W1
      OFFSETS:	0-3
       TOKENS:	P64W1-P64W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P64W2
      OFFSETS:	4-8
       TOKENS:	P64W2-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	Eamal+t
        GLOSS:	function/make/act/do+you

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P64W3
      OFFSETS:	9-13
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P64W4
      OFFSETS:	14-18
       TOKENS:	P64W4-P64W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealayk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you

 INPUT STRING:	هاتو
     IS_TRANS:	hAtw
        INDEX:	P64W5
      OFFSETS:	19-23
       TOKENS:	P64W6-P64W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAt_1]
   UNSPLITVOC:	(hAtuh)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3MS
          VOC:	hAt+(null)+uh
        GLOSS:	give+you+it/him

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P65W1
      OFFSETS:	0-3
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P65W2
      OFFSETS:	4-7
       TOKENS:	P65W2-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P65W3
      OFFSETS:	8-11
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	تعبانه
     IS_TRANS:	tEbAnh
        INDEX:	P65W4
      OFFSETS:	12-18
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEobAn_1]
   UNSPLITVOC:	(taEobAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	taEobAn+ap
        GLOSS:	tired/weary/oppressed/overburdened/suppressed/fed up/stressed/exhausted+[fem.sg.]

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P65W5
      OFFSETS:	19-22
       TOKENS:	P65W5-P65W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	seriousness/earnestness/very/much+[acc.indef.]

 INPUT STRING:	مدروخه
     IS_TRANS:	mdrwxh
        INDEX:	P65W6
      OFFSETS:	23-29
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[madarowax_1]
   UNSPLITVOC:	(madarowaxap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	madarowax+ap
        GLOSS:	vertiginous+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P65W7
      OFFSETS:	30-31
       TOKENS:	P65W7-P65W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	خده
     IS_TRANS:	xdh
        INDEX:	P65W8
      OFFSETS:	32-35
       TOKENS:	P65W8-P65W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(xaduh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	xad+(null)+uh
        GLOSS:	take+he/it+it/him

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P65W9
      OFFSETS:	36-39
       TOKENS:	P65W10-P65W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+me

 INPUT STRING:	بليل
     IS_TRANS:	blyl
        INDEX:	P65W10
      OFFSETS:	40-44
       TOKENS:	P65W12-P65W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyl_1]
   UNSPLITVOC:	(biliyl)
          POS:	PREP+NOUN
          VOC:	bi+liyl
        GLOSS:	with/by+night/nighttime/at night/by night

 INPUT STRING:	قعد
     IS_TRANS:	qEd
        INDEX:	P65W11
      OFFSETS:	45-48
       TOKENS:	P65W14-P65W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(qaEad)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qaEad+(null)
        GLOSS:	sit down/be seated/remain+he/it

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P65W12
      OFFSETS:	49-53
       TOKENS:	P65W15-P65W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	with+his/its

 INPUT STRING:	ساعه
     IS_TRANS:	sAEh
        INDEX:	P65W13
      OFFSETS:	54-58
       TOKENS:	P65W17-P65W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	فضل
     IS_TRANS:	fDl
        INDEX:	P66W1
      OFFSETS:	0-3
       TOKENS:	P66W1-P66W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiDil_1]
   UNSPLITVOC:	(fiDil)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	fiDil+(null)
        GLOSS:	remain/stay+he/it

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P66W2
      OFFSETS:	4-6
       TOKENS:	P66W2-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	ميكلم
     IS_TRANS:	myklm
        INDEX:	P66W3
      OFFSETS:	7-12
       TOKENS:	P66W3-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(mAyikal~im)
          POS:	SUB_CONJ+IV3MS+IV
          VOC:	mA+yi+kal~im
        GLOSS:	that+he/it+talk/speak/talk to

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P66W4
      OFFSETS:	13-15
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P66W5
      OFFSETS:	16-18
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P66W6
      OFFSETS:	19-22
       TOKENS:	P66W7-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اتبهدلت
     IS_TRANS:	Atbhdlt
        INDEX:	P66W7
      OFFSETS:	23-30
       TOKENS:	P66W8-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitobahodil_1]
   UNSPLITVOC:	(Aitobahodilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Aitobahodil+t
        GLOSS:	be in disarray/be annoyed/be ridiculed/be insulted+I

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P66W8
      OFFSETS:	31-33
       TOKENS:	P66W9-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	سهرنى
     IS_TRANS:	shrnY
        INDEX:	P66W9
      OFFSETS:	34-39
       TOKENS:	P66W10-P66W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sah~ar_1]
   UNSPLITVOC:	(sah~arniy)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1S
          VOC:	sah~ar+(null)+niy
        GLOSS:	keep up late+he/it+me

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P66W10
      OFFSETS:	40-41
       TOKENS:	P66W12-P66W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	مبقتش
     IS_TRANS:	mbqt$
        INDEX:	P66W11
      OFFSETS:	42-47
       TOKENS:	P66W13-P66W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(mAbaqit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+baq+it+$
        GLOSS:	not+become/begin/start/be/begin a new day+i+not

 INPUT STRING:	قااادر
     IS_TRANS:	qAAAdr
        INDEX:	P66W12
      OFFSETS:	48-54
       TOKENS:	P66W16-P66W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAAAdir)
          POS:	ADJ
          VOC:	qAAAdir
        GLOSS:	capable/able

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P67W1
      OFFSETS:	0-1
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	فضل
     IS_TRANS:	fDl
        INDEX:	P67W2
      OFFSETS:	2-5
       TOKENS:	P67W2-P67W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiDil_1]
   UNSPLITVOC:	(fiDil)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	fiDil+(null)
        GLOSS:	remain/stay+he/it

 INPUT STRING:	صاحى
     IS_TRANS:	SAHY
        INDEX:	P67W3
      OFFSETS:	6-10
       TOKENS:	P67W3-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHiy_1]
   UNSPLITVOC:	(SAHiy)
          POS:	ADJ
          VOC:	SAHiy
        GLOSS:	bright/serene/vigilant/wakeful

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P67W4
      OFFSETS:	11-15
       TOKENS:	P67W4-P67W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	شايله
     IS_TRANS:	$Aylh
        INDEX:	P67W5
      OFFSETS:	16-21
       TOKENS:	P67W6-P67W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayil_1]
   UNSPLITVOC:	($Ayolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$Ayol+ap
        GLOSS:	carrying+[fem.sg.]

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P67W6
      OFFSETS:	22-25
       TOKENS:	P67W7-P67W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	الوقت
     IS_TRANS:	Alwqt
        INDEX:	P67W7
      OFFSETS:	26-31
       TOKENS:	P67W8-P67W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(Alwaqot)
          POS:	DET+NOUN
          VOC:	Al+waqot
        GLOSS:	the+time/moment/period of time/moments/times

 INPUT STRING:	قعدت
     IS_TRANS:	qEdt
        INDEX:	P67W8
      OFFSETS:	32-36
       TOKENS:	P67W9-P67W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(qaEadt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qaEad+t
        GLOSS:	sit down/be seated/remain+I

 INPUT STRING:	اضحك
     IS_TRANS:	ADHk
        INDEX:	P67W9
      OFFSETS:	37-41
       TOKENS:	P67W10-P67W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DiHik_1]
   UNSPLITVOC:	(AaDoHak)
          POS:	IV1S+IV
          VOC:	Aa+DoHak
        GLOSS:	I+laugh

 INPUT STRING:	ضحك
     IS_TRANS:	DHk
        INDEX:	P67W10
      OFFSETS:	42-45
       TOKENS:	P67W11-P67W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DiHik_1]
   UNSPLITVOC:	(DiHik)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	DiHik+(null)
        GLOSS:	laugh+he/it

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P68W1
      OFFSETS:	0-4
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P69W1
      OFFSETS:	0-1
       TOKENS:	P69W1-P69W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P69W2
      OFFSETS:	2-6
       TOKENS:	P69W2-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	الشغل
     IS_TRANS:	Al$gl
        INDEX:	P69W3
      OFFSETS:	7-12
       TOKENS:	P69W3-P69W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	(Al$ugol)
          POS:	DET+NOUN
          VOC:	Al+$ugol
        GLOSS:	the+work/activity/occupation/labor/business

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P69W4
      OFFSETS:	13-16
       TOKENS:	P69W4-P69W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P69W5
      OFFSETS:	17-21
       TOKENS:	P69W6-P69W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	at/have/possession/with+his/its

 INPUT STRING:	عرف
     IS_TRANS:	Erf
        INDEX:	P69W6
      OFFSETS:	22-25
       TOKENS:	P69W8-P69W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(Eirif)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eirif+(null)
        GLOSS:	know+he/it

 INPUT STRING:	قصه
     IS_TRANS:	qSh
        INDEX:	P69W7
      OFFSETS:	26-29
       TOKENS:	P69W9-P69W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiS~ap_1]
   UNSPLITVOC:	(qiS~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qiS~+ap
        GLOSS:	story/stories+[fem.sg.]

 INPUT STRING:	كفاحه
     IS_TRANS:	kfAHh
        INDEX:	P69W8
      OFFSETS:	30-35
       TOKENS:	P69W10-P69W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kifAH_1]
   UNSPLITVOC:	(kifAHuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	kifAH+uh
        GLOSS:	struggle/battle+its/his

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P69W9
      OFFSETS:	36-40
       TOKENS:	P69W12-P69W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P70W1
      OFFSETS:	0-2
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P70W2
      OFFSETS:	3-6
       TOKENS:	P70W2-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they [masc.pl]/they

 INPUT STRING:	ملهمش
     IS_TRANS:	mlhm$
        INDEX:	P70W3
      OFFSETS:	7-12
       TOKENS:	P70W3-P70W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(malohum$)
          POS:	NEG_PART+PREP+PRON_3P+NEG_PART
          VOC:	ma+li+hum+$
        GLOSS:	not+for/to+them+not

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P70W4
      OFFSETS:	13-17
       TOKENS:	P70W7-P70W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+her/it

 INPUT STRING:	حقيقى
     IS_TRANS:	HqyqY
        INDEX:	P70W5
      OFFSETS:	18-23
       TOKENS:	P70W9-P70W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy)
          POS:	NOUN
          VOC:	Haqiyqiy
        GLOSS:	truly/in fact

 INPUT STRING:	سبحان
     IS_TRANS:	sbHAn
        INDEX:	P71W1
      OFFSETS:	0-5
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suboHAn_1]
   UNSPLITVOC:	(suboHAn)
          POS:	NOUN
          VOC:	suboHAn
        GLOSS:	praise

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P71W2
      OFFSETS:	6-10
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P71W3
      OFFSETS:	11-15
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P71W4
      OFFSETS:	16-18
       TOKENS:	P71W4-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	خااااالص
     IS_TRANS:	xAAAAAlS
        INDEX:	P72W1
      OFFSETS:	0-8
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAAAAAliS)
          POS:	ADJ
          VOC:	xAAAAAliS
        GLOSS:	pure

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P73W1
      OFFSETS:	0-2
       TOKENS:	P73W1-P73W1
