 INPUT STRING:	رايحة
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	تيجي
     IS_TRANS:	tyjy
        INDEX:	P225W1
      OFFSETS:	0-4
       TOKENS:	P225W1-P225W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(tiyojiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+yoj+iy
        GLOSS:	you+occur/came/come/reach/arrive+you

 INPUT STRING:	نروح
     IS_TRANS:	nrwH
        INDEX:	P225W2
      OFFSETS:	5-9
       TOKENS:	P225W2-P225W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(niruwH)
          POS:	IV1P+IV
          VOC:	ni+ruwH
        GLOSS:	we+begin/go

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P225W3
      OFFSETS:	9-10
       TOKENS:	P225W3-P225W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	حنقعد
     IS_TRANS:	HnqEd
        INDEX:	P225W4
      OFFSETS:	11-16
       TOKENS:	P225W4-P225W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(HaniqoEud)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+qoEud
        GLOSS:	will+we+sit down/be seated/remain

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P225W5
      OFFSETS:	17-19
       TOKENS:	P225W6-P225W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P225W6
      OFFSETS:	20-25
       TOKENS:	P225W7-P225W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+biyt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	زهقانين
     IS_TRANS:	zhqAnyn
        INDEX:	P225W7
      OFFSETS:	26-33
       TOKENS:	P225W8-P225W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zahoqAn_1]
   UNSPLITVOC:	(zahoqAniyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	zahoqAn+iyn
        GLOSS:	irritated/dissatisfied/fed up+[pl.]

 INPUT STRING:	فشخ
     IS_TRANS:	f$x
        INDEX:	P225W8
      OFFSETS:	34-37
       TOKENS:	P225W9-P225W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa$ox_1]
   UNSPLITVOC:	(fa$ox)
          POS:	NOUN
          VOC:	fa$ox
        GLOSS:	spread apart

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P226W1
      OFFSETS:	0-2
       TOKENS:	P226W1-P226W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P227W1
      OFFSETS:	0-4
       TOKENS:	P227W1-P227W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	حنروح
     IS_TRANS:	HnrwH
        INDEX:	P227W2
      OFFSETS:	5-10
       TOKENS:	P227W2-P227W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HanuruwH)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+nu+ruwH
        GLOSS:	will+we+begin/go

 INPUT STRING:	أوكيه
     IS_TRANS:	>wkyh
        INDEX:	P228W1
      OFFSETS:	0-5
       TOKENS:	P228W1-P228W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwk~iyh_1]
   UNSPLITVOC:	(>uwk~iyh)
          POS:	INTERJ
          VOC:	>uwk~iyh
        GLOSS:	ok

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P228W2
      OFFSETS:	6-10
       TOKENS:	P228W2-P228W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P228W3
      OFFSETS:	11-14
       TOKENS:	P228W3-P228W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	غيرت
     IS_TRANS:	gyrt
        INDEX:	P228W4
      OFFSETS:	15-19
       TOKENS:	P228W5-P228W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(gay~art)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	gay~ar+t
        GLOSS:	change/modify+you

 INPUT STRING:	رأيي
     IS_TRANS:	r>yy
        INDEX:	P228W5
      OFFSETS:	20-24
       TOKENS:	P228W6-P228W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	ra>oy+iy
        GLOSS:	opinion/view/idea/opinions/views/ideas+my

 INPUT STRING:	حأقول
     IS_TRANS:	H>qwl
        INDEX:	P228W6
      OFFSETS:	25-30
       TOKENS:	P228W8-P228W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwl)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+quwl
        GLOSS:	will+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P228W7
      OFFSETS:	31-33
       TOKENS:	P228W10-P228W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ak
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	تودي
     IS_TRANS:	twdy
        INDEX:	P228W8
      OFFSETS:	34-38
       TOKENS:	P228W12-P228W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twdy)
          POS:	FOREIGN
          VOC:	twdy
        GLOSS:	nogloss

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P229W1
      OFFSETS:	0-4
       TOKENS:	P229W1-P229W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P229W2
      OFFSETS:	5-9
       TOKENS:	P229W2-P229W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P229W3
      OFFSETS:	10-13
       TOKENS:	P229W4-P229W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	حأصحى
     IS_TRANS:	H>SHY
        INDEX:	P229W4
      OFFSETS:	14-19
       TOKENS:	P229W5-P229W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiHiy_1]
   UNSPLITVOC:	(HaAaSoHaY)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+SoHaY
        GLOSS:	will+I+wake up/be alert/be roused

 INPUT STRING:	حأشوفها
     IS_TRANS:	H>$wfhA
        INDEX:	P229W5
      OFFSETS:	20-27
       TOKENS:	P229W7-P229W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(HaAa$uwfhA)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	Ha+Aa+$uwf+hA
        GLOSS:	will+I+look+it/them/her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P229W6
      OFFSETS:	28-30
       TOKENS:	P229W10-P229W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P229W7
      OFFSETS:	31-34
       TOKENS:	P229W11-P229W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	تعالي
     IS_TRANS:	tEAly
        INDEX:	P229W8
      OFFSETS:	35-40
       TOKENS:	P229W13-P229W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAlay_1]
   UNSPLITVOC:	(taEAliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	taEAl+iy
        GLOSS:	come/be high/be raised/be exalted+you

 INPUT STRING:	نروح
     IS_TRANS:	nrwH
        INDEX:	P229W9
      OFFSETS:	41-45
       TOKENS:	P229W14-P229W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(niruwH)
          POS:	IV1P+IV
          VOC:	ni+ruwH
        GLOSS:	we+begin/go

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P229W10
      OFFSETS:	46-50
       TOKENS:	P229W15-P229W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P230W1
      OFFSETS:	0-2
       TOKENS:	P230W1-P230W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P230W2
      OFFSETS:	3-6
       TOKENS:	P230W2-P230W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	رأيي
     IS_TRANS:	r>yy
        INDEX:	P230W3
      OFFSETS:	7-11
       TOKENS:	P230W3-P230W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	ra>oy+iy
        GLOSS:	opinion/view/idea/opinions/views/ideas+my

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P230W4
      OFFSETS:	12-15
       TOKENS:	P230W5-P230W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P230W5
      OFFSETS:	16-20
       TOKENS:	P230W6-P230W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P231W1
      OFFSETS:	0-4
       TOKENS:	P231W1-P231W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	اتفقنا
     IS_TRANS:	AtfqnA
        INDEX:	P231W2
      OFFSETS:	5-11
       TOKENS:	P231W2-P231W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~afaq_1]
   UNSPLITVOC:	(Ait~afaqnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	Ait~afaq+nA
        GLOSS:	agree/be agreed+we

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P231W3
      OFFSETS:	12-15
       TOKENS:	P231W3-P231W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	غيرت
     IS_TRANS:	gyrt
        INDEX:	P231W4
      OFFSETS:	16-20
       TOKENS:	P231W5-P231W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(gay~art)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	gay~ar+t
        GLOSS:	change/modify+I

 INPUT STRING:	رأيك
     IS_TRANS:	r>yk
        INDEX:	P231W5
      OFFSETS:	21-25
       TOKENS:	P231W6-P231W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	ra>oy+ik
        GLOSS:	opinion/view/idea/opinions/views/ideas+your

 INPUT STRING:	متنسيش
     IS_TRANS:	mtnsy$
        INDEX:	P231W6
      OFFSETS:	26-32
       TOKENS:	P231W8-P231W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisiy_1]
   UNSPLITVOC:	(mA_tinosiy$)
          POS:	NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+ti+nos+iy+$
        GLOSS:	not+you+forget/forgot+you+not

 INPUT STRING:	تقولي
     IS_TRANS:	tqwly
        INDEX:	P231W7
      OFFSETS:	33-38
       TOKENS:	P231W11-P231W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+quwl+iy
        GLOSS:	you+said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P231W8
      OFFSETS:	39-41
       TOKENS:	P231W12-P231W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+I

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P232W1
      OFFSETS:	0-2
       TOKENS:	P232W1-P232W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P232W2
      OFFSETS:	3-6
       TOKENS:	P232W2-P232W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_PRON
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	بيغير
     IS_TRANS:	bygyr
        INDEX:	P232W3
      OFFSETS:	7-12
       TOKENS:	P232W3-P232W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(biyigay~ar)
          POS:	PROG_PART+IV3P+IV
          VOC:	bi+yi+gay~ar
        GLOSS:	[present-tense]+they+change/modify

 INPUT STRING:	رأيه
     IS_TRANS:	r>yh
        INDEX:	P232W4
      OFFSETS:	13-17
       TOKENS:	P232W5-P232W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ra>oy+uh
        GLOSS:	opinion/view/idea/opinions/views/ideas+his/its

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P232W5
      OFFSETS:	18-19
       TOKENS:	P232W7-P232W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P233W1
      OFFSETS:	0-4
       TOKENS:	P233W1-P233W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P233W2
      OFFSETS:	5-6
       TOKENS:	P233W2-P233W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	شكلنا
     IS_TRANS:	$klnA
        INDEX:	P234W1
      OFFSETS:	0-5
       TOKENS:	P234W1-P234W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akolinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	$akol+nA
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+our

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P234W2
      OFFSETS:	6-10
       TOKENS:	P234W3-P234W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all/entire/every/whole+our

 INPUT STRING:	حنفكس
     IS_TRANS:	Hnfks
        INDEX:	P234W3
      OFFSETS:	11-16
       TOKENS:	P234W5-P234W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fakas_1]
   UNSPLITVOC:	(Hanifkis)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+fkis
        GLOSS:	will+we+ignore

 INPUT STRING:	شكلكو
     IS_TRANS:	$klkw
        INDEX:	P234W4
      OFFSETS:	17-22
       TOKENS:	P234W7-P234W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akolukuw)
          POS:	NOUN+POSS_PRON_2P
          VOC:	$akol+kuw
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+your

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P234W5
      OFFSETS:	23-25
       TOKENS:	P234W9-P234W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_9]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	حدش
     IS_TRANS:	Hd$
        INDEX:	P234W6
      OFFSETS:	26-29
       TOKENS:	P234W10-P234W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Hd$)
          POS:	NO_FUNC
          VOC:	Hd$
        GLOSS:	nogloss

 INPUT STRING:	حيروح
     IS_TRANS:	HyrwH
        INDEX:	P234W7
      OFFSETS:	30-35
       TOKENS:	P234W11-P234W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HayiruwH)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+ruwH
        GLOSS:	will+he/it+begin/go

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P235W1
      OFFSETS:	0-2
       TOKENS:	P235W1-P235W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P236W1
      OFFSETS:	0-6
       TOKENS:	P236W1-P236W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+[pl.]

 INPUT STRING:	نعرف
     IS_TRANS:	nErf
        INDEX:	P236W2
      OFFSETS:	7-11
       TOKENS:	P236W2-P236W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(niEoraf)
          POS:	IV1P+IV
          VOC:	ni+Eoraf
        GLOSS:	we+know

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P236W3
      OFFSETS:	12-15
       TOKENS:	P236W3-P236W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	حنعمل
     IS_TRANS:	HnEml
        INDEX:	P236W4
      OFFSETS:	16-21
       TOKENS:	P236W5-P236W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaniEomil)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+Eomil
        GLOSS:	will+we+function/make/act/do

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P236W5
      OFFSETS:	22-25
       TOKENS:	P236W7-P236W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P236W6
      OFFSETS:	26-29
       TOKENS:	P236W8-P236W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P236W7
      OFFSETS:	30-34
       TOKENS:	P236W9-P236W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
