 INPUT STRING:	ازيه
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P157W4
      OFFSETS:	14-18
       TOKENS:	P157W4-P157W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	روحي
     IS_TRANS:	rwHy
        INDEX:	P157W5
      OFFSETS:	19-23
       TOKENS:	P157W5-P157W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruwHiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	ruwH+iy
        GLOSS:	begin/go+you

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P157W6
      OFFSETS:	24-28
       TOKENS:	P157W6-P157W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	while+I/me

 INPUT STRING:	حأوصلك
     IS_TRANS:	H>wSlk
        INDEX:	P157W7
      OFFSETS:	29-35
       TOKENS:	P157W8-P157W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waS~al_1]
   UNSPLITVOC:	(HaAawaS~alik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+waS~al+ik
        GLOSS:	will+I+connect/bring+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P158W1
      OFFSETS:	0-3
       TOKENS:	P158W1-P158W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	فالطريق
     IS_TRANS:	fAlTryq
        INDEX:	P158W2
      OFFSETS:	4-11
       TOKENS:	P158W2-P158W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(fiAlTariyq)
          POS:	PREP+DET+NOUN
          VOC:	fi+Al+Tariyq
        GLOSS:	in+the+road/way/roads/ways/means/methods

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P159W1
      OFFSETS:	0-2
       TOKENS:	P159W1-P159W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنتي
     IS_TRANS:	bnty
        INDEX:	P159W2
      OFFSETS:	3-7
       TOKENS:	P159W2-P159W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl/daughters/girls+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P160W1
      OFFSETS:	0-3
       TOKENS:	P160W1-P160W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مستنياكي
     IS_TRANS:	mstnyAky
        INDEX:	P160W2
      OFFSETS:	4-12
       TOKENS:	P160W2-P160W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotan~iy_1]
   UNSPLITVOC:	(misotan~iyAkiy)
          POS:	ADJ+NSUFF_FEM_SG+PRON_2FS
          VOC:	misotan~iy+ap+ik
        GLOSS:	waiting/anticipating+[fem.sg.]+you

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P160W3
      OFFSETS:	13-16
       TOKENS:	P160W4-P160W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under/down

 INPUT STRING:	أوصلك
     IS_TRANS:	>wSlk
        INDEX:	P160W4
      OFFSETS:	17-22
       TOKENS:	P160W5-P160W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waS~al_1]
   UNSPLITVOC:	(AawaS~alik)
          POS:	IV1S+IV+IVSUFF_DO:2FS
          VOC:	Aa+waS~al+ik
        GLOSS:	I+connect/bring+you

 INPUT STRING:	حأبدأ
     IS_TRANS:	H>bd>
        INDEX:	P161W1
      OFFSETS:	0-5
       TOKENS:	P161W1-P161W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bada>_1]
   UNSPLITVOC:	(HaAaboda>)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+boda>
        GLOSS:	will+I+start/begin

 INPUT STRING:	الدي
     IS_TRANS:	Aldy
        INDEX:	P161W2
      OFFSETS:	6-10
       TOKENS:	P161W3-P161W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Aldy)
          POS:	FOREIGN
          VOC:	Aldy
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P161W3
      OFFSETS:	11-13
       TOKENS:	P161W4-P161W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P161W4
      OFFSETS:	14-18
       TOKENS:	P161W5-P161W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	انشاء
     IS_TRANS:	An$A'
        INDEX:	P162W1
      OFFSETS:	0-5
       TOKENS:	P162W1-P162W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	(<in_$A')
          POS:	SUB_CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	<in+$A'+(null)
        GLOSS:	that+wish/desire+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P162W2
      OFFSETS:	6-10
       TOKENS:	P162W3-P162W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	حندفع
     IS_TRANS:	HndfE
        INDEX:	P163W1
      OFFSETS:	0-5
       TOKENS:	P163W1-P163W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(HanidofaE)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+dofaE
        GLOSS:	will+we+push/motivate/pay/be pushed/be motivated/be paid

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P163W2
      OFFSETS:	6-10
       TOKENS:	P163W3-P163W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P163W3
      OFFSETS:	11-12
       TOKENS:	P163W4-P163W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P164W1
      OFFSETS:	0-4
       TOKENS:	P164W1-P164W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	المرة
     IS_TRANS:	Almrp
        INDEX:	P164W2
      OFFSETS:	5-10
       TOKENS:	P164W3-P164W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(Almar~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mar~+ap
        GLOSS:	the+occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	الجاية
     IS_TRANS:	AljAyp
        INDEX:	P164W3
      OFFSETS:	11-17
       TOKENS:	P164W4-P164W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(AljAy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jAy~+ap
        GLOSS:	the+coming/arriving+[fem.sg.]

 INPUT STRING:	حندفع
     IS_TRANS:	HndfE
        INDEX:	P165W1
      OFFSETS:	0-5
       TOKENS:	P165W1-P165W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(HanidofaE)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+dofaE
        GLOSS:	will+we+push/motivate/pay/be pushed/be motivated/be paid

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P165W2
      OFFSETS:	6-8
       TOKENS:	P165W3-P165W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P165W3
      OFFSETS:	9-12
       TOKENS:	P165W4-P165W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P165W4
      OFFSETS:	13-17
       TOKENS:	P165W5-P165W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P165W5
      OFFSETS:	18-19
       TOKENS:	P165W6-P165W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P165W6
      OFFSETS:	19-20
       TOKENS:	P165W7-P165W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P166W1
      OFFSETS:	0-3
       TOKENS:	P166W1-P166W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	60
     IS_TRANS:	60
        INDEX:	P166W2
      OFFSETS:	4-6
       TOKENS:	P166W2-P166W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(60)
          POS:	NOUN_NUM
          VOC:	60
        GLOSS:	60

 INPUT STRING:	للمرتين
     IS_TRANS:	llmrtyn
        INDEX:	P166W3
      OFFSETS:	7-14
       TOKENS:	P166W3-P166W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(lilmar~itayn)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+mar~itayn
        GLOSS:	for/to+the+occasion/time/moment/occasions/times/moments/once/one time

 INPUT STRING:	نسيت
     IS_TRANS:	nsyt
        INDEX:	P167W1
      OFFSETS:	0-4
       TOKENS:	P167W1-P167W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisiy_1]
   UNSPLITVOC:	(nisiyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	nisiy+t
        GLOSS:	forget/forgot+I

 INPUT STRING:	اسأل
     IS_TRANS:	As>l
        INDEX:	P167W2
      OFFSETS:	5-9
       TOKENS:	P167W2-P167W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(Aaso>al)
          POS:	IV1S+IV
          VOC:	Aa+so>al
        GLOSS:	I+ask/inquire/request/be asked

 INPUT STRING:	أظن
     IS_TRANS:	>Zn
        INDEX:	P168W1
      OFFSETS:	0-3
       TOKENS:	P168W1-P168W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zan~_1]
   UNSPLITVOC:	(AaZun~)
          POS:	IV1S+IV
          VOC:	Aa+Zun~
        GLOSS:	I+think/believe/presume

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P168W2
      OFFSETS:	4-6
       TOKENS:	P168W2-P168W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حأروح
     IS_TRANS:	H>rwH
        INDEX:	P168W3
      OFFSETS:	7-12
       TOKENS:	P168W3-P168W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaAaruwH)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+ruwH
        GLOSS:	will+I+begin/go

 INPUT STRING:	ثاني
     IS_TRANS:	vAny
        INDEX:	P168W4
      OFFSETS:	13-17
       TOKENS:	P168W5-P168W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	vAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P169W1
      OFFSETS:	0-2
       TOKENS:	P169W1-P169W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P169W2
      OFFSETS:	3-6
       TOKENS:	P169W2-P169W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P169W3
      OFFSETS:	7-12
       TOKENS:	P169W3-P169W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	إنك
     IS_TRANS:	<nk
        INDEX:	P169W4
      OFFSETS:	13-16
       TOKENS:	P169W4-P169W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you

 INPUT STRING:	بتدفعي
     IS_TRANS:	btdfEy
        INDEX:	P169W5
      OFFSETS:	17-23
       TOKENS:	P169W6-P169W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(bitidofaEiy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+dofaE+iy
        GLOSS:	[present-tense]+you+push/motivate/pay/be pushed/be motivated/be paid+you

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P169W6
      OFFSETS:	24-26
       TOKENS:	P169W8-P169W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P169W7
      OFFSETS:	27-30
       TOKENS:	P169W9-P169W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P170W1
      OFFSETS:	0-2
       TOKENS:	P170W1-P170W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حتيجي
     IS_TRANS:	Htyjy
        INDEX:	P170W2
      OFFSETS:	3-8
       TOKENS:	P170W2-P170W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(Hatiyojiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+yoj+iy
        GLOSS:	will+you+came/come+you

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P170W3
      OFFSETS:	9-12
       TOKENS:	P170W4-P170W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P170W4
      OFFSETS:	13-14
       TOKENS:	P170W5-P170W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P171W1
      OFFSETS:	0-2
       TOKENS:	P171W1-P171W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P171W2
      OFFSETS:	3-5
       TOKENS:	P171W2-P171W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	شايف
     IS_TRANS:	$Ayf
        INDEX:	P171W3
      OFFSETS:	6-10
       TOKENS:	P171W3-P171W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayif)
          POS:	ADJ.VN
          VOC:	$Ayif
        GLOSS:	viewer/observer/onlooker/onloker

 INPUT STRING:	أني
     IS_TRANS:	>ny
        INDEX:	P171W4
      OFFSETS:	11-14
       TOKENS:	P171W4-P171W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P171W5
      OFFSETS:	15-19
       TOKENS:	P171W6-P171W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	آخس
     IS_TRANS:	|xs
        INDEX:	P171W6
      OFFSETS:	20-23
       TOKENS:	P171W7-P171W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xas~_1]
   UNSPLITVOC:	(Aaxis~)
          POS:	IV1S+IV
          VOC:	Aa+xis~
        GLOSS:	I+be mean/diminish/lessen/reduce

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P172W1
      OFFSETS:	0-4
       TOKENS:	P172W1-P172W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	غريبة
     IS_TRANS:	grybp
        INDEX:	P172W2
      OFFSETS:	5-10
       TOKENS:	P172W2-P172W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariybap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	gariyb+ap
        GLOSS:	strange+[fem.sg.]

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P173W1
      OFFSETS:	0-3
       TOKENS:	P173W1-P173W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(wimA)
          POS:	CONJ+NEG_PART
          VOC:	wi+mA
        GLOSS:	and+not

 INPUT STRING:	إدانيش
     IS_TRANS:	<dAny$
        INDEX:	P173W2
      OFFSETS:	4-10
       TOKENS:	P173W3-P173W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aid~A_1]
   UNSPLITVOC:	(<idAniy$)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1S+NEG_PART
          VOC:	<idA+(null)+niy+$
        GLOSS:	Give+he/it+me+not

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P173W3
      OFFSETS:	11-13
       TOKENS:	P173W6-P173W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dy)
          POS:	FOREIGN
          VOC:	dy
        GLOSS:	nogloss

 INPUT STRING:	منظم
     IS_TRANS:	mnZm
        INDEX:	P173W4
      OFFSETS:	14-18
       TOKENS:	P173W7-P173W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaZ~am_1]
   UNSPLITVOC:	(munaZ~am)
          POS:	ADJ
          VOC:	munaZ~am
        GLOSS:	organized/orderly/arranged

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P174W1
      OFFSETS:	0-3
       TOKENS:	P174W1-P174W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P174W2
      OFFSETS:	4-7
       TOKENS:	P174W2-P174W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
