 INPUT STRING:	بست
      OFFSETS:	25-26
       TOKENS:	P292W8-P292W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P292W7
      OFFSETS:	27-30
       TOKENS:	P292W9-P292W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	become/begin/start/be/begin a new day+he/it

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P292W8
      OFFSETS:	31-33
       TOKENS:	P292W10-P292W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+I/me

 INPUT STRING:	اسبوعين
     IS_TRANS:	AsbwEyn
        INDEX:	P292W9
      OFFSETS:	34-41
       TOKENS:	P292W12-P292W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>usobuw_1]
   UNSPLITVOC:	(>usobuwEiyn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	>usobuwE+iyn
        GLOSS:	week/weeks+two

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P292W10
      OFFSETS:	42-44
       TOKENS:	P292W13-P292W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P292W11
      OFFSETS:	45-48
       TOKENS:	P292W14-P292W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	جيم
     IS_TRANS:	jym
        INDEX:	P292W12
      OFFSETS:	49-52
       TOKENS:	P292W15-P292W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jym)
          POS:	FOREIGN
          VOC:	jym
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P292W13
      OFFSETS:	52-53
       TOKENS:	P292W16-P292W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P293W1
      OFFSETS:	0-4
       TOKENS:	P293W1-P293W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	ordinary/regular/normal

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P293W2
      OFFSETS:	5-8
       TOKENS:	P293W2-P293W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تروح
     IS_TRANS:	trwH
        INDEX:	P293W3
      OFFSETS:	9-13
       TOKENS:	P293W3-P293W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(tiruwH)
          POS:	IV2MS+IV
          VOC:	ti+ruwH
        GLOSS:	you+begin/go

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P293W4
      OFFSETS:	14-17
       TOKENS:	P293W4-P293W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	ابقى
     IS_TRANS:	AbqY
        INDEX:	P293W5
      OFFSETS:	18-22
       TOKENS:	P293W5-P293W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(AiboqaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AiboqaY+(null)
        GLOSS:	become/begin/start/be/begin a new day+you

 INPUT STRING:	اتمرن
     IS_TRANS:	Atmrn
        INDEX:	P293W6
      OFFSETS:	23-28
       TOKENS:	P293W6-P293W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitomar~an_1]
   UNSPLITVOC:	(Aitomar~an)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aitomar~an+(null)
        GLOSS:	practice/be trained/be drilled+you

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P294W1
      OFFSETS:	0-2
       TOKENS:	P294W1-P294W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	وإيه
     IS_TRANS:	w<yh
        INDEX:	P295W1
      OFFSETS:	0-4
       TOKENS:	P295W1-P295W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(wi<iyh)
          POS:	CONJ+INTERROG_PRON
          VOC:	wi+<iyh
        GLOSS:	and+what

 INPUT STRING:	نمت
     IS_TRANS:	nmt
        INDEX:	P296W1
      OFFSETS:	0-3
       TOKENS:	P296W1-P296W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nimt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	nim+t
        GLOSS:	sleep/lie down+I

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P296W2
      OFFSETS:	4-5
       TOKENS:	P296W2-P296W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	صباح
     IS_TRANS:	SbAH
        INDEX:	P297W1
      OFFSETS:	0-4
       TOKENS:	P297W1-P297W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SabAH_1]
   UNSPLITVOC:	(SabAH)
          POS:	NOUN
          VOC:	SabAH
        GLOSS:	morning/in the morning

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P297W2
      OFFSETS:	5-10
       TOKENS:	P297W2-P297W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(Alxiyr)
          POS:	DET+NOUN
          VOC:	Al+xiyr
        GLOSS:	the+good

 INPUT STRING:	صباح
     IS_TRANS:	SbAH
        INDEX:	P298W1
      OFFSETS:	0-4
       TOKENS:	P298W1-P298W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SabAH_1]
   UNSPLITVOC:	(SabAH)
          POS:	NOUN
          VOC:	SabAH
        GLOSS:	morning/in the morning

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P298W2
      OFFSETS:	5-10
       TOKENS:	P298W2-P298W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(Alnuwr)
          POS:	DET+NOUN
          VOC:	Al+nuwr
        GLOSS:	the+light/lights

 INPUT STRING:	بأقول
     IS_TRANS:	b>qwl
        INDEX:	P299W1
      OFFSETS:	0-5
       TOKENS:	P299W1-P299W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P299W2
      OFFSETS:	6-8
       TOKENS:	P299W3-P299W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	for/to+you

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P299W3
      OFFSETS:	8-9
       TOKENS:	P299W5-P299W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	حنروح
     IS_TRANS:	HnrwH
        INDEX:	P299W4
      OFFSETS:	10-15
       TOKENS:	P299W6-P299W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaniruwH)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+ruwH
        GLOSS:	will+we+begin/go

 INPUT STRING:	متأخر
     IS_TRANS:	mt>xr
        INDEX:	P299W5
      OFFSETS:	16-21
       TOKENS:	P299W8-P299W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mito>ax~ar_1]
   UNSPLITVOC:	(mito>ax~ar)
          POS:	ADJ
          VOC:	mito>ax~ar
        GLOSS:	late/delayed

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P299W6
      OFFSETS:	22-25
       TOKENS:	P299W9-P299W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sin~ap_1]
   UNSPLITVOC:	(sin~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sin~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P300W1
      OFFSETS:	0-4
       TOKENS:	P300W1-P300W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	رايح
     IS_TRANS:	rAyH
        INDEX:	P300W2
      OFFSETS:	5-9
       TOKENS:	P300W3-P300W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyiH)
          POS:	ADJ
          VOC:	rAyiH
        GLOSS:	going

 INPUT STRING:	لدكتور
     IS_TRANS:	ldktwr
        INDEX:	P300W3
      OFFSETS:	10-16
       TOKENS:	P300W4-P300W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dukotuwr_1]
   UNSPLITVOC:	(lidukotuwr)
          POS:	PREP+NOUN
          VOC:	li+dukotuwr
        GLOSS:	for/to+doctor/Doctor/Dr.

 INPUT STRING:	اسنان
     IS_TRANS:	AsnAn
        INDEX:	P300W4
      OFFSETS:	17-22
       TOKENS:	P300W6-P300W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sin~_1]
   UNSPLITVOC:	(>asonAn)
          POS:	NOUN
          VOC:	>asonAn
        GLOSS:	teeth

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P300W5
      OFFSETS:	23-25
       TOKENS:	P300W7-P300W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	فاطمة
     IS_TRANS:	fATmp
        INDEX:	P300W6
      OFFSETS:	26-31
       TOKENS:	P300W8-P300W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fATomap_1]
   UNSPLITVOC:	(fATomap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	fATom+ap
        GLOSS:	Fatima/Fatna+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P300W7
      OFFSETS:	32-35
       TOKENS:	P300W9-P300W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P301W1
      OFFSETS:	0-4
       TOKENS:	P301W1-P301W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	حتعرفي
     IS_TRANS:	HtErfy
        INDEX:	P301W2
      OFFSETS:	5-11
       TOKENS:	P301W2-P301W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(HatiEorafiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+Eoraf+iy
        GLOSS:	will+you+know+you

 INPUT STRING:	تنزلي
     IS_TRANS:	tnzly
        INDEX:	P301W3
      OFFSETS:	12-17
       TOKENS:	P301W4-P301W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(tinoziliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+nozil+iy
        GLOSS:	you+descend/come/desend/stay+you

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P301W4
      OFFSETS:	18-20
       TOKENS:	P301W5-P301W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P301W5
      OFFSETS:	21-24
       TOKENS:	P301W6-P301W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P301W6
      OFFSETS:	25-29
       TOKENS:	P301W7-P301W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P301W7
      OFFSETS:	30-32
       TOKENS:	P301W8-P301W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P301W8
      OFFSETS:	32-33
       TOKENS:	P301W9-P301W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P302W1
      OFFSETS:	0-2
       TOKENS:	P302W1-P302W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P302W2
      OFFSETS:	3-5
       TOKENS:	P302W2-P302W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P302W3
      OFFSETS:	6-9
       TOKENS:	P302W3-P302W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P302W4
      OFFSETS:	10-14
       TOKENS:	P302W4-P302W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	تمام
     IS_TRANS:	tmAm
        INDEX:	P303W1
      OFFSETS:	0-4
       TOKENS:	P303W1-P303W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAm)
          POS:	NOUN
          VOC:	tamAm
        GLOSS:	exact/complete/exactly/completely

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P304W1
      OFFSETS:	0-2
       TOKENS:	P304W1-P304W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تستعجلش
     IS_TRANS:	tstEjl$
        INDEX:	P304W2
      OFFSETS:	3-10
       TOKENS:	P304W2-P304W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotaEojil_1]
   UNSPLITVOC:	(tisotaEojil$)
          POS:	IV2MS+IV+NEG_PART
          VOC:	ti+sotaEojil+$
        GLOSS:	you+be startled/be frightened/be hustled/be rushed/hurry/hasten/initiate/surprise+not

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P304W3
      OFFSETS:	11-15
       TOKENS:	P304W4-P304W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	nafos+ak
        GLOSS:	same/self/selves/soul/souls+your

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P304W4
      OFFSETS:	16-20
       TOKENS:	P304W6-P304W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ.VN
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P304W5
      OFFSETS:	21-25
       TOKENS:	P304W7-P304W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	وراك
     IS_TRANS:	wrAk
        INDEX:	P304W6
      OFFSETS:	26-30
       TOKENS:	P304W8-P304W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(warAk)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	warA+ak
        GLOSS:	behind+your

 INPUT STRING:	وقول
     IS_TRANS:	wqwl
        INDEX:	P304W7
      OFFSETS:	31-35
       TOKENS:	P304W10-P304W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiquwl)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+quwl+(null)
        GLOSS:	and+said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P304W8
      OFFSETS:	36-38
       TOKENS:	P304W12-P304W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+I/me

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P305W1
      OFFSETS:	0-2
       TOKENS:	P305W1-P305W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P305W2
      OFFSETS:	3-5
       TOKENS:	P305W2-P305W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P305W3
      OFFSETS:	6-9
       TOKENS:	P305W3-P305W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P305W4
      OFFSETS:	10-14
       TOKENS:	P305W4-P305W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	حأخلص
     IS_TRANS:	H>xlS
        INDEX:	P305W5
      OFFSETS:	15-20
       TOKENS:	P305W5-P305W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(HaAaxal~aS)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+xal~aS
        GLOSS:	will+I+purify/refine/clarify/finish

 INPUT STRING:	بسرعة
     IS_TRANS:	bsrEp
        INDEX:	P305W6
      OFFSETS:	21-26
       TOKENS:	P305W7-P305W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(bisuroEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+suroE+ap
        GLOSS:	with/by+speed/velocity/promptness/speeds+[fem.sg.]

 INPUT STRING:	اوكيه
     IS_TRANS:	Awkyh
        INDEX:	P306W1
      OFFSETS:	0-5
       TOKENS:	P306W1-P306W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwk~iyh_1]
   UNSPLITVOC:	(>uwk~iyh)
          POS:	INTERJ
          VOC:	>uwk~iyh
        GLOSS:	ok

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P307W1
      OFFSETS:	0-2
       TOKENS:	P307W1-P307W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	الدكتور
     IS_TRANS:	Aldktwr
        INDEX:	P307W2
      OFFSETS:	3-10
       TOKENS:	P307W2-P307W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
