 INPUT STRING:	إحم
      OFFSETS:	36-39
       TOKENS:	P120W10-P120W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(b<n)
          POS:	FOREIGN
          VOC:	b<n
        GLOSS:	nogloss

 INPUT STRING:	بالضبط
     IS_TRANS:	bAlDbT
        INDEX:	P121W1
      OFFSETS:	0-6
       TOKENS:	P121W1-P121W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaboT_1]
   UNSPLITVOC:	(biAlDaboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+DaboT
        GLOSS:	with/by+the+adjusting/regulating/precision/seizure/confiscation

 INPUT STRING:	فقالت
     IS_TRANS:	fqAlt
        INDEX:	P122W1
      OFFSETS:	0-5
       TOKENS:	P122W1-P122W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(faqAlit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	fa+qAl+it
        GLOSS:	so/and+said/say/be said/(for example)+it/they/she

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P122W2
      OFFSETS:	6-8
       TOKENS:	P122W3-P122W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liiy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	هاتي
     IS_TRANS:	hAty
        INDEX:	P122W3
      OFFSETS:	9-13
       TOKENS:	P122W5-P122W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAt_1]
   UNSPLITVOC:	(hAtiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	hAt+iy
        GLOSS:	give+you

 INPUT STRING:	الكلور
     IS_TRANS:	Alklwr
        INDEX:	P122W4
      OFFSETS:	14-20
       TOKENS:	P122W6-P122W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alklwr)
          POS:	FOREIGN
          VOC:	Alklwr
        GLOSS:	nogloss

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P122W5
      OFFSETS:	21-25
       TOKENS:	P122W7-P122W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	حأثبته
     IS_TRANS:	H>vbth
        INDEX:	P122W6
      OFFSETS:	26-32
       TOKENS:	P122W9-P122W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vabat_1]
   UNSPLITVOC:	(HaAavab~ituh)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	Ha+Aa+vab~it+uh
        GLOSS:	will+I+fix+it/him

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P122W7
      OFFSETS:	33-35
       TOKENS:	P122W12-P122W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	بإيه
     IS_TRANS:	b<yh
        INDEX:	P122W8
      OFFSETS:	36-40
       TOKENS:	P122W14-P122W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(bi<iyh)
          POS:	PREP+INTERROG_PRON
          VOC:	bi+<iyh
        GLOSS:	with+what

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P122W9
      OFFSETS:	41-43
       TOKENS:	P122W16-P122W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

